test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,20.0.2,binarytrees.java 21,0.99,0.40,0.63,0.13,0.02,0.27,6.01,2.14,0.12,6.30,2.10,3561368979 ns,16530468412,3.624 GHz,35839535031,2.22,4560.55 msec,1.281,15966298761,3.501 GHz,241,7441288868,93934557,4561.31 msec,1.281,911 C,6909786643,7455651,0.11%,0,8140573177,430904,430895,8,774586208,458214022,59.156,9344635220,403259237,4.32%,15567556,6337665,40.71%,7109409,9789489726,8296025,0.08%,27475,1205702,4388.36%,0,0
2,20.0.2,binarytrees.java 21,0.99,0.41,0.63,0.12,0.03,0.26,6.02,2.19,0.11,6.56,2.11,3554984337 ns,15958206662,3.505 GHz,35588746108,2.25,4552.42 msec,1.281,15791544628,3.469 GHz,201,7578086395,91551260,4553.22 msec,1.281,801 C,6644532102,8487383,0.13%,0,7939132303,427549,427540,8,755338036,446784642,59.150,9400493820,397122364,4.22%,15181565,5673529,37.37%,6063947,9705977339,8500419,0.09%,30425,880308,2893.37%,0,0
3,20.0.2,binarytrees.java 21,0.99,0.40,0.65,0.12,0.03,0.31,6.14,2.18,0.10,6.56,2.10,3513485766 ns,15387515501,3.407 GHz,35737404081,2.23,4515.63 msec,1.285,15709187743,3.479 GHz,206,7348856971,90741574,4516.43 msec,1.285,739 C,6647694058,7469316,0.11%,0,8053509334,427798,427789,8,721620364,447591138,62.026,9497473981,396937118,4.18%,19456058,8454957,43.46%,16411941,9951916226,9171645,0.09%,42189,863102,2045.80%,0,0
4,20.0.2,binarytrees.java 21,0.99,0.40,0.65,0.08,0.03,0.30,6.24,2.30,0.11,6.87,2.10,3519309339 ns,15734852508,3.495 GHz,36179498807,2.26,4501.71 msec,1.279,15298826589,3.398 GHz,217,7174649641,91271061,4502.36 msec,1.279,623 C,6852966476,8163632,0.12%,0,7934455707,428982,428973,8,763206078,443348270,58.090,9368161523,407122997,4.35%,13998553,5436328,38.83%,5180695,9617219178,8412972,0.09%,52852,758885,1435.87%,0,0
5,20.0.2,binarytrees.java 21,0.99,0.40,0.64,0.13,0.03,0.24,6.37,2.26,0.10,5.94,2.08,3600845887 ns,15102316822,3.312 GHz,35787899328,2.27,4560.11 msec,1.266,15444774940,3.387 GHz,203,7490104757,90622349,4560.82 msec,1.267,628 C,6660450082,8239095,0.12%,3,7967020030,428514,428502,11,743105427,446947642,60.146,9223904487,389939769,4.23%,16577050,6644008,40.08%,7262619,9925717008,8718243,0.09%,71162,1189623,1671.71%,0,15
6,20.0.2,binarytrees.java 21,0.99,0.39,0.66,0.13,0.03,0.26,5.98,2.14,0.13,6.00,2.07,3625835305 ns,16092887136,3.509 GHz,36738131746,2.33,4586.25 msec,1.265,15978820201,3.484 GHz,235,7749398013,90859991,4587.01 msec,1.265,557 C,6742598917,8456068,0.13%,3,7946935123,431898,431889,8,733968079,460583215,62.752,9248522678,395304496,4.27%,17269896,6946236,40.22%,13445363,9868333969,9230996,0.09%,62299,1001156,1607.02%,0,0
7,20.0.2,binarytrees.java 21,0.99,0.40,0.64,0.13,0.03,0.25,6.48,2.29,0.09,6.02,2.05,3665008337 ns,15718095138,3.409 GHz,37512421458,2.35,4610.10 msec,1.258,16026708812,3.476 GHz,239,7605360286,91744232,4610.78 msec,1.258,686 C,6684018754,9383266,0.14%,0,7893385397,428769,428760,8,727636452,436993321,60.057,9172242087,387812125,4.23%,15068130,6072837,40.30%,4854651,9615105159,8286307,0.09%,66181,1026508,1551.06%,0,0
8,20.0.2,binarytrees.java 21,0.99,0.41,0.64,0.13,0.03,0.23,6.39,2.26,0.12,6.20,2.03,3721711757 ns,15582998945,3.331 GHz,36717910722,2.27,4677.93 msec,1.257,15862034624,3.391 GHz,219,7893528138,98391289,4678.63 msec,1.257,553 C,7020525777,8231202,0.12%,0,8594698969,428757,428748,8,734965421,456507179,62.113,9364698873,394569805,4.21%,16962620,5308767,31.30%,10866304,9788153714,8962059,0.09%,72734,1358111,1867.23%,0,0
9,20.0.2,binarytrees.java 21,0.99,0.40,0.64,0.12,0.03,0.29,6.14,2.22,0.09,6.50,2.04,3700412281 ns,16526179530,3.522 GHz,37892829093,2.31,4692.33 msec,1.268,16347935243,3.484 GHz,250,7739678891,92627641,4693.14 msec,1.268,631 C,6850243827,7555116,0.11%,0,7987603476,428299,428290,8,754300043,447401277,59.313,9111970963,392908299,4.31%,16427511,5977765,36.39%,7054261,9733446375,8368623,0.09%,41861,1165088,2783.23%,0,0
10,20.0.2,binarytrees.java 21,0.99,0.40,0.64,0.13,0.02,0.28,6.25,2.22,0.12,5.89,2.04,3713021577 ns,15025317482,3.186 GHz,34987650933,2.23,4715.45 msec,1.270,15410304118,3.268 GHz,207,7410180728,94351403,4716.12 msec,1.270,533 C,6704828481,7899478,0.12%,0,8273725739,428262,428253,8,749958400,465364094,62.052,9581986401,401247493,4.19%,18651672,7419853,39.78%,16712737,9885806748,8944297,0.09%,68717,359858,523.68%,0,0
