test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots_Giga,FetchBubbles_Giga,SlotsRetired_Giga,SlotsIssued+RecoveryBubbles_Giga,SlotsBackend_Giga
1,2018-01-16,binaryTrees_21_modified_without_Multithreading,9.0.4,binarytrees.java 21,0.99,0.38,0.66,0.11,0.02,0.25,6.46,2.33,0.08,5.85,2.1,4.225223321,20892175577,3.586,48744034478,2.37,5825.07,1.379,21267933165,3.651,177,10063395063,128240754,5825.92,1.379,1260.0,8059915447,16650211,0.21%,0,11301096506,432688,432679,8,828306834,495750732,59.851,13720828930,440178624,3.21%,21327016,8048571,37.74%,12523339,13952322682,10243399,0.07%,17516,106178,606.18%,0,0,14.344,1.57784,9.46704,0.28687999999999997,3.586
2,2018-01-16,binaryTrees_21_modified_without_Multithreading,9.0.4,binarytrees.java 21,0.99,0.39,0.67,0.11,0.02,0.26,6.42,2.37,0.09,5.87,2.09,4.217890621,20754076524,3.578,48043904991,2.37,5799.94,1.375,21236693418,3.661,215,10233015550,128374272,5800.63,1.375,1096.0,8045613546,20351820,0.25%,0,11464851475,433109,433100,8,789985596,497502470,62.976,13767606168,429455005,3.12%,21079071,8336714,39.55%,47591596,13173977819,10058555,0.08%,337257,184489,54.70%,0,0,14.312,1.57432,9.58904,0.28624,3.72112
3,2018-01-16,binaryTrees_21_modified_without_Multithreading,9.0.4,binarytrees.java 21,0.99,0.38,0.66,0.11,0.02,0.26,6.2,2.29,0.07,5.79,2.07,4.333698864,20698071779,3.48,47437404030,2.34,5947.43,1.372,20748179628,3.488,199,10126167378,129041547,5948.22,1.373,984.0,7847704198,18977605,0.24%,0,10712484887,432501,432491,8,830308170,517278398,62.3,14345183532,456308130,3.18%,18427427,7184055,38.99%,10209298,13370272611,10038771,0.08%,60363,147995,245.18%,0,0,13.92,1.5312,9.1872,0.2784,3.6192
4,2018-01-16,binaryTrees_21_modified_without_Multithreading,9.0.4,binarytrees.java 21,0.99,0.39,0.65,0.11,0.02,0.25,6.53,2.38,0.07,5.68,2.08,4.331428763,20092371259,3.362,47981953013,2.35,5976.76,1.38,20541226802,3.437,181,9966728442,127302684,5977.51,1.38,842.0,7966466297,16384410,0.21%,0,10724534901,433100,433086,12,796258468,486090855,61.047,13576663547,434910091,3.20%,20330790,7632887,37.54%,21725893,14625864299,10544679,0.07%,100453,164221,163.48%,0,0,13.448,1.4792800000000002,8.741200000000001,0.26896000000000003,3.362
5,2018-01-16,binaryTrees_21_modified_without_Multithreading,9.0.4,binarytrees.java 21,0.99,0.39,0.65,0.11,0.02,0.24,6.35,2.27,0.08,5.91,2.06,4.339788109,21061426168,3.546,50325311910,2.45,5939.36,1.369,21353232549,3.595,196,10226389914,130032599,5940.15,1.369,812.0,8143532914,17122282,0.21%,0,11571445688,432878,432868,8,808772508,496786645,61.425,13592647719,422135409,3.11%,17131910,6785637,39.61%,10241529,14005610264,10092265,0.07%,59731,163182,273.19%,0,0,14.184,1.5602399999999998,9.2196,0.28368,3.4041599999999996
6,2018-01-16,binaryTrees_21_modified_without_Multithreading,9.0.4,binarytrees.java 21,0.99,0.39,0.66,0.11,0.02,0.25,6.46,2.42,0.08,5.34,1.99,4.547609193,20599331281,3.353,47784641316,2.34,6142.3,1.351,20988826365,3.417,207,10676387446,135770863,6143.06,1.351,834.0,8062658347,18509561,0.23%,0,11306811168,432444,432434,8,792971972,498234743,62.831,14214420717,442826091,3.12%,18046407,7103630,39.36%,10833963,13581587672,9172116,0.07%,570598,702633,123.14%,0,0,13.412,1.4753200000000002,8.851920000000002,0.26824000000000003,3.353
7,2018-01-16,binaryTrees_21_modified_without_Multithreading,9.0.4,binarytrees.java 21,0.99,0.4,0.63,0.15,0.02,0.24,6.21,2.26,0.08,5.35,2.0,4.68637149,21264171243,3.374,49880016666,2.35,6302.28,1.345,21661072766,3.437,178,10922575366,139444521,6303.02,1.345,742.0,8282319468,16782815,0.20%,0,11862932057,432463,432449,12,791594210,500354712,63.208,13870105217,428828332,3.09%,18061486,6877827,38.08%,15724515,14025151496,10547388,0.08%,92346,152151,164.76%,0,0,13.496,2.0244,8.50248,0.26992,3.23904
8,2018-01-16,binaryTrees_21_modified_without_Multithreading,9.0.4,binarytrees.java 21,0.99,0.38,0.67,0.11,0.02,0.27,6.33,2.33,0.07,5.48,2.02,4.457586263,20917524594,3.423,47238029775,2.31,6109.94,1.371,20957342101,3.43,182,10468055198,131453734,6110.61,1.371,770.0,7870994360,17934179,0.23%,0,11027536502,432458,432448,8,823124669,501438302,60.919,13875263095,441408576,3.18%,19261686,7529243,39.09%,11381006,14356138682,10628025,0.07%,47934,134367,280.32%,0,0,13.692,1.5061200000000001,9.17364,0.27384000000000003,3.6968400000000003
9,2018-01-16,binaryTrees_21_modified_without_Multithreading,9.0.4,binarytrees.java 21,0.99,0.39,0.65,0.11,0.02,0.25,6.47,2.35,0.07,5.46,1.99,4.518164967,20272109219,3.308,49543438711,2.45,6128.53,1.356,20607971718,3.362,176,10072588419,128655838,6129.31,1.357,835.0,7873268983,15145268,0.19%,0,11038032625,432895,432886,8,782005659,496345790,63.471,13564676030,437237225,3.22%,22863367,7070689,30.93%,16983656,13554135021,10057141,0.07%,105635,144461,136.75%,0,4,13.232,1.45552,8.6008,0.26464,3.308
10,2018-01-16,binaryTrees_21_modified_without_Multithreading,9.0.4,binarytrees.java 21,0.99,0.39,0.66,0.11,0.02,0.25,6.32,2.37,0.08,5.35,1.98,4.556213444,20886605960,3.37,50124749337,2.46,6197.1,1.36,21196181768,3.42,212,10814003368,135474999,6197.95,1.36,785.0,8125568408,16213652,0.20%,0,11190441205,432789,432775,12,840090389,499365005,59.442,14315695368,426413917,2.98%,18269293,6770629,37.06%,18487556,13901592000,10724837,0.08%,454198,217925,47.98%,0,0,13.48,1.4828000000000001,8.8968,0.2696,3.37
1,2018-07-17,binaryTrees_21_modified_without_Multithreading,10.0.2,binarytrees.java 21,1.0,0.38,0.67,0.1,0.02,0.24,6.47,2.34,0.09,6.02,2.1,4.257228512,21455214697,3.678,50581430266,2.45,5833.84,1.37,21730385665,3.725,162,10450974289,128556244,5834.52,1.37,1222.0,7820241113,17351805,0.22%,0,11609300241,433092,433083,8,839633855,508112741,60.516,15390170915,435775140,2.83%,19777514,9270101,46.87%,7876670,14592419085,9284614,0.06%,12810,87545,683.41%,0,0,14.712,1.4712,9.85704,0.29424,3.53088
2,2018-07-17,binaryTrees_21_modified_without_Multithreading,10.0.2,binarytrees.java 21,0.99,0.4,0.64,0.15,0.03,0.25,6.21,2.3,0.08,5.75,2.1,4.530958593,22438468536,3.701,52283747716,2.4,6062.64,1.338,22733466178,3.75,147,10693244187,134736243,6063.31,1.338,1131.0,8426860701,11970902,0.14%,0,11745580928,432981,432972,8,818322453,507975288,62.075,15150103346,429297773,2.83%,22243149,9602704,43.17%,22743343,15322269913,9581826,0.06%,53285,138837,260.56%,0,0,14.804,2.2206,9.47456,0.44412,3.701
3,2018-07-17,binaryTrees_21_modified_without_Multithreading,10.0.2,binarytrees.java 21,0.99,0.37,0.68,0.1,0.02,0.24,6.64,2.39,0.09,5.77,2.09,4.267081171,20601718008,3.546,49520852811,2.48,5810.17,1.362,21046869258,3.622,201,10145192812,129244167,5811.01,1.362,926.0,8091891039,17094900,0.21%,0,11601995457,433004,432995,8,861269611,505805012,58.728,15297686215,433325149,2.83%,20745769,8380728,40.40%,10559073,15366670054,10327771,0.07%,46376,96122,207.27%,0,0,14.184,1.4184,9.64512,0.28368,3.4041599999999996
4,2018-07-17,binaryTrees_21_modified_without_Multithreading,10.0.2,binarytrees.java 21,0.99,0.39,0.65,0.11,0.02,0.24,6.36,2.33,0.08,5.85,2.08,4.392646332,21205502024,3.564,49405639799,2.37,5950.1,1.355,21630262837,3.635,180,10306994694,131281575,5950.86,1.355,819.0,7965110566,14898957,0.19%,0,11615972713,433088,433079,8,835581362,512101266,61.287,15584339653,428624223,2.75%,17582698,7103217,40.40%,8399482,14602918911,9617493,0.07%,102981,170703,165.76%,0,0,14.256,1.56816,9.2664,0.28512,3.42144
5,2018-07-17,binaryTrees_21_modified_without_Multithreading,10.0.2,binarytrees.java 21,0.99,0.38,0.67,0.1,0.02,0.24,6.67,2.43,0.07,5.72,2.06,4.365286303,20333171122,3.446,50090497613,2.46,5899.43,1.351,20680475709,3.505,192,10153818126,129065770,5900.12,1.352,903.0,8122599561,16267814,0.20%,0,11224475054,432988,432979,8,828537774,505374256,60.996,15033911966,421561555,2.80%,18146789,6893758,37.99%,17543377,15558638982,9625438,0.06%,93899,138724,147.74%,0,1,13.784,1.3784,9.235280000000001,0.27568000000000004,3.30816
6,2018-07-17,binaryTrees_21_modified_without_Multithreading,10.0.2,binarytrees.java 21,0.99,0.39,0.66,0.12,0.02,0.25,6.3,2.25,0.08,5.44,2.02,4.564733732,21247263813,3.462,49535020515,2.37,6137.13,1.344,21581240209,3.516,198,10749702921,132145310,6137.92,1.345,770.0,7914671776,14530987,0.18%,0,11629523849,433056,433047,8,848358349,522694823,61.613,14686776525,421826918,2.87%,17331455,6510910,37.57%,27613080,14373223144,8881005,0.06%,624147,320614,51.37%,0,0,13.848,1.6617600000000001,9.13968,0.27696000000000004,3.462
7,2018-07-17,binaryTrees_21_modified_without_Multithreading,10.0.2,binarytrees.java 21,0.99,0.39,0.66,0.11,0.02,0.26,6.15,2.28,0.07,5.44,1.98,4.648387341,21104527223,3.395,49946293717,2.44,6215.68,1.337,21479539410,3.455,170,10932768778,136987909,6216.41,1.337,807.0,7990652279,15588102,0.20%,0,11358295772,433027,433018,8,841037669,536169048,63.751,15804631648,439313345,2.78%,17061257,6814666,39.94%,17326612,14740455471,8672226,0.06%,854822,826460,96.68%,0,0,13.58,1.4938,8.9628,0.2716,3.5308
8,2018-07-17,binaryTrees_21_modified_without_Multithreading,10.0.2,binarytrees.java 21,0.99,0.38,0.67,0.11,0.02,0.25,6.44,2.29,0.09,5.6,1.96,4.707324452,21751909530,3.46,50306497490,2.41,6285.84,1.335,22169185521,3.527,188,11380856258,141866427,6286.59,1.335,709.0,8100800309,16831386,0.21%,4,11466437210,432807,432798,8,801150973,514983507,64.28,15186685095,417961732,2.75%,18725272,7177508,38.33%,13134306,15137807827,8773041,0.06%,92920,332763,358.12%,0,5,13.84,1.5224,9.2728,0.2768,3.46
9,2018-07-17,binaryTrees_21_modified_without_Multithreading,10.0.2,binarytrees.java 21,0.99,0.39,0.66,0.12,0.02,0.24,6.29,2.26,0.07,5.45,1.96,4.682127638,21299913010,3.412,50161341702,2.39,6241.57,1.333,21617519119,3.463,207,11097192254,136242917,6242.4,1.333,728.0,8089520946,14237616,0.18%,0,11370527307,433078,433069,8,794275621,503585999,63.402,15193249900,422160202,2.78%,17111161,6643020,38.82%,17845681,14758808488,9049227,0.06%,924200,528939,57.23%,0,0,13.648,1.6377599999999999,9.00768,0.27296,3.2755199999999998
10,2018-07-17,binaryTrees_21_modified_without_Multithreading,10.0.2,binarytrees.java 21,0.99,0.38,0.66,0.12,0.02,0.24,6.18,2.24,0.09,5.38,2.01,4.605192963,21225746518,3.439,49759348525,2.43,6170.81,1.34,21597799834,3.5,196,10672199432,136074583,6171.54,1.34,784.0,8056075672,16913335,0.21%,4,11544337731,432980,432971,8,828865728,494706727,59.685,15065726782,432368477,2.87%,16859027,6716906,39.84%,13695891,14726226270,8616870,0.06%,795394,494994,62.23%,0,0,13.756,1.65072,9.07896,0.27512000000000003,3.30144
1,2023-08-22,binaryTrees_21_modified_without_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.43,0.61,0.09,0.03,0.32,6.63,2.18,0.11,6.39,2.11,3.709379711,17453702499,3.591,39702064951,2.26,4859.67,1.31,17387010575,3.578,151,8243513303,102596166,4860.18,1.31,849.0,5911901495,13554988,0.23%,0,9167141210,607645,607636,8,731464307,452694525,61.889,10758473804,407738986,3.79%,19534877,6989593,35.78%,27456287,10837816019,11338645,0.10%,175960,221644,125.96%,0,0,14.364,1.2927600000000001,8.76204,0.43092,4.596480000000001
2,2023-08-22,binaryTrees_21_modified_without_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.41,0.62,0.08,0.03,0.34,6.37,2.13,0.09,6.47,2.11,3.521078855,15977990520,3.423,37376042607,2.21,4667.81,1.326,16275038416,3.486,164,7792845887,99439918,4668.34,1.326,809.0,5888369217,10780483,0.18%,4,9194243905,417030,417020,8,765674441,467570976,61.067,10827263108,416521044,3.85%,22372808,8869462,39.64%,29028252,11168853103,8630396,0.08%,1003542,843821,84.08%,0,0,13.692,1.0953600000000001,8.48904,0.41076,4.65528
3,2023-08-22,binaryTrees_21_modified_without_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.42,0.62,0.09,0.03,0.33,6.93,2.25,0.12,6.24,2.1,3.736128592,16955501320,3.5,39348986778,2.29,4844.19,1.297,17314943772,3.574,172,8302590705,105876986,4844.72,1.297,747.0,6134091809,13377051,0.22%,0,9565952599,608048,608039,8,762738536,477958469,62.663,10719028006,409983397,3.82%,21880510,7392321,33.78%,36902373,10886982078,10576949,0.10%,284065,263879,92.89%,0,0,14.0,1.26,8.68,0.42,4.62
4,2023-08-22,binaryTrees_21_modified_without_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.41,0.63,0.09,0.03,0.29,6.64,2.18,0.1,6.79,2.11,3.519164838,16852540032,3.651,39598581034,2.37,4615.2,1.311,17141541718,3.714,191,8205188629,104182471,4615.68,1.312,752.0,6109928660,11875294,0.19%,0,9789935424,416980,416971,8,801684605,471926323,58.867,10375117336,403018100,3.88%,18993867,6786338,35.73%,18412092,10586585663,9763846,0.09%,58274,205971,353.45%,0,0,14.604,1.31436,9.20052,0.43811999999999995,4.23516
5,2023-08-22,binaryTrees_21_modified_without_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.41,0.63,0.09,0.03,0.3,6.58,2.26,0.1,7.24,2.1,3.542174357,16793536533,3.619,38800171944,2.34,4640.23,1.31,16658992406,3.59,191,7757755655,96088267,4640.82,1.31,669.0,5750469018,12897507,0.22%,0,8843989538,416562,416553,8,742048527,455676217,61.408,10369794427,400956538,3.87%,17783470,5903743,33.20%,17860908,10768712061,9011065,0.08%,175814,208062,118.34%,0,0,14.476,1.30284,9.11988,0.43428,4.3428
6,2023-08-22,binaryTrees_21_modified_without_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.41,0.62,0.09,0.03,0.29,6.74,2.26,0.11,6.23,2.08,3.609680738,16624614718,3.506,38305324316,2.29,4741.36,1.314,16499073170,3.48,184,7797602410,97004565,4741.87,1.314,624.0,5674501425,10907888,0.19%,0,8945634882,416662,416653,8,776397090,483000147,62.21,10655229735,415947464,3.90%,23652895,8273723,34.98%,31592432,10903616918,8357144,0.08%,489036,567063,115.96%,0,0,14.024,1.26216,8.69488,0.42072,4.06696
7,2023-08-22,binaryTrees_21_modified_without_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.42,0.61,0.08,0.03,0.3,6.32,2.17,0.08,6.25,2.02,3.714110306,16710086609,3.424,40001585127,2.37,4880.58,1.314,16955302673,3.474,202,8378295110,99148134,4881.15,1.314,572.0,5666501239,10983000,0.19%,0,8761189172,416928,416919,8,773229864,470484529,60.847,10751961103,400129706,3.72%,19634932,6608965,33.66%,26635121,10753277543,9106335,0.08%,264495,276345,104.48%,0,0,13.696,1.09568,8.35456,0.41087999999999997,4.1088
8,2023-08-22,binaryTrees_21_modified_without_Multithreading,11.0.20.1,binarytrees.java 21,0.99,0.41,0.64,0.1,0.03,0.29,6.7,2.26,0.09,6.87,2.04,3.656916285,17521777536,3.677,40024431442,2.35,4765.54,1.303,17302158605,3.631,176,8304733043,95985982,4765.99,1.303,492.0,5572828000,12140538,0.22%,0,8519020407,416732,416719,12,750898629,467065000,62.201,10454090703,411546217,3.94%,20337546,6530188,32.11%,18296446,10830085206,9320048,0.09%,105599,209050,197.97%,0,0,14.708,1.4708,9.413120000000001,0.44123999999999997,4.26532
9,2023-08-22,binaryTrees_21_modified_without_Multithreading,11.0.20.1,binarytrees.java 21,0.98,0.41,0.62,0.09,0.03,0.32,6.5,2.22,0.1,6.69,2.04,3.682666583,17151822913,3.551,38045691133,2.29,4829.38,1.311,16598521285,3.437,166,8206789829,99794578,4829.91,1.312,576.0,5675392825,13115888,0.23%,0,8821597070,417029,417020,8,757997625,455671796,60.115,10388175410,404312615,3.89%,20451739,7435194,36.35%,20137729,10785863338,9573548,0.09%,103980,252849,243.17%,0,0,14.204,1.27836,8.80648,0.42612,4.54528
10,2023-08-22,binaryTrees_21_modified_without_Multithreading,11.0.20.1,binarytrees.java 21,0.98,0.41,0.63,0.09,0.03,0.29,6.74,2.28,0.08,6.01,2.03,3.714298566,16289474335,3.374,37607489199,2.29,4827.91,1.3,16606433660,3.439,178,8245069311,102838502,4828.48,1.3,582.0,5810992649,9887428,0.17%,0,9024721092,416411,416402,8,818701958,484750886,59.21,10790943961,414231965,3.84%,20653655,8352528,40.44%,28984500,10733455977,8457394,0.08%,435861,473077,108.54%,0,0,13.496,1.21464,8.50248,0.40488,3.91384
1,2019-07-16,binaryTrees_21_modified_without_Multithreading,12.0.2,binarytrees.java 21,1.0,0.39,0.65,0.09,0.03,0.29,6.46,2.23,0.11,6.35,2.11,3.527591764,16496533227,3.628,37738199710,2.35,4547.08,1.289,16818129110,3.698,158,7990085896,96864266,4547.72,1.289,888.0,5658043451,10709744,0.19%,0,8826461029,432606,432597,8,729354451,462263694,63.38,10500254985,405650795,3.86%,21793165,7830537,35.93%,24806409,11157162010,8629819,0.08%,193296,582868,301.54%,0,4,14.512,1.30608,9.4328,0.43536,4.20848
2,2019-07-16,binaryTrees_21_modified_without_Multithreading,12.0.2,binarytrees.java 21,0.99,0.4,0.65,0.1,0.03,0.28,6.38,2.17,0.11,6.62,2.11,3.524305313,16554065739,3.65,37899469401,2.34,4534.79,1.287,16696810936,3.682,144,7977710174,97335918,4535.38,1.287,776.0,5755897908,11334527,0.20%,0,8994593302,432879,432870,8,755302557,465900276,61.684,10389416129,410779446,3.95%,20923229,9789295,46.79%,18958114,10334942584,8705906,0.08%,320048,344515,107.64%,0,0,14.6,1.46,9.49,0.438,4.088
3,2019-07-16,binaryTrees_21_modified_without_Multithreading,12.0.2,binarytrees.java 21,0.99,0.4,0.65,0.09,0.03,0.27,6.51,2.24,0.1,6.59,2.11,3.535491526,16152586181,3.553,37124004307,2.24,4545.86,1.286,16031965404,3.526,161,7448867150,86960892,4546.46,1.286,668.0,5212950934,9062461,0.17%,0,8007586433,432525,432516,8,706755457,450363121,63.723,10065937065,395126175,3.93%,19458121,7139595,36.69%,17517396,10699422509,8685067,0.08%,83594,665517,796.13%,0,0,14.212,1.27908,9.2378,0.42635999999999996,3.83724
4,2019-07-16,binaryTrees_21_modified_without_Multithreading,12.0.2,binarytrees.java 21,0.99,0.4,0.64,0.09,0.03,0.28,6.68,2.29,0.1,6.66,2.1,3.50991382,16698329488,3.69,38344094736,2.32,4525.34,1.289,16993268296,3.755,136,8112756355,101028706,4525.95,1.289,642.0,5917908444,9662790,0.16%,0,9574918599,432890,432881,8,760239429,474234405,62.38,10443326419,412753272,3.95%,19934227,7131982,35.78%,14181669,10865930581,8516435,0.08%,29956,725066,2420.44%,0,2,14.76,1.3284,9.4464,0.44279999999999997,4.1328000000000005
5,2019-07-16,binaryTrees_21_modified_without_Multithreading,12.0.2,binarytrees.java 21,0.99,0.4,0.64,0.09,0.03,0.3,6.23,2.22,0.09,6.76,2.1,3.575727936,17197910942,3.602,38554298387,2.26,4774.43,1.335,17508143993,3.667,162,8377433606,106794080,4774.97,1.335,591.0,5873851898,11432333,0.19%,0,9139895078,438658,438644,12,784082195,496240977,63.289,10227091057,401914467,3.93%,19794410,7741310,39.11%,19577833,10895409585,8784278,0.08%,294055,295027,100.33%,0,0,14.408,1.2967199999999999,9.221119999999999,0.43223999999999996,4.3224
