test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.9.16,nbody.py 50000,0.827147,1608,1686323675.582147,-,-,695,26.31,2636,1899,0.60,7952,0,14,402,615,510,3591,1,1726,0,0,0.00,1.06,2.02,1.85,30.84,0.01,38.14,0.00,0.00,24.35,2.13,26.11,21.11,74,74,75.44,450,450,174.53,99.42,23.46,23.46,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.20,6.63,0.24,0.89,0.00,0.00
2,Python 3.9.16,nbody.py 50000,0.832812,1514,1686323676.466710,-,-,751,28.68,2617,1897,0.56,5153,0,40,3259,2127,645,2921,0,1672,0,0,0.01,3.09,3.11,1.51,25.84,0.00,37.95,0.00,0.00,27.06,1.09,22.14,21.03,76,76,60.04,300,300,193.62,99.79,38.12,38.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,7.09,0.43,1.12,0.00,0.00
3,Python 3.9.16,nbody.py 50000,0.866409,1618,1686323677.389398,-,-,734,29.25,2508,1896,0.54,6082,0,19,1233,1143,875,4164,1,1506,0,0,0.00,2.23,2.55,2.83,32.90,0.00,30.38,0.00,0.00,26.46,2.31,26.18,15.80,74,74,53.09,433,433,194.24,99.77,44.98,44.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,6.66,0.58,1.25,0.00,0.00
4,Python 3.9.16,nbody.py 50000,1.137943,1726,1686323678.577888,-,-,1251,56.18,2226,1896,0.42,11063,0,66,6185,4614,1638,2805,1,975,0,0,0.02,4.61,4.61,3.05,15.74,0.00,15.92,0.00,0.00,21.17,1.37,10.90,10.38,70,70,85.51,450,300,284.34,99.77,13.68,13.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.68,10.02,0.14,1.61,0.00,0.00
5,Python 3.9.16,nbody.py 50000,1.209491,2706,1686323679.840097,-,-,1220,56.53,2159,1895,0.52,11147,0,52,5133,3449,1261,3173,2,1113,0,0,0.01,4.01,3.59,2.28,16.95,0.02,16.68,0.00,0.00,27.20,0.98,8.64,6.65,72,72,96.82,450,300,314.92,99.76,2.90,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.49,10.80,0.03,1.44,0.00,0.00
6,Python 3.9.16,nbody.py 50000,1.099323,1448,1686323681.028051,-,-,968,45.39,2131,1897,0.45,9369,0,18,2230,2239,1029,3660,0,1515,0,0,0.01,2.49,3.23,2.59,22.01,0.00,24.42,0.00,0.00,21.23,1.76,17.08,14.54,74,74,73.68,450,450,242.79,99.85,25.24,25.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.37,7.81,0.26,1.44,0.00,0.00
7,Python 3.9.16,nbody.py 50000,0.807533,5448,1686323681.887941,-,-,745,27.73,2690,1895,0.53,5872,0,262,3584,2087,537,2103,7,1584,0,0,0.04,2.98,2.73,1.54,19.69,0.08,45.35,0.00,0.00,21.52,1.09,16.92,32.74,74,76,77.89,850,300,173.27,99.38,20.22,20.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.28,6.69,0.22,0.86,0.00,0.00
8,Python 3.9.16,nbody.py 50000,0.852385,1577,1686323682.801079,-,-,729,28.65,2545,1896,0.54,5868,0,26,1609,2244,1400,4396,0,1427,0,0,0.01,2.93,4.55,3.61,34.80,0.00,25.66,0.00,0.00,28.93,2.17,27.69,12.57,75,76,57.60,300,300,189.67,99.78,40.38,40.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.72,6.72,0.46,1.18,0.00,0.00
9,Python 3.9.16,nbody.py 50000,0.825245,1590,1686323683.676560,-,-,659,25.35,2600,1896,0.56,5402,0,15,2350,1687,686,3472,0,1641,0,0,0.01,2.24,3.52,2.03,29.70,0.00,37.31,0.00,0.00,25.18,1.62,25.92,21.92,77,77,52.23,300,300,167.55,99.78,46.07,46.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.08,6.24,0.41,1.07,0.00,0.00
10,Python 3.9.16,nbody.py 50000,0.785766,1475,1686323684.514387,-,-,685,25.61,2676,1896,0.56,5129,0,37,2567,1723,767,3530,0,1549,0,0,0.01,3.15,2.87,2.41,31.53,0.00,34.61,0.00,0.00,25.62,1.95,26.53,20.30,78,78,51.16,300,300,172.69,99.79,47.18,47.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.23,6.43,0.40,1.05,0.00,0.00
