test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.7.16,nbody.py 50000,0.468896,1106,1686323661.330424,-,-,569,14.76,3858,1896,0.88,2312,0,5,33,140,192,1452,0,1109,0,0,0.00,0.19,0.71,0.95,24.86,0.00,58.23,0.00,0.00,18.80,1.89,21.54,43.01,95,95,94.48,300,300,114.82,98.03,5.13,4.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.59,7.33,0.03,0.36,0.00,0.00
2,Python 3.7.16,nbody.py 50000,0.466458,1131,1686323661.880321,-,-,629,16.09,3912,1896,0.80,2646,0,23,2116,803,323,1344,0,1105,0,0,0.01,3.71,1.89,1.65,21.43,0.00,54.66,0.00,0.00,23.04,1.08,18.57,41.23,95,95,96.04,300,300,122.17,96.61,3.42,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.32,8.03,0.02,0.36,0.00,0.00
3,Python 3.7.16,nbody.py 50000,0.531929,1090,1686323662.502505,-,-,771,28.88,2670,1896,0.62,3142,0,8,1718,807,405,1345,0,1085,0,0,0.00,2.96,1.89,1.43,20.06,0.00,44.51,0.00,0.00,21.48,0.96,18.28,30.40,93,95,97.01,300,300,174.25,98.33,3.01,2.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.45,9.03,0.02,0.51,0.00,0.00
4,Python 3.7.16,nbody.py 50000,0.474947,1276,1686323663.097917,-,-,637,16.35,3897,1896,0.79,2647,0,10,2054,799,296,1539,0,1061,0,0,0.00,3.18,1.99,1.42,23.74,0.00,52.76,0.00,0.00,22.87,0.86,19.99,39.93,96,96,95.38,300,300,122.26,96.67,4.21,4.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.51,8.14,0.02,0.38,0.00,0.00
5,Python 3.7.16,nbody.py 50000,0.523373,1243,1686323663.788746,-,-,754,25.40,2959,1901,0.62,3336,0,10,2350,1003,456,1692,0,989,0,0,0.01,4.45,2.09,2.05,24.25,0.00,41.37,0.00,0.00,22.81,1.43,21.40,28.95,96,96,98.40,300,300,162.00,97.54,2.52,2.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.68,9.20,0.01,0.49,0.00,0.00
6,Python 3.7.16,nbody.py 50000,0.516632,1277,1686323664.448887,-,-,685,22.52,3044,1896,0.74,3251,0,14,2253,948,419,1593,0,1095,0,0,0.00,3.52,2.30,1.86,22.07,0.00,47.52,0.00,0.00,22.00,1.49,18.32,35.68,95,96,96.97,300,300,146.77,98.36,2.86,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.92,8.50,0.02,0.43,0.00,0.00
7,Python 3.7.16,nbody.py 50000,0.513319,1249,1686323665.054954,-,-,653,18.36,3555,1896,0.72,2766,0,12,1631,895,401,1350,0,1090,0,0,0.01,2.83,1.98,1.51,20.85,0.00,54.52,0.00,0.00,22.17,0.98,17.86,40.62,86,87,90.20,300,300,135.94,99.60,8.94,8.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.61,7.15,0.05,0.48,0.00,0.00
8,Python 3.7.16,nbody.py 50000,0.606340,1338,1686323665.702956,-,-,568,19.05,2982,1896,0.74,3256,0,12,1786,973,426,1738,0,1365,0,0,0.00,2.18,2.37,1.85,21.46,0.00,53.23,0.00,0.00,22.25,1.07,17.68,39.95,81,82,86.59,300,300,139.71,99.78,12.49,12.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.32,5.56,0.08,0.61,0.00,0.00
9,Python 3.7.16,nbody.py 50000,0.615335,1407,1686323666.359872,-,-,519,18.01,2880,1896,0.77,3108,0,2,1467,1025,454,1504,0,1290,0,0,0.00,2.68,2.81,1.50,19.05,0.00,56.06,0.00,0.00,22.54,0.58,15.60,43.27,80,81,95.72,300,300,131.95,99.77,3.71,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.70,4.95,0.02,0.49,0.00,0.00
10,Python 3.7.16,nbody.py 50000,0.602657,1313,1686323667.004843,-,-,485,16.47,2944,1896,0.79,2966,0,9,1767,952,401,1519,0,1261,0,0,0.00,3.04,2.35,1.60,18.43,0.00,58.23,0.00,0.00,21.71,0.94,15.07,45.80,85,85,95.24,300,300,123.49,99.78,4.32,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.52,4.89,0.03,0.46,0.00,0.00
