test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 2.5.6,fibonacci_oldVersions.py 506999,7.380833,1159,1686840592.299976,-,-,541,13.24,4082,1896,2.88,5704,0,167,1963,1822,695,801,5,1346,15,1565,0.00,0.15,0.43,0.21,0.53,0.01,6.56,0.04,78.76,13.71,0.12,0.38,72.55,84,86,98.99,300,300,103.63,99.53,0.81,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.07,112.49,0.04,6.33,0.00,0.00
2,Python 2.5.6,fibonacci_oldVersions.py 506999,7.369317,1130,1686840599.718670,-,-,532,13.01,4087,1896,2.92,5457,0,257,4186,1093,90,204,3,1526,14,1653,0.00,0.31,0.22,0.03,0.24,0.01,7.59,0.19,78.32,13.72,0.03,0.36,72.88,86,88,98.82,300,300,103.24,99.49,0.89,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.93,112.41,0.04,6.30,0.00,0.00
3,Python 2.5.6,fibonacci_oldVersions.py 506999,7.353922,1389,1686840607.110603,-,-,532,13.01,4087,1896,2.92,5379,0,226,4272,1222,209,321,11,1448,28,1659,0.01,0.33,0.19,0.08,0.26,0.00,7.29,0.16,78.60,13.52,0.10,0.35,73.02,91,91,98.85,300,300,102.82,99.52,0.81,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.13,114.30,0.04,6.29,0.00,0.00
4,Python 2.5.6,fibonacci_oldVersions.py 506999,7.338323,1020,1686840614.480878,-,-,531,12.99,4088,1896,2.93,5404,0,28,3846,1157,141,140,0,1248,38,1770,0.00,0.46,0.12,0.03,0.15,0.00,6.22,0.40,79.57,13.80,0.04,0.22,72.97,93,93,98.71,300,300,103.16,99.51,0.88,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.01,115.21,0.04,6.27,0.00,0.00
5,Python 2.5.6,fibonacci_oldVersions.py 506999,7.358245,1035,1686840621.870999,-,-,530,12.96,4088,1896,2.93,5734,0,25,3920,1064,114,199,5,1500,36,1961,0.00,0.31,0.15,0.03,0.25,0.02,7.30,0.37,78.55,13.40,0.02,0.30,73.31,93,93,98.56,300,300,102.63,99.49,1.04,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136.18,116.35,0.05,6.29,0.00,0.00
6,Python 2.5.6,fibonacci_oldVersions.py 506999,7.484892,1030,1686840629.453055,-,-,523,12.91,4047,1896,2.92,17382,0,194,4104,1138,139,637,6,2834,1573,8670,0.00,0.31,0.12,0.03,0.76,0.00,9.75,10.98,64.93,14.25,0.03,1.13,71.68,93,93,98.87,300,300,102.68,98.60,0.86,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.91,115.48,0.04,6.38,0.00,0.00
7,Python 2.5.6,fibonacci_oldVersions.py 506999,7.529731,1048,1686840637.016468,-,-,520,12.92,4027,1896,2.91,18000,0,40,3924,1136,179,759,0,3265,1572,8847,0.00,0.26,0.11,0.05,0.78,0.00,11.50,11.33,62.85,14.20,0.06,1.02,71.80,93,93,98.98,300,300,102.67,98.58,0.84,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.69,114.44,0.04,6.41,0.00,0.00
8,Python 2.5.6,fibonacci_oldVersions.py 506999,7.425559,1122,1686840644.473802,-,-,528,13.01,4062,1896,2.91,10147,0,36,3997,1109,164,333,7,2126,270,4587,0.00,0.32,0.15,0.03,0.41,0.01,9.26,3.20,73.49,13.70,0.03,0.54,72.73,94,94,98.65,300,300,102.80,99.18,0.99,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.94,115.75,0.05,6.33,0.00,0.00
9,Python 2.5.6,fibonacci_oldVersions.py 506999,7.465827,1182,1686840651.977520,-,-,523,12.90,4053,1896,2.92,10499,0,25,3964,975,121,272,2,1937,336,5175,0.00,0.31,0.10,0.01,0.33,0.00,8.30,4.09,73.81,13.71,0.01,0.49,72.88,92,94,98.74,300,300,102.40,99.10,0.92,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.24,115.20,0.04,6.35,0.00,0.00
10,Python 2.5.6,fibonacci_oldVersions.py 506999,7.481230,1022,1686840659.498558,-,-,529,12.96,4081,1896,2.89,26187,0,22,4001,1104,127,1219,2,3730,1396,15180,0.00,0.29,0.14,0.04,1.51,0.00,11.36,5.95,67.52,14.54,0.04,2.28,70.17,94,94,98.66,300,300,102.93,98.42,0.97,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.78,119.73,0.05,6.38,0.00,0.00
