test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.6.15,fibonacci_oldVersions.py 506999,5.603743,1232,1686840900.539403,-,-,451,13.52,3334,1896,2.19,4672,0,68,2200,2117,534,359,5,1096,23,1079,0.00,0.22,0.41,0.17,0.30,0.01,7.46,0.21,77.70,13.64,0.08,0.28,72.48,78,78,98.74,300,300,105.57,99.80,0.92,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.84,50.55,0.03,5.26,0.00,0.00
2,Python 3.6.15,fibonacci_oldVersions.py 506999,5.575376,1189,1686840906.153461,-,-,449,13.33,3368,1896,2.20,4536,0,58,3623,1386,264,174,10,1455,30,1278,0.00,0.48,0.24,0.06,0.24,0.02,10.37,0.26,74.97,13.70,0.04,0.32,72.61,79,80,98.56,300,300,104.48,99.79,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.08,50.73,0.03,5.26,0.00,0.00
3,Python 3.6.15,fibonacci_oldVersions.py 506999,5.575465,1212,1686840911.762314,-,-,447,13.21,3384,1896,2.21,4276,0,17,3649,1199,137,143,3,1426,20,1241,0.00,0.47,0.18,0.04,0.19,0.01,10.06,0.33,75.50,13.71,0.02,0.22,72.84,77,80,98.66,300,300,104.28,99.79,0.85,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.25,51.08,0.03,5.24,0.00,0.00
4,Python 3.6.15,fibonacci_oldVersions.py 506999,5.578664,1193,1686840917.374262,-,-,448,13.28,3374,1896,2.20,4365,0,50,1642,1761,906,718,1,1235,13,1238,0.00,0.26,0.55,0.31,0.52,0.00,8.39,0.19,76.48,14.09,0.28,0.43,71.92,77,79,98.55,300,300,104.61,99.78,0.95,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.17,51.03,0.04,5.23,0.00,0.00
5,Python 3.6.15,fibonacci_oldVersions.py 506999,5.565328,1130,1686840922.973605,-,-,446,13.18,3382,1896,2.21,4670,0,162,3598,1326,180,112,0,1406,19,1237,0.01,0.54,0.19,0.04,0.14,0.00,9.92,0.21,75.77,13.68,0.03,0.19,72.92,79,81,98.52,300,300,103.67,99.79,1.02,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.15,50.99,0.03,5.22,0.00,0.00
6,Python 3.6.15,fibonacci_oldVersions.py 506999,5.539958,1179,1686840928.562919,-,-,445,13.12,3387,1896,2.23,3759,0,39,3529,1349,173,121,3,875,6,1117,0.00,0.47,0.18,0.04,0.17,0.01,5.74,0.13,80.12,13.52,0.03,0.20,73.13,79,80,98.59,300,300,103.84,99.79,0.92,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.72,50.73,0.03,5.20,0.00,0.00
7,Python 3.6.15,fibonacci_oldVersions.py 506999,5.555600,1203,1686840934.152294,-,-,445,13.12,3393,1896,2.22,4094,0,33,3554,1334,128,118,0,1200,13,1091,0.00,0.39,0.23,0.03,0.16,0.00,8.62,0.14,77.30,13.59,0.02,0.20,73.07,80,80,98.57,300,300,103.82,99.79,0.97,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.98,51.11,0.03,5.22,0.00,0.00
8,Python 3.6.15,fibonacci_oldVersions.py 506999,5.562751,1133,1686840939.749398,-,-,445,13.17,3378,1896,2.22,4119,0,17,2908,1542,169,137,5,1343,12,1141,0.00,0.31,0.24,0.05,0.22,0.02,9.36,0.30,76.32,13.61,0.04,0.32,72.87,76,79,98.53,300,300,104.10,99.79,0.96,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.99,50.89,0.03,5.22,0.00,0.00
9,Python 3.6.15,fibonacci_oldVersions.py 506999,5.549725,1188,1686840945.332602,-,-,446,13.20,3380,1896,2.22,4152,0,50,3404,1469,115,220,3,1226,11,1110,0.00,0.45,0.22,0.05,0.29,0.00,8.35,0.26,77.18,13.58,0.04,0.32,72.86,81,81,98.69,300,300,103.82,99.79,0.87,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.86,50.77,0.03,5.21,0.00,0.00
10,Python 3.6.15,fibonacci_oldVersions.py 506999,5.540411,1148,1686840950.908201,-,-,445,13.12,3391,1896,2.23,4139,0,13,3215,1363,140,122,0,1222,10,1201,0.00,0.47,0.24,0.04,0.15,0.00,9.14,0.09,76.74,13.54,0.03,0.15,73.15,79,81,98.53,300,300,103.50,99.79,1.02,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.80,50.91,0.04,5.20,0.00,0.00
