test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.12.0b1,fibonacci_oldVersions.py 506999,5.523984,1131,1686841234.743125,-,-,438,13.17,3325,1896,2.25,3731,0,10,3298,1529,189,149,0,823,8,1026,0.00,0.52,0.25,0.05,0.21,0.00,6.02,0.05,79.72,13.76,0.04,0.25,72.78,79,80,98.53,300,300,103.99,99.71,0.99,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.39,49.26,0.03,5.18,0.00,0.00
2,Python 3.12.0b1,fibonacci_oldVersions.py 506999,5.481917,1175,1686841240.265495,-,-,443,13.17,3362,1896,2.24,3982,0,21,3366,1289,94,107,4,1219,6,1017,0.00,0.32,0.21,0.03,0.15,0.02,9.15,0.03,76.90,13.50,0.03,0.19,73.11,79,80,98.45,300,300,104.02,99.79,1.04,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.91,50.06,0.04,5.16,0.00,0.00
3,Python 3.12.0b1,fibonacci_oldVersions.py 506999,5.491499,1207,1686841245.790241,-,-,443,13.17,3367,1896,2.23,4153,0,24,3546,1290,148,119,1,1269,9,1079,0.00,0.41,0.24,0.07,0.19,0.01,9.12,0.02,76.76,13.53,0.06,0.24,72.99,78,78,98.64,300,300,104.02,99.79,0.96,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.24,50.18,0.03,5.16,0.00,0.00
4,Python 3.12.0b1,fibonacci_oldVersions.py 506999,5.546653,1233,1686841251.371583,-,-,460,13.84,3324,1896,2.17,5095,0,262,5254,2090,366,753,7,1555,11,1129,0.01,1.16,0.54,0.20,0.69,0.01,9.67,0.03,73.85,14.74,0.14,0.60,70.68,78,78,99.30,300,300,107.08,99.78,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.75,50.47,0.01,5.28,0.00,0.00
5,Python 3.12.0b1,fibonacci_oldVersions.py 506999,5.495789,1202,1686841256.901792,-,-,441,13.11,3366,1896,2.24,4031,0,15,3562,1343,157,109,3,1175,8,989,0.00,0.53,0.36,0.04,0.20,0.01,8.71,0.04,76.99,13.70,0.02,0.32,72.84,78,78,98.57,300,300,103.64,99.79,1.03,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.36,50.25,0.04,5.16,0.00,0.00
6,Python 3.12.0b1,fibonacci_oldVersions.py 506999,5.508331,1206,1686841262.444588,-,-,444,13.24,3353,1896,2.23,4638,0,230,3857,1428,165,135,3,1356,17,1317,0.01,0.62,0.20,0.05,0.32,0.00,9.45,0.07,76.05,13.95,0.03,0.50,72.29,78,80,98.51,300,300,104.46,99.79,1.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.26,50.12,0.03,5.18,0.00,0.00
7,Python 3.12.0b1,fibonacci_oldVersions.py 506999,5.492205,1209,1686841267.971207,-,-,442,13.15,3362,1896,2.24,3773,0,22,3322,1379,115,126,1,1007,6,1104,0.00,0.37,0.24,0.02,0.20,0.00,6.81,0.16,79.03,13.60,0.02,0.25,72.98,78,80,98.47,300,300,104.00,99.79,1.01,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.16,50.27,0.04,5.16,0.00,0.00
8,Python 3.12.0b1,fibonacci_oldVersions.py 506999,5.491717,1148,1686841273.497433,-,-,443,13.18,3361,1896,2.24,3984,0,29,3585,1299,162,142,1,1118,14,1214,0.00,0.44,0.16,0.05,0.24,0.00,7.76,0.16,78.01,13.43,0.01,0.31,73.05,81,81,98.51,300,300,103.75,99.79,1.01,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.12,50.17,0.03,5.16,0.00,0.00
9,Python 3.12.0b1,fibonacci_oldVersions.py 506999,5.482607,1222,1686841279.013559,-,-,442,13.10,3371,1896,2.25,4127,0,37,2981,1532,338,189,5,1217,11,1051,0.00,0.36,0.26,0.12,0.27,0.01,8.71,0.11,77.04,13.57,0.06,0.31,72.96,81,81,98.62,300,300,103.54,99.79,0.91,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.14,50.16,0.03,5.14,0.00,0.00
10,Python 3.12.0b1,fibonacci_oldVersions.py 506999,5.471812,1181,1686841284.519429,-,-,443,13.15,3372,1896,2.24,3798,0,8,3561,1297,127,126,9,1012,6,1002,0.00,0.45,0.17,0.05,0.19,0.03,7.06,0.03,78.88,13.50,0.02,0.23,73.10,78,78,98.58,300,300,103.72,99.79,1.01,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.99,50.14,0.03,5.14,0.00,0.00
