test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.5.10,fibonacci.py 100000,0.303684,1531,1686762409.769011,-,-,518,13.94,3718,1895,1.82,684,0,4,84,79,99,299,0,316,1,125,0.00,0.45,0.45,1.23,6.82,0.00,30.50,0.00,46.38,17.52,3.38,8.00,57.17,69,69,94.84,400,400,110.81,96.87,4.77,4.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.73,3.84,0.02,0.26,0.00,0.00
2,Python 3.5.10,fibonacci.py 100000,0.316604,1669,1686762410.126015,-,-,948,26.27,3610,1894,1.39,4747,0,0,19,38,76,205,0,362,1,133,0.00,0.52,0.45,0.98,4.42,0.00,34.45,0.56,31.91,16.49,3.09,4.67,49.48,68,69,97.28,400,300,157.04,98.21,2.35,2.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.17,5.27,0.01,0.33,0.00,0.00
3,Python 3.5.10,fibonacci.py 100000,0.317023,7031,1686762410.546409,-,-,755,22.56,3396,1868,1.37,1140,0,160,3221,1480,192,156,7,205,0,76,0.09,6.00,5.13,0.86,2.00,0.02,21.94,0.00,40.28,25.25,0.30,1.66,50.22,65,65,96.21,400,400,150.46,98.69,2.06,2.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.28,4.41,0.01,0.31,0.00,0.00
4,Python 3.5.10,fibonacci.py 100000,0.300437,1530,1686762410.915116,-,-,513,14.14,3629,1895,1.83,616,0,0,19,66,66,203,1,352,3,96,0.00,0.75,0.39,0.94,5.41,0.00,37.65,0.19,40.33,17.53,1.82,6.67,59.84,69,70,96.86,383,383,111.94,98.64,3.02,2.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.53,3.67,0.01,0.24,0.00,0.00
5,Python 3.5.10,fibonacci.py 100000,0.370152,1459,1686762411.440719,-,-,585,22.76,2558,1906,1.46,1207,0,48,1546,1184,295,561,1,450,0,113,0.04,4.33,4.40,1.50,8.97,0.00,28.16,0.00,30.23,24.76,0.79,8.65,43.04,69,69,99.96,400,400,155.00,99.08,0.95,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.08,4.06,0.01,0.31,0.00,0.00
6,Python 3.5.10,fibonacci.py 100000,0.303080,1492,1686762411.786845,-,-,691,19.47,3551,1895,1.49,930,0,11,1972,904,285,95,2,267,2,97,0.01,6.11,4.27,1.21,1.96,0.10,32.60,0.40,33.72,23.64,0.43,2.35,54.10,71,72,97.33,383,383,137.95,98.72,2.26,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,4.31,0.01,0.30,0.00,0.00
7,Python 3.5.10,fibonacci.py 100000,0.294148,1486,1686762412.134948,-,-,515,13.94,3696,1895,1.86,547,0,0,31,51,67,190,0,232,1,104,0.00,1.55,0.30,0.97,4.22,0.00,26.32,0.52,52.06,16.39,3.04,4.57,62.07,69,67,96.55,383,383,111.03,99.01,3.10,3.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.48,3.69,0.01,0.24,0.00,0.00
8,Python 3.5.10,fibonacci.py 100000,0.319709,1322,1686762412.581301,-,-,761,22.79,3338,1897,1.36,1140,0,177,3175,1589,201,143,6,201,1,85,0.12,5.89,3.98,0.84,2.17,0.02,20.38,0.09,43.82,22.86,0.42,1.35,52.59,75,75,98.84,400,400,148.45,98.80,1.29,1.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.39,4.50,0.01,0.32,0.00,0.00
9,Python 3.5.10,fibonacci.py 100000,0.345755,1474,1686762413.014965,-,-,499,17.33,2877,1899,1.73,787,0,0,225,140,134,399,1,357,1,82,0.00,0.72,0.88,1.38,8.23,0.04,33.69,0.04,37.75,18.06,2.23,8.14,54.24,70,70,99.49,383,383,128.52,99.08,0.97,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.51,3.62,0.01,0.26,0.00,0.00
10,Python 3.5.10,fibonacci.py 100000,0.301468,1493,1686762413.372872,-,-,540,14.87,3634,1895,1.76,646,0,1,38,126,72,265,2,410,1,222,0.00,0.76,1.68,0.84,5.57,0.21,36.81,0.03,38.87,19.98,2.53,7.14,55.48,69,69,95.86,383,383,115.31,98.18,3.73,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.69,3.81,0.01,0.26,0.00,0.00
