test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.6.15,fibonacci.py 100000,0.322802,1566,1686762413.831704,-,-,784,21.59,3630,1896,1.40,1179,0,34,1140,994,572,464,0,225,0,73,0.02,2.55,4.43,3.96,6.37,0.00,22.94,0.00,37.80,24.36,2.26,4.10,47.69,70,70,93.87,400,400,144.80,97.89,6.07,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.05,5.02,0.02,0.33,0.00,0.00
2,Python 3.6.15,fibonacci.py 100000,0.300603,5271,1686762414.172030,-,-,533,14.40,3715,1891,1.79,614,0,1,49,77,77,251,0,312,2,143,0.00,2.20,0.57,0.89,5.53,0.00,34.13,0.00,41.89,18.23,3.26,5.04,59.08,68,72,94.81,400,400,112.41,97.64,3.84,3.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.80,3.88,0.01,0.25,0.00,0.00
3,Python 3.6.15,fibonacci.py 100000,0.310931,1341,1686762414.520668,-,-,579,16.02,3617,1896,1.66,718,0,1,27,113,97,326,0,407,0,153,0.00,0.46,1.98,1.07,6.53,0.00,35.42,0.00,38.22,20.01,2.58,7.55,53.85,72,72,95.20,400,300,121.25,98.34,4.37,4.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.13,4.06,0.01,0.27,0.00,0.00
4,Python 3.6.15,fibonacci.py 100000,0.313822,1448,1686762414.877976,-,-,741,20.90,3548,1896,1.39,1015,0,24,3270,1394,120,55,0,245,0,88,0.02,6.76,2.81,0.44,1.03,0.00,30.11,0.00,37.90,22.07,0.27,0.97,55.80,69,69,97.83,383,383,142.58,98.96,2.12,2.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.49,4.58,0.01,0.31,0.00,0.00
5,Python 3.6.15,fibonacci.py 100000,0.301702,1547,1686762415.234894,-,-,572,15.42,3707,1896,1.69,753,0,1,160,130,116,381,0,460,0,114,0.00,0.97,1.60,1.80,7.94,0.00,42.80,0.00,29.10,19.60,2.65,8.81,53.53,70,72,95.79,400,400,118.32,98.21,3.82,3.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.90,4.05,0.01,0.27,0.00,0.00
6,Python 3.6.15,fibonacci.py 100000,0.302828,1357,1686762415.576403,-,-,658,17.89,3672,1900,1.53,925,0,13,1964,757,240,320,0,297,7,132,0.01,8.22,4.51,1.35,4.15,0.00,21.35,0.30,42.13,28.58,0.93,2.86,49.74,68,69,98.74,400,300,132.98,99.76,2.31,2.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.36,4.44,0.01,0.29,0.00,0.00
7,Python 3.6.15,fibonacci.py 100000,0.328152,1268,1686762415.947433,-,-,749,20.75,3611,1896,1.39,1110,0,22,1150,847,725,967,0,240,1,119,0.02,3.50,4.31,5.99,11.07,0.00,19.84,0.30,33.65,26.90,4.93,5.19,42.23,78,78,95.38,383,383,138.79,96.98,4.25,4.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.83,4.87,0.02,0.33,0.00,0.00
8,Python 3.6.15,fibonacci.py 100000,0.303617,2717,1686762416.288823,-,-,553,14.99,3703,1890,1.75,610,0,2,77,78,59,211,0,334,0,134,0.00,2.02,1.18,1.02,4.78,0.00,29.33,0.00,46.26,19.43,2.11,5.43,58.03,70,70,95.84,400,400,115.27,98.70,3.31,3.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.79,3.96,0.01,0.25,0.00,0.00
9,Python 3.6.15,fibonacci.py 100000,0.313586,1305,1686762416.648834,-,-,635,17.81,3563,1898,1.49,851,0,8,1775,913,292,228,0,238,1,134,0.00,4.39,4.31,1.59,3.83,0.00,25.54,0.00,42.52,21.67,1.00,2.71,56.80,78,78,96.94,400,400,122.97,98.95,2.94,2.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.09,4.19,0.01,0.29,0.00,0.00
10,Python 3.6.15,fibonacci.py 100000,0.315458,2297,1686762417.003561,-,-,713,19.58,3645,1893,1.45,1132,0,34,993,525,671,828,0,253,0,86,0.02,2.16,4.99,6.49,10.45,0.00,19.57,0.00,36.10,26.55,6.42,5.09,42.36,71,73,96.05,400,300,136.09,97.17,3.33,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.61,4.64,0.01,0.30,0.00,0.00
