test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v0.12.18,binaryTrees_7_original.js 21,49520634,1.00,0.90,0.32,0.37,0.15,0.12,6.06,1.45,0.07,3.28,2.16,49520634 ns,194040456,3.932 GHz,240241525,1.28,49.35 msec,0.996,193257919,3.916 GHz,3,89164599,1128656,49.35 msec,0.997,253 C,35465040,1537155,4.33%,48,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v0.12.18,binaryTrees_7_original.js 21,49119047,1.00,0.90,0.31,0.38,0.15,0.10,6.07,1.46,0.07,3.30,2.16,49119047 ns,192719279,3.938 GHz,238433501,1.26,48.93 msec,0.996,191866067,3.921 GHz,2,88506407,1120334,48.94 msec,0.996,244 C,35029365,1520099,4.34%,44,<not,2694,2694,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v0.12.18,binaryTrees_7_original.js 21,52620443,0.96,0.86,0.32,0.37,0.15,0.10,5.77,1.39,0.07,3.11,2.09,52620443 ns,193635854,3.700 GHz,211202375,1.05,52.33 msec,0.995,189639655,3.623 GHz,2,92595031,1172101,52.34 msec,0.995,220 C,32788057,1384130,4.22%,24,<not,2694,2694,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v0.12.18,binaryTrees_7_original.js 21,49320791,0.97,0.89,0.31,0.37,0.14,0.10,6.08,1.47,0.07,3.28,2.16,49320791 ns,192581269,3.926 GHz,239458800,1.28,49.06 msec,0.995,191773714,3.909 GHz,2,88316734,1117933,49.05 msec,0.994,223 C,35185907,1546222,4.39%,58,<not,2696,2696,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v0.12.18,binaryTrees_7_original.js 21,49394426,0.98,0.92,0.31,0.37,0.15,0.10,5.74,1.42,0.07,3.29,2.15,49394426 ns,193387815,3.929 GHz,240847944,1.28,49.22 msec,0.996,192499027,3.911 GHz,2,88718395,1123017,49.23 msec,0.997,242 C,35525258,1538890,4.33%,47,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v0.12.18,binaryTrees_7_original.js 21,49259561,0.97,0.90,0.32,0.38,0.15,0.09,5.97,1.42,0.07,3.30,2.16,49259561 ns,193804969,3.951 GHz,240601476,1.26,49.05 msec,0.996,192994226,3.935 GHz,3,88965889,1126141,49.06 msec,0.996,239 C,35142250,1521294,4.33%,41,<not,2697,2697,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v0.12.18,binaryTrees_7_original.js 21,49355554,0.97,0.90,0.31,0.37,0.15,0.10,6.07,1.46,0.07,3.26,2.15,49355554 ns,191431967,3.897 GHz,235480428,1.25,49.12 msec,0.995,189673604,3.861 GHz,2,87776471,1111075,49.13 msec,0.995,238 C,34986827,1537692,4.40%,53,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v0.12.18,binaryTrees_7_original.js 21,48659003,1.00,0.91,0.31,0.39,0.15,0.10,6.08,1.47,0.07,3.32,2.12,48659003 ns,196689583,4.055 GHz,244948997,1.28,48.50 msec,0.997,196247394,4.046 GHz,2,90685830,1147921,48.51 msec,0.997,236 C,37196568,1384872,3.72%,0,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v0.12.18,binaryTrees_7_original.js 21,48457665,1.00,0.85,0.32,0.38,0.16,0.10,6.04,1.43,0.07,3.32,2.16,48457665 ns,189203791,3.916 GHz,236838651,1.26,48.31 msec,0.997,189423970,3.921 GHz,2,87791306,1111282,48.31 msec,0.997,238 C,35315849,1511948,4.28%,<not,<not,2695,2695,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v0.12.18,binaryTrees_7_original.js 21,49712865,0.98,0.89,0.31,0.39,0.14,0.10,6.06,1.46,0.07,3.28,2.15,49712865 ns,196253422,3.963 GHz,241841146,1.26,49.51 msec,0.996,198804305,4.015 GHz,2,91756634,1161476,49.52 msec,0.996,220 C,37148966,1352193,3.64%,38,<not,2693,2693,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
