test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.0.1,nbody.py 50000000,1.00,0.41,0.60,0.28,0.09,0.03,6.06,2.46,0.00,0.13,1.88,572138786714 ns,2031799629439,3.551 GHz,4992934409175,2.46,572096.29 msec,1.000,2031790045058,3.551 GHz,76,1082089939013,13698310249,572096.93 msec,1.000,1941 C,1059257087987,10820350752,1.02%,0,737753413119,8867,8867,0,120115284,2569636,2.139,1596646179723,1173432308,0.07%,8465431,77603,0.92%,114170635,1596402187610,41974120,0.00%,6224844,37442621,601.50%,0,0
2,Python 3.0.1,nbody.py 50000000,1.00,0.40,0.61,0.28,0.09,0.02,6.08,2.50,0.00,0.09,1.83,575022265016 ns,1993240280503,3.467 GHz,4992126641174,2.50,574984.24 msec,1.000,1993118566280,3.466 GHz,41,1088839760315,13783564728,574984.80 msec,1.000,1370 C,1059031967326,9855000039,0.93%,0,737662366133,8872,8872,0,94467655,1667082,1.765,1596759387568,806671143,0.05%,6755780,76313,1.13%,171647425,1596657767935,42594,0.00%,4663439,5669010,121.56%,0,0
3,Python 3.0.1,nbody.py 50000000,1.00,0.41,0.60,0.28,0.09,0.03,6.05,2.47,0.00,0.10,1.83,583287965859 ns,2022808033812,3.468 GHz,4991895663192,2.47,583243.64 msec,1.000,2022793404349,3.468 GHz,38,1104477652275,13981516716,583244.42 msec,1.000,1471 C,1059071262659,10592714350,1.00%,0,737640540324,8849,8849,0,106345633,1663780,1.565,1596603145480,866946123,0.05%,6411449,51877,0.81%,107216700,1596636334099,16585093,0.00%,6590843,2547146,38.65%,0,0
4,Python 3.0.1,nbody.py 50000000,1.00,0.40,0.61,0.28,0.09,0.03,6.06,2.48,0.00,0.13,1.82,585320516527 ns,2017427487939,3.447 GHz,4991598480940,2.47,585281.96 msec,1.000,2017345946605,3.447 GHz,55,1108274387198,14029575072,585282.63 msec,1.000,1423 C,1059161663463,10358667074,0.98%,0,737815605499,8887,8887,0,138099894,9566446,6.927,1596728940785,1225138793,0.08%,8438584,774409,9.18%,117541022,1596752555025,87512,0.00%,1518684,13688943,901.37%,0,0
5,Python 3.0.1,nbody.py 50000000,1.00,0.40,0.61,0.28,0.09,0.02,6.08,2.51,0.00,0.09,1.83,574408269693 ns,1992348110193,3.469 GHz,4992335097592,2.51,574369.45 msec,1.000,1992339062562,3.469 GHz,48,1087661696059,13768632875,574370.08 msec,1.000,1407 C,1059093427017,9902821924,0.94%,0,737648506950,8821,8821,0,102781617,1404760,1.367,1596775549479,813540501,0.05%,6420561,44987,0.70%,92809319,1596624492415,26769,0.00%,498696,3049283,611.45%,0,0
6,Python 3.0.1,nbody.py 50000000,1.00,0.40,0.61,0.28,0.09,0.03,6.07,2.49,0.00,0.10,1.83,576884601944 ns,2002495485360,3.471 GHz,4992294153660,2.49,576846.13 msec,1.000,2002432066440,3.471 GHz,103,1092349011806,13827962174,576846.77 msec,1.000,1395 C,1059075865021,9831511161,0.93%,0,737757540035,8852,8852,0,161072433,1575965,0.978,1596977434042,938543320,0.06%,9302093,90339,0.97%,123767221,1596791688908,15781808,0.00%,3744204,8299582,221.66%,0,0
7,Python 3.0.1,nbody.py 50000000,1.00,0.40,0.61,0.28,0.09,0.03,6.07,2.48,0.00,0.09,1.83,578854601128 ns,2010050967921,3.473 GHz,4993084005099,2.48,578814.72 msec,1.000,2010043330277,3.473 GHz,110,1096084958125,13875239127,578815.35 msec,1.000,1408 C,1059268607072,10120003539,0.96%,0,737786345083,8833,8833,0,120180169,1589079,1.322,1596644989845,834747604,0.05%,8450559,192654,2.28%,116377726,1596372772711,137864,0.00%,1894397,28190634,1488.11%,0,0
8,Python 3.0.1,nbody.py 50000000,1.00,0.41,0.60,0.28,0.09,0.03,6.05,2.46,0.00,0.12,1.83,585325468648 ns,2030838454565,3.470 GHz,4991497204740,2.46,585284.15 msec,1.000,2030769915997,3.470 GHz,37,1108346080992,14030495764,585284.75 msec,1.000,1499 C,1058990584896,10665957097,1.01%,0,737692344433,8812,8812,0,108842675,1426221,1.310,1596844960934,1113747707,0.07%,7201573,71765,1.00%,98906590,1596729604577,38441268,0.00%,4661823,2350625,50.42%,0,0
9,Python 3.0.1,nbody.py 50000000,1.00,0.40,0.61,0.28,0.09,0.03,6.06,2.47,0.00,0.10,1.83,581817239474 ns,2018474849754,3.470 GHz,4992372262499,2.47,581774.01 msec,1.000,2018440845064,3.469 GHz,23,1101703026406,13946400562,581774.68 msec,1.000,1440 C,1059154626938,10610554827,1.00%,0,737689157146,8833,8833,0,100359998,1730509,1.724,1596737086517,865325147,0.05%,5982341,173651,2.90%,97652788,1596397195881,15933543,0.00%,20639936,4016767,19.46%,0,0
10,Python 3.0.1,nbody.py 50000000,1.00,0.40,0.60,0.28,0.09,0.03,6.07,2.47,0.00,0.09,1.82,585577329373 ns,2019958761267,3.450 GHz,4991023026117,2.47,585530.19 msec,1.000,2019865493965,3.450 GHz,77,1108741880684,14035502593,585530.87 msec,1.000,1403 C,1059185722527,10024514420,0.95%,0,737783323476,8845,8845,0,124771485,9461449,7.583,1596902758250,811400899,0.05%,9731456,806633,8.29%,128148638,1597191390736,229251,0.00%,2262852,2679161,118.40%,0,0
