test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,2016-10-18,nbody_50000000_compatible,0.10.48,nbody_6.js 50000000,0.99,0.33,0.65,0.31,0.03,0.02,6.2,2.98,0.02,4.94,2.16,20.433904276,83487159672,4.057,250399976615,3.0,20575.48,1.007,83496033644,4.057,31,38536548247,487881279,20583.05,1.007,37.0,57489820299,234454394,0.41%,0,21959356396,5660,5660,0,2750161532,581964727,21.161,69098827881,1582982814,2.29%,18395877,286788,1.56%,22601602,69051882473,755532,0.00%,191128,331850,173.63%,0,0
2,2016-10-18,nbody_50000000_compatible,0.10.48,nbody_6.js 50000000,0.99,0.33,0.65,0.3,0.03,0.02,6.17,3.0,0.01,4.61,2.01,21.984697364,83347919089,3.763,250636645299,3.01,22146.32,1.007,82891115240,3.742,48,41304300743,523265289,22155.02,1.008,38.0,57758509176,232105635,0.40%,0,21740353349,5676,5676,0,2970928701,591704873,19.916,67487751896,1577240906,2.34%,22033623,206323,0.94%,43157906,68710616732,912159,0.00%,839938,584158,69.55%,0,0
3,2016-10-18,nbody_50000000_compatible,0.10.48,nbody_6.js 50000000,0.98,0.33,0.65,0.3,0.03,0.02,6.19,2.98,0.02,4.63,2.09,21.364880914,81910438344,3.804,243350906022,2.95,21529.08,1.008,82446760699,3.829,45,39718206645,502973521,21537.23,1.008,32.0,57929664473,231715970,0.40%,0,21993731577,5665,5665,0,2926716800,584335809,19.966,69168187481,1585160996,2.29%,20113430,152201,0.76%,25457776,69394408540,469562,0.00%,901756,192311,21.33%,0,5
4,2016-10-18,nbody_50000000_compatible,0.10.48,nbody_6.js 50000000,0.99,0.33,0.65,0.3,0.03,0.02,6.19,2.99,0.01,4.67,2.06,21.4788734,82872487958,3.829,249774714551,3.01,21636.46,1.007,82858284440,3.829,52,39946279028,507125494,21645.02,1.008,33.0,57029237001,234150134,0.41%,0,21896909374,5661,5661,0,2730957389,595831957,21.818,68545647252,1574460302,2.30%,19101741,152682,0.80%,26947183,69059247818,769610,0.00%,357937,506439,141.49%,0,0
5,2016-10-18,nbody_50000000_compatible,0.10.48,nbody_6.js 50000000,0.98,0.33,0.65,0.3,0.03,0.02,6.19,3.01,0.01,4.43,1.93,22.844329238,83150001217,3.612,249892100423,3.02,23017.41,1.008,82946685301,3.603,23,42850965790,543370744,23026.47,1.008,52.0,57593168064,235347313,0.41%,0,21786466493,5665,5665,0,2902040756,626877445,21.601,69213479393,1588714159,2.30%,17519693,136961,0.78%,24487613,68985510778,655226,0.00%,769118,459441,59.74%,0,0
6,2016-10-18,nbody_50000000_compatible,0.10.48,nbody_6.js 50000000,1.0,0.33,0.65,0.3,0.03,0.02,6.18,3.0,0.01,3.96,1.7,25.631040381,83204747486,3.218,249811753960,3.0,25849.61,1.009,82722059432,3.199,31,48389867209,612022407,25861.67,1.009,54.0,56867738978,237900503,0.42%,0,22059784389,5661,5661,0,2681337423,563770151,21.026,68300951776,1574726071,2.31%,31211895,136138,0.44%,71386310,69218548911,854403,0.00%,54668,99104,181.28%,0,0
7,2016-10-18,nbody_50000000_compatible,0.10.48,nbody_6.js 50000000,1.0,0.33,0.65,0.3,0.03,0.02,6.18,2.95,0.02,3.89,1.71,25.627380952,82308605320,3.183,244001253327,2.95,25849.79,1.009,82509084670,3.191,39,48686907153,616059842,25861.64,1.009,58.0,57572561824,235090309,0.41%,0,21809224363,5660,5660,0,2833217387,584130872,20.617,68668630282,1589140915,2.31%,19511500,127341,0.65%,15162302,68776127091,697870,0.00%,43383,79623,183.54%,0,0
8,2016-10-18,nbody_50000000_compatible,0.10.48,nbody_6.js 50000000,0.99,0.33,0.65,0.3,0.03,0.02,6.18,2.98,0.01,3.92,1.71,25.593136385,82576463857,3.197,247278415397,2.98,25819.59,1.009,82268083514,3.186,18,48134196772,610928666,25831.79,1.009,56.0,57166284803,233606039,0.41%,0,22002426143,5658,5658,0,2814567397,594042728,21.106,69118348331,1580318625,2.29%,19829326,169631,0.86%,76473486,68248910861,2302051,0.00%,144394,958555,663.85%,0,0
9,2016-10-18,nbody_50000000_compatible,0.10.48,nbody_6.js 50000000,1.0,0.33,0.65,0.3,0.03,0.02,6.19,2.99,0.01,3.96,1.71,25.511278677,82708213111,3.214,247624523608,2.99,25729.65,1.009,82537535721,3.207,35,48316922812,612641981,25741.61,1.009,57.0,57400149831,235402994,0.41%,0,21937089813,5679,5679,0,2701112584,613303459,22.706,69288306921,1587958746,2.29%,19829090,254881,1.29%,39932587,68899247701,1240253,0.00%,38596,646330,1674.60%,0,0
10,2016-10-18,nbody_50000000_compatible,0.10.48,nbody_6.js 50000000,0.99,0.34,0.65,0.3,0.03,0.03,6.11,2.91,0.02,3.85,1.69,26.166355725,84249702029,3.191,249094562248,2.95,26391.9,1.009,83911428134,3.179,110,49602245878,627608682,26404.57,1.009,61.0,57278809716,234237181,0.41%,4,21989246114,5676,5676,0,2794215742,656768756,23.505,68716857216,1581340640,2.30%,27442445,245497,0.89%,54725472,68879451717,1148870,0.00%,145229,568004,391.11%,0,0
1,2017-02-22,nbody_50000000_compatible,0.12.18,nbody_6.js 50000000,1.0,0.4,0.56,0.04,0.0,0.39,5.28,2.47,0.01,0.08,2.16,5.668436925,23134050710,4.082,57467311661,2.49,5667.9,1.0,23128678350,4.081,1,10720187106,135689163,5667.91,1.0,187.0,6886250991,1599711,0.02%,26,3863164534,3208,3208,0,482189,526910,109.275,20997183710,784604,0.00%,242751,69134,28.48%,630515,21047912472,188,0.00%,7494,3897,52.00%,0,0
2,2017-02-22,nbody_50000000_compatible,0.12.18,nbody_6.js 50000000,1.0,0.4,0.57,0.05,0.01,0.37,5.33,2.51,0.01,0.08,2.16,5.659304944,23086602491,4.08,57698644997,2.5,5658.55,1.0,23067820429,4.077,0,10689542799,135316201,5658.57,1.0,174.0,7014634683,1711590,0.02%,21,3839754429,3207,3207,0,3860061,1303928,33.78,20770542907,270561,0.00%,40560,3504,8.64%,548759,20841906365,39,0.00%,5745,3850,67.01%,0,0
3,2017-02-22,nbody_50000000_compatible,0.12.18,nbody_6.js 50000000,1.0,0.4,0.57,0.04,0.0,0.39,5.31,2.49,0.0,0.08,2.16,5.657279601,23049483491,4.075,57353605412,2.49,5655.72,1.0,23038276184,4.073,0,10682627692,135140497,5655.74,1.0,160.0,6900180520,1639211,0.02%,21,3834964967,3208,3208,0,3185564,956397,30.023,21035790653,357918,0.00%,60991,7833,12.84%,838054,21122008881,149,0.00%,12396,10000,80.67%,0,0
4,2017-02-22,nbody_50000000_compatible,0.12.18,nbody_6.js 50000000,1.0,0.41,0.56,0.04,0.0,0.39,5.33,2.46,0.0,0.08,2.16,5.761856462,23500482687,4.079,57298904519,2.44,5761.05,1.0,23497528191,4.079,1,10886036469,137811612,5761.05,1.0,152.0,6883647960,1840089,0.03%,22,3842142802,3217,3217,0,525434,64220,12.222,21107445533,282566,0.00%,44592,4109,9.21%,598534,21021916511,78,0.00%,10034,3929,39.16%,0,0
5,2017-02-22,nbody_50000000_compatible,0.12.18,nbody_6.js 50000000,0.99,0.4,0.57,0.04,0.0,0.39,5.31,2.5,0.0,0.07,2.16,5.654355164,23000499104,4.068,57105989991,2.48,5653.82,1.0,22988653678,4.066,0,10662703943,134900531,5653.84,1.0,139.0,6886059489,1726029,0.03%,21,3837232979,3206,3206,0,3005533,888520,29.563,21121599784,254865,0.00%,34934,3132,8.97%,596092,21158161994,604,0.00%,13058,3109,23.81%,0,0
6,2017-02-22,nbody_50000000_compatible,0.12.18,nbody_6.js 50000000,0.99,0.4,0.57,0.04,0.0,0.39,5.3,2.5,0.0,0.08,2.15,5.671346736,22923842699,4.043,57192081029,2.49,5670.02,1.0,22944231148,4.047,4,10657168316,134915830,5670.0,1.0,131.0,6899257572,2420963,0.04%,48,3855029174,3208,3208,0,601081,49736,8.274,21090127411,856064,0.00%,263621,97905,37.14%,782570,21124011146,1094,0.00%,28465,10341,36.33%,0,0
7,2017-02-22,nbody_50000000_compatible,0.12.18,nbody_6.js 50000000,1.0,0.4,0.57,0.04,0.0,0.39,5.27,2.49,0.0,0.08,2.16,5.654973863,23057903820,4.078,57246119771,2.48,5654.15,1.0,23059153332,4.078,1,10688426347,135305997,5654.17,1.0,135.0,6902442280,1768985,0.03%,30,3840902276,3208,3208,0,4074922,1406794,34.523,21125368171,318919,0.00%,48682,4688,9.63%,678763,21133740730,219,0.00%,4931,6337,128.51%,0,0
8,2017-02-22,nbody_50000000_compatible,0.12.18,nbody_6.js 50000000,0.99,0.4,0.57,0.04,0.0,0.39,5.25,2.48,0.0,0.08,2.14,5.729476777,23033563847,4.022,57212145718,2.48,5727.58,1.0,23043057453,4.023,0,10752106961,136164435,5727.62,1.0,128.0,6908302534,1756646,0.03%,22,3843613852,3207,3207,0,843052,81378,9.653,21132795037,312362,0.00%,47480,8218,17.31%,911595,21088313218,965,0.00%,33733,11176,33.13%,0,0
9,2017-02-22,nbody_50000000_compatible,0.12.18,nbody_6.js 50000000,1.0,0.4,0.57,0.04,0.0,0.39,5.31,2.49,0.0,0.08,2.16,5.659064484,23074930349,4.078,57315998511,2.49,5658.22,1.0,23067302498,4.077,0,10690387705,135353926,5658.22,1.0,127.0,6900990454,1707244,0.02%,21,3844227958,3209,3209,0,2788003,808447,28.997,21095651611,221041,0.00%,24541,4612,18.79%,504778,21146608183,149,0.00%,16541,16463,99.53%,0,0
10,2017-02-22,nbody_50000000_compatible,0.12.18,nbody_6.js 50000000,1.0,0.4,0.57,0.05,0.01,0.38,5.32,2.51,0.0,0.08,2.16,5.648104057,23020930806,4.076,57750406714,2.51,5647.61,1.0,23019134898,4.076,1,10672310871,135131343,5647.61,1.0,128.0,7008287865,1872084,0.03%,26,3843818089,3208,3208,0,1210190,56661,4.682,20908645301,281586,0.00%,31154,6078,19.51%,714848,20854579127,101,0.00%,6502,6714,103.26%,0,0
1,2015-07-09,nbody_50000000_compatible,1.8.4,nbody_6.js 50000000,1.0,0.4,0.57,0.04,0.0,0.39,5.28,2.49,0.0,0.07,2.16,5.643773785,23001822201,4.076,57197411607,2.49,5643.3,1.0,22991868200,4.074,4,10659315602,134919099,5643.31,1.0,241.0,6897232346,1831741,0.03%,30,3837507015,2888,2888,0,314808,44917,14.268,21107107838,251515,0.00%,26044,3636,13.96%,533951,21076088284,39,0.00%,7343,4326,58.91%,0,0
2,2015-07-09,nbody_50000000_compatible,1.8.4,nbody_6.js 50000000,1.0,0.4,0.56,0.04,0.0,0.4,5.23,2.48,0.0,0.08,2.16,5.668155879,23095188749,4.075,57371481278,2.48,5667.56,1.0,23095200768,4.075,0,10709113333,135587971,5667.58,1.0,210.0,6918286742,1663117,0.02%,8,3843723180,2888,2888,0,730500,886255,121.322,21154294981,832863,0.00%,225615,3431,1.52%,714231,21160883709,369,0.00%,5982,5982,100.00%,0,0
3,2015-07-09,nbody_50000000_compatible,1.8.4,nbody_6.js 50000000,1.0,0.4,0.57,0.05,0.0,0.39,5.25,2.46,0.01,0.08,2.16,5.679093889,23145826555,4.076,57109911366,2.47,5678.37,1.0,23143553538,4.076,9,10732289509,135843673,5678.39,1.0,176.0,6926146014,1665485,0.02%,8,3856243881,2884,2884,0,394132,65524,16.625,21192657961,288706,0.00%,220492,79270,35.95%,2072451,20982240429,512,0.00%,6459,5315,82.29%,0,0
4,2015-07-09,nbody_50000000_compatible,1.8.4,nbody_6.js 50000000,1.0,0.4,0.56,0.04,0.0,0.39,5.29,2.47,0.0,0.07,2.16,5.674952585,23121602064,4.075,57227012616,2.47,5674.35,1.0,23113743923,4.073,1,10713887238,135628104,5674.37,1.0,181.0,6901994166,1717986,0.02%,8,3834967937,2885,2885,0,296592,55987,18.877,21113316152,764740,0.00%,215574,89952,41.73%,1964497,21115152976,141,0.00%,4074,2908,71.38%,0,0
5,2015-07-09,nbody_50000000_compatible,1.8.4,nbody_6.js 50000000,1.0,0.4,0.56,0.04,0.0,0.39,5.27,2.45,0.01,0.07,2.16,5.675768396,23125756184,4.075,57173809332,2.47,5674.98,1.0,23122333233,4.074,4,10717605340,135727504,5675.02,1.0,174.0,6899969931,1706063,0.02%,8,3851385806,2895,2895,0,340319,48416,14.227,21110196835,665261,0.00%,224711,73924,32.90%,2067839,21162831713,220,0.00%,4996,5044,100.96%,0,0
6,2015-07-09,nbody_50000000_compatible,1.8.4,nbody_6.js 50000000,1.0,0.4,0.57,0.04,0.0,0.39,5.26,2.48,0.0,0.07,2.15,5.667717632,23031945445,4.064,56975407841,2.47,5667.13,1.0,23042016906,4.066,3,10699036363,135472707,5667.14,1.0,168.0,6899838318,1713605,0.02%,8,3845992029,2894,2894,0,436924,742921,170.034,21054591471,796367,0.00%,252332,33046,13.10%,602651,21058360156,991,0.00%,6406,2825,44.10%,0,0
7,2015-07-09,nbody_50000000_compatible,1.8.4,nbody_6.js 50000000,1.0,0.4,0.56,0.04,0.0,0.4,5.25,2.45,0.0,0.07,2.16,5.721390237,23331159051,4.078,57263851900,2.46,5720.77,1.0,23323403464,4.077,1,10811234008,136877673,5720.78,1.0,164.0,6905359070,1732431,0.03%,8,3837861541,2887,2887,0,378417,43503,11.496,21075797974,228580,0.00%,24537,4305,17.54%,566189,21109624496,163,0.00%,4515,3256,72.12%,0,0
8,2015-07-09,nbody_50000000_compatible,1.8.4,nbody_6.js 50000000,0.99,0.4,0.57,0.04,0.0,0.39,5.3,2.49,0.0,0.07,2.15,5.695652508,22977668307,4.035,57229247814,2.49,5694.31,1.0,23000117086,4.039,3,10705504724,135511858,5694.33,1.0,164.0,6907578016,1740291,0.03%,8,3834130530,2897,2897,0,945673,107956,11.416,21052567701,463267,0.00%,85724,5687,6.63%,825371,21131811956,20099,0.00%,74470,25705,34.52%,0,0
9,2015-07-09,nbody_50000000_compatible,1.8.4,nbody_6.js 50000000,0.99,0.4,0.57,0.04,0.0,0.39,5.27,2.49,0.0,0.07,2.14,5.745983963,23022470529,4.008,57109394091,2.48,5744.53,1.0,23016610128,4.007,4,10768292238,136330299,5744.58,1.0,128.0,6902686746,1773729,0.03%,13,3841853290,2896,2896,0,718548,123220,17.148,21129779396,355252,0.00%,55984,2731,4.88%,783753,21119088394,46,0.00%,26257,7852,29.90%,0,0
10,2015-07-09,nbody_50000000_compatible,1.8.4,nbody_6.js 50000000,0.99,0.4,0.57,0.04,0.0,0.39,5.31,2.51,0.0,0.08,2.12,5.739191539,22784483871,3.971,57120192438,2.51,5738.22,1.0,22776467213,3.969,6,10763480745,136300547,5738.23,1.0,162.0,6905654305,1771933,0.03%,8,3838362071,2884,2884,0,569262,42185,7.41,21111506471,303748,0.00%,38458,4467,11.62%,733588,21110129333,335,0.00%,22351,6338,28.36%,0,0
1,2015-07-28,nbody_50000000_compatible,2.5.0,nbody_6.js 50000000,1.0,0.42,0.54,0.03,0.0,0.43,5.35,2.37,0.0,0.06,2.16,5.502643899,22420895109,4.075,53160555444,2.37,5501.41,1.0,22408775895,4.073,4,10395491987,131592352,5501.43,1.0,211.0,6889482021,1350946,0.02%,17,3833021973,2993,2993,0,704260,110082,15.631,21085479138,316731,0.00%,46904,9715,20.71%,775161,21129412406,1070,0.00%,7283,9159,125.76%,0,0
2,2015-07-28,nbody_50000000_compatible,2.5.0,nbody_6.js 50000000,1.0,0.42,0.53,0.03,0.0,0.43,5.36,2.35,0.01,0.07,2.16,5.537973427,22592899586,4.08,53097632490,2.35,5537.41,1.0,22589769184,4.079,2,10474016423,132607922,5537.42,1.0,214.0,6902771500,1158987,0.02%,13,3861091490,2994,2994,0,2665296,829327,31.116,20962325767,786708,0.00%,29595,3964,13.39%,570377,21043323042,204,0.00%,6182,4853,78.50%,0,0
3,2015-07-28,nbody_50000000_compatible,2.5.0,nbody_6.js 50000000,1.0,0.42,0.54,0.03,0.0,0.43,5.35,2.38,0.0,0.07,2.16,5.49551958,22400844055,4.077,53205163451,2.38,5495.03,1.0,22407125807,4.078,2,10391382802,131507883,5495.04,1.0,203.0,6912566150,1171264,0.02%,13,3837999961,2994,2994,0,418088,62884,15.041,21095839896,238172,0.00%,27326,1849,6.77%,580759,21135508085,85,0.00%,5385,2216,41.15%,0,0
4,2015-07-28,nbody_50000000_compatible,2.5.0,nbody_6.js 50000000,1.0,0.42,0.53,0.03,0.0,0.44,5.33,2.35,0.0,0.06,2.16,5.554919661,22643337499,4.077,53171376579,2.35,5554.41,1.0,22629505227,4.074,3,10490639805,132840570,5554.42,1.0,143.0,6906988060,1157322,0.02%,13,3837773339,2991,2991,0,203335,37737,18.559,21109099981,209349,0.00%,216712,92753,42.80%,1840188,21055451762,331,0.00%,7431,4134,55.63%,0,0
5,2015-07-28,nbody_50000000_compatible,2.5.0,nbody_6.js 50000000,1.0,0.42,0.54,0.03,0.0,0.44,5.34,2.36,0.01,0.08,2.16,5.531219602,22553089873,4.078,52972960661,2.35,5530.63,1.0,22558335129,4.079,1,10458195820,132394867,5530.65,1.0,173.0,6912428532,2676718,0.04%,52,3846646573,2994,2994,0,2493456,774576,31.064,21205200557,252612,0.00%,25090,3833,15.28%,573620,21167096422,141,0.00%,4579,5286,115.44%,0,0
6,2015-07-28,nbody_50000000_compatible,2.5.0,nbody_6.js 50000000,1.0,0.42,0.54,0.03,0.0,0.43,5.32,2.36,0.0,0.06,2.16,5.528785577,22542941285,4.078,52951801906,2.35,5528.11,1.0,22543545467,4.078,2,10450227031,132235177,5528.13,1.0,169.0,6886029697,1248339,0.02%,13,3825333922,3001,3001,0,2768369,333558,12.049,21038835178,246288,0.00%,27530,4593,16.68%,565436,21212371852,141,0.00%,3965,3777,95.26%,0,0
7,2015-07-28,nbody_50000000_compatible,2.5.0,nbody_6.js 50000000,0.99,0.42,0.54,0.03,0.0,0.43,5.36,2.37,0.0,0.07,2.15,5.545541067,22434561007,4.046,53173282119,2.37,5544.25,1.0,22432196049,4.046,3,10409263061,131800092,5544.3,1.0,162.0,6905510692,1468533,0.02%,17,3837170608,2994,2994,0,944758,170727,18.071,21038086334,873898,0.00%,266035,91629,34.44%,831281,21136942422,181,0.00%,20132,9341,46.40%,0,0
8,2015-07-28,nbody_50000000_compatible,2.5.0,nbody_6.js 50000000,1.0,0.42,0.54,0.03,0.0,0.43,5.36,2.38,0.0,0.07,2.16,5.49419577,22373777182,4.073,53105976835,2.37,5493.47,1.0,22369603573,4.072,2,10365214667,131219231,5493.48,1.0,143.0,6894127351,1224606,0.02%,17,3838228182,2994,2994,0,221679,56454,25.467,21109225257,220070,0.00%,16472,3862,23.45%,500889,21107819901,273,0.00%,4408,4408,100.00%,0,0
9,2015-07-28,nbody_50000000_compatible,2.5.0,nbody_6.js 50000000,0.99,0.42,0.54,0.03,0.0,0.43,5.34,2.37,0.0,0.06,2.14,5.583871363,22464416173,4.024,53163351545,2.37,5582.26,1.0,22441944902,4.02,4,10477344361,132673425,5582.29,1.0,161.0,6908235718,1355424,0.02%,17,3845335537,2994,2994,0,739284,56491,7.641,21117339721,332194,0.00%,57507,8079,14.05%,784976,21132792744,54,0.00%,20711,8025,38.75%,0,0
10,2015-07-28,nbody_50000000_compatible,2.5.0,nbody_6.js 50000000,1.0,0.42,0.53,0.03,0.0,0.43,5.36,2.37,0.01,0.06,2.16,5.522472346,22520846368,4.078,53198416775,2.37,5521.93,1.0,22518866633,4.078,1,10437565394,132142267,5521.94,1.0,160.0,6908372447,1298950,0.02%,17,3828708863,2994,2994,0,509641,62007,12.167,21055058059,232042,0.00%,25256,2557,10.12%,548422,21142078235,478,0.00%,5912,4085,69.10%,0,0
1,2015-09-15,nbody_50000000_compatible,3.3.1,nbody_6.js 50000000,1.0,0.41,0.53,0.07,0.0,0.4,5.37,2.4,0.0,0.08,2.16,4.473065595,18213982372,4.073,43708876646,2.4,4472.17,1.0,18200975774,4.07,3,8439198793,106819000,4472.19,1.0,201.0,6902140788,1302829,0.02%,4,3439889260,2722,2722,0,537640,97490,18.133,10976486045,243117,0.00%,39704,7928,19.97%,631276,10999414750,240,0.00%,4861,5597,115.14%,0,0
2,2015-09-15,nbody_50000000_compatible,3.3.1,nbody_6.js 50000000,1.0,0.42,0.52,0.06,0.0,0.41,5.35,2.36,0.0,0.08,2.16,4.555480265,18575746005,4.078,43774046438,2.36,4554.63,1.0,18572551973,4.078,4,8608562950,108965750,4554.64,1.0,179.0,6910174163,1297661,0.02%,8,3440061503,2752,2752,0,498802,60254,12.08,10955119421,688328,0.01%,209622,84429,40.28%,596803,10970835105,110,0.00%,6325,3953,62.50%,0,0
3,2015-09-15,nbody_50000000_compatible,3.3.1,nbody_6.js 50000000,1.0,0.41,0.53,0.06,0.0,0.4,5.4,2.42,0.0,0.09,2.16,4.445615917,18135176220,4.08,43691801744,2.41,4444.7,1.0,18130583664,4.079,2,8403857608,106409907,4444.74,1.0,139.0,6903905112,1324360,0.02%,8,3438793823,2743,2743,0,457556,179391,39.206,10964148337,241777,0.00%,40274,4847,12.04%,1829790,10957211444,12307,0.00%,54807,5373,9.80%,0,0
