version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
v8.17.0,nbody_6.js 50000000,1.00,0.39,0.58,0.08,0.00,0.34,5.18,2.58,0.00,0.08,2.16,4282700117.10,17400777440.10,4.06,45067162245.70,2.59,4284.22,1.00,17399028586.50,4.06,3.10,8081480781.10,102319663.10,4284.24,1.00,185.40,6774517402.80,607899.30,0.01,2.90,3036611735.30,3199.30,3199.10,0.20,308488.20,48606.20,16.45,10280512132.90,167830.20,0.00,19229.90,1604.90,9.90,446067.90,10259699774.90,209.60,0.00,9683.70,5142.30,130.61,0.00,0.00
v9.11.2,nbody_6.js 50000000,1.00,0.38,0.59,0.06,0.00,0.35,5.22,2.59,0.00,0.07,2.16,4253107543.00,17325173036.80,4.07,44904209754.20,2.59,4254.78,1.00,17328511125.50,4.07,2.50,8034663358.70,101703676.40,4254.80,1.00,183.50,6768043419.90,641064.50,0.01,0.00,3033960928.50,3415.20,3415.20,0.00,490669.90,113848.80,16.80,10264272223.00,198308.70,0.00,15548.10,1413.90,9.66,411735.50,10256433627.90,1899.00,0.00,11855.10,6493.90,118.19,0.00,0.00
v10.24.1,nbody_6.js 50000000,1.00,0.40,0.55,0.03,0.00,0.41,5.21,2.46,0.00,0.07,2.16,4174847298.10,16994056845.00,4.07,41848128616.50,2.47,4176.93,1.00,16999703726.90,4.07,5.20,7884474765.20,99823690.00,4176.96,1.00,216.20,5567477304.20,836145.20,0.01,3.70,3091224859.30,3360.30,3360.10,0.20,947820.70,97737.40,17.35,10279407680.20,165939.40,0.00,18655.90,1595.10,10.22,415320.60,10275231817.40,1801.60,0.00,8851.70,7842.50,128.71,0.00,0.00
v11.15.0,nbody_6.js 50000000,1.00,0.40,0.56,0.03,0.00,0.41,5.22,2.46,0.00,0.07,2.16,4156658577.10,16911215325.50,4.07,41770861183.30,2.47,4158.71,1.00,16923710719.60,4.07,5.70,7847841460.00,99360665.10,4158.74,1.00,220.80,5565647479.10,911826.60,0.02,4.00,3091254346.30,2985.10,2984.70,0.40,723331.50,314571.20,61.53,10276643969.70,335870.90,0.00,41985.70,2607.70,11.96,419552.80,10265095223.90,211.40,0.00,3487.60,4088.60,125.07,0.00,0.00
v12.22.12,nbody_6.js 50000000,1.00,0.40,0.55,0.02,0.00,0.43,5.22,2.50,0.01,0.04,2.16,4122412348.00,16787450499.20,4.07,42114300943.60,2.51,4124.96,1.00,16748197447.90,4.06,4.70,7770836224.50,98378382.70,4124.99,1.00,222.90,5230336104.20,38503.80,0.00,0.00,3067594380.00,2797.70,2797.00,0.70,277373.70,38680.90,14.55,10689234197.40,160865.80,0.00,17887.20,1761.10,10.23,431326.30,10674842716.00,151.30,0.00,2767.90,4689.20,180.40,0.00,0.00
v13.14.0,nbody_6.js 50000000,1.00,0.40,0.56,0.02,0.00,0.42,5.29,2.52,0.00,0.04,2.16,4173177672.40,16986287061.60,4.07,42862709688.40,2.52,4175.76,1.00,16989540309.80,4.07,4.20,7878993016.20,99750848.70,4175.78,1.00,226.90,5289729926.10,185782.20,0.00,3.20,3430988266.40,2744.90,2744.30,0.60,927316.20,330715.40,46.29,10846424015.50,297983.20,0.00,53076.30,1521.00,8.14,408316.60,10852755897.30,180.80,0.00,3980.60,4834.90,129.41,0.00,0.00
v14.21.3,nbody_6.js 50000000,1.00,0.39,0.58,0.03,0.00,0.38,5.58,2.55,0.00,0.05,2.16,5148579596.70,20932635272.70,4.06,53686680650.60,2.57,5151.45,1.00,20940351811.00,4.07,4.10,9715665293.50,122999506.30,5151.49,1.00,217.00,4984748643.80,77918.10,0.00,1.20,4887988305.80,2980.50,2980.00,0.50,619667.20,138648.40,15.74,20695033822.30,220066.80,0.00,26770.00,2036.50,10.69,553496.60,20686368352.40,244.30,0.00,5174.90,5831.90,149.36,0.00,0.00
v15.14.0,nbody_6.js 50000000,1.00,0.39,0.58,0.05,0.00,0.37,5.56,2.55,0.00,0.03,2.16,5164261119.80,20964831778.40,4.06,53607978320.10,2.56,5166.24,1.00,20962322461.50,4.06,4.80,9736307616.10,123263086.10,5166.26,1.00,204.50,4977577563.80,128209.60,0.00,0.00,4819327374.50,2867.50,2866.50,1.00,810745.10,159636.70,15.91,20659078934.20,282587.50,0.00,40478.90,9377.10,15.37,669153.40,20694888259.80,2436.70,0.00,9515.50,5728.40,109.98,0.00,0.00
v16.20.2,nbody_6.js 50000000,1.00,0.42,0.53,0.04,0.00,0.43,5.61,2.35,0.00,0.05,2.16,5129149988.40,20896546074.70,4.07,49516428836.40,2.37,5131.03,1.00,20896786905.00,4.07,4.40,9690686113.00,122672564.20,5131.06,1.00,203.30,4985669559.90,49808.40,0.00,0.00,5083966029.40,3247.90,3247.10,0.80,701268.40,147626.50,14.84,20967315900.60,253549.70,0.00,28487.60,2580.50,8.82,742169.50,20956632861.60,2800.00,0.00,7881.00,6980.60,189.10,0.00,0.00
v17.9.1,nbody_6.js 50000000,1.00,0.42,0.53,0.03,0.00,0.43,5.58,2.34,0.00,0.06,2.16,5158304108.70,20847848110.00,4.04,49285644240.20,2.35,5160.88,1.00,20862430503.40,4.04,4.00,9681567373.60,122598718.80,5160.91,1.00,207.00,4958650510.20,66204.70,0.00,0.40,5067871358.70,3390.70,3390.10,0.60,388498.00,49065.90,13.57,20874465817.50,347117.40,0.00,60168.00,15538.90,13.45,748953.70,20922147946.30,2064.40,0.00,9302.00,12895.70,249.44,0.00,0.00
v18.17.1,nbody_6.js 50000000,1.00,0.39,0.58,0.05,0.00,0.37,5.56,2.54,0.00,0.06,2.16,5145723565.20,20923373521.40,4.06,53564537989.10,2.56,5148.04,1.00,20922964259.00,4.06,3.50,9711466076.10,122944521.80,5148.07,1.00,211.20,4983275391.70,120087.90,0.00,1.20,4836075410.60,3991.80,3991.00,0.80,682487.70,160695.60,15.11,20761529636.80,235687.30,0.00,27589.50,2683.60,10.83,590078.30,20758536869.30,297.40,0.00,5047.30,6369.20,174.23,0.00,0.00
v19.9.0,nbody_6.js 50000000,1.00,0.39,0.58,0.05,0.00,0.37,5.54,2.55,0.00,0.01,2.16,5146200339.10,20974373533.40,4.07,53640755264.60,2.56,5151.45,1.00,20972701575.60,4.07,4.70,9725100700.70,123096572.70,5151.47,1.00,200.80,4979192723.80,116169.00,0.00,13.20,4834702003.20,3786.00,3786.00,0.00,392428.80,38330.50,10.45,20727370636.10,220391.60,0.00,24199.20,1553.30,7.34,644850.90,20720675588.10,3434.70,0.00,12063.30,9393.70,113.76,0.00,0.00
v20.5.1,nbody_6.js 50000000,1.00,0.39,0.58,0.05,0.00,0.37,5.43,2.55,0.00,0.00,2.15,5140107050.90,20822480311.90,4.05,53084256177.30,2.55,5146.48,1.00,20819622621.80,4.05,7.40,9679062928.50,122544712.80,5146.52,1.00,308.90,4764877338.20,50591.90,0.00,4.80,4623492367.90,2773.50,2773.10,0.40,675359.00,216934.40,51.52,20105811543.30,348749.60,0.00,98158.30,23726.60,12.11,744323.80,20086541381.90,2699.90,0.00,24343.50,25130.60,246.99,0.00,0.00
