version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
v0.8.28,nbody_6.js 50000000,0.99,0.34,0.64,0.32,0.03,0.02,6.15,2.94,0.01,4.26,1.89,23844988450.90,84255873926.20,3.53,248102146964.90,2.95,24035.91,1.01,84122981193.10,3.53,31.80,44897600526.50,568658542.30,24046.38,1.01,46.60,58621345093.40,190597876.00,0.33,0.00,21877690262.60,5615.90,5615.90,0.00,2738730779.80,599689269.60,21.90,70052344751.30,1581244017.60,2.26,17753607.30,148197.00,0.85,31294493.80,70007377182.60,1167155.60,0.00,309457.90,488010.30,338.41,0.00,0.00
v0.10.48,nbody_6.js 50000000,0.99,0.33,0.65,0.30,0.03,0.02,6.18,2.98,0.01,4.29,1.88,23663587731.20,82981573808.30,3.51,248186485145.00,2.99,23854.53,1.01,82858707079.50,3.50,43.20,44548644027.70,564387790.50,23864.81,1.01,47.80,57408594416.50,234401047.20,0.41,0.40,21917458801.10,5666.10,5666.10,0.00,2810525571.10,599273077.70,21.34,68760698842.90,1582204417.40,2.30,21498862.00,186844.30,0.90,40033223.70,68922395262.20,980553.60,0.00,348614.70,442581.50,356.01,0.00,0.50
v0.12.18,nbody_6.js 50000000,1.00,0.40,0.57,0.04,0.00,0.39,5.30,2.49,0.00,0.08,2.16,5676419901.30,23088229000.40,4.07,57364120832.30,2.49,5675.46,1.00,23085383616.10,4.07,0.80,10710149820.90,135572953.50,5675.47,1.00,146.10,6919005434.80,1804255.20,0.03,25.80,3844485106.00,3208.60,3208.60,0.00,2057602.90,614299.10,30.10,21038515011.80,394048.60,0.00,83930.60,20921.30,17.05,680450.80,21053915862.70,358.60,0.00,13889.90,7581.60,66.34,0.00,0.00
v1.8.4,nbody_6.js 50000000,1.00,0.40,0.57,0.04,0.00,0.39,5.27,2.48,0.00,0.07,2.15,5691168041.30,23063792295.60,4.05,57177772028.30,2.48,5690.35,1.00,23062531445.90,4.05,3.50,10727975910.00,135819943.50,5690.37,1.00,176.80,6906474565.40,1731638.10,0.03,10.70,3842202728.00,2889.80,2889.80,0.00,512517.50,216088.40,40.28,21110181678.00,495029.90,0.00,136947.10,30044.90,17.98,1086452.10,21102621144.60,2291.50,0.00,16285.30,6955.10,62.25,0.00,0.00
v2.5.0,nbody_6.js 50000000,1.00,0.42,0.54,0.03,0.00,0.43,5.35,2.37,0.00,0.07,2.16,5529714229.20,22494760813.70,4.07,53120051780.50,2.36,5528.89,1.00,22489966786.60,4.07,2.40,10434934135.10,132101378.60,5528.91,1.00,173.90,6902651216.80,1411108.90,0.02,18.90,3839131044.80,2994.30,2994.30,0.00,1166816.60,249384.30,18.68,21081648988.80,370806.40,0.00,73842.70,22283.40,19.77,757110.90,21126279687.10,295.80,0.00,8598.80,5528.40,76.60,0.00,0.00
v3.3.1,nbody_6.js 50000000,1.00,0.41,0.53,0.06,0.00,0.40,5.38,2.40,0.00,0.09,2.16,4469588409.40,18208106937.80,4.07,43673682656.60,2.40,4468.97,1.00,18204967684.90,4.07,2.30,8441266270.20,106860647.30,4468.99,1.00,138.50,6904356585.70,1356295.10,0.02,7.80,3445975388.40,2728.80,2728.80,0.00,375621.00,79069.80,20.35,10983733798.40,252497.30,0.00,47044.30,15459.80,46.02,777466.20,10988686046.20,4856.20,0.00,19319.60,10139.90,138.34,0.00,0.00
v4.9.1,nbody_6.js 50000000,1.00,0.41,0.53,0.07,0.00,0.40,5.39,2.41,0.00,0.10,2.16,4477036645.40,18236194635.80,4.07,43799353232.80,2.40,4476.48,1.00,18242046179.10,4.08,2.90,8460368960.10,107095571.70,4476.49,1.00,167.30,6893889034.50,2810817.40,0.04,56.30,3454557285.60,3180.10,3180.10,0.00,834698.10,150298.90,16.56,11003479194.20,246014.30,0.00,20136.60,4134.50,21.88,460296.40,11021488142.40,283.90,0.00,13094.20,12180.40,213.66,0.00,0.00
v5.12.0,nbody_6.js 50000000,1.00,0.41,0.53,0.06,0.00,0.40,5.38,2.40,0.00,0.07,2.16,4462995380.90,18172888388.40,4.07,43988614950.70,2.42,4462.39,1.00,18176587458.30,4.07,2.50,8429138267.60,106696843.20,4462.41,1.00,146.20,6904084853.40,62622.50,0.00,1.70,3430906587.50,2600.90,2600.90,0.00,362304.80,162703.00,56.84,10957625229.00,420446.30,0.00,126971.90,36963.80,20.33,844471.90,10930986646.70,3869.70,0.00,23353.40,10785.80,117.52,0.00,0.00
v6.17.1,nbody_6.js 50000000,0.99,0.41,0.53,0.07,0.00,0.40,5.38,2.41,0.00,0.08,2.13,4552674989.30,18206888315.60,4.00,43822905688.70,2.41,4552.28,1.00,18206447843.20,4.00,3.60,8560842806.30,108402776.60,4552.30,1.00,147.10,6898387563.70,623582.20,0.01,9.40,3433389269.80,2481.00,2481.00,0.00,1812442.40,696723.50,35.15,10984927909.70,340746.40,0.00,69038.60,27028.00,26.71,549888.10,10975686484.80,2902.30,0.00,19534.00,8500.10,105.99,0.00,0.00
v7.10.1,nbody_6.js 50000000,1.00,0.41,0.54,0.07,0.00,0.39,5.44,2.43,0.00,0.09,2.16,4463435764.00,18191193047.50,4.08,44065149299.80,2.42,4463.05,1.00,18191739203.70,4.08,2.30,8437008243.10,106780384.90,4463.07,1.00,183.10,6894881305.50,3736676.30,0.05,136.20,3469678936.70,3439.00,3439.00,0.00,4642015.90,149462.80,3.04,11000620178.10,190638.80,0.00,22284.00,3532.10,16.32,729856.40,11019340862.40,6783.80,0.00,26023.50,9486.60,147.25,0.00,0.00
