version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
Python 2.5.6,binarytrees_compatible_all.py 21,188.431,1739.2,1693151909.494087,0.00,0.00,435.60,12.63,3449.50,1896.00,2.71,85321.20,0.00,431.80,4534.80,3090.40,1166.10,2666.80,33.70,12351.00,399.00,30149.30,0.00,0.05,0.03,0.01,0.10,0.00,2.21,0.16,84.76,12.99,0.02,0.16,74.20,77.50,78.10,99.72,300.00,300.00,101.06,99.72,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2395.88,1992.59,0.22,78.11,0.00,0.00
Python 2.7.18,binarytrees_compatible_all.py 21,187.577,1363.4,1693153905.866339,0.00,0.00,430.20,12.78,3367.10,1896.00,2.57,85791.00,0.00,736.70,8139.70,4235.40,1366.30,3014.30,35.10,12372.20,819.50,29290.10,0.00,0.07,0.04,0.02,0.10,0.00,2.26,0.30,84.39,13.11,0.02,0.14,73.94,76.50,76.70,99.66,300.00,300.00,102.08,99.75,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2274.22,1869.65,0.23,78.47,0.00,0.00
Python 3.0.1,binarytrees_compatible_all.py 21,225.183,1316.1,1693156278.329952,0.00,0.00,425.10,12.63,3365.30,1896.00,2.62,93306.60,0.00,362.30,5124.00,3290.60,995.90,2574.90,39.30,13222.30,172.50,31650.40,0.00,0.05,0.02,0.01,0.08,0.00,2.01,0.04,85.12,12.93,0.01,0.13,74.30,76.90,77.70,99.72,300.00,300.00,100.99,99.77,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2707.86,2226.59,0.22,88.15,0.00,0.00
Python 3.4.10,binarytrees_compatible_all.py 21,214.022,1243.1,1693158539.151952,0.00,0.00,427.40,12.77,3347.70,1896.00,2.66,93171.30,0.00,815.90,8818.20,5074.00,1666.70,3611.30,36.50,13860.70,210.70,31721.80,0.00,0.07,0.04,0.02,0.11,0.00,2.20,0.06,84.70,13.07,0.02,0.16,73.98,76.80,77.80,99.73,300.00,300.00,101.98,99.78,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2575.15,2118.78,0.23,80.94,0.00,0.00
Python 3.5.10,binarytrees_compatible_all.py 21,227.038,1255,1693160930.111899,0.00,0.00,427.80,12.76,3353.90,1896.00,2.57,97395.60,0.00,737.30,8227.50,4782.50,1692.80,3690.30,41.30,14079.60,187.90,32172.10,0.00,0.09,0.04,0.02,0.10,0.00,2.14,0.05,84.77,13.12,0.02,0.14,73.96,76.70,77.60,99.76,300.00,300.00,101.97,99.77,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2730.14,2243.65,0.23,89.79,0.00,0.00
Python 3.6.15,binarytrees_compatible_all.py 21,230.312,1222.3,1693163353.847036,0.00,0.00,427.40,12.63,3385.00,1896.00,2.48,95596.00,0.00,429.70,5081.50,3437.40,1096.50,2514.40,32.40,13267.80,289.70,32655.80,0.00,0.06,0.03,0.01,0.08,0.00,2.00,0.08,85.09,13.00,0.01,0.12,74.24,75.10,75.90,99.74,300.00,300.00,101.11,99.76,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2768.96,2277.76,0.22,85.57,0.00,0.00
Python 3.7.16,binarytrees_compatible_all.py 21,224.885,1224.6,1693165723.310510,0.00,0.00,429.20,12.75,3367.20,1896.00,2.56,95959.90,0.00,744.90,7931.00,4878.90,1769.20,3521.30,44.60,14208.60,212.80,31634.90,0.00,0.07,0.04,0.02,0.10,0.00,2.16,0.04,84.78,13.07,0.02,0.14,74.02,74.90,75.70,99.76,300.00,300.00,101.91,99.77,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2704.29,2223.80,0.22,84.67,0.00,0.00
Python 3.8.16,binarytrees_compatible_all.py 21,215.313,1218.4,1693167997.057323,0.00,0.00,429.30,12.75,3367.00,1896.00,2.59,92219.20,0.00,599.70,7441.90,4124.00,1458.90,3293.60,42.00,13710.40,201.80,31702.80,0.00,0.06,0.04,0.02,0.10,0.00,2.17,0.05,84.78,13.05,0.02,0.14,74.04,76.00,76.80,99.74,300.00,300.00,101.91,99.78,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2589.91,2132.27,0.22,77.00,0.00,0.00
Python 3.9.16,binarytrees_compatible_all.py 21,206.823,1246.3,1693170185.900420,0.00,0.00,428.10,12.63,3386.90,1896.00,2.61,88610.10,0.00,491.10,4782.90,3154.10,1159.90,2618.20,36.10,12936.20,353.40,31569.70,0.00,0.05,0.03,0.01,0.09,0.00,2.13,0.11,84.92,12.97,0.01,0.14,74.24,76.40,76.60,99.67,300.00,300.00,101.10,99.78,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2488.76,2050.64,0.22,72.42,0.00,0.00
Python 3.10.11,binarytrees_compatible_all.py 21,228.57,1246.8,1693172592.186092,0.00,0.00,432.20,12.74,3391.50,1896.00,2.48,98715.00,0.00,716.20,7140.80,4517.20,1677.50,3704.60,47.50,14162.90,362.80,33245.60,0.00,0.07,0.04,0.02,0.11,0.00,2.11,0.11,84.78,13.07,0.02,0.14,74.03,76.20,76.90,99.84,300.00,300.00,101.84,99.78,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2764.54,2280.74,0.22,79.39,0.00,0.00
