python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
Python 2.5.6,nbody.py 50000000,479.614960,1166,1686091011.025628,-,-,501,13.01,3854,1896,1.87,2237823,0,5610,67375,26141,28807,949069,349,889364,0,0,0.00,0.19,0.10,0.09,20.88,0.01,65.56,0.00,0.00,15.91,0.06,14.66,56.36,82,85,99.36,450,300,103.60,98.42,0.54,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7797.35,6784.47,2.27,141.15,0.00,0.00,,,
Python 2.7.18,nbody.py 50000000,425.678408,1229,1686091556.862555,-,-,469,13.20,3554,1896,2.01,1832397,0,10437,23037,12791,11806,820943,270,747454,0,0,0.01,0.08,0.06,0.04,21.38,0.01,65.20,0.00,0.00,15.50,0.03,14.40,56.88,78,78,99.87,450,300,104.87,99.24,0.13,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5839.56,4958.45,0.37,124.54,0.00,0.00,,,
Python 3.0.1,nbody.py 50000000,568.032331,1257,1686092245.093022,-,-,464,13.25,3502,1896,1.71,2405011,0,3857,35706,24957,19580,1095284,453,1002951,0,0,0.00,0.10,0.08,0.05,21.16,0.02,65.33,0.00,0.00,15.48,0.04,14.38,56.85,77,77,99.81,300,300,105.06,99.46,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7287.92,6119.00,0.29,162.74,0.00,0.00,,,
Python 3.4.10,nbody.py 50000000,467.307295,1326,1686092832.582639,-,-,466,13.02,3578,1896,1.85,1960552,0,3654,13907,8650,9912,893244,312,824708,0,0,0.00,0.05,0.04,0.03,21.11,0.01,65.70,0.00,0.00,15.30,0.02,14.29,57.37,78,78,99.86,300,300,103.62,99.24,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6396.37,5427.70,0.27,132.80,0.00,0.00,,,
Python 3.5.10,nbody.py 50000000,471.275601,1567,1686093424.058880,-,-,468,13.13,3568,1896,1.82,2054803,0,5080,20530,18792,22935,927180,339,866601,0,0,0.00,0.08,0.07,0.07,21.04,0.01,65.55,0.00,0.00,15.62,0.05,14.55,56.65,76,77,99.95,300,300,104.39,99.07,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6507.68,5529.96,0.28,134.70,0.00,0.00,,,
Python 3.6.15,nbody.py 50000000,453.812160,1238,1686093998.079924,-,-,470,13.07,3594,1896,1.85,1998232,0,2322,14216,12432,13229,892915,295,841191,0,0,0.00,0.06,0.06,0.03,21.24,0.01,65.46,0.00,0.00,15.61,0.03,14.81,56.48,79,79,99.92,300,300,104.01,99.01,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6319.58,5375.88,0.27,129.24,0.00,0.00,,,
Python 3.7.16,nbody.py 50000000,443.662878,1228,1686094561.944955,-,-,469,13.04,3597,1896,1.93,1959757,0,1709,12847,11740,12935,879295,175,829131,0,0,0.00,0.06,0.06,0.04,21.18,0.01,65.56,0.00,0.00,15.60,0.03,14.79,56.53,78,79,99.92,300,300,103.86,99.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6201.01,5277.95,0.28,126.19,0.00,0.00,,,
Python 3.8.16,nbody.py 50000000,515.991584,1264,1686095198.203369,-,-,468,13.18,3550,1896,1.79,2292899,0,2879,22196,15828,15510,1010871,210,970894,0,0,0.00,0.10,0.06,0.04,20.97,0.01,65.61,0.00,0.00,15.69,0.03,14.73,56.36,80,81,99.95,300,300,104.85,99.17,0.09,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7046.15,5973.53,0.28,148.41,0.00,0.00,,,
Python 3.9.16,nbody.py 50000000,508.880494,1280,1686095827.289657,-,-,469,13.20,3553,1896,1.87,2143175,0,2961,30369,20927,16494,982175,165,893133,0,0,0.00,0.08,0.07,0.05,21.25,0.01,65.32,0.00,0.00,15.39,0.04,14.40,56.97,80,81,99.88,300,300,104.52,99.27,0.10,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6882.41,5823.72,0.30,145.78,0.00,0.00,,,
Python 3.10.11,nbody.py 50000000,508.644763,1222,1686096456.187062,-,-,468,13.04,3591,1896,1.84,2215355,0,5313,13158,12430,13737,999343,172,937385,0,0,0.00,0.06,0.05,0.03,21.22,0.01,65.54,0.00,0.00,15.55,0.02,14.72,56.66,80,80,99.91,300,300,103.90,99.06,0.10,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6969.09,5912.49,0.30,144.52,0.00,0.00,,,
