version,release_date,appplication,no_measurement,timestamp,pid,command,virt,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 32,res
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,149,1690306898,453268,python,123596.0,4172.0,100.0,0.7,354,2,303,49,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,5824.8 MiB,4343.0 MiB,5627.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10660.6 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,150,1690306900,453268,python,123596.0,4172.0,100.0,0.7,354,2,303,49,0,13.8,0.8,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,5824.8 MiB,4343.0 MiB,5627.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10660.6 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,151,1690306901,453268,python,123596.0,4172.0,100.0,0.7,354,2,303,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5824.8 MiB,4343.0 MiB,5627.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10660.6 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,152,1690306902,453268,python,123596.0,4172.0,93.8,0.7,354,2,303,49,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,5825.1 MiB,4342.8 MiB,5627.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10660.9 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,153,1690306903,453268,python,123596.0,4172.0,100.0,0.7,354,2,303,49,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,5824.6 MiB,4343.2 MiB,5627.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10660.4 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,154,1690306904,453268,python,123596.0,4172.0,93.8,0.7,354,2,303,49,0,14.0,0.8,0.0,83.7,1.6,0.0,0.0,0.0,15795.0 MiB,5824.1 MiB,4343.7 MiB,5627.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10659.9 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,155,1690306905,453268,python,123596.0,4172.0,93.8,0.7,354,2,303,49,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,5824.1 MiB,4343.7 MiB,5627.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10659.9 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,156,1690306907,453268,python,123596.0,4172.0,100.0,0.7,354,2,303,49,0,12.6,0.0,0.0,87.4,0.0,0.0,0.0,0.0,15795.0 MiB,5823.8 MiB,4343.9 MiB,5627.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10659.7 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,157,1690306908,453268,python,123596.0,4172.0,100.0,0.7,354,2,303,49,0,12.5,0.0,0.0,87.5,0.0,0.0,0.0,0.0,15795.0 MiB,5823.6 MiB,4344.2 MiB,5627.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10659.5 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,158,1690306909,453268,python,123596.0,4172.0,100.0,0.7,354,2,303,49,0,13.1,1.5,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,5823.6 MiB,4344.2 MiB,5627.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10659.5 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,159,1690306910,453268,python,123596.0,4172.0,100.0,0.7,354,2,303,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5823.3 MiB,4344.4 MiB,5627.2 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10659.2 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,160,1690306911,453268,python,123596.0,4172.0,100.0,0.7,354,2,303,49,0,13.0,2.3,0.0,84.0,0.8,0.0,0.0,0.0,15795.0 MiB,5824.8 MiB,4342.1 MiB,5628.1 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10661.5 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,161,1690306912,453268,python,123596.0,4172.0,100.0,0.7,354,2,303,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5829.5 MiB,4336.8 MiB,5628.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10666.8 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,162,1690306914,453268,python,123596.0,4172.0,100.0,0.7,354,2,303,49,0,13.1,1.5,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,5828.8 MiB,4337.5 MiB,5628.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10666.1 MiB,,116568.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,163,1690306915,453268,python,313352.0,4172.0,100.0,1.9,354,2,303,49,0,11.7,1.6,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5645.2 MiB,4521.1 MiB,5628.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10482.5 MiB,,306384.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,164,1690306916,453268,python,450020.0,4172.0,100.0,2.7,354,2,303,49,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,5509.3 MiB,4656.9 MiB,5628.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10346.7 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,165,1690306917,453268,python,450020.0,4172.0,100.0,2.7,354,2,303,49,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,5509.3 MiB,4656.9 MiB,5628.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10346.7 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,166,1690306918,453268,python,450020.0,4172.0,100.0,2.7,354,2,303,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5508.8 MiB,4657.4 MiB,5628.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10346.2 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,167,1690306919,453268,python,450020.0,4172.0,100.0,2.7,355,2,304,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5508.8 MiB,4657.4 MiB,5628.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10346.2 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,168,1690306921,453268,python,450020.0,4172.0,100.0,2.7,355,2,304,49,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,5508.8 MiB,4657.4 MiB,5628.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10346.2 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,169,1690306922,453268,python,450020.0,4172.0,100.0,2.7,355,2,304,49,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,5508.8 MiB,4657.4 MiB,5628.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10346.2 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,170,1690306923,453268,python,450020.0,4172.0,93.8,2.7,355,2,304,49,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,5508.3 MiB,4657.9 MiB,5628.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10345.8 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,171,1690306924,453268,python,450020.0,4172.0,100.0,2.7,355,2,304,49,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,5508.3 MiB,4657.9 MiB,5628.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10345.8 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,172,1690306925,453268,python,450020.0,4172.0,93.8,2.7,355,2,304,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5508.3 MiB,4657.9 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10345.8 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,173,1690306926,453268,python,450020.0,4172.0,93.8,2.7,355,2,304,49,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,5508.3 MiB,4657.9 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10345.8 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,174,1690306928,453268,python,450020.0,4172.0,93.8,2.7,355,2,304,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5508.1 MiB,4658.1 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10345.5 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,175,1690306929,453268,python,450020.0,4172.0,93.8,2.7,355,2,304,49,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,5507.9 MiB,4658.4 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10345.3 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,176,1690306930,453268,python,450020.0,4172.0,100.0,2.7,355,2,304,49,0,12.6,0.0,0.0,87.4,0.0,0.0,0.0,0.0,15795.0 MiB,5507.9 MiB,4658.4 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10345.3 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,177,1690306931,453268,python,450020.0,4172.0,93.8,2.7,355,2,304,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5507.9 MiB,4658.4 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10345.3 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,178,1690306932,453268,python,450020.0,4172.0,100.0,2.7,355,2,304,49,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,5507.9 MiB,4658.3 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10345.3 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,179,1690306933,453268,python,450020.0,4172.0,93.8,2.7,355,2,304,49,0,12.2,1.5,0.0,85.5,0.8,0.0,0.0,0.0,15795.0 MiB,5508.6 MiB,4657.6 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10346.0 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,180,1690306935,453268,python,450020.0,4172.0,100.0,2.7,355,2,304,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5508.6 MiB,4657.6 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10346.1 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,181,1690306936,453268,python,450020.0,4172.0,100.0,2.7,355,2,304,49,0,13.2,0.0,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,5508.6 MiB,4657.6 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10346.1 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,182,1690306937,453268,python,450020.0,4172.0,100.0,2.7,355,2,304,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5508.6 MiB,4657.6 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10346.1 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,183,1690306938,453268,python,450020.0,4172.0,93.8,2.7,355,2,304,49,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,5506.4 MiB,4659.8 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10343.9 MiB,,443136.0
3.0.1,2009-02-13,binarytrees_compatible_all.py 21,184,1690306939,453268,python,450020.0,4172.0,100.0,2.7,355,2,304,49,0,13.7,0.8,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,5506.4 MiB,4659.8 MiB,5628.8 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10343.9 MiB,,443136.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,0,1690307703,455333,python,31440.0,5064.0,56.2,0.2,356,2,305,49,0,20.9,10.4,0.0,68.7,0.0,0.0,0.0,0.0,15795.0 MiB,5903.2 MiB,4252.5 MiB,5639.3 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10743.2 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,1,1690307704,455333,python,31440.0,5064.0,100.0,0.2,356,2,305,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5903.7 MiB,4252.0 MiB,5639.3 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10743.7 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,2,1690307705,455333,python,31440.0,5064.0,100.0,0.2,356,2,305,49,0,13.2,1.6,0.0,85.3,0.0,0.0,0.0,0.0,15795.0 MiB,5905.2 MiB,4258.3 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10745.2 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,3,1690307706,455333,python,31440.0,5064.0,93.8,0.2,356,2,305,49,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,5905.2 MiB,4258.3 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10745.2 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,4,1690307708,455333,python,31440.0,5064.0,100.0,0.2,356,2,305,49,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15795.0 MiB,5904.7 MiB,4258.8 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10744.7 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,5,1690307709,455333,python,31440.0,5064.0,93.8,0.2,356,2,305,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5905.4 MiB,4258.0 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10745.4 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,6,1690307710,455333,python,31440.0,5064.0,93.8,0.2,356,2,305,49,0,12.7,0.0,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,5904.9 MiB,4258.5 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10745.0 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,7,1690307711,455333,python,31440.0,5064.0,100.0,0.2,356,2,305,49,0,12.7,0.0,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,5904.4 MiB,4259.0 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10744.5 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,8,1690307712,455333,python,31440.0,5064.0,100.0,0.2,356,2,305,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5904.4 MiB,4259.0 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10744.5 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,9,1690307713,455333,python,31440.0,5064.0,93.8,0.2,356,2,305,49,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5904.7 MiB,4258.8 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10744.7 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,10,1690307715,455333,python,31440.0,5064.0,93.8,0.2,356,2,305,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5904.2 MiB,4259.2 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10744.2 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,11,1690307716,455333,python,31440.0,5064.0,100.0,0.2,356,2,305,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5903.9 MiB,4259.5 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10744.0 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,12,1690307717,455333,python,31440.0,5064.0,100.0,0.2,356,2,305,49,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,5902.6 MiB,4260.8 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10742.7 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,13,1690307718,455333,python,31440.0,5064.0,93.8,0.2,356,2,305,49,0,12.6,0.0,0.0,87.4,0.0,0.0,0.0,0.0,15795.0 MiB,5902.8 MiB,4260.6 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10742.9 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,14,1690307719,455333,python,31440.0,5064.0,100.0,0.2,356,2,305,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5902.6 MiB,4260.9 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10742.6 MiB,,24552.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,15,1690307720,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5918.1 MiB,4245.3 MiB,5631.5 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10758.2 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,16,1690307722,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,13.8,0.8,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,5917.9 MiB,4245.5 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10757.9 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,17,1690307723,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,13.4,0.0,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5917.9 MiB,4245.5 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10757.9 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,18,1690307724,455333,python,19164.0,5064.0,93.8,0.1,356,2,305,49,0,12.5,1.6,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,5917.6 MiB,4245.8 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10757.7 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,19,1690307725,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5917.1 MiB,4246.3 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10757.2 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,20,1690307726,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,12.6,0.8,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5916.6 MiB,4246.8 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10756.7 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,21,1690307727,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5916.2 MiB,4247.3 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10756.2 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,22,1690307729,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,13.0,1.5,0.0,84.7,0.0,0.0,0.8,0.0,15795.0 MiB,5915.9 MiB,4247.5 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10756.0 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,23,1690307730,455333,python,19164.0,5064.0,93.8,0.1,356,2,305,49,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,5915.9 MiB,4247.5 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10756.0 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,24,1690307731,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,13.1,1.5,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,5915.9 MiB,4247.5 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10756.0 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,25,1690307732,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,12.5,0.0,0.0,87.5,0.0,0.0,0.0,0.0,15795.0 MiB,5915.4 MiB,4248.0 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10755.5 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,26,1690307733,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,13.8,0.8,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,5915.4 MiB,4248.0 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10755.5 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,27,1690307734,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5914.9 MiB,4248.5 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10755.0 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,28,1690307736,455333,python,19164.0,5064.0,93.8,0.1,356,2,305,49,0,13.1,1.5,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,5914.7 MiB,4248.7 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10754.8 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,29,1690307737,455333,python,19164.0,5064.0,100.0,0.1,356,2,305,49,0,14.5,0.8,0.0,84.7,0.0,0.0,0.0,0.0,15795.0 MiB,5914.4 MiB,4248.9 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10754.5 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,30,1690307738,455333,python,19164.0,5064.0,93.8,0.1,356,2,305,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5914.4 MiB,4248.9 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10754.5 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,31,1690307739,455333,python,19164.0,5064.0,93.8,0.1,356,2,305,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5914.7 MiB,4248.7 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10754.8 MiB,,12204.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,32,1690307740,455333,python,19420.0,5064.0,100.0,0.1,356,2,305,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5914.7 MiB,4248.7 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10754.8 MiB,,12468.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,33,1690307742,455333,python,19676.0,5064.0,100.0,0.1,356,2,305,49,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,5914.2 MiB,4249.2 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10754.3 MiB,,12732.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,34,1690307743,455333,python,19932.0,5064.0,100.0,0.1,356,2,305,49,0,13.2,0.8,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,5914.2 MiB,4249.2 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10754.3 MiB,,12732.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,35,1690307744,455333,python,20188.0,5064.0,100.0,0.1,356,2,305,49,0,13.7,1.5,0.0,84.7,0.0,0.0,0.0,0.0,15795.0 MiB,5914.2 MiB,4249.2 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10754.3 MiB,,12996.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,36,1690307745,455333,python,20188.0,5064.0,100.0,0.1,356,2,305,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5913.9 MiB,4249.4 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10754.1 MiB,,13260.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,37,1690307746,455333,python,20444.0,5064.0,100.0,0.1,356,2,305,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5913.2 MiB,4250.1 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10753.3 MiB,,13524.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,38,1690307747,455333,python,20700.0,5064.0,100.0,0.1,356,2,305,49,0,12.4,0.8,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,5913.2 MiB,4250.1 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10753.4 MiB,,13788.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,39,1690307749,455333,python,20956.0,5064.0,100.0,0.1,356,2,305,49,0,13.1,1.5,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,5913.0 MiB,4250.4 MiB,5631.6 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10753.1 MiB,,14052.0
3.4.10,2019-03-18,binarytrees_compatible_all.py 21,40,1690307750,455333,python,21212.0,5064.0,100.0,0.1,356,2,305,49,0,12.5,0.8,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,5912.2 MiB,4251.1 MiB,5631.7 MiB,4096.0 MiB,4079.5 MiB,16.5 MiB,10752.4 MiB,,14316.0
