version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
v6.17.1,nbody_6_original.js 50000000,0.99,0.32,0.69,0.30,0.00,0.01,6.61,3.12,0.00,0.03,2.07,15302218266.50,59390768537.70,3.89,185561371275.20,3.13,15300.67,1.00,59381401075.30,3.89,10.00,28781224965.00,364323456.40,15300.69,1.00,141.20,38499936392.50,967756.40,0.00,0.00,26018122604.90,2448.70,2448.70,0.00,1683216.30,247810.60,11.80,51723329442.20,785879.00,0.00,97414.60,16521.20,17.66,2112056.50,51723274515.40,6199.80,0.00,105323.40,19318.20,21.11,0.00,0.00
v7.10.1,nbody_6_original.js 50000000,1.00,0.39,0.59,0.36,0.02,0.03,5.85,2.54,0.00,2.72,1.74,153600610700.90,504135136455.80,3.28,1281266579107.80,2.54,153585.11,1.00,504108969797.90,3.28,10.40,290631944225.60,3679132076.70,153585.29,1.00,177.60,333277717785.60,317196604.70,0.09,154.50,164299909467.30,6973.00,6973.00,0.00,13760649470.50,5980374318.40,43.46,417227711437.60,6533625195.00,1.57,173002945.70,37427690.70,21.60,179144795.00,417273069738.00,4382578.20,0.00,3628594.30,3935985.70,120.54,0.00,0.00
v8.17.0,nbody_6_original.js 50000000,1.00,0.38,0.58,0.07,0.00,0.34,5.19,2.58,0.00,0.09,2.16,4258175554.70,17318998198.50,4.07,44959221680.20,2.59,4259.75,1.00,17323982510.90,4.07,3.00,8040498800.60,101777753.60,4259.78,1.00,171.20,6774777567.40,544862.00,0.01,0.00,3033986885.90,3213.80,3213.70,0.10,259241.20,43280.80,18.04,10256856332.30,160032.20,0.00,31377.70,7487.00,11.56,555968.70,10265389736.80,269.80,0.00,4312.20,4742.90,146.72,0.00,0.00
v9.11.2,nbody_6_original.js 50000000,1.00,0.38,0.59,0.06,0.00,0.35,5.22,2.59,0.00,0.08,2.16,4249702908.60,17307614077.80,4.07,44890324338.90,2.59,4251.38,1.00,17305506083.70,4.07,3.80,8025944246.40,101605679.50,4251.41,1.00,177.00,6781064989.70,701183.80,0.01,0.00,3038175885.00,3456.40,3456.40,0.00,357072.00,58967.40,16.75,10268840528.50,171321.70,0.00,21091.40,1899.80,8.62,466656.90,10269102679.40,191.90,0.00,4146.00,5365.70,136.68,0.00,0.00
v10.24.1,nbody_6_original.js 50000000,1.00,0.42,0.53,0.04,0.00,0.43,5.14,2.37,0.00,0.07,2.16,4322464926.20,17598712903.00,4.07,41910990586.30,2.39,4324.29,1.00,17602787221.20,4.07,3.90,8162457924.70,103330046.30,4324.33,1.00,206.00,5575652141.70,756604.30,0.01,1.60,3084697695.20,3288.30,3287.60,0.70,1268198.20,319940.30,23.47,10297977942.40,286931.90,0.00,29922.50,9153.60,97.62,667330.10,10306950327.20,2683.10,0.00,9586.50,8916.20,123.26,0.00,0.00
v11.15.0,nbody_6_original.js 50000000,1.00,0.40,0.56,0.03,0.00,0.41,5.21,2.47,0.00,0.07,2.16,4166046693.20,16964196571.60,4.07,41916929750.30,2.47,4168.05,1.00,16967877840.50,4.07,4.60,7867582389.70,99589134.90,4168.09,1.00,214.80,5566815101.10,1032752.60,0.02,5.80,3088491122.10,2991.10,2990.90,0.20,666562.40,268308.70,55.38,10287823292.80,257750.90,0.00,50711.20,8772.70,16.57,563506.50,10308056463.80,2791.90,0.00,10375.20,8215.80,84.22,0.00,0.00
v12.22.12,nbody_6_original.js 50000000,1.00,0.40,0.55,0.02,0.01,0.43,5.21,2.51,0.00,0.05,2.16,4115638367.10,16668779524.30,4.05,41912803541.20,2.51,4118.55,1.00,16635282984.90,4.04,5.40,7716798397.20,97707025.40,4118.59,1.00,200.40,5207754495.90,60071.80,0.00,0.00,3062745351.70,2781.60,2780.90,0.70,300846.50,43867.00,14.12,10654909466.20,163235.40,0.00,19482.00,1186.10,6.30,440089.60,10671779158.30,340.20,0.00,4101.30,4133.70,113.79,0.00,0.00
v13.14.0,nbody_6_original.js 50000000,1.00,0.40,0.55,0.02,0.00,0.43,5.29,2.50,0.00,0.04,2.16,4202847910.70,17104453110.20,4.07,42900787018.20,2.51,4205.38,1.00,17109220438.80,4.07,3.70,7933725696.10,100440607.00,4205.40,1.00,211.30,5288869162.50,202273.90,0.00,0.00,3426395709.90,2743.10,2742.10,1.00,1643684.40,289716.70,15.28,10834782348.80,224100.50,0.00,21352.50,1959.30,8.91,476589.60,10842788007.70,3506.20,0.00,11673.40,11652.90,156.69,0.00,0.00
v14.21.3,nbody_6_original.js 50000000,1.00,0.39,0.58,0.04,0.00,0.38,5.58,2.55,0.00,0.05,2.16,5143845019.50,20937662302.60,4.07,53762314148.30,2.57,5146.15,1.00,20939357971.80,4.07,4.50,9710521347.60,122937233.50,5146.18,1.00,211.80,4987782646.40,50506.40,0.00,0.40,4883734162.70,2951.50,2951.50,0.00,493636.90,64259.90,13.58,20757128345.30,247314.20,0.00,32329.00,2803.20,8.96,699811.90,20758548255.40,3004.00,0.00,10500.10,9437.50,150.78,0.00,0.00
v15.14.0,nbody_6_original.js 50000000,1.00,0.39,0.58,0.05,0.00,0.38,5.53,2.54,0.00,0.03,2.16,5191721029.40,21079988264.40,4.06,53604311228.80,2.55,5193.72,1.00,21084440699.60,4.06,5.90,9790592842.90,123956126.40,5193.74,1.00,201.40,4979036465.10,113571.40,0.00,0.00,4835128984.60,2876.70,2876.00,0.70,598458.50,137168.40,15.86,20712319730.80,231443.50,0.00,28871.70,2704.00,11.31,586658.50,20657141052.50,429.00,0.00,11975.70,9714.80,92.75,0.00,0.00
