version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
v0.8.28,nbody_6.js 50000000,0.98,0.33,0.65,0.31,0.02,0.02,6.22,2.99,0.01,4.89,2.15,20536615129 ns,82446688206,3.986 GHz,248586526257,3.02,20681.70 msec,1.007,82376996264,3.982 GHz,30,38370496062,486241341,20689.88 msec,1.007,36 C,58828084413,171149025,0.29%,0,21653267709,5611,5611,0,2704017737,605973435,22.410,69184010742,1573744380,2.27%,25870719,140045,0.54%,76630266,69674451505,899710,0.00%,429894,236485,55.01%,0,0
v0.10.48,nbody_6.js 50000000,0.99,0.33,0.65,0.30,0.03,0.03,6.20,3.00,0.01,4.96,2.16,20311845466 ns,83035011465,4.059 GHz,249758442092,3.02,20452.32 msec,1.007,83203234256,4.067 GHz,15,38584046027,488438404,20460.13 msec,1.007,36 C,58109111980,231157017,0.40%,0,21827578124,5660,5660,0,2728428284,580218923,21.266,68806229487,1577693311,2.29%,18826485,252031,1.34%,40139174,68735245598,1475756,0.00%,261148,561246,214.91%,0,0
v0.12.18,nbody_6.js 50000000,1.00,0.40,0.57,0.05,0.00,0.39,5.30,2.50,0.00,0.08,2.16,5669739955 ns,23135490091,4.081 GHz,57077596211,2.47,5669.18 msec,1.000,23131495363,4.080 GHz,1,10724933154,135752491,5669.19 msec,1.000,194 C,6883333859,1562847,0.02%,22,3855442926,3207,3207,0,255177,51706,20.263,21012833611,812331,0.00%,232316,83139,35.79%,558921,21030626587,338,0.00%,5252,4914,93.56%,0,0
v1.8.4,nbody_6.js 50000000,1.00,0.40,0.57,0.04,0.00,0.39,5.26,2.48,0.00,0.08,2.16,5643412961 ns,23016862678,4.079 GHz,57194643581,2.49,5642.98 msec,1.000,23021873857,4.080 GHz,4,10675057527,135102435,5642.99 msec,1.000,236 C,6898608329,1743785,0.03%,8,3839928755,2888,2888,0,415403,72186,17.377,21112085832,244561,0.00%,20705,4984,24.07%,565886,21118730979,94,0.00%,4224,3291,77.91%,0,0
v2.5.0,nbody_6.js 50000000,1.00,0.42,0.54,0.03,0.00,0.43,5.33,2.38,0.00,0.07,2.16,5489557368 ns,22389199004,4.079 GHz,53220023475,2.38,5489.18 msec,1.000,22390398508,4.079 GHz,2,10377757813,131362157,5489.20 msec,1.000,215 C,6908042939,1131804,0.02%,13,3834537664,2993,2993,0,305699,66256,21.674,21080935585,234622,0.00%,18930,4553,24.05%,594613,21084415286,101,0.00%,5738,5504,95.92%,0,0
v3.3.1,nbody_6.js 50000000,1.00,0.41,0.53,0.06,0.00,0.40,5.40,2.41,0.00,0.09,2.16,4450203152 ns,18144044050,4.077 GHz,43804666590,2.42,4449.95 msec,1.000,18144430716,4.077 GHz,4,8415161419,106524061,4449.96 msec,1.000,199 C,6915741642,1312637,0.02%,0,3439048659,2754,2754,0,194960,46435,23.818,10988383356,182044,0.00%,19552,4109,21.02%,435292,10963450267,10250,0.00%,54093,20468,37.84%,0,0
v4.9.1,nbody_6.js 50000000,1.00,0.41,0.53,0.08,0.00,0.40,5.38,2.40,0.00,0.10,2.16,4490096333 ns,18310952616,4.078 GHz,43547745818,2.38,4489.85 msec,1.000,18308055586,4.078 GHz,5,8487255399,107411980,4489.86 msec,1.000,228 C,6908296139,2569786,0.04%,57,3469574139,3181,3181,0,253892,56107,22.099,11070824140,170811,0.00%,17328,2695,15.55%,417019,10940921311,132,0.00%,2338,3421,146.32%,0,0
v5.12.0,nbody_6.js 50000000,1.00,0.41,0.53,0.06,0.00,0.40,5.39,2.41,0.00,0.07,2.16,4433562266 ns,18084327617,4.079 GHz,44072464039,2.44,4433.31 msec,1.000,18080662726,4.078 GHz,2,8383906743,106050626,4433.32 msec,1.000,177 C,6905043202,30935,0.00%,0,3425124797,2607,2607,0,427616,57889,13.538,10922278255,740919,0.01%,188296,60534,32.15%,1816134,10941592609,39,0.00%,4899,3364,68.67%,0,0
v6.17.1,nbody_6.js 50000000,1.00,0.41,0.54,0.07,0.00,0.39,5.42,2.44,0.00,0.09,2.16,4410829596 ns,17962012922,4.072 GHz,43877304705,2.44,4410.85 msec,1.000,17958219643,4.071 GHz,4,8324580314,105425897,4410.86 msec,1.000,247 C,6914658379,518754,0.01%,13,3439198089,2481,2481,0,2628824,47251,1.797,10962743166,154767,0.00%,13703,1661,12.12%,423388,10978811091,23,0.00%,3874,3205,82.73%,0,0
v7.10.1,nbody_6.js 50000000,1.00,0.41,0.54,0.06,0.01,0.39,5.43,2.43,0.00,0.09,2.16,4451364401 ns,18126730717,4.073 GHz,44061967261,2.43,4450.50 msec,1.000,18135744621,4.075 GHz,0,8414316634,106534540,4450.53 msec,1.000,251 C,6901814231,3866600,0.06%,110,3460176134,3435,3435,0,3204712,50022,1.561,11001496703,191899,0.00%,27818,9285,33.38%,576502,10994349440,16651,0.00%,58936,22113,37.52%,0,0
v8.17.0,nbody_6.js 50000000,1.00,0.39,0.58,0.08,0.00,0.33,5.19,2.54,0.01,0.08,2.16,4272874437 ns,17409850129,4.073 GHz,45402571934,2.61,4274.61 msec,1.000,17420746779,4.075 GHz,2,8078911565,102258116,4274.62 msec,1.000,220 C,6793657295,629365,0.01%,8,3035886332,3209,3209,0,157572,34061,21.616,10321262233,135045,0.00%,15716,2276,14.48%,443424,10182377494,361,0.00%,2614,4089,156.43%,0,0
