test,release_date,path,version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 44,minutes,seconds_hundredths
1,2018-10-26,nbody_50000000_v2_original_O3flag,g++-6,nbody_2_original.c 50000000,0,1695025625,2579169,nbody_2_origina,0.17,6680576,1982464,1802240,100.0,0.0,1.0,0.0,0:00,0,4096,606208,0,210944,0.0,1982464,320,2,280,38,0,13.6,0.8,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,4114.8 MiB,2038.6 MiB,9641.4 MiB,4096.0 MiB,3628.5 MiB,467.5 MiB,13059.5 MiB,,0,00.17
1,2018-10-26,nbody_50000000_v2_original_O3flag,g++-6,nbody_2_original.c 50000000,1,1695025626,2579169,nbody_2_origina,1.34,6680576,1982464,1802240,93.8,0.0,1.0,0.0,0:01,0,4096,606208,0,210944,0.0,1982464,320,2,280,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,4114.6 MiB,2038.8 MiB,9641.4 MiB,4096.0 MiB,3628.5 MiB,467.5 MiB,13059.3 MiB,,0,01.34
1,2018-10-26,nbody_50000000_v2_original_O3flag,g++-6,nbody_2_original.c 50000000,2,1695025627,2579169,nbody_2_origina,2.51,6680576,1982464,1802240,93.8,0.0,1.0,0.0,0:02,0,4096,606208,0,210944,0.0,1982464,320,2,280,38,0,12.2,1.5,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,4121.7 MiB,2039.5 MiB,9633.6 MiB,4096.0 MiB,3628.5 MiB,467.5 MiB,13066.5 MiB,,0,02.51
2,2018-10-26,nbody_50000000_v2_original_O3flag,g++-6,nbody_2_original.c 50000000,0,1695025629,2579194,nbody_2_origina,0.16,6680576,2060288,1884160,93.8,0.0,1.0,7.0,0:00,0,4096,606208,0,210944,0.0,2060288,320,2,280,38,0,13.7,1.5,0.0,84.7,0.0,0.0,0.0,0.0,15794.9 MiB,4112.4 MiB,2040.8 MiB,9641.6 MiB,4096.0 MiB,3628.5 MiB,467.5 MiB,13057.1 MiB,,0,00.16
2,2018-10-26,nbody_50000000_v2_original_O3flag,g++-6,nbody_2_original.c 50000000,1,1695025630,2579194,nbody_2_origina,1.33,6680576,2060288,1884160,93.8,0.0,1.0,7.0,0:01,0,4096,606208,0,210944,0.0,2060288,320,2,280,38,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15794.9 MiB,4112.4 MiB,2040.8 MiB,9641.6 MiB,4096.0 MiB,3628.5 MiB,467.5 MiB,13057.1 MiB,,0,01.33
2,2018-10-26,nbody_50000000_v2_original_O3flag,g++-6,nbody_2_original.c 50000000,2,1695025632,2579194,nbody_2_origina,2.51,6680576,2060288,1884160,100.0,0.0,1.0,7.0,0:02,0,4096,606208,0,210944,0.0,2060288,320,2,280,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,4112.6 MiB,2048.6 MiB,9633.6 MiB,4096.0 MiB,3628.5 MiB,467.5 MiB,13057.4 MiB,,0,02.51
3,2018-10-26,nbody_50000000_v2_original_O3flag,g++-6,nbody_2_original.c 50000000,0,1695025634,2579219,nbody_2_origina,0.16,6680576,2031616,1851392,100.0,0.0,1.0,4.0,0:00,0,4096,606208,0,215040,0.0,2031616,320,2,280,38,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,4105.0 MiB,2048.2 MiB,9641.6 MiB,4096.0 MiB,3628.5 MiB,467.5 MiB,13049.8 MiB,,0,00.16
3,2018-10-26,nbody_50000000_v2_original_O3flag,g++-6,nbody_2_original.c 50000000,1,1695025635,2579219,nbody_2_origina,1.33,6680576,2031616,1851392,93.8,0.0,1.0,4.0,0:01,0,4096,606208,0,215040,0.0,2031616,320,2,280,38,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15794.9 MiB,4104.8 MiB,2048.5 MiB,9641.6 MiB,4096.0 MiB,3628.5 MiB,467.5 MiB,13049.5 MiB,,0,01.33
3,2018-10-26,nbody_50000000_v2_original_O3flag,g++-6,nbody_2_original.c 50000000,2,1695025636,2579219,nbody_2_origina,2.5,6680576,2031616,1851392,93.8,0.0,1.0,4.0,0:02,0,4096,606208,0,215040,0.0,2031616,320,2,280,38,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15794.9 MiB,4107.0 MiB,2054.2 MiB,9633.6 MiB,4096.0 MiB,3628.5 MiB,467.5 MiB,13051.7 MiB,,0,02.50
4,2018-10-26,nbody_50000000_v2_original_O3flag,g++-6,nbody_2_original.c 50000000,0,1695025639,2579244,nbody_2_origina,0.16,6680576,1982464,1802240,88.2,0.0,1.0,4.0,0:00,0,4096,606208,0,211968,0.0,1982464,320,2,280,38,0,13.8,1.4,0.0,84.8,0.0,0.0,0.0,0.0,15794.9 MiB,4099.6 MiB,2053.6 MiB,9641.6 MiB,4096.0 MiB,3628.5 MiB,467.5 MiB,13044.4 MiB,,0,00.16
