version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
v0.8.28,binaryTrees_7.js 21,21.4632,1310.5,1692961058.538652,0.00,0.00,518.40,12.85,4032.80,1896.00,2.22,35696.80,0.00,130.00,642.90,1224.70,2344.80,15880.70,2.90,6225.60,505.70,9806.90,0.00,0.09,0.11,0.15,7.37,0.00,6.91,1.45,70.98,14.52,0.17,13.23,59.24,87.70,88.10,98.45,300.00,300.00,103.33,99.30,1.23,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,372.56,310.52,0.26,31.52,0.00,0.00
v0.10.48,binaryTrees_7.js 21,25.1818,1187,1692961431.017442,0.00,0.00,486.40,12.83,3792.60,1896.00,2.11,38683.20,0.00,108.20,587.40,1206.70,2226.00,18775.50,2.40,7646.60,440.70,11547.80,0.00,0.10,0.09,0.12,7.54,0.00,7.09,0.98,71.15,14.54,0.13,13.69,58.80,84.20,85.10,98.44,300.00,300.00,103.24,99.23,1.18,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,378.80,307.66,0.28,33.81,0.00,0.00
v0.12.18,binaryTrees_7.js 21,22.9644,1188,1692961781.655163,0.00,0.00,505.50,13.34,3789.80,1896.00,2.15,19165.50,0.00,75.60,451.50,295.30,162.60,589.10,3.40,3716.90,475.60,8677.50,0.00,0.09,0.04,0.02,0.21,0.00,5.35,1.33,79.55,13.71,0.02,0.31,72.63,85.90,86.30,98.31,300.00,300.00,105.54,99.50,1.29,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,352.63,289.58,0.30,25.69,0.00,0.00
v1.8.4,binaryTrees_7.js 21,20.4441,1183.1,1692962107.138369,0.00,0.00,496.10,13.13,3779.00,1896.00,2.18,17668.80,0.00,83.40,379.70,299.50,259.60,468.40,1.60,3435.50,470.10,8189.00,0.00,0.07,0.04,0.02,0.20,0.00,5.67,1.75,79.03,13.71,0.02,0.28,72.86,87.00,87.70,98.22,300.00,300.00,104.84,99.47,1.38,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.82,264.15,0.28,23.92,0.00,0.00
v2.5.0,binaryTrees_7.js 21,24.3202,1191.9,1692962471.348077,0.00,0.00,506.50,14.10,3639.30,1896.00,2.02,20861.10,0.00,193.50,3473.90,1762.80,665.90,1332.70,6.10,4287.50,400.80,8426.70,0.00,0.21,0.12,0.05,0.31,0.00,5.80,1.14,78.20,14.29,0.04,0.35,71.22,83.40,84.00,98.32,300.00,300.00,110.78,99.58,1.26,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.41,288.41,0.30,27.05,0.00,0.00
v3.3.1,binaryTrees_7.js 21,22.116,1414.8,1692962813.567520,0.00,0.00,486.10,13.10,3710.60,1896.00,2.00,15133.00,0.00,71.20,445.00,248.30,123.50,443.50,4.50,3118.20,216.60,6405.10,0.00,0.09,0.04,0.02,0.16,0.00,4.89,0.78,80.87,13.56,0.02,0.24,73.08,82.90,84.00,98.26,300.00,300.00,104.53,99.63,1.30,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,323.92,263.11,0.28,25.05,0.00,0.00
v4.9.1,binaryTrees_7.js 21,20.3529,1351.3,1692963138.099576,0.00,0.00,481.20,13.13,3665.00,1896.00,2.07,14862.60,0.00,90.30,414.40,289.30,201.40,404.20,1.60,3047.30,280.50,6430.40,0.00,0.10,0.03,0.02,0.16,0.00,5.23,0.96,80.31,13.59,0.02,0.22,73.04,83.40,84.30,98.23,300.00,300.00,104.53,99.59,1.36,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295.46,239.11,0.27,23.76,0.00,0.00
v5.12.0,binaryTrees_7.js 21,20.4433,1172.8,1692963463.496018,0.00,0.00,483.30,13.16,3673.90,1896.00,2.06,16989.50,0.00,168.10,445.80,238.10,157.60,616.90,1.30,3445.10,537.00,7669.00,0.00,0.06,0.04,0.02,0.24,0.00,5.51,1.69,79.22,13.65,0.02,0.33,72.83,83.40,84.00,98.28,300.00,300.00,104.90,99.52,1.34,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,299.57,242.97,0.27,23.96,0.00,0.00
v6.17.1,binaryTrees_7.js 21,22.7442,1189.9,1692963811.933735,0.00,0.00,488.80,14.83,3306.30,1896.00,2.05,97142.40,0.00,114.90,27426.80,2697.50,129.00,509.80,2.00,3431.20,349.90,7333.40,0.00,0.41,0.08,0.02,0.19,0.00,5.16,0.97,78.27,14.92,0.03,0.26,69.96,81.50,82.40,98.36,300.00,300.00,114.21,99.61,1.27,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,319.85,257.36,0.27,25.88,0.00,0.00
v7.10.1,binaryTrees_7.js 21,22.9218,1427.4,1692964162.150942,0.00,0.00,515.40,15.44,3338.00,1896.00,2.02,279990.40,0.00,136.20,77019.40,2138.10,326.10,605.00,3.30,3839.60,338.80,7883.70,0.00,1.01,0.13,0.03,0.22,0.00,5.40,0.99,76.75,15.73,0.04,0.29,68.50,80.90,81.20,98.34,300.00,300.00,117.46,99.47,1.29,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,321.75,258.69,0.28,26.01,0.00,0.00
