python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
Python 2.5.6,fibonacci_oldVersions.py 506999,7.41879,1113.7,1686840659.498558,0.00,0.00,528.90,12.99,4070.20,1896.00,2.91,10989.30,0.00,102.00,3817.70,1182.00,197.90,488.50,4.10,2096.00,527.80,5106.70,0.00,0.30,0.17,0.05,0.52,0.01,8.51,3.67,73.64,13.86,0.05,0.71,72.40,91.30,91.90,98.78,300.00,300.00,102.90,99.14,0.90,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.09,115.14,0.04,6.33,0.00,0.00
Python 2.7.18,fibonacci_oldVersions.py 506999,4.71534,1096.1,1686840707.053929,0.00,0.00,526.10,13.14,4003.50,1896.00,2.20,8562.10,0.00,88.20,3298.50,1241.60,296.80,447.50,2.60,1759.30,476.30,3814.80,0.00,0.41,0.28,0.12,0.70,0.01,10.59,6.43,68.17,14.29,0.07,0.87,71.63,94.80,95.60,98.62,300.00,300.00,103.64,98.89,1.03,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.29,72.16,0.03,4.69,0.00,0.00
Python 3.0.1,fibonacci_oldVersions.py 506999,7.50869,1199.4,1686840782.588473,0.00,0.00,446.30,13.12,3401.60,1896.00,2.76,6426.20,0.00,145.20,3419.30,1561.30,356.70,382.50,6.00,1613.90,114.80,2079.70,0.00,0.40,0.22,0.10,0.30,0.01,7.68,0.82,77.31,13.77,0.07,0.32,72.72,80.80,81.70,98.66,300.00,300.00,103.70,99.68,0.88,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.97,71.72,0.04,6.40,0.00,0.00
Python 3.4.10,fibonacci_oldVersions.py 506999,5.55466,1191.9,1686840838.589868,0.00,0.00,445.50,13.29,3354.40,1896.00,2.22,4345.70,0.00,98.70,3276.80,1465.90,366.90,341.40,4.10,1180.50,13.10,1147.70,0.00,0.54,0.28,0.14,0.33,0.01,8.06,0.22,77.14,13.94,0.10,0.29,72.39,78.90,79.80,98.60,300.00,300.00,104.57,99.78,0.95,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.83,50.70,0.03,5.23,0.00,0.00
Python 3.5.10,fibonacci_oldVersions.py 506999,5.57666,1193.9,1686840894.807930,0.00,0.00,451.50,13.52,3347.50,1896.00,2.22,4881.40,3.20,276.60,3197.70,1577.60,355.20,420.30,5.70,1501.20,18.70,1273.70,0.00,0.50,0.32,0.14,0.43,0.01,9.79,0.23,75.06,14.14,0.10,0.43,71.82,78.80,79.70,98.60,300.00,300.00,106.29,99.78,0.95,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.08,50.72,0.03,5.26,0.00,0.00
Python 3.6.15,fibonacci_oldVersions.py 506999,5.5647,1180.7,1686840950.908201,0.00,0.00,446.70,13.23,3377.10,1896.00,2.21,4278.20,0.00,50.70,3132.20,1484.60,274.60,222.40,3.00,1248.40,15.70,1173.30,0.00,0.41,0.27,0.08,0.24,0.01,8.74,0.21,76.81,13.67,0.06,0.26,72.78,78.50,79.90,98.59,300.00,300.00,104.17,99.79,0.95,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.98,50.88,0.03,5.23,0.00,0.00
Python 3.7.16,fibonacci_oldVersions.py 506999,5.54157,1199.3,1686841006.777842,0.00,0.00,443.60,13.20,3359.60,1896.00,2.23,4222.60,0.00,62.90,3195.30,1379.60,244.40,211.20,3.20,1213.10,10.40,1174.70,0.00,0.40,0.24,0.09,0.27,0.01,8.43,0.14,77.22,13.57,0.06,0.30,72.87,78.40,79.20,98.66,300.00,300.00,103.91,99.78,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.66,50.62,0.03,5.21,0.00,0.00
Python 3.8.16,fibonacci_oldVersions.py 506999,5.51648,1199.8,1686841062.393753,0.00,0.00,445.30,13.18,3376.70,1896.00,2.24,4123.10,0.00,71.40,3052.30,1408.00,334.50,259.00,2.50,1125.20,13.10,1144.20,0.00,0.39,0.28,0.12,0.27,0.01,7.76,0.18,77.79,13.68,0.08,0.26,72.80,78.70,80.00,98.54,300.00,300.00,103.94,99.78,0.98,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.38,50.33,0.03,5.19,0.00,0.00
Python 3.9.16,fibonacci_oldVersions.py 506999,5.50998,1200.8,1686841117.946363,0.00,0.00,444.20,13.15,3378.70,1896.00,2.24,4003.80,0.00,60.60,3413.30,1412.60,152.90,136.70,2.90,1119.10,9.00,1101.60,0.00,0.43,0.23,0.05,0.20,0.00,7.97,0.15,77.80,13.63,0.03,0.23,72.96,78.90,79.90,98.65,300.00,300.00,103.82,99.78,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.27,50.27,0.03,5.18,0.00,0.00
Python 3.10.11,fibonacci_oldVersions.py 506999,5.55412,1197.9,1686841173.935666,0.00,0.00,447.20,13.27,3371.30,1896.00,2.21,4374.30,0.00,96.80,3033.20,1542.80,425.30,405.10,4.20,1301.60,11.50,1192.50,0.00,0.44,0.32,0.16,0.38,0.01,8.76,0.11,76.54,13.88,0.12,0.32,72.40,78.80,79.40,98.58,300.00,300.00,104.42,99.77,0.96,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.81,50.68,0.03,5.21,0.00,0.00
