test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 2.7.18,fibonacci_oldVersions.py 506999,4.714984,1037,1686840664.329908,-,-,525,13.11,4007,1896,2.20,11006,0,234,3195,1104,191,468,2,2167,933,4857,0.01,0.47,0.17,0.07,0.79,0.00,11.51,11.70,61.99,14.44,0.06,1.15,71.25,93,96,98.52,300,300,103.69,98.57,1.21,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.47,72.37,0.04,4.70,0.00,0.00
2,Python 2.7.18,fibonacci_oldVersions.py 506999,4.651276,1388,1686840669.016442,-,-,530,13.08,4052,1896,2.21,6169,0,35,3669,1130,147,163,3,1185,148,2777,0.00,0.41,0.20,0.08,0.33,0.01,8.43,2.76,74.58,13.88,0.05,0.47,72.53,94,96,98.92,300,300,103.36,99.18,0.70,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.39,73.49,0.02,4.64,0.00,0.00
3,Python 2.7.18,fibonacci_oldVersions.py 506999,4.692706,1121,1686840673.738603,-,-,532,13.21,4030,1896,2.19,7554,0,120,1817,1609,792,799,4,1431,190,3085,0.00,0.29,0.48,0.33,0.84,0.01,8.44,3.50,72.78,14.55,0.14,0.79,71.31,96,96,98.47,300,300,104.05,99.10,1.10,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.59,73.52,0.04,4.66,0.00,0.00
4,Python 2.7.18,fibonacci_oldVersions.py 506999,4.696890,1048,1686840678.466809,-,-,529,13.14,4026,1896,2.19,7250,0,33,3560,1241,124,321,7,1861,228,3173,0.00,0.43,0.21,0.05,0.60,0.01,12.48,4.20,68.75,14.05,0.04,0.75,72.02,95,95,98.47,300,300,103.64,99.04,1.11,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.04,72.89,0.03,4.69,0.00,0.00
5,Python 2.7.18,fibonacci_oldVersions.py 506999,4.689023,1048,1686840683.188182,-,-,528,13.17,4010,1896,2.20,6455,0,32,3854,1081,115,276,2,1545,176,2773,0.00,0.45,0.22,0.04,0.45,0.01,10.27,3.46,71.82,13.83,0.04,0.64,72.33,96,96,98.46,300,300,103.51,99.17,1.10,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.03,71.96,0.04,4.67,0.00,0.00
6,Python 2.7.18,fibonacci_oldVersions.py 506999,4.741369,1064,1686840687.960911,-,-,524,13.15,3984,1896,2.19,8766,0,35,3987,1020,182,465,1,1862,448,4102,0.00,0.52,0.29,0.06,0.66,0.01,10.68,6.68,67.77,14.33,0.05,0.87,71.61,95,96,98.66,300,300,103.70,98.76,1.09,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.85,71.60,0.03,4.72,0.00,0.00
7,Python 2.7.18,fibonacci_oldVersions.py 506999,4.717402,1045,1686840692.710902,-,-,526,13.11,4010,1896,2.19,10477,0,212,4053,1093,255,358,0,1905,686,4909,0.01,0.48,0.21,0.08,0.76,0.00,11.53,8.87,64.79,14.46,0.06,1.13,71.24,94,96,98.83,300,300,103.53,98.74,1.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.71,71.60,0.03,4.70,0.00,0.00
8,Python 2.7.18,fibonacci_oldVersions.py 506999,4.698574,998,1686840697.441906,-,-,526,13.17,3994,1896,2.20,5191,0,33,3674,1115,127,240,5,1350,84,1976,0.00,0.41,0.25,0.06,0.44,0.01,9.58,1.76,74.21,13.85,0.07,0.57,72.33,96,96,98.67,300,300,103.62,99.33,0.91,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.75,71.48,0.03,4.68,0.00,0.00
9,Python 2.7.18,fibonacci_oldVersions.py 506999,4.770641,1088,1686840702.243018,-,-,524,13.21,3964,1896,2.19,11072,0,112,1775,1866,902,905,2,2031,972,4875,0.00,0.27,0.59,0.33,1.19,0.00,11.07,11.78,61.36,14.97,0.17,1.24,70.41,95,95,98.60,300,300,104.06,98.54,1.08,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.68,71.58,0.03,4.72,0.00,0.00
10,Python 2.7.18,fibonacci_oldVersions.py 506999,4.780564,1124,1686840707.053929,-,-,517,13.05,3958,1896,2.20,11681,0,36,3401,1157,133,480,0,2256,898,5621,0.00,0.41,0.19,0.09,0.90,0.00,11.91,9.64,63.61,14.51,0.04,1.08,71.32,94,94,98.63,300,300,103.27,98.49,1.04,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.36,71.15,0.04,4.73,0.00,0.00
