test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.10.11,fibonacci_oldVersions.py 506999,5.583178,1215,1686841123.671291,-,-,441,13.19,3344,1896,2.23,4127,0,35,2480,1578,249,268,2,1180,17,1112,0.00,0.29,0.27,0.08,0.35,0.00,8.28,0.08,77.44,13.53,0.09,0.42,72.77,78,78,98.62,300,300,104.12,99.66,0.99,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.17,49.88,0.03,5.21,0.00,0.00
2,Python 3.10.11,fibonacci_oldVersions.py 506999,5.548249,1175,1686841129.257310,-,-,444,13.14,3379,1896,2.22,3906,0,3,3522,1307,137,132,6,1063,9,1202,0.00,0.39,0.16,0.05,0.24,0.02,7.68,0.10,78.21,13.47,0.03,0.29,73.07,79,80,98.59,300,300,103.88,99.79,0.89,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.71,50.73,0.03,5.19,0.00,0.00
3,Python 3.10.11,fibonacci_oldVersions.py 506999,5.530340,1179,1686841134.821447,-,-,445,13.14,3386,1896,2.22,3847,0,19,3578,1236,117,90,1,1028,11,1131,0.00,0.46,0.16,0.03,0.10,0.00,7.23,0.08,78.78,13.46,0.02,0.14,73.24,81,81,98.58,300,300,103.47,99.79,0.97,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.65,50.63,0.03,5.17,0.00,0.00
4,Python 3.10.11,fibonacci_oldVersions.py 506999,5.540192,1188,1686841140.395479,-,-,445,13.16,3382,1896,2.22,4279,0,164,3804,1254,119,134,7,1232,17,1221,0.01,0.43,0.21,0.03,0.15,0.03,8.84,0.17,76.95,13.76,0.04,0.20,72.85,78,80,98.35,300,300,104.08,99.79,1.14,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.79,50.63,0.04,5.19,0.00,0.00
5,Python 3.10.11,fibonacci_oldVersions.py 506999,5.529921,1220,1686841145.958846,-,-,448,13.27,3375,1896,2.22,4272,0,57,1584,1514,909,784,5,1409,1,1227,0.00,0.20,0.38,0.36,0.56,0.03,8.78,0.00,76.42,13.85,0.25,0.42,72.21,79,81,98.55,300,300,104.34,99.79,0.98,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.66,50.76,0.03,5.18,0.00,0.00
6,Python 3.10.11,fibonacci_oldVersions.py 506999,5.621168,1237,1686841151.614266,-,-,463,13.91,3330,1896,2.14,5580,0,250,5381,2054,374,695,12,1855,31,1268,0.01,1.00,0.48,0.18,0.79,0.02,11.56,0.22,71.83,14.73,0.12,0.56,70.68,80,80,98.79,300,300,107.44,99.78,0.75,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.63,51.21,0.03,5.35,0.00,0.00
7,Python 3.10.11,fibonacci_oldVersions.py 506999,5.554877,1203,1686841157.202664,-,-,444,13.11,3386,1896,2.22,4099,0,32,2690,1652,447,263,1,1095,8,1124,0.00,0.33,0.34,0.15,0.30,0.00,7.91,0.21,77.63,13.72,0.10,0.27,72.81,79,79,98.62,300,300,103.70,99.79,0.92,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.93,50.82,0.03,5.19,0.00,0.00
8,Python 3.10.11,fibonacci_oldVersions.py 506999,5.540700,1189,1686841162.775741,-,-,448,13.28,3374,1896,2.22,4575,0,52,1703,1825,962,769,4,1579,7,1293,0.00,0.38,0.46,0.34,0.61,0.02,10.92,0.11,73.88,14.12,0.21,0.42,71.97,79,80,98.45,300,300,104.43,99.79,1.03,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.92,50.89,0.03,5.18,0.00,0.00
9,Python 3.10.11,fibonacci_oldVersions.py 506999,5.549975,1231,1686841168.359156,-,-,446,13.19,3383,1896,2.21,4585,0,299,3897,1410,109,98,0,1117,7,1132,0.01,0.54,0.25,0.02,0.12,0.00,8.20,0.07,77.60,13.90,0.02,0.16,72.73,77,77,98.61,300,300,104.13,99.78,0.97,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.81,50.70,0.03,5.20,0.00,0.00
10,Python 3.10.11,fibonacci_oldVersions.py 506999,5.542574,1142,1686841173.935666,-,-,448,13.29,3374,1896,2.21,4473,0,57,1693,1598,830,818,4,1458,7,1215,0.00,0.39,0.44,0.35,0.59,0.01,8.17,0.09,76.67,14.29,0.34,0.36,71.71,78,78,98.67,300,300,104.56,99.79,0.92,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.81,50.57,0.03,5.19,0.00,0.00
