test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.11.3,fibonacci.py 100000,0.308503,6119,1686822178.280588,-,-,491,13.68,3614,1885,1.85,729,0,19,106,126,88,327,3,339,1,91,0.02,0.86,1.13,1.11,7.49,0.05,30.06,0.00,45.10,18.40,3.15,7.89,56.88,70,75,95.95,300,300,106.77,93.97,2.33,2.31,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.57,3.61,0.01,0.32,0.00,0.00
2,Python 3.11.3,fibonacci.py 100000,0.286957,6172,1686822178.604700,-,-,514,14.22,3639,1882,1.82,611,0,0,49,35,74,211,0,256,3,82,0.00,0.98,0.24,0.92,5.15,0.00,34.38,0.42,42.99,17.37,2.45,6.08,59.88,69,73,93.74,300,300,111.26,98.30,3.95,3.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.34,3.51,0.01,0.29,0.00,0.00
3,Python 3.11.3,fibonacci.py 100000,0.308411,1433,1686822178.947776,-,-,510,18.13,2814,1896,1.75,683,0,4,27,66,76,273,1,334,3,127,0.00,1.01,0.58,1.06,5.83,0.00,34.28,0.24,38.77,17.41,3.18,5.66,55.62,80,80,97.27,300,300,126.43,99.02,2.29,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.51,3.49,0.01,0.31,0.00,0.00
4,Python 3.11.3,fibonacci.py 100000,0.292455,1507,1686822179.279455,-,-,739,21.03,3513,1896,1.40,1039,0,27,3030,1427,165,107,1,222,2,74,0.03,7.53,4.17,0.73,2.17,0.00,23.70,0.68,39.99,24.93,1.16,1.90,50.98,76,76,95.74,300,300,144.40,99.07,4.06,4.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.30,4.29,0.01,0.35,0.00,0.00
5,Python 3.11.3,fibonacci.py 100000,0.290976,6194,1686822179.612988,-,-,530,14.55,3664,1885,1.79,583,0,0,35,49,84,220,0,280,2,92,0.00,0.69,0.53,1.29,5.14,0.00,32.97,0.51,43.74,17.01,2.16,6.18,60.10,74,73,95.88,300,300,110.31,97.92,2.29,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.65,3.66,0.01,0.29,0.00,0.00
6,Python 3.11.3,fibonacci.py 100000,0.310523,1539,1686822179.957928,-,-,565,21.64,2613,1896,1.68,1323,0,445,267,82,59,254,3,353,0,113,0.05,1.05,1.07,0.62,5.55,0.03,30.11,0.00,39.75,18.30,2.12,6.15,51.79,74,75,95.97,300,300,138.01,98.93,3.64,3.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,3.64,0.01,0.32,0.00,0.00
7,Python 3.11.3,fibonacci.py 100000,0.296032,6163,1686822180.294987,-,-,725,21.03,3456,1892,1.42,1083,0,12,3446,1307,119,31,0,197,0,91,0.01,6.96,3.49,0.35,1.18,0.00,28.53,0.00,38.33,22.37,0.09,0.92,55.60,70,74,95.26,300,300,141.39,97.77,2.76,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.17,4.20,0.01,0.35,0.00,0.00
8,Python 3.11.3,fibonacci.py 100000,0.277062,6366,1686822180.609412,-,-,524,13.91,3796,1882,1.84,566,0,1,52,41,69,189,0,268,0,74,0.00,2.05,0.29,0.97,5.22,0.00,33.70,0.00,43.10,17.28,1.66,6.14,61.01,70,75,95.29,300,300,108.94,97.82,2.80,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.62,3.69,0.01,0.28,0.00,0.00
9,Python 3.11.3,fibonacci.py 100000,0.286268,4407,1686822180.946598,-,-,500,13.82,3630,1888,1.88,537,0,2,30,69,65,233,0,298,0,100,0.00,1.58,0.81,0.81,5.87,0.00,29.40,0.00,47.25,17.06,3.09,6.87,59.17,77,77,95.02,300,300,109.09,98.58,3.79,3.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.42,3.51,0.01,0.29,0.00,0.00
10,Python 3.11.3,fibonacci.py 100000,0.298640,5785,1686822181.283924,-,-,731,21.17,3466,1889,1.42,1122,0,22,2862,1538,218,92,4,280,4,99,0.02,5.96,4.04,0.97,2.49,0.18,28.97,0.10,35.85,22.42,0.64,3.06,52.70,74,74,95.77,300,300,143.24,97.94,2.42,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.27,4.25,0.01,0.36,0.00,0.00
