test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.5.10,fibonacci.py 100000,0.072044,1257,1686822161.834965,-,-,1017,30.43,3339,1897,0.73,707,0,21,1639,895,242,250,1,43,0,0,0.11,18.68,14.95,7.98,16.21,0.01,12.17,0.00,0.00,46.44,5.49,13.23,4.41,62,62,88.83,300,300,194.94,93.08,10.04,10.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34,1.06,0.01,0.10,0.00,0.00
2,Python 3.5.10,fibonacci.py 100000,0.087788,1473,1686822161.957098,-,-,1170,52.13,2248,1893,0.77,848,0,13,1416,440,361,512,0,31,0,0,0.03,6.92,7.67,10.64,21.48,0.00,1.35,0.00,0.00,30.97,8.59,8.29,0.02,60,60,91.13,300,300,269.96,99.28,7.99,7.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.48,1.15,0.01,0.11,0.00,0.00
3,Python 3.5.10,fibonacci.py 100000,0.051932,1166,1686822162.044775,-,-,631,17.68,3565,1898,0.97,304,0,1,185,572,166,191,0,68,0,0,0.01,2.74,13.69,6.84,24.95,0.00,34.38,0.00,0.00,35.18,11.75,24.35,11.04,70,70,84.73,300,300,137.17,98.83,13.48,13.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.67,0.01,0.05,0.00,0.00
4,Python 3.5.10,fibonacci.py 100000,0.051471,1157,1686822162.128620,-,-,513,14.25,3600,1895,1.05,275,0,0,9,44,64,208,0,128,0,3,0.00,1.49,3.64,4.80,25.05,0.00,50.52,0.00,0.32,27.84,13.20,27.00,17.71,68,70,85.49,300,300,114.78,98.28,13.94,13.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.59,0.01,0.04,0.00,0.00
5,Python 3.5.10,fibonacci.py 100000,0.051364,1172,1686822162.209740,-,-,502,13.95,3600,1895,1.07,265,0,0,9,36,57,205,0,105,0,4,0.00,0.35,1.95,4.85,26.45,0.00,47.70,0.00,4.78,22.91,16.98,31.73,14.44,68,70,85.66,300,300,113.33,98.12,13.67,13.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.57,0.01,0.04,0.00,0.00
6,Python 3.5.10,fibonacci.py 100000,0.052843,2133,1686822162.292310,-,-,503,14.08,3600,1882,1.05,272,0,0,6,37,74,191,0,112,0,8,0.00,1.79,1.31,5.15,22.33,0.00,51.82,0.00,3.00,24.43,19.00,18.17,24.33,66,70,83.27,300,300,111.22,97.08,13.52,13.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.58,0.01,0.05,0.00,0.00
7,Python 3.5.10,fibonacci.py 100000,0.051687,1152,1686822162.373261,-,-,508,14.11,3600,1896,1.06,274,0,0,14,46,60,188,0,113,0,0,0.00,1.57,1.52,4.76,23.42,0.00,54.69,0.00,0.00,24.23,12.83,28.81,20.01,68,70,87.06,300,300,113.92,98.40,13.03,12.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.58,0.01,0.05,0.00,0.00
8,Python 3.5.10,fibonacci.py 100000,0.051904,1156,1686822162.455039,-,-,504,14.00,3600,1896,1.06,265,0,0,15,30,79,181,0,124,0,3,0.00,1.44,1.65,5.89,21.01,0.00,54.13,0.00,1.96,24.14,18.67,25.49,17.70,68,68,86.70,300,300,113.31,98.14,13.35,13.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.58,0.01,0.05,0.00,0.00
9,Python 3.5.10,fibonacci.py 100000,0.051566,1165,1686822162.536439,-,-,521,14.47,3600,1896,1.03,266,0,0,15,41,70,191,0,111,0,0,0.00,2.14,1.61,4.98,24.00,0.00,52.89,0.00,0.00,25.28,8.85,29.05,22.35,68,68,85.33,300,300,116.42,98.44,13.64,13.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.60,0.01,0.05,0.00,0.00
10,Python 3.5.10,fibonacci.py 100000,0.051765,1154,1686822162.618448,-,-,546,15.17,3600,1896,1.01,275,0,0,34,77,73,204,0,120,0,0,0.00,6.73,6.00,5.25,21.27,0.00,45.69,0.00,0.00,35.58,14.10,23.64,11.51,69,69,85.00,300,300,118.99,98.23,13.70,13.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.62,0.01,0.05,0.00,0.00
