python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
Python 3.7.16,nbody.py 50000,0.442863,1061,1685627033.433322,-,-,593,14.97,3958,1897,2.37,2013,0,0,45,91,86,276,0,409,2,242,0.00,0.26,0.75,0.64,4.36,0.00,25.65,0.17,53.01,16.47,1.34,4.21,63.02,88,91,95.97,300,300,114.16,98.65,3.53,3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.61,7.49,0.01,0.31,0.00,0.00
Python 3.8.16,nbody.py 50000,0.505105,1039,1685627034.029404,-,-,547,13.59,4023,1896,2.34,943,0,2,34,85,95,360,0,528,1,285,0.00,0.19,0.74,0.69,5.49,0.00,26.61,0.09,52.27,17.28,1.99,6.80,60.34,86,90,96.42,300,300,109.03,98.18,3.29,3.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.48,8.15,0.01,0.33,0.00,0.00
Python 3.9.16,nbody.py 50000,0.513683,1155,1685627034.640168,-,-,713,18.48,3857,1896,1.98,1980,0,127,1834,762,560,598,0,352,5,283,0.03,1.31,2.65,2.65,5.04,0.00,19.80,0.01,49.79,20.09,1.84,3.16,56.44,86,90,96.56,300,300,129.12,98.35,2.92,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.32,9.00,0.01,0.39,0.00,0.00
Python 3.10.11,nbody.py 50000,0.511339,1051,1685627035.243387,-,-,539,13.39,4023,1896,2.35,812,0,0,22,88,85,281,0,422,1,322,0.00,0.09,0.42,0.56,4.10,0.00,22.75,0.16,58.38,15.50,1.41,4.35,65.34,87,92,96.61,300,300,106.32,98.94,2.87,2.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.35,8.07,0.01,0.34,0.00,0.00
Python 3.11.3,nbody.py 50000,0.291205,1062,1685627035.651213,-,-,541,14.03,3854,1897,2.34,638,0,1,93,88,127,273,0,372,0,140,0.00,0.48,1.32,1.50,6.82,0.00,32.86,0.00,42.81,18.40,2.74,8.01,56.83,86,91,94.44,300,300,109.99,98.58,5.16,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.10,4.37,0.01,0.21,0.00,0.00
Python 2.5.6,nbody.py 50000,0.524753,2975,1685627578.825135,-,-,684,18.47,3706,1894,1.97,1279,0,13,1702,1302,255,183,0,382,2,305,0.01,2.07,2.63,0.88,2.24,0.00,19.42,0.89,53.13,17.95,0.35,2.44,60.80,76,79,96.24,300,300,128.89,98.50,3.31,3.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.45,8.11,0.02,0.42,0.00,0.00
Python 2.7.18,nbody.py 50000,0.444718,1028,1685627579.390938,-,-,704,18.74,3753,1897,2.04,1152,0,4,1989,1439,211,155,0,340,5,230,0.00,2.82,3.23,0.87,3.12,0.00,20.00,0.86,50.20,19.78,0.35,3.65,57.48,79,82,96.24,300,300,132.40,98.81,3.32,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,7.29,0.01,0.37,0.00,0.00
Python 3.0.1,nbody.py 50000,0.560235,1077,1685627580.069416,-,-,673,17.51,3842,1896,1.92,1474,0,4,2256,1301,162,195,0,531,5,332,0.00,2.21,2.19,0.53,2.57,0.00,27.76,0.23,46.78,19.19,0.20,3.09,60.00,80,80,96.03,300,300,128.45,98.48,3.64,3.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,9.01,0.02,0.43,0.00,0.00
Python 3.4.10,nbody.py 50000,0.476517,1113,1685627580.662645,-,-,688,18.04,3816,1896,1.96,1284,0,10,2146,1139,213,185,0,384,6,297,0.00,2.94,2.06,0.91,2.99,0.00,20.54,0.69,51.57,19.62,0.45,3.26,58.63,82,82,96.53,300,300,128.22,98.39,3.36,3.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.05,7.83,0.01,0.38,0.00,0.00
Python 3.5.10,nbody.py 50000,0.484385,1216,1685627581.262662,-,-,740,18.99,3898,1896,1.86,1952,0,125,2052,1848,922,774,0,645,3,250,0.03,3.49,5.64,3.77,7.72,0.00,30.46,0.02,29.62,26.82,3.43,7.02,43.75,80,83,96.20,300,300,135.76,98.02,3.39,3.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.91,8.69,0.01,0.38,0.00,0.00
Python 3.6.15,nbody.py 50000,0.471600,1083,1685627581.850774,-,-,688,18.33,3751,1896,1.95,1348,0,11,2665,1375,143,169,0,391,3,221,0.01,2.91,2.49,0.65,2.89,0.00,21.83,0.01,50.74,18.76,0.38,3.26,59.27,85,85,96.27,300,300,130.25,98.83,3.56,3.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.96,7.68,0.01,0.38,0.00,0.00
Python 3.7.16,nbody.py 50000,0.459720,1057,1685627582.429537,-,-,696,18.54,3754,1897,1.99,1234,0,4,2341,1265,194,205,0,322,8,314,0.00,3.25,3.16,0.63,3.06,0.00,18.96,0.95,51.26,20.19,0.30,2.98,57.99,84,84,96.36,300,300,130.59,98.70,3.39,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.74,7.49,0.01,0.38,0.00,0.00
Python 3.8.16,nbody.py 50000,0.521706,1085,1685627583.047128,-,-,832,22.09,3765,1896,1.72,2409,0,39,2138,1490,584,561,0,339,6,303,0.01,1.89,3.14,2.29,4.18,0.00,17.04,0.30,48.88,20.14,1.47,2.85,53.44,84,84,96.61,300,300,146.31,98.65,3.21,3.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.74,9.38,0.02,0.44,0.00,0.00
Python 3.9.16,nbody.py 50000,0.513025,1041,1685627583.661224,-,-,685,17.65,3882,1896,2.03,1652,0,68,1626,841,512,502,0,425,2,276,0.02,1.08,2.81,2.40,5.62,0.00,21.69,0.02,48.46,19.91,2.03,4.35,56.06,86,86,96.68,300,300,125.68,98.26,3.01,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.94,8.64,0.01,0.38,0.00,0.00
Python 3.10.11,nbody.py 50000,0.505035,1227,1685627584.251542,-,-,580,14.34,4042,1896,2.29,1093,0,0,34,110,97,377,6,704,16,386,0.00,0.99,1.15,0.73,5.30,0.11,32.40,1.26,43.44,19.14,1.66,6.68,58.18,84,84,96.63,300,300,113.56,98.40,3.05,2.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.61,8.26,0.01,0.35,0.00,0.00
Python 3.11.3,nbody.py 50000,0.288917,1156,1685627584.656919,-,-,552,14.18,3888,1897,2.35,686,0,0,101,84,120,316,0,342,7,169,0.00,0.91,0.94,1.20,7.76,0.00,32.67,1.54,40.54,18.76,3.17,8.66,55.23,83,86,94.84,300,300,112.39,98.25,4.93,4.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.13,4.33,0.01,0.21,0.00,0.00
Python 2.5.6,nbody.py 50000,0.515639,1075,1685705278.769523,-,-,694,18.83,3682,1898,1.97,1425,0,14,3707,1411,104,119,0,356,10,274,0.01,5.94,2.46,0.24,2.10,0.00,18.24,1.02,51.15,23.18,0.04,2.22,55.74,72,72,97.94,300,300,132.39,99.08,2.02,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.40,7.98,0.01,0.41,0.00,0.00
Python 2.7.18,nbody.py 50000,0.418180,1048,1685705279.297780,-,-,551,13.83,3981,1897,2.58,740,0,24,185,76,68,217,1,350,1,140,0.01,3.35,1.11,0.62,3.81,0.06,22.71,0.02,54.42,19.67,1.74,5.12,59.64,73,73,97.09,300,300,108.13,99.15,2.81,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.43,6.25,0.01,0.28,0.00,0.00
Python 3.0.1,nbody.py 50000,0.543437,1063,1685705279.962782,-,-,633,16.34,3867,1898,2.04,1096,0,19,646,747,567,445,0,287,2,213,0.00,2.19,2.98,2.54,4.16,0.00,13.47,0.41,57.92,21.09,1.71,2.47,58.38,74,74,97.90,300,300,120.88,99.33,2.27,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.82,8.40,0.01,0.39,0.00,0.00
Python 3.4.10,nbody.py 50000,0.540964,1054,1685705280.710772,-,-,477,15.02,3160,1904,2.38,942,0,0,21,40,35,236,0,528,2,244,0.00,0.44,0.23,0.20,3.40,0.00,28.10,0.63,52.24,16.89,0.52,4.47,63.10,72,76,97.23,300,300,119.47,99.45,3.14,3.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,6.64,0.02,0.37,0.00,0.00
Python 3.5.10,nbody.py 50000,0.544920,1090,1685705281.427853,-,-,483,15.28,3152,1900,2.28,950,0,0,255,380,138,346,0,484,0,216,0.00,1.02,1.35,0.70,4.35,0.00,23.80,0.00,53.65,17.37,0.59,4.82,61.93,75,75,97.26,300,300,116.14,99.55,2.89,2.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.97,6.61,0.02,0.38,0.00,0.00
Python 3.6.15,nbody.py 50000,0.565470,1084,1685705282.198413,-,-,480,16.64,2872,1903,2.19,998,0,7,298,524,238,341,2,401,4,169,0.00,0.95,2.11,0.94,3.62,0.00,17.95,0.21,57.92,17.79,0.63,3.90,61.05,74,74,97.79,300,300,122.24,99.74,2.65,2.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.14,6.63,0.01,0.40,0.00,0.00
Python 3.7.16,nbody.py 50000,0.453852,1040,1685705282.785870,-,-,656,18.09,3616,1901,2.14,1223,0,11,1008,829,428,378,0,336,0,213,0.00,2.56,3.45,2.16,4.63,0.00,18.08,0.00,51.13,22.46,1.58,3.78,54.09,74,78,96.51,300,300,129.59,99.17,3.53,3.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.34,7.18,0.02,0.34,0.00,0.00
Python 3.8.16,nbody.py 50000,0.591039,1157,1685705283.576471,-,-,1048,28.85,3627,1898,1.45,4951,0,4,166,223,153,815,0,1152,4,174,0.00,1.19,1.49,0.86,9.92,0.00,44.09,0.52,12.77,21.78,1.31,10.66,37.41,77,77,67.00,350,300,179.88,98.34,31.80,31.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,11.30,0.27,0.82,0.00,0.00
Python 3.9.16,nbody.py 50000,0.520753,1053,1685705284.210192,-,-,571,14.57,3919,1897,2.26,1342,0,0,36,132,125,515,0,893,4,396,0.00,0.68,1.19,0.78,6.91,0.00,37.58,0.35,37.56,18.57,1.71,7.55,57.60,76,79,89.87,350,300,112.85,98.03,9.54,9.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.41,7.90,0.10,0.41,0.00,0.00
Python 3.10.11,nbody.py 50000,0.582841,1048,1685705285.058124,-,-,521,16.13,3216,1904,2.20,1294,0,0,131,179,154,410,0,773,3,320,0.00,1.05,0.71,0.87,5.18,0.00,31.69,0.16,44.42,18.41,0.83,5.69,58.93,77,80,89.90,1050,300,124.24,99.19,10.05,9.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.21,7.58,0.12,0.47,0.00,0.00
Python 3.11.3,nbody.py 50000,0.285014,1041,1685705285.429854,-,-,575,14.33,4010,1896,2.27,799,0,0,17,81,87,302,0,352,1,153,0.00,0.56,0.59,1.26,7.52,0.00,36.09,0.09,39.32,17.69,2.01,8.10,57.88,75,79,87.36,350,300,113.89,98.55,11.91,11.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25,4.42,0.09,0.23,0.00,0.00
