test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.8.16,fibonacci.py 4300,0.053891,1196,1686762546.053472,-,-,583,16.19,3600,1896,1.02,278,0,0,29,53,89,220,0,112,0,0,0.00,2.02,2.58,5.08,25.81,0.00,48.37,0.00,0.00,29.15,13.32,28.89,12.45,74,74,74.22,300,300,129.81,98.28,23.64,23.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.66,0.01,0.06,0.00,0.00
2,Python 3.8.16,fibonacci.py 4300,0.063882,1236,1686762546.155520,-,-,1260,36.98,3407,1896,0.72,554,0,7,1664,1164,253,145,0,21,0,0,0.04,24.49,15.82,5.60,10.61,0.00,6.95,0.00,0.00,49.35,2.44,7.92,3.30,72,72,89.23,300,300,222.73,99.45,10.40,10.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.39,1.14,0.01,0.10,0.00,0.00
3,Python 3.8.16,fibonacci.py 4300,0.064252,1221,1686762546.261276,-,-,998,31.54,3160,1899,0.77,432,0,5,1042,547,210,204,0,51,0,0,0.01,15.46,11.28,5.91,19.12,0.00,17.08,0.00,0.00,41.89,7.99,11.54,7.04,69,70,93.38,300,300,192.73,99.07,6.27,6.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.84,0.00,0.08,0.00,0.00
4,Python 3.8.16,fibonacci.py 4300,0.051885,1469,1686762546.350184,-,-,555,13.77,3689,2073,0.98,296,0,0,13,33,67,200,0,138,0,4,0.00,1.63,1.21,5.42,27.26,0.00,56.13,0.00,2.31,24.00,16.49,25.24,20.50,72,72,86.73,300,300,119.10,98.74,20.79,20.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.68,0.01,0.06,0.00,0.00
5,Python 3.8.16,fibonacci.py 4300,0.054869,1170,1686762546.440022,-,-,777,22.68,3423,1896,0.81,414,0,4,1097,498,183,284,0,46,0,0,0.02,21.19,20.64,7.48,15.48,0.00,12.86,0.00,0.00,59.06,2.69,8.86,6.70,73,74,83.84,300,300,156.56,99.27,13.76,13.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.76,0.01,0.06,0.00,0.00
6,Python 3.8.16,fibonacci.py 4300,0.057441,1316,1686762546.532365,-,-,599,18.13,3300,1897,0.93,336,0,0,375,236,133,281,0,94,0,0,0.00,4.30,8.91,6.94,25.29,0.00,36.67,0.00,0.00,31.89,16.84,21.29,11.85,69,70,87.05,300,300,132.97,98.32,11.47,11.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.59,0.01,0.04,0.00,0.00
7,Python 3.8.16,fibonacci.py 4300,0.057656,1275,1686762546.631162,-,-,537,15.26,3300,2023,0.97,339,0,2,78,77,65,268,0,123,0,2,0.01,3.13,2.85,4.48,32.97,0.00,46.38,0.00,0.75,27.62,7.78,33.38,15.97,67,69,93.66,300,300,127.10,100.83,13.70,13.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.60,0.01,0.05,0.00,0.00
8,Python 3.8.16,fibonacci.py 4300,0.057261,1296,1686762546.729367,-,-,544,16.15,3300,1934,0.95,336,0,0,76,74,81,246,0,130,0,7,0.00,2.14,1.92,5.60,31.61,0.00,42.58,0.00,1.79,24.56,11.21,32.40,15.67,68,70,90.81,300,300,126.45,101.39,13.17,12.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.57,0.01,0.04,0.00,0.00
9,Python 3.8.16,fibonacci.py 4300,0.056987,1323,1686762546.824985,-,-,499,15.11,3300,1896,1.01,293,0,0,88,68,89,211,0,147,0,0,0.00,2.81,2.18,5.88,20.92,0.00,53.22,0.00,0.00,25.75,16.79,20.42,21.93,69,70,82.47,300,300,115.98,98.18,15.54,15.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.52,0.01,0.04,0.00,0.00
10,Python 3.8.16,fibonacci.py 4300,0.055702,1175,1686762546.915067,-,-,464,13.94,3302,1912,1.07,276,0,2,12,44,68,196,0,122,0,0,0.01,1.04,1.93,3.82,27.20,0.00,52.89,0.00,0.00,24.20,10.84,31.45,19.57,68,68,87.97,300,300,113.42,98.58,11.19,11.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.51,0.01,0.04,0.00,0.00
