test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.9.16,fibonacci.py 4300,0.051758,1228,1686762547.072266,-,-,485,13.47,3600,1896,1.07,260,0,0,10,48,58,180,0,105,0,0,0.00,0.76,1.79,4.45,25.71,0.00,53.88,0.00,0.00,23.05,14.52,28.52,20.43,70,71,86.94,300,300,109.52,97.77,11.92,11.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.56,0.01,0.03,0.00,0.00
2,Python 3.9.16,fibonacci.py 4300,0.062910,1217,1686762547.176491,-,-,1287,38.74,3319,1898,0.74,532,0,4,1935,1174,259,98,0,18,0,0,0.01,25.09,20.55,3.44,4.01,0.00,8.66,0.00,0.00,54.77,0.50,0.91,5.07,73,74,93.78,300,300,233.49,99.37,6.00,5.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,1.10,0.00,0.09,0.00,0.00
3,Python 3.9.16,fibonacci.py 4300,0.057874,1244,1686762547.276804,-,-,719,22.03,3263,1897,0.86,346,0,9,378,252,134,239,0,68,0,0,0.03,9.04,7.41,6.62,21.65,0.00,33.47,0.00,0.00,35.61,11.21,12.99,18.17,71,72,88.12,300,300,148.78,98.78,10.54,10.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.66,0.01,0.05,0.00,0.00
4,Python 3.9.16,fibonacci.py 4300,0.083175,1287,1686762547.416373,-,-,559,26.11,2126,1909,0.87,525,0,0,465,275,157,383,0,113,0,3,0.00,9.47,5.87,5.95,24.26,0.00,27.48,0.00,1.59,35.37,7.22,20.36,10.94,66,66,88.97,300,300,172.08,99.61,10.78,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.44,0.01,0.08,0.00,0.00
5,Python 3.9.16,fibonacci.py 4300,0.056473,1275,1686762547.508293,-,-,885,25.87,3419,1896,0.85,567,0,15,1010,463,183,203,0,45,0,0,0.03,13.85,10.86,10.55,21.76,0.00,17.37,0.00,0.00,40.06,11.96,13.31,8.80,70,71,81.45,300,300,167.54,99.12,16.05,15.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.80,0.01,0.06,0.00,0.00
6,Python 3.9.16,fibonacci.py 4300,0.062338,5671,1686762547.601876,-,-,558,17.68,3300,1812,1.06,311,0,0,17,51,64,210,0,136,0,0,0.00,0.89,1.44,4.68,23.56,0.00,48.16,0.00,0.00,23.66,16.90,19.32,22.44,64,70,65.77,300,300,130.83,96.12,27.87,27.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.58,0.02,0.06,0.00,0.00
7,Python 3.9.16,fibonacci.py 4300,0.066627,1478,1686762547.706180,-,-,458,16.36,2799,1897,0.98,346,0,0,24,27,57,234,0,153,0,0,0.00,2.25,0.59,3.44,24.42,0.00,53.09,0.00,0.00,24.97,6.79,28.25,23.62,65,66,88.55,300,300,130.01,98.97,10.52,10.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.42,0.01,0.04,0.00,0.00
8,Python 3.9.16,fibonacci.py 4300,0.064453,1094,1686762547.830532,-,-,1514,46.16,3255,1910,1.05,4889,0,0,17,46,62,226,0,60,0,2,0.00,0.19,1.95,4.53,23.69,0.00,22.50,0.00,1.09,22.94,4.07,16.69,10.14,75,77,89.99,300,300,258.69,98.93,10.80,10.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.55,1.28,0.01,0.09,0.00,0.00
9,Python 3.9.16,fibonacci.py 4300,0.054817,1257,1686762547.921973,-,-,479,14.10,3400,1895,1.05,288,0,0,10,42,77,198,0,109,0,0,0.00,0.84,2.01,5.51,23.96,0.00,53.64,0.00,0.00,23.46,13.50,23.96,24.98,70,70,82.09,300,300,113.12,98.35,16.94,16.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.53,0.01,0.04,0.00,0.00
10,Python 3.9.16,fibonacci.py 4300,0.054393,1256,1686762548.010458,-,-,477,14.03,3400,1896,1.06,270,0,0,12,31,72,204,0,106,0,0,0.00,1.53,1.99,5.87,26.71,0.00,49.95,0.00,0.00,23.81,15.10,27.83,19.23,71,71,86.41,300,300,112.85,98.03,11.89,11.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.52,0.01,0.04,0.00,0.00
