test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.5.10,fibonacci.py 4300,0.053846,1212,1686762542.887479,-,-,460,13.15,3500,1895,1.14,261,0,0,8,32,74,177,0,112,0,5,0.00,1.74,1.44,5.07,18.56,0.00,59.37,0.00,0.71,23.01,15.81,19.08,28.94,67,69,91.00,300,300,107.44,97.81,7.28,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.54,0.00,0.03,0.00,0.00
2,Python 3.5.10,fibonacci.py 4300,0.054847,1243,1686762542.978380,-,-,487,13.90,3500,1896,1.08,282,0,1,12,35,60,198,0,126,0,0,0.01,0.78,1.40,4.38,24.06,0.00,55.56,0.00,0.00,21.72,11.38,26.72,26.28,69,69,87.52,300,300,112.65,98.20,10.36,10.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.57,0.01,0.04,0.00,0.00
3,Python 3.5.10,fibonacci.py 4300,0.056151,1253,1686762543.071910,-,-,614,16.45,3500,2024,0.93,338,0,2,75,178,175,349,0,93,0,0,0.01,5.47,8.79,8.46,32.48,0.00,34.11,0.00,0.00,37.01,8.98,23.36,14.20,69,69,89.05,300,300,133.92,102.58,19.98,19.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.73,0.01,0.06,0.00,0.00
4,Python 3.5.10,fibonacci.py 4300,0.066763,1183,1686762543.174522,-,-,1195,36.98,3227,1898,0.74,542,0,12,1711,923,255,146,0,50,0,0,0.03,25.47,14.15,4.00,7.49,0.00,12.38,0.00,0.00,48.10,1.10,4.52,9.29,72,72,88.37,300,300,224.73,99.45,10.56,10.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,1.04,0.01,0.10,0.00,0.00
5,Python 3.5.10,fibonacci.py 4300,0.059757,1182,1686762543.283984,-,-,744,22.02,3304,1938,0.87,387,0,1,379,243,162,289,2,81,0,0,0.00,7.84,9.81,6.90,24.99,0.05,30.12,0.00,0.00,36.36,10.55,23.45,7.62,71,72,100.41,300,300,160.70,104.36,6.43,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.77,0.00,0.06,0.00,0.00
6,Python 3.5.10,fibonacci.py 4300,0.068099,1254,1686762543.403102,-,-,504,18.92,2641,1912,0.96,346,0,1,161,130,107,316,0,141,0,12,0.00,3.93,8.45,5.00,26.64,0.00,35.98,0.00,1.91,38.03,8.42,24.93,9.71,68,68,83.70,300,300,140.56,99.16,16.36,16.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.52,0.01,0.06,0.00,0.00
7,Python 3.5.10,fibonacci.py 4300,0.074572,1298,1686762543.528761,-,-,608,23.90,2535,1902,0.81,497,0,1,1078,649,248,311,0,52,0,0,0.00,14.84,14.67,7.58,23.27,0.00,16.40,0.00,0.00,46.72,4.60,14.86,9.92,64,64,89.85,300,300,161.76,99.78,9.20,9.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.49,0.01,0.07,0.00,0.00
8,Python 3.5.10,fibonacci.py 4300,0.115512,1652,1686762543.700815,-,-,265,15.36,1719,1903,1.02,465,0,0,14,40,39,200,0,289,0,21,0.00,1.36,2.29,1.77,15.12,0.00,60.89,0.00,3.64,24.42,2.18,22.64,35.40,58,58,94.36,300,300,122.60,99.47,5.60,5.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.26,0.01,0.06,0.00,0.00
9,Python 3.5.10,fibonacci.py 4300,0.051787,1142,1686762543.789146,-,-,519,13.68,3786,1899,1.07,285,0,1,20,41,79,183,0,100,0,0,0.01,2.79,2.07,5.89,22.97,0.00,52.44,0.00,0.00,26.10,16.97,22.26,20.98,69,71,83.03,300,250,109.87,96.78,14.53,14.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.65,0.01,0.04,0.00,0.00
10,Python 3.5.10,fibonacci.py 4300,0.055085,1238,1686762543.878351,-,-,489,13.99,3500,1895,1.08,262,0,1,9,36,53,199,0,123,0,18,0.00,1.07,1.15,4.37,21.00,0.00,51.97,0.00,6.50,22.80,15.30,24.25,23.66,69,69,87.14,300,300,113.33,97.96,12.85,12.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.57,0.01,0.04,0.00,0.00
