test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.9.16,fibonacci_oldVersions.py 100000,0.273807,1377,1686826424.081149,-,-,539,14.31,3766,1896,1.86,677,0,24,42,32,82,235,1,365,2,66,0.01,1.00,0.38,1.10,5.92,0.05,45.15,0.73,31.20,17.61,2.71,7.63,57.74,73,74,93.50,300,300,112.98,98.80,5.99,5.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.61,3.72,0.01,0.30,0.00,0.00
2,Python 3.9.16,fibonacci_oldVersions.py 100000,0.278677,1402,1686826424.399450,-,-,548,14.84,3690,1896,1.80,726,0,0,13,44,87,244,1,398,2,95,0.00,0.17,0.37,1.14,6.06,0.10,42.08,0.74,34.33,16.56,3.50,6.64,58.46,75,76,96.17,300,300,115.50,98.79,3.86,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.52,3.69,0.01,0.30,0.00,0.00
3,Python 3.9.16,fibonacci_oldVersions.py 100000,0.312179,1358,1686826424.751483,-,-,747,26.55,2814,1896,1.41,1293,0,9,1487,1848,1065,691,0,133,0,95,0.00,4.31,8.53,6.55,7.38,0.00,11.55,0.00,35.15,27.80,4.97,3.47,37.20,74,74,96.74,300,300,167.97,99.08,3.13,3.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.23,4.34,0.01,0.35,0.00,0.00
4,Python 3.9.16,fibonacci_oldVersions.py 100000,0.280720,1391,1686826425.077314,-,-,550,15.23,3614,1896,1.79,576,0,0,392,257,110,207,0,253,0,94,0.00,1.59,2.83,1.71,4.58,0.00,30.68,0.00,43.26,21.23,2.96,4.61,55.96,73,74,95.83,300,300,117.07,98.96,4.03,4.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.59,3.70,0.01,0.30,0.00,0.00
5,Python 3.9.16,fibonacci_oldVersions.py 100000,0.270377,1375,1686826425.385877,-,-,503,13.27,3790,1895,1.93,442,0,0,23,25,49,174,0,221,0,90,0.00,0.16,0.18,0.65,4.44,0.00,23.68,0.00,57.53,15.14,3.10,6.29,62.20,72,74,96.90,300,300,106.09,99.13,2.75,2.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.38,3.53,0.01,0.28,0.00,0.00
6,Python 3.9.16,fibonacci_oldVersions.py 100000,0.287009,1375,1686826425.712301,-,-,744,21.12,3523,1896,1.42,1080,0,10,3378,1385,124,66,0,325,4,140,0.01,7.04,4.48,0.54,1.43,0.00,39.52,0.16,25.70,25.55,0.24,1.28,51.81,75,76,95.47,300,300,143.80,98.95,3.95,3.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.21,4.30,0.01,0.35,0.00,0.00
7,Python 3.9.16,fibonacci_oldVersions.py 100000,0.278511,1367,1686826426.032846,-,-,606,16.99,3568,1896,1.66,659,0,1,927,446,192,164,0,201,0,64,0.00,3.49,2.03,1.38,3.53,0.00,29.65,0.00,42.91,19.29,1.51,3.64,58.57,72,74,97.30,300,300,123.59,99.26,2.43,2.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.54,3.78,0.01,0.31,0.00,0.00
8,Python 3.9.16,fibonacci_oldVersions.py 100000,0.275029,1385,1686826426.347471,-,-,499,13.41,3722,1896,1.92,553,0,2,16,37,64,198,0,291,0,82,0.00,0.71,0.27,0.67,4.80,0.00,38.56,0.00,41.48,16.23,2.34,5.96,62.06,74,75,95.26,300,300,107.11,99.06,4.23,4.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,3.49,0.01,0.28,0.00,0.00
9,Python 3.9.16,fibonacci_oldVersions.py 100000,0.282944,1342,1686826426.669831,-,-,647,18.13,3569,1896,1.58,982,0,20,1669,521,145,201,5,296,1,109,0.01,6.85,2.18,1.52,4.43,0.15,30.99,0.78,34.94,24.11,0.87,3.85,53.03,75,75,97.19,300,300,128.22,99.12,2.48,2.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.85,4.00,0.01,0.32,0.00,0.00
10,Python 3.9.16,fibonacci_oldVersions.py 100000,0.286832,1360,1686826426.999891,-,-,717,20.44,3508,1896,1.48,973,0,9,1890,1185,239,128,0,243,0,91,0.00,6.16,4.14,1.43,2.23,0.00,33.15,0.00,32.41,24.21,0.64,1.33,53.38,75,75,95.18,300,300,142.12,99.08,4.30,4.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.03,4.19,0.01,0.35,0.00,0.00
