version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
Python 2.5.6,nbody.py 50000000,355.481114,1287,1690187184.286813,-,-,498,12.65,3938,1896,2.99,361066,0,2392,6995,5130,4077,12543,120,53448,12377,192240,0.00,0.06,0.04,0.02,0.29,0.00,4.23,2.21,80.41,13.34,0.03,0.45,73.53,92,95,99.54,450,300,101.10,99.38,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6102.41,5209.20,0.29,181.79,0.00,0.00
Python 2.7.18,nbody.py 50000000,347.486969,1204,1690188590.046386,-,-,484,13.10,3700,1896,3.16,332249,8,262395,17020,6803,3598,13346,105,52484,18678,163300,0.23,0.12,0.05,0.02,0.28,0.00,4.31,4.03,78.00,13.44,0.03,0.42,73.02,79,79,99.51,450,300,103.02,99.39,0.31,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5241.98,4441.30,0.96,129.92,0.00,0.00
Python 3.0.1,nbody.py 50000000,364.669273,1210,1690190027.749374,-,-,475,13.28,3579,1896,3.12,264500,0,4277,44784,16347,6561,18006,100,42250,5277,104602,0.00,0.18,0.09,0.04,0.31,0.00,3.34,0.87,81.84,13.68,0.03,0.34,72.67,76,78,99.43,450,300,105.39,99.68,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5168.86,4258.38,0.33,191.40,0.00,0.00
Python 3.4.10,nbody.py 50000000,469.906909,1221,1690191597.559054,-,-,450,12.61,3568,1896,2.66,374744,0,393,3852,4364,2680,10208,28,44991,19337,187163,0.00,0.04,0.02,0.01,0.18,0.00,2.76,2.22,82.11,13.16,0.01,0.28,73.94,78,80,99.52,450,300,100.96,99.54,0.09,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6610.67,5446.80,0.30,239.68,0.00,0.00
Python 3.5.10,nbody.py 50000000,459.262553,1209,1690193348.327976,-,-,452,12.61,3582,1896,2.69,262971,0,437,6218,3393,1371,6647,23,31751,5137,121082,0.00,0.05,0.02,0.01,0.12,0.00,2.21,0.89,84.05,13.07,0.01,0.20,74.11,77,77,99.49,450,300,101.01,99.67,0.09,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6336.03,5196.63,0.29,234.35,0.00,0.00
Python 3.6.15,nbody.py 50000000,438.453403,1196,1690196947.035544,-,-,467,12.58,3714,1896,2.68,270804,0,530,5344,2472,1351,5820,41,30790,4760,129622,0.00,0.03,0.01,0.01,0.11,0.00,2.23,0.89,84.09,12.94,0.01,0.18,74.29,79,79,99.50,300,300,100.57,99.64,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6546.68,5454.05,0.27,223.84,0.00,0.00
Python 3.0.1,nbody.py 50000000,373.340926,1270,1690198437.785426,-,-,449,13.11,3423,1896,3.23,245477,0,499,4819,2369,1916,6287,31,30668,8500,108781,0.00,0.03,0.01,0.01,0.14,0.00,2.59,1.29,82.77,13.51,0.01,0.23,73.14,81,81,99.47,450,300,104.95,99.66,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4776.38,3853.74,0.27,189.98,0.00,0.00
Python 3.5.10,nbody.py 50000000,477.378797,1231,1690200405.539604,-,-,460,12.67,3631,1896,2.55,430184,0,1085,10327,5720,3652,13004,100,59399,21869,223607,0.00,0.07,0.04,0.02,0.22,0.00,3.59,2.43,80.89,13.35,0.02,0.33,73.63,79,79,99.50,300,300,101.39,99.47,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6834.67,5644.26,0.28,244.63,0.00,0.00
Python 3.6.15,nbody.py 50000000,455.441555,1232,1690202245.532601,-,-,451,12.70,3552,1896,2.68,393105,0,1248,18426,6382,3141,13625,78,59112,18718,191847,0.00,0.12,0.04,0.02,0.24,0.00,3.68,2.16,80.97,13.43,0.02,0.34,73.51,77,79,99.38,300,300,101.56,99.52,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6173.75,5037.15,0.72,235.23,0.00,0.00
Python 3.7.16,nbody.py 50000000,441.709867,1184,1690204043.852458,-,-,452,12.71,3561,1896,2.81,288041,0,1059,16783,5190,2285,9840,108,43876,5086,138386,0.00,0.10,0.05,0.01,0.17,0.00,3.10,0.96,82.86,13.20,0.02,0.25,73.82,80,80,99.30,300,300,101.38,99.66,0.22,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6023.53,4921.91,0.71,227.52,0.00,0.00
