test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,2016-10-18,binaryTrees_compatible_v7,0.10.48,binaryTrees_7.js 21,0.99,0.47,0.52,0.12,0.03,0.33,6.84,2.12,0.05,5.42,2.16,23.585323023,96439810828,4.069,207087321056,2.15,23699.17,1.005,96596113875,4.075,13,44791329660,566897881,23705.52,1.005,47.0,36278935464,71690461,0.20%,8,33800370504,1123544,1123544,0,3999017916,2187660831,54.705,59623331909,1971004444,3.31%,232649364,109916796,47.25%,60361668,59922219398,21081908,0.04%,279404,826053,295.65%,0,0
2,2016-10-18,binaryTrees_compatible_v7,0.10.48,binaryTrees_7.js 21,0.99,0.47,0.52,0.12,0.03,0.32,6.84,2.14,0.05,5.34,2.16,23.628017862,96311942116,4.053,204713907856,2.13,23760.58,1.006,96308194535,4.053,23,44636823846,561937588,23767.98,1.006,38.0,36025640005,76278582,0.21%,8,33776819332,1123546,1123546,0,4024445859,2203381810,54.75,60321821394,1972387293,3.27%,229821264,113408293,49.35%,52696023,60407836822,20634706,0.03%,145728,810764,556.35%,0,0
3,2016-10-18,binaryTrees_compatible_v7,0.10.48,binaryTrees_7.js 21,0.99,0.48,0.52,0.12,0.03,0.33,6.82,2.15,0.05,5.24,2.15,23.65775259,96038732852,4.036,203325065875,2.11,23789.89,1.006,96298576022,4.047,48,44812250429,567558849,23797.1,1.006,33.0,36480453620,72635200,0.20%,8,33716477874,1117994,1117994,0,4035342764,2180478528,54.035,60060888118,1970365598,3.28%,227593794,113297575,49.78%,57683394,59973086716,21570471,0.04%,141233,1081672,765.88%,0,0
4,2016-10-18,binaryTrees_compatible_v7,0.10.48,binaryTrees_7.js 21,0.99,0.45,0.54,0.12,0.03,0.31,6.85,2.19,0.04,4.65,1.87,26.385869494,93328884792,3.515,204179033076,2.19,26546.75,1.006,93355927227,3.516,29,50133178691,633515486,26555.87,1.006,52.0,36207481179,76413332,0.21%,8,34131913899,1117997,1117997,0,4077970140,2176257329,53.366,60200395303,1946961039,3.23%,225499788,109859271,48.72%,49357022,60214953680,20987742,0.03%,146857,716513,487.90%,0,0
5,2016-10-18,binaryTrees_compatible_v7,0.10.48,binaryTrees_7.js 21,1.0,0.46,0.54,0.12,0.03,0.3,6.8,2.18,0.06,4.52,1.79,27.323407511,92171471844,3.351,201120457184,2.16,27498.64,1.006,92491970730,3.363,20,51706628893,655273122,27508.17,1.007,53.0,35725431599,78774258,0.22%,0,34089923114,1117993,1117993,0,4126929411,2266487137,54.919,60322908861,1968238137,3.26%,222685313,107411608,48.23%,54687860,60708989666,19822000,0.03%,198516,737213,371.36%,0,0
6,2016-10-18,binaryTrees_compatible_v7,0.10.48,binaryTrees_7.js 21,1.0,0.46,0.54,0.13,0.03,0.31,6.84,2.19,0.05,4.65,1.79,27.246699779,92992362442,3.391,205129307753,2.21,27418.98,1.006,92705255844,3.38,26,51580987882,653605499,27428.56,1.007,53.0,35611229536,80723412,0.23%,0,33703796470,1123525,1123525,0,4000752149,2238229489,55.945,60128756986,2000139942,3.33%,230192479,110951388,48.20%,47717321,60845668983,20510490,0.03%,178853,775903,433.82%,0,0
7,2016-10-18,binaryTrees_compatible_v7,0.10.48,binaryTrees_7.js 21,1.0,0.45,0.54,0.12,0.03,0.32,6.84,2.17,0.05,4.53,1.79,27.246725897,92118213912,3.359,203231294057,2.19,27420.74,1.006,92448587156,3.371,47,51861620178,655866646,27430.17,1.007,52.0,35990965682,76075488,0.21%,0,34040921210,1123519,1123519,0,4088857727,2264888851,55.392,60265573432,1975781454,3.28%,227621706,110648033,48.61%,59742352,60611428968,20414830,0.03%,176269,635792,360.69%,0,0
8,2016-10-18,binaryTrees_compatible_v7,0.10.48,binaryTrees_7.js 21,1.0,0.45,0.54,0.12,0.03,0.3,6.83,2.14,0.06,4.56,1.8,27.290825049,92848284471,3.38,203703688339,2.19,27464.39,1.006,93069176729,3.388,23,51910009425,657085946,27474.07,1.007,52.0,35985786596,72751620,0.20%,0,34141555029,1123547,1123547,0,3991887386,2222126900,55.666,60072935535,1993012856,3.32%,232309487,111732733,48.10%,52496726,60718347250,20760424,0.03%,182741,684437,374.54%,0,0
9,2016-10-18,binaryTrees_compatible_v7,0.10.48,binaryTrees_7.js 21,1.0,0.46,0.54,0.12,0.03,0.3,6.83,2.2,0.05,4.59,1.79,27.221833151,92085100551,3.36,200526378526,2.16,27398.93,1.007,92278478643,3.367,30,51439936486,652286944,27408.73,1.007,54.0,35820906232,81610743,0.23%,0,33809867538,1123524,1123524,0,4001524382,2242019286,56.029,60796624721,1983868484,3.26%,227603715,109503393,48.11%,59028635,60203535344,21622642,0.04%,121767,887283,728.67%,0,0
10,2016-10-18,binaryTrees_compatible_v7,0.10.48,binaryTrees_7.js 21,0.99,0.46,0.54,0.12,0.03,0.3,6.83,2.2,0.05,4.57,1.79,27.308937045,93019160789,3.383,204372821322,2.2,27487.33,1.007,93104306934,3.387,18,52027351942,658206426,27496.9,1.007,52.0,36160912892,73547652,0.20%,0,33938899222,1117992,1117992,0,4159685363,2246780483,54.013,60130765640,1962207592,3.26%,228999047,107565594,46.97%,99240083,60467557313,20952906,0.03%,210443,1192349,566.59%,0,0
1,2017-02-22,binaryTrees_compatible_v7,0.12.18,binaryTrees_7.js 21,1.0,0.46,0.57,0.12,0.04,0.27,7.04,2.16,0.21,4.26,2.15,21.356987081,90130245013,4.043,194257956999,2.16,22291.08,1.044,90173424635,4.045,9,42008004400,532114318,22291.22,1.044,144.0,32268545623,75890744,0.24%,8,36623780996,5975445,5975445,0,2373321532,1442252090,60.769,48979194674,1401925388,2.86%,166687200,50251961,30.15%,113199346,48410704893,12707956,0.03%,97263,9762097,10036.80%,0,0
2,2017-02-22,binaryTrees_compatible_v7,0.12.18,binaryTrees_7.js 21,0.99,0.46,0.57,0.12,0.04,0.27,7.03,2.17,0.22,4.08,2.12,21.609878506,89502137906,3.972,194026300810,2.17,22533.62,1.043,89537962554,3.974,20,42221599010,534721101,22533.78,1.043,122.0,32247056603,74658152,0.23%,4,36328022395,5976017,5976017,0,2446079795,1494265490,61.088,48729296571,1386530879,2.85%,164712147,48886820,29.68%,111084829,48398024352,12633102,0.03%,259109,10037099,3873.70%,0,0
3,2017-02-22,binaryTrees_compatible_v7,0.12.18,binaryTrees_7.js 21,0.99,0.46,0.57,0.11,0.05,0.26,6.99,2.19,0.23,3.98,2.04,22.475471993,89542924679,3.826,194776513466,2.18,23402.44,1.041,89628346409,3.83,11,43978207462,557024914,23402.59,1.041,141.0,31989326856,72457851,0.23%,26,35774352333,5975656,5975656,0,2480520277,1518925753,61.234,47943641482,1415721769,2.95%,156980499,41108654,26.19%,104766237,48269258676,12218426,0.03%,228545,10001409,4376.12%,0,0
4,2017-02-22,binaryTrees_compatible_v7,0.12.18,binaryTrees_7.js 21,1.0,0.46,0.57,0.12,0.04,0.25,6.93,2.18,0.22,3.47,1.8,25.231874121,88702949835,3.369,195189880204,2.19,26326.89,1.043,88803252765,3.373,9,49424296927,625968729,26327.06,1.043,128.0,32199662526,78216610,0.24%,78,36442224663,5975507,5975507,0,2361293826,1461010523,61.873,48638531967,1379910058,2.84%,158131503,45414341,28.72%,102350371,49114046501,13049251,0.03%,112555,9101881,8086.61%,0,0
5,2017-02-22,binaryTrees_compatible_v7,0.12.18,binaryTrees_7.js 21,1.0,0.45,0.58,0.12,0.04,0.25,7.05,2.21,0.22,3.56,1.8,24.638679287,86625933252,3.388,192130643059,2.22,25564.81,1.038,86715924738,3.392,14,48195912533,610397849,25564.96,1.038,138.0,31835652947,77027834,0.24%,131,35871568212,5975896,5975896,0,2368786247,1463788063,61.795,47951369274,1388806617,2.90%,167820647,51326510,30.58%,104335093,47570570235,12534758,0.03%,62848,9939051,15814.43%,0,0
6,2017-02-22,binaryTrees_compatible_v7,0.12.18,binaryTrees_7.js 21,1.0,0.45,0.58,0.12,0.04,0.25,7.03,2.22,0.24,3.58,1.79,24.849676601,87196911979,3.381,192263055279,2.21,25789.46,1.038,87279025265,3.384,9,48733933753,617233492,25789.63,1.038,150.0,31957037203,76186260,0.24%,97,36380094841,5975306,5975306,0,2354004149,1429188432,60.713,47844503622,1351087117,2.82%,157049398,43057339,27.42%,105427364,48174845235,12646215,0.03%,108043,9683413,8962.55%,0,0
7,2017-02-22,binaryTrees_compatible_v7,0.12.18,binaryTrees_7.js 21,1.0,0.46,0.58,0.12,0.04,0.25,7.03,2.21,0.24,3.52,1.8,24.981537471,87862543986,3.388,194699656332,2.22,25930.62,1.038,87945610824,3.392,2,48882325185,618912189,25930.78,1.038,147.0,32126472718,76657369,0.24%,88,36568155696,5977361,5977361,0,2427375340,1481564954,61.036,48819456608,1392994841,2.85%,163903225,52346097,31.94%,99256358,47844578387,12771283,0.03%,110085,9301846,8449.69%,0,0
8,2017-02-22,binaryTrees_compatible_v7,0.12.18,binaryTrees_7.js 21,1.0,0.45,0.59,0.12,0.04,0.26,7.04,2.22,0.23,3.65,1.8,24.634289224,86565075317,3.387,192194802775,2.23,25559.83,1.038,86628034647,3.389,8,48309483994,611848078,25560.0,1.038,151.0,31997997835,75803816,0.24%,127,36104593984,5976957,5976957,0,2371506593,1413987390,59.624,47616484825,1353808420,2.84%,160773909,48469871,30.15%,101051405,47534315465,12242294,0.03%,63258,9734084,15387.91%,0,0
9,2017-02-22,binaryTrees_compatible_v7,0.12.18,binaryTrees_7.js 21,1.0,0.45,0.58,0.12,0.04,0.26,6.96,2.21,0.21,3.55,1.79,24.929144192,87504871087,3.362,193782942732,2.2,26025.37,1.044,87598922809,3.366,3,48842960011,618598486,26025.53,1.044,148.0,31997701094,77963817,0.24%,101,36414708390,5976994,5976994,0,2355557778,1450224263,61.566,48406522000,1380858128,2.85%,162377098,49286532,30.35%,107260775,48317988056,13057759,0.03%,72574,9311138,12829.85%,0,0
10,2017-02-22,binaryTrees_compatible_v7,0.12.18,binaryTrees_7.js 21,1.0,0.45,0.58,0.12,0.04,0.26,6.98,2.2,0.22,3.57,1.79,24.963923106,87472729825,3.379,193145691920,2.21,25890.15,1.037,87583003420,3.383,8,48810973500,618131234,25890.31,1.037,142.0,32061152693,77564666,0.24%,43,36440078201,5976581,5976581,0,2408360885,1481316553,61.507,48545568106,1369251852,2.82%,166897743,50039003,29.98%,110102258,48179778149,12723800,0.03%,79034,10768705,13625.41%,0,0
1,2015-07-09,binaryTrees_compatible_v7,1.8.4,binaryTrees_7.js 21,1.0,0.45,0.56,0.14,0.04,0.26,6.83,2.21,0.25,4.7,2.16,19.034125843,79157956581,4.048,174929749206,2.22,19554.91,1.027,79312510336,4.056,2,36802530961,466148845,19555.05,1.027,153.0,30977175961,69849503,0.23%,70,30347989555,5965249,5965249,0,2404259224,1458459761,60.662,41461044110,1371294446,3.31%,142366873,46244264,32.48%,95208012,41015234297,12564154,0.03%,269734,9848921,3651.35%,0,0
2,2015-07-09,binaryTrees_compatible_v7,1.8.4,binaryTrees_7.js 21,0.99,0.45,0.57,0.14,0.04,0.26,6.85,2.23,0.27,4.34,1.95,20.931422375,78101250834,3.635,173704231835,2.23,21486.13,1.027,78193194006,3.639,14,40261966053,510052450,21486.29,1.027,192.0,31046074964,71577078,0.23%,26,30557099306,5965248,5965248,0,2347788738,1434478827,61.099,41811311679,1382616769,3.31%,139559155,40740979,29.19%,102625800,41361153013,12917061,0.03%,282340,9657515,3420.53%,0,0
3,2015-07-09,binaryTrees_compatible_v7,1.8.4,binaryTrees_7.js 21,1.0,0.45,0.57,0.14,0.04,0.25,6.86,2.24,0.24,3.86,1.77,22.751782984,78025461987,3.34,175191634098,2.25,23361.49,1.027,77989365154,3.338,20,43995166164,554754047,23361.63,1.027,179.0,30929897558,71955067,0.23%,57,30476039226,5964444,5964444,0,2440351287,1505278969,61.683,41345066360,1409188927,3.41%,149141657,52151622,34.97%,101318707,41472789201,13413890,0.03%,130880,10060975,7687.18%,0,0
4,2015-07-09,binaryTrees_compatible_v7,1.8.4,binaryTrees_7.js 21,1.0,0.44,0.57,0.14,0.04,0.26,6.84,2.26,0.24,3.95,1.77,22.649616769,77373539433,3.326,173573898461,2.24,23265.02,1.027,77451572934,3.329,2,43729318970,552655751,23265.14,1.027,182.0,30777867445,72213224,0.23%,57,30772185239,5964723,5964723,0,2352990439,1405374125,59.727,41790713840,1400935095,3.35%,143164648,45940053,32.09%,100415122,41709744343,13235385,0.03%,116028,10086048,8692.77%,0,0
5,2015-07-09,binaryTrees_compatible_v7,1.8.4,binaryTrees_7.js 21,1.0,0.44,0.57,0.14,0.04,0.25,6.85,2.24,0.23,3.87,1.77,22.902234527,78509911031,3.334,176656094998,2.25,23547.26,1.028,78558781263,3.336,13,44461976725,563046793,23547.42,1.028,191.0,31264429189,72490495,0.23%,65,30558738044,5966020,5966020,0,2443732247,1507263486,61.679,42324443095,1386861857,3.28%,144930341,48353577,33.36%,98406548,41869613479,13313250,0.03%,76050,10054793,13221.29%,0,0
6,2015-07-09,binaryTrees_compatible_v7,1.8.4,binaryTrees_7.js 21,1.0,0.44,0.57,0.14,0.04,0.25,6.83,2.22,0.25,3.94,1.77,22.807531146,78283192340,3.342,175166899789,2.24,23422.33,1.027,78302294155,3.343,18,44281895739,560609821,23422.48,1.027,188.0,31158751142,72583493,0.23%,70,30858858036,5964453,5964453,0,2361518044,1449569857,61.383,41673698393,1379353977,3.31%,145552630,50458090,34.67%,99789005,41839515416,12901074,0.03%,86887,10417946,11990.22%,0,0
7,2015-07-09,binaryTrees_compatible_v7,1.8.4,binaryTrees_7.js 21,1.0,0.44,0.57,0.14,0.04,0.25,6.8,2.23,0.25,3.94,1.77,22.817084023,77428300769,3.304,173241998411,2.22,23433.93,1.027,77538736749,3.309,7,43825538128,555257491,23434.05,1.027,178.0,30918845528,72072257,0.23%,57,30446089667,5964259,5964259,0,2367550891,1442303304,60.92,41582454338,1374078829,3.30%,142528070,48280288,33.87%,100060180,41782023839,13046077,0.03%,28666,10009662,34918.24%,0,0
8,2015-07-09,binaryTrees_compatible_v7,1.8.4,binaryTrees_7.js 21,1.0,0.44,0.57,0.13,0.04,0.26,6.84,2.24,0.25,3.85,1.77,22.944730332,78238682743,3.316,176163732287,2.25,23593.07,1.028,78325798813,3.32,1,44306931293,561186736,23593.2,1.028,183.0,31123830604,74173577,0.24%,79,30367391119,5964821,5964821,0,2406518675,1490533343,61.937,41815620890,1400905803,3.35%,148315334,47182855,31.81%,106066168,42134245190,13173188,0.03%,72801,10091399,13861.62%,0,0
9,2015-07-09,binaryTrees_compatible_v7,1.8.4,binaryTrees_7.js 21,1.0,0.44,0.57,0.14,0.04,0.25,6.84,2.24,0.26,3.86,1.77,22.756937498,77403474693,3.313,173381967772,2.24,23361.46,1.027,77502000010,3.318,17,43925742617,556354528,23361.6,1.027,163.0,30890201152,72267167,0.23%,70,30381696695,5966209,5966209,0,2387283442,1476703466,61.857,41593785041,1386090065,3.33%,146507682,50949318,34.78%,101643951,41485006392,12952955,0.03%,134145,10288649,7669.80%,0,0
10,2015-07-09,binaryTrees_compatible_v7,1.8.4,binaryTrees_7.js 21,1.0,0.44,0.58,0.14,0.04,0.25,6.86,2.23,0.24,3.88,1.76,22.693593812,77095427707,3.302,173831611564,2.25,23344.95,1.029,77207631304,3.307,19,43812050536,555048054,23345.1,1.029,152.0,30819273748,70925661,0.23%,61,30102108924,5967493,5967493,0,2447894987,1502888689,61.395,41268984097,1422038846,3.45%,150117745,47630142,31.73%,100991210,41528300517,13237511,0.03%,152389,10265397,6736.31%,0,0
1,2015-07-28,binaryTrees_compatible_v7,2.5.0,binaryTrees_7.js 21,1.0,0.49,0.52,0.13,0.03,0.31,6.74,2.06,0.19,3.92,2.16,22.293597476,91923956276,4.022,190041299204,2.06,22852.59,1.025,92016677789,4.027,12,42680334168,540643475,22852.69,1.025,164.0,31840160843,72218581,0.23%,0,31641624363,5964151,5964151,0,2456052883,1510683852,61.509,43897125321,1411159475,3.21%,188942855,86627993,45.85%,117884966,43924044410,13320395,0.03%,200076,12236459,6115.91%,0,0
2,2015-07-28,binaryTrees_compatible_v7,2.5.0,binaryTrees_7.js 21,1.0,0.47,0.54,0.14,0.03,0.3,6.69,2.12,0.22,3.42,1.8,25.84936091,89639988934,3.386,190100704442,2.12,26475.26,1.024,89592462053,3.384,0,49676693191,629122774,26475.39,1.024,196.0,32033314124,73382749,0.23%,8,31923008649,5963598,5963598,0,2362151657,1456404274,61.656,43902032857,1390877467,3.17%,189577204,87825372,46.33%,116296289,43781142830,13365937,0.03%,58425,10590865,18127.28%,0,0
3,2015-07-28,binaryTrees_compatible_v7,2.5.0,binaryTrees_7.js 21,1.0,0.47,0.54,0.13,0.03,0.29,6.69,2.13,0.22,3.45,1.79,25.729154435,88945684259,3.378,187835019072,2.11,26333.04,1.023,88967913250,3.379,11,49674483311,626450734,26333.15,1.023,188.0,31511888170,73870099,0.23%,35,31999302196,5963963,5963963,0,2282010188,1411394815,61.849,43885611669,1371087501,3.12%,169979761,75194598,44.24%,116920170,43497234166,13621235,0.03%,124429,9659064,7762.71%,0,0
4,2015-07-28,binaryTrees_compatible_v7,2.5.0,binaryTrees_7.js 21,1.0,0.47,0.54,0.14,0.03,0.29,6.68,2.11,0.22,3.47,1.79,25.740200449,89042537253,3.372,189959797661,2.14,26406.19,1.026,89108880346,3.375,21,49750859721,630002523,26406.31,1.026,186.0,31929913861,73637923,0.23%,22,31795022485,5966055,5966055,0,2384205819,1475696123,61.895,43490618117,1425773795,3.28%,187761006,84571274,45.04%,118110902,43570317531,13361664,0.03%,33230,10405813,31314.51%,0,0
5,2015-07-28,binaryTrees_compatible_v7,2.5.0,binaryTrees_7.js 21,1.0,0.47,0.54,0.13,0.03,0.3,6.72,2.12,0.21,3.43,1.79,25.75107491,88589854363,3.361,187851998550,2.12,26357.77,1.024,88636684903,3.363,8,49372159387,625392513,26357.91,1.024,172.0,31622047200,75162659,0.24%,39,31720361629,5964211,5964211,0,2316597221,1435824797,61.98,43434377026,1377789036,3.17%,181119301,82785649,45.71%,115055832,43590569396,12970980,0.03%,10892,10791989,99081.79%,0,0
6,2015-07-28,binaryTrees_compatible_v7,2.5.0,binaryTrees_7.js 21,1.0,0.47,0.53,0.13,0.03,0.29,6.71,2.13,0.21,3.52,1.79,25.809576519,88896556388,3.365,189633003138,2.13,26417.36,1.024,88928358732,3.366,6,49804711610,628215663,26417.51,1.024,167.0,31525251287,73755892,0.23%,35,31495677152,5964235,5964235,0,2324721026,1430465596,61.533,43995740275,1393800576,3.17%,170420995,73640330,43.21%,122121031,43644505826,13376595,0.03%,112156,9686391,8636.53%,0,0
7,2015-07-28,binaryTrees_compatible_v7,2.5.0,binaryTrees_7.js 21,1.0,0.47,0.54,0.14,0.03,0.29,6.7,2.13,0.21,3.5,1.79,25.881466168,89610947961,3.382,188746604356,2.11,26496.52,1.024,89241816578,3.368,2,49741232522,629871582,26496.64,1.024,187.0,31637757740,74782009,0.24%,48,32003039169,5965028,5965028,0,2347618445,1458164837,62.113,43504130455,1395476082,3.21%,178386551,78488798,44.00%,121653228,43927453058,13042281,0.03%,102973,10234830,9939.33%,0,0
8,2015-07-28,binaryTrees_compatible_v7,2.5.0,binaryTrees_7.js 21,1.0,0.47,0.53,0.13,0.03,0.3,6.71,2.13,0.22,3.42,1.79,25.726781052,88755756031,3.37,188587644223,2.13,26334.9,1.024,88828377084,3.373,1,49655881465,628832364,26335.03,1.024,185.0,31713432988,72175976,0.23%,44,31685161151,5965034,5965034,0,2354068817,1453747442,61.755,43479625752,1376283008,3.17%,174622482,77685585,44.49%,121906802,43597542783,13306336,0.03%,140423,10098692,7191.62%,0,0
9,2015-07-28,binaryTrees_compatible_v7,2.5.0,binaryTrees_7.js 21,1.0,0.47,0.54,0.13,0.03,0.29,6.7,2.12,0.22,3.45,1.78,25.96465266,89643649287,3.37,189992941037,2.12,26599.18,1.024,89687355489,3.372,4,50258790474,636313338,26599.3,1.024,181.0,32063901813,74533848,0.23%,39,31826784420,5964878,5964878,0,2319678958,1437922286,61.988,44167134622,1359161627,3.08%,181827250,77514783,42.63%,123173309,44136360371,13506969,0.03%,77430,10266587,13259.19%,0,0
10,2015-07-28,binaryTrees_compatible_v7,2.5.0,binaryTrees_7.js 21,1.0,0.47,0.54,0.14,0.03,0.29,6.71,2.12,0.2,3.45,1.79,25.849737679,88775976908,3.354,187399726132,2.11,26470.81,1.024,88886422706,3.358,7,49811532543,630863579,26470.97,1.024,183.0,31890557183,74019822,0.23%,35,32031859199,5964853,5964853,0,2329035416,1438802160,61.777,44042288728,1369936739,3.11%,188093952,87783102,46.67%,116900600,43814926892,13359236,0.03%,152090,10268447,6751.56%,0,0
