version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
g++-4.4 4.4.7,nbody_2_original.c 50000000,0.0019487,1287.2,1692864466.936278,0.00,0.00,726.00,21.42,3278.80,1922.10,0.87,24.10,0.00,0.70,9.20,12.40,8.30,13.10,0.00,2.50,0.00,0.00,0.09,18.75,13.55,13.18,23.10,0.00,11.30,0.00,0.00,57.76,6.89,9.93,4.00,51.10,51.20,2.81,300.00,300.00,164.86,99.06,83.28,82.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00
g++-4.6 4.6.4,nbody_2_original.c 50000000,0.0020846,1352.2,1692864587.492377,0.00,0.00,823.40,26.75,3022.60,1929.30,0.76,29.40,0.00,0.80,25.20,34.90,13.60,9.80,0.00,2.10,0.00,0.00,0.10,23.41,22.48,14.90,11.82,0.00,2.22,0.00,0.00,64.47,4.97,3.81,0.00,48.60,49.00,3.89,300.00,300.00,192.17,98.53,87.55,87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00
g++-4.7 4.7.4,nbody_2_original.c 50000000,0.0019178,1211.5,1692864707.969698,0.00,0.00,677.50,20.25,3328.80,1924.80,0.86,26.30,0.00,1.20,10.40,13.70,10.40,14.10,0.00,1.30,0.00,0.00,0.14,18.38,13.21,17.93,27.25,0.00,4.34,0.00,0.00,56.15,10.69,12.91,0.00,48.10,48.40,19.44,300.00,300.00,164.19,98.86,84.29,83.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00
g++-4.8 4.8.5,nbody_2_original.c 50000000,0.0017822,1143.4,1692864828.471496,0.00,0.00,767.30,22.56,3343.00,1943.60,0.84,26.10,0.00,0.70,15.30,17.70,11.90,10.70,0.00,1.80,0.00,0.00,0.11,21.23,20.53,16.73,17.69,0.00,3.37,0.00,0.00,64.63,6.99,5.81,0.00,48.80,48.90,29.59,300.00,300.00,176.43,100.23,77.54,77.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00
g++-4.9 4.9.3,nbody_2_original.c 50000000,0.002393,1646.8,1692864949.070034,0.00,0.00,745.60,23.81,3225.00,1882.70,0.76,28.10,0.00,1.00,10.50,9.20,14.00,19.10,0.00,1.60,0.00,0.00,0.15,13.46,10.17,17.18,31.08,0.00,4.41,0.00,0.00,50.48,16.70,9.01,0.00,47.00,47.00,3.40,300.00,300.00,169.44,95.91,91.25,90.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00
g++-5 5.5.0,nbody_2_original.c 50000000,0.0024862,1690.1,1692865069.709763,0.00,0.00,763.40,25.19,3002.20,1911.30,0.79,30.00,0.00,0.80,21.10,21.00,12.70,18.20,0.00,2.60,0.00,0.00,0.08,16.68,20.08,14.76,21.94,0.00,2.20,0.00,0.00,58.76,8.44,7.45,0.16,47.30,47.30,18.05,300.00,300.00,172.35,94.31,83.16,82.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00
g++-6 6.5.0,nbody_2_original.c 50000000,30.0873,1136.5,1692865491.467408,0.00,0.00,516.00,12.59,4097.90,1896.00,2.04,14647.00,0.00,28.90,251.90,300.60,177.80,407.20,4.40,2311.30,38.30,5551.10,0.00,0.04,0.04,0.02,0.10,0.00,2.80,0.07,84.28,13.01,0.02,0.15,74.23,90.40,91.60,99.11,300.00,300.00,100.81,99.63,0.60,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,497.84,422.38,0.12,15.96,0.00,0.00
g++-7 7.5.0,nbody_2_original.c 50000000,30.7119,1114.6,1692865919.462998,0.00,0.00,508.70,12.61,4036.00,1896.00,2.03,28138.60,0.00,28.50,303.00,307.90,176.70,762.80,1.80,3830.10,1224.70,14237.60,0.00,0.06,0.03,0.01,0.20,0.00,3.74,2.17,81.11,13.23,0.02,0.30,73.86,93.80,94.80,99.00,300.00,300.00,100.84,99.48,0.61,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515.26,438.03,0.13,16.27,0.00,0.00
g++-8 ,nbody_2_original.c 50000000,31.4914,1124.2,1692866355.381286,0.00,0.00,495.30,12.62,3925.80,1896.00,1.95,28359.40,0.00,53.70,378.50,404.00,360.90,738.50,2.80,4139.90,1171.00,14230.70,0.00,0.07,0.04,0.02,0.20,0.00,3.90,1.81,81.27,13.26,0.02,0.28,73.83,88.60,88.90,99.03,300.00,300.00,100.98,99.49,0.59,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,472.90,393.84,0.13,16.66,0.00,0.00
g++-9 9.5.0,nbody_2_original.c 50000000,32.3854,1163.2,1692866800.191929,0.00,0.00,481.30,12.62,3814.90,1896.00,2.11,28223.10,0.00,51.50,323.50,323.10,174.20,744.80,1.90,3990.30,1077.00,14107.30,0.00,0.06,0.03,0.01,0.21,0.00,3.72,1.63,81.65,13.26,0.02,0.32,73.79,87.00,87.90,98.97,300.00,300.00,101.01,99.54,0.57,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,472.48,391.26,0.12,17.11,0.00,0.00
g++-10 10.5.0,nbody_2_original.c 50000000,32.1232,1141.7,1692867242.488071,0.00,0.00,479.90,12.63,3800.50,1896.00,2.13,20005.80,0.00,129.50,272.90,301.70,175.40,534.50,2.00,3108.10,429.50,8767.10,0.00,0.04,0.03,0.02,0.13,0.00,3.20,0.83,83.07,13.11,0.02,0.20,74.05,86.90,87.10,99.02,300.00,300.00,101.12,99.66,0.58,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,456.99,376.38,0.12,16.99,0.00,0.00
g++-11 11.4.0,nbody_2_original.c 50000000,32.8026,1173.6,1692867691.718548,0.00,0.00,478.10,12.62,3789.50,1896.00,2.08,30399.30,0.00,44.80,295.90,369.00,282.50,891.40,4.10,4191.40,1572.40,14910.80,0.00,0.06,0.04,0.02,0.22,0.00,3.85,2.81,80.32,13.29,0.02,0.34,73.73,86.50,87.50,99.03,300.00,300.00,101.02,99.48,0.56,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,464.53,382.25,0.12,17.32,0.00,0.00
g++-12 12.3.0,nbody_2_original.c 50000000,32.8655,1165.7,1692868141.849205,0.00,0.00,476.90,12.61,3782.00,1896.00,2.08,28780.10,0.00,54.80,198.00,226.90,156.60,778.70,2.60,4003.40,1456.80,14126.40,0.00,0.04,0.03,0.01,0.20,0.00,3.74,2.50,80.80,13.21,0.01,0.31,73.85,86.10,87.00,99.01,300.00,300.00,100.98,99.52,0.56,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,463.29,380.95,0.12,17.35,0.00,0.00
g++-13 13.1.0,nbody_2_original.c 50000000,23.2864,1148.6,1692868496.052513,0.00,0.00,485.30,12.61,3848.50,1896.00,2.31,21990.00,0.00,31.90,284.50,352.80,219.80,534.80,1.90,3065.20,722.50,11279.80,0.00,0.05,0.04,0.02,0.22,0.00,3.97,1.63,81.40,13.19,0.02,0.34,73.84,88.90,89.20,98.95,305.00,300.00,100.76,99.51,0.64,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.72,287.20,0.10,12.37,0.00,0.00
