test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v0.10.48,binaryTrees_1_original.js 21,25266634,0.90,0.76,0.37,0.34,0.14,0.11,5.55,1.16,0.21,,,25266634 ns,95161840,3.766 GHz,<not,(0.00%),25.26 msec,1.000,<not,(0.00%) ,0,<not,<not,25.28 msec,1.000,91 C,<not,<not,(0.00%),<not,<not,1683,1683,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v0.10.48,binaryTrees_1_original.js 21,25554880,0.89,0.75,0.37,0.34,0.14,0.10,5.60,1.19,0.23,,,25554880 ns,95411701,3.733 GHz,<not,(0.00%),25.55 msec,1.000,<not,(0.00%) ,0,<not,<not,25.57 msec,1.001,87 C,<not,<not,(0.00%),<not,<not,1684,1684,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v0.10.48,binaryTrees_1_original.js 21,25592421,0.96,0.71,0.38,0.35,0.13,0.23,,,,,,25592421 ns,94249493,3.692 GHz,<not,(0.00%),25.52 msec,0.997,<not,(0.00%) ,2,<not,<not,25.54 msec,0.998,87 C,<not,<not,(0.00%),<not,<not,1680,1680,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v0.10.48,binaryTrees_1_original.js 21,25239626,0.92,0.75,0.38,0.34,0.14,0.16,4.37,1.10,0.42,,,25239626 ns,99678610,3.951 GHz,<not,(0.00%),25.22 msec,0.999,<not,(0.00%) ,0,<not,<not,25.24 msec,1.000,86 C,<not,<not,(0.00%),<not,<not,1682,1682,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v0.10.48,binaryTrees_1_original.js 21,25400649,0.93,0.76,0.37,0.33,0.14,0.13,5.50,1.15,0.17,,,25400649 ns,89980893,3.548 GHz,<not,(0.00%),25.35 msec,0.998,<not,(0.00%) ,1,<not,<not,25.37 msec,0.999,86 C,<not,<not,(0.00%),<not,<not,1682,1682,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v0.10.48,binaryTrees_1_original.js 21,25175514,0.92,0.77,0.37,0.33,0.14,0.11,5.55,1.16,0.21,,,25175514 ns,94644639,3.758 GHz,<not,(0.00%),25.18 msec,1.000,<not,(0.00%) ,0,<not,<not,25.20 msec,1.001,88 C,<not,<not,(0.00%),<not,<not,1683,1683,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v0.10.48,binaryTrees_1_original.js 21,24714955,0.94,0.75,0.38,0.35,0.14,0.13,5.68,1.20,0.47,,,24714955 ns,97426117,3.954 GHz,<not,(0.00%),24.63 msec,0.997,<not,(0.00%) ,0,<not,<not,24.65 msec,0.997,88 C,<not,<not,(0.00%),<not,<not,1682,1682,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v0.10.48,binaryTrees_1_original.js 21,26911246,0.89,0.77,0.36,0.32,0.13,0.12,5.58,1.23,0.26,,,26911246 ns,106494287,3.946 GHz,<not,(0.00%),26.98 msec,1.002,<not,(0.00%) ,4,<not,<not,27.00 msec,1.003,68 C,<not,<not,(0.00%),<not,<not,1685,1685,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v0.10.48,binaryTrees_1_original.js 21,24568607,0.87,0.74,0.38,0.34,0.14,0.13,5.59,1.07,0.16,,,24568607 ns,92229549,3.752 GHz,<not,(0.00%),24.57 msec,1.000,<not,(0.00%) ,1,<not,<not,24.59 msec,1.001,83 C,<not,<not,(0.00%),<not,<not,1682,1682,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v0.10.48,binaryTrees_1_original.js 21,24293292,0.85,0.73,0.38,0.35,0.14,0.14,5.68,1.21,0.58,,,24293292 ns,96748503,3.983 GHz,<not,(0.00%),24.28 msec,0.999,<not,(0.00%) ,0,<not,<not,24.30 msec,1.000,85 C,<not,<not,(0.00%),<not,<not,1682,1682,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
