version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
Python 2.5.6,nbody.py 50000000,500.165,1334.7,1694695949.515809,0.00,0.00,471.70,12.65,3728.60,1896.00,2.66,401604.10,0.00,457.00,8601.50,6097.60,3628.90,8725.60,19.90,40893.70,19925.70,198962.80,0.00,0.05,0.02,0.01,0.13,0.00,2.51,3.09,81.46,13.28,0.01,0.20,73.85,88.50,89.30,99.90,450.00,300.00,101.28,99.51,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7252.59,6207.19,0.28,142.25,0.00,0.00
Python 2.7.18,nbody.py 50000000,432.828,1276.3,1694711016.009201,0.00,0.00,461.20,12.70,3631.20,1896.00,2.80,325202.70,0.00,645.60,11679.70,6294.60,3570.10,8024.30,23.00,33778.00,19141.30,151050.30,0.00,0.05,0.03,0.02,0.13,0.00,2.43,3.09,81.51,13.21,0.01,0.19,73.88,87.20,88.20,99.87,450.00,300.00,101.54,99.58,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5964.82,5061.57,0.27,123.82,0.00,0.00
Python 3.0.1,nbody.py 50000000,551.568,1283.9,1694725594.637660,0.00,0.00,464.40,12.70,3657.10,1896.00,2.45,330786.50,0.00,733.30,10865.50,7346.70,3981.20,8534.40,25.40,35096.50,12013.90,141319.60,0.00,0.05,0.03,0.01,0.10,0.00,2.05,1.85,83.15,13.12,0.01,0.15,74.02,84.40,85.70,99.88,450.00,300.00,101.51,99.63,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7562.44,6415.40,0.27,155.46,0.00,0.00
Python 3.4.10,nbody.py 50000000,474.758,1237.4,1694741833.480370,0.00,0.00,456.60,12.67,3604.20,1896.00,2.60,240778.90,0.00,376.00,7972.80,5266.60,2771.30,5851.00,24.80,27099.80,4566.60,96190.70,0.00,0.04,0.02,0.01,0.08,0.00,1.88,0.74,84.50,13.00,0.01,0.12,74.20,79.40,79.90,99.85,450.00,300.00,101.24,99.71,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6424.71,5438.32,0.26,133.59,0.00,0.00
Python 3.5.10,nbody.py 50000000,472.923,1321.7,1694756540.104170,0.00,0.00,457.60,12.67,3614.20,1896.00,2.58,285785.20,0.00,538.10,9307.60,5764.80,2961.60,6446.10,21.10,31178.00,11052.20,125858.30,0.00,0.04,0.02,0.01,0.10,0.00,2.11,1.77,83.23,13.10,0.01,0.15,74.07,82.70,83.50,99.87,450.00,300.00,101.33,99.65,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6435.11,5450.93,0.27,133.11,0.00,0.00
Python 3.6.15,nbody.py 50000000,478.169,1272.5,1694771181.271611,0.00,0.00,456.80,12.66,3607.10,1896.00,2.52,242349.00,3.20,573.40,8251.20,5130.50,2641.60,5894.40,23.80,27318.40,3659.30,102035.10,0.00,0.04,0.02,0.01,0.09,0.00,1.88,0.58,84.67,13.02,0.01,0.13,74.17,83.30,83.90,99.83,405.00,300.00,101.26,99.72,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6343.38,5348.52,0.26,134.53,0.00,0.00
Python 3.7.16,nbody.py 50000000,459.411,1290.3,1694785980.315525,0.00,0.00,453.60,12.68,3577.20,1896.00,2.70,242277.20,0.00,447.00,7171.20,5201.30,2893.20,6141.00,15.90,27713.60,3604.30,108222.20,0.00,0.04,0.02,0.01,0.09,0.00,1.98,0.61,84.52,13.06,0.01,0.13,74.12,80.50,81.60,99.88,300.00,300.00,101.37,99.72,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6075.57,5121.87,0.24,129.31,0.00,0.00
Python 3.8.16,nbody.py 50000000,510.85,1369.1,1694800752.550977,0.00,0.00,460.20,12.70,3623.60,1896.00,2.57,290682.00,0.00,733.30,12217.10,7100.40,3374.40,7209.80,27.20,30503.60,8315.30,124308.80,0.00,0.06,0.02,0.01,0.10,0.00,1.97,1.26,83.84,13.10,0.01,0.14,74.05,83.40,84.10,99.87,300.00,300.00,101.50,99.68,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6958.70,5895.70,0.24,144.09,0.00,0.00
Python 3.9.16,nbody.py 50000000,519.708,1279,1694816634.856778,0.00,0.00,458.60,12.66,3622.00,1896.00,2.61,252130.10,0.00,515.40,7613.00,5627.80,3160.50,6518.70,27.10,29391.90,3486.80,98984.20,0.00,0.05,0.02,0.01,0.09,0.00,1.88,0.48,84.78,13.02,0.01,0.12,74.18,82.80,83.70,99.90,300.00,300.00,101.29,99.72,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6948.58,5868.50,0.24,146.13,0.00,0.00
Python 3.10.11,nbody.py 50000000,531.825,1282.7,1694832825.020018,0.00,0.00,458.50,12.65,3624.60,1896.00,2.51,288086.90,0.00,574.40,8687.70,5784.20,3104.90,6576.40,27.50,31597.60,7473.10,120500.70,0.00,0.04,0.02,0.01,0.09,0.00,1.94,1.14,84.06,13.05,0.01,0.13,74.15,81.50,82.50,99.88,300.00,300.00,101.24,99.68,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7098.52,5995.93,0.24,149.54,0.00,0.00
Python 3.11.3,nbody.py 50000000,270.644,1260.4,1694846777.143461,0.00,0.00,453.90,12.62,3597.90,1896.00,2.74,134994.10,0.00,185.20,4025.90,2990.80,1502.80,3080.60,5.90,15917.40,2248.40,53141.20,0.00,0.04,0.02,0.01,0.08,0.00,1.99,0.59,84.62,12.94,0.01,0.13,74.30,80.60,81.10,99.78,300.00,300.00,100.82,99.73,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3590.45,3028.87,0.23,76.13,0.00,0.00
