test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,10.0.2,nbody.java 50000000,1.00,0.44,0.58,0.03,0.01,0.37,5.35,2.18,0.01,0.39,2.15,4029682622 ns,16400882938,4.037 GHz,36605160934,2.25,4062.49 msec,1.008,16431903377,4.045 GHz,45,7586481088,93549500,4062.79 msec,1.008,1466 C,2470791529,3914476,0.16%,0,4040513680,4642,4631,9,1170396,128884,11.012,9972633020,179612,0.00%,32451,3979,12.26%,453269,10133537650,883,0.00%,4963,3617,72.88%,4,1
2,10.0.2,nbody.java 50000000,1.00,0.44,0.58,0.03,0.00,0.38,5.40,2.20,0.01,0.43,2.15,4006311039 ns,16265072480,4.019 GHz,35269589680,2.19,4046.71 msec,1.010,15887495250,3.926 GHz,37,7390484510,93639119,4046.91 msec,1.010,1280 C,2468291597,4004588,0.16%,0,4016637605,4532,4522,8,7362457,168927,2.294,10099340699,226437,0.00%,39680,4897,12.34%,589201,10125604620,827,0.00%,7767,8124,104.60%,0,0
3,10.0.2,nbody.java 50000000,1.00,0.45,0.58,0.03,0.01,0.38,5.37,2.14,0.01,0.43,2.15,4038757003 ns,16418830892,4.025 GHz,35937346792,2.21,4079.10 msec,1.010,16471174548,4.038 GHz,37,7648873372,96873674,4079.34 msec,1.010,1259 C,2928386624,5136074,0.18%,0,4114935996,4740,4730,8,4343405,163698,3.769,10001524108,240850,0.00%,49631,11733,23.64%,678545,10017294344,417,0.00%,9247,9978,107.91%,0,0
4,10.0.2,nbody.java 50000000,1.00,0.45,0.58,0.04,0.00,0.36,5.36,2.17,0.01,0.41,2.15,4042996115 ns,16423197433,4.022 GHz,36003929946,2.22,4083.50 msec,1.010,16504010085,4.042 GHz,38,7669843212,96902565,4083.75 msec,1.010,1174 C,2928593863,3987693,0.14%,0,4085085950,4755,4742,11,5723416,126608,2.212,9988885253,174140,0.00%,21945,2977,13.57%,494614,10053013564,30,0.00%,4724,4000,84.67%,0,0
5,10.0.2,nbody.java 50000000,1.00,0.44,0.58,0.03,0.00,0.39,5.36,2.15,0.01,0.32,2.15,4006451211 ns,16352988420,4.040 GHz,36269716113,2.23,4047.87 msec,1.010,16298101918,4.026 GHz,32,7383430005,93577712,4048.12 msec,1.010,1162 C,2478685669,5370226,0.22%,0,4018990037,4672,4662,8,19125768,686503,3.589,10068167360,174716,0.00%,30989,4392,14.17%,398882,10133477578,293,0.00%,3775,5475,145.03%,0,0
6,10.0.2,nbody.java 50000000,1.00,0.45,0.58,0.04,0.00,0.38,5.29,2.15,0.01,0.41,2.15,4031127115 ns,16470306317,4.041 GHz,35951812895,2.21,4075.44 msec,1.011,16489257205,4.046 GHz,34,7641746942,96698922,4075.65 msec,1.011,1029 C,2926632425,4393622,0.15%,8,4131667931,4784,4774,8,1127271,108098,9.589,10036654320,156006,0.00%,16521,2401,14.53%,442207,10084548814,46,0.00%,4131,3158,76.45%,0,0
7,10.0.2,nbody.java 50000000,1.00,0.45,0.58,0.04,0.00,0.38,5.38,2.17,0.01,0.40,2.15,4049773581 ns,16355378970,3.995 GHz,35205404035,2.17,4094.10 msec,1.011,16470487451,4.023 GHz,49,7662139563,96686401,4094.42 msec,1.011,1107 C,2894259830,4913335,0.17%,0,4097692209,4764,4754,8,21532918,1105275,5.133,10249981962,171357,0.00%,23629,3821,16.17%,396170,10038096485,77,0.00%,4107,4081,99.37%,0,0
8,10.0.2,nbody.java 50000000,1.00,0.44,0.58,0.03,0.00,0.38,5.41,2.17,0.02,0.36,2.15,4029743779 ns,16369826085,4.023 GHz,35972121962,2.21,4068.69 msec,1.010,16436301666,4.040 GHz,51,7620774477,96511765,4068.97 msec,1.010,1026 C,2523439763,5279778,0.21%,4,4070910625,4534,4521,11,18087310,641038,3.544,9972090977,182108,0.00%,34016,6256,18.39%,397953,10122209418,401,0.00%,3187,3818,119.80%,0,0
9,10.0.2,nbody.java 50000000,1.00,0.45,0.58,0.03,0.01,0.37,5.38,2.16,0.01,0.48,2.15,4048713065 ns,16429471565,4.018 GHz,35935512179,2.21,4089.11 msec,1.010,16485703781,4.031 GHz,42,7652962788,96374031,4089.36 msec,1.010,900 C,2897185562,3705503,0.13%,0,4042775073,4720,4710,8,6703495,702273,10.476,10238551585,228369,0.00%,58748,10744,18.29%,733516,10065409252,526,0.00%,9248,7171,77.54%,0,0
10,10.0.2,nbody.java 50000000,1.00,0.44,0.57,0.04,0.01,0.39,5.29,2.16,0.01,0.25,2.16,4051137335 ns,16484386040,4.021 GHz,37005941478,2.27,4099.14 msec,1.012,16494734132,4.024 GHz,32,7649472483,96084064,4099.34 msec,1.012,1001 C,2502425636,2990429,0.12%,0,4101322224,4547,4537,8,463440,134872,29.102,9964552956,138205,0.00%,15464,4320,27.94%,441445,10011474747,865,0.00%,5876,3614,61.50%,0,0
