test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 2.5.6,nbody.py 50000,0.535265,1092,1686314688.276088,-,-,775,20.47,3787,1896,0.88,3007,0,27,3223,1492,241,1380,0,1063,0,0,0.01,3.12,2.54,0.97,20.06,0.00,52.34,0.00,0.00,23.18,0.70,16.84,38.81,90,90,85.38,300,300,145.08,97.22,13.85,13.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.83,10.32,0.11,0.53,0.00,0.00
2,Python 2.5.6,nbody.py 50000,0.515560,1136,1686314688.915233,-,-,715,17.93,3985,1896,0.97,2854,0,28,3847,1096,154,1100,0,1022,0,0,0.01,3.35,1.57,0.68,19.25,0.00,56.89,0.00,0.00,20.41,0.24,15.24,46.18,87,87,97.56,300,300,128.72,97.52,2.19,2.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.69,9.35,0.01,0.41,0.00,0.00
3,Python 2.5.6,nbody.py 50000,0.561604,1093,1686314689.585252,-,-,715,24.09,2970,1896,0.90,3195,0,29,2115,1527,552,1394,0,953,0,0,0.01,2.43,2.99,2.08,19.34,0.00,48.66,0.00,0.00,21.12,1.08,15.30,38.41,91,91,86.54,300,300,153.08,97.37,12.98,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.32,9.75,0.10,0.54,0.00,0.00
4,Python 2.5.6,nbody.py 50000,0.510631,1030,1686314690.186109,-,-,700,17.58,3982,1896,0.97,2945,0,69,3871,1335,223,1051,0,991,0,0,0.02,3.94,1.86,1.13,17.32,0.00,57.88,0.00,0.00,20.63,0.60,14.10,47.09,90,90,95.76,300,300,127.20,97.63,3.73,3.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.58,9.28,0.02,0.40,0.00,0.00
5,Python 2.5.6,nbody.py 50000,0.503917,1039,1686314690.791021,-,-,564,13.88,4065,1896,1.14,2321,0,3,34,127,131,1326,0,1093,0,0,0.00,0.25,0.49,0.83,21.94,0.00,62.13,0.00,0.00,17.85,1.50,18.63,48.14,91,91,95.25,300,300,109.91,96.98,4.30,4.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.83,8.48,0.02,0.35,0.00,0.00
6,Python 2.5.6,nbody.py 50000,0.541762,8209,1686314691.424317,-,-,823,22.14,3734,1887,0.85,3101,0,51,3416,1531,281,1256,0,1079,0,0,0.01,3.51,2.47,0.97,18.48,0.00,51.64,0.00,0.00,22.93,0.74,14.50,39.70,79,90,87.68,450,450,150.97,96.77,10.22,9.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.05,10.56,0.11,0.52,0.00,0.00
7,Python 2.5.6,nbody.py 50000,0.525611,1308,1686314692.082711,-,-,712,19.52,3646,1895,0.96,2719,0,2,34,153,167,1516,0,1243,0,0,0.00,0.10,0.65,0.81,22.46,0.00,55.77,0.00,0.00,21.02,1.85,19.02,38.60,85,88,76.67,450,450,143.37,96.69,22.15,21.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.34,9.78,0.17,0.51,0.00,0.00
8,Python 2.5.6,nbody.py 50000,0.607039,1116,1686314692.803437,-,-,879,25.53,3441,1896,0.73,3763,0,57,2980,1273,355,1711,0,1235,0,0,0.02,2.59,2.28,1.08,21.82,0.00,46.11,0.00,0.00,19.80,0.63,19.24,34.80,89,93,77.10,450,300,156.31,97.01,21.40,20.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.68,11.70,0.20,0.70,0.00,0.00
9,Python 2.5.6,nbody.py 50000,0.524921,1139,1686314693.436270,-,-,764,19.05,4010,1896,0.92,2877,0,9,173,189,269,1669,0,1184,0,0,0.00,0.37,0.71,1.46,24.48,0.00,53.10,0.00,0.00,22.21,2.53,20.76,35.46,90,94,70.30,450,300,144.19,96.35,28.07,26.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.28,10.50,0.25,0.62,0.00,0.00
10,Python 2.5.6,nbody.py 50000,0.537523,1104,1686314694.080633,-,-,754,19.98,3757,1904,0.86,3330,0,11,3694,1141,260,1501,0,1164,0,0,0.01,3.06,1.57,1.04,21.85,0.00,52.38,0.00,0.00,20.85,0.87,18.66,39.64,95,95,85.21,450,300,141.22,97.57,14.53,13.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84,10.19,0.09,0.50,0.00,0.00
