test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 2.7.18,nbody.py 50000,0.576911,1220,1686314694.885063,-,-,803,35.80,2239,1900,0.75,3439,0,5,335,455,359,2004,0,979,0,0,0.00,1.03,1.56,1.95,24.07,0.00,35.01,0.00,0.00,21.46,2.52,18.77,21.45,92,94,55.81,300,300,203.56,97.06,42.91,41.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.08,9.97,0.37,0.82,0.00,0.00
2,Python 2.7.18,nbody.py 50000,0.443578,1151,1686314695.482797,-,-,778,19.72,3945,1896,0.96,2816,0,7,2970,1133,363,1184,0,1010,0,0,0.00,3.60,1.99,1.40,21.21,0.00,51.59,0.00,0.00,21.51,0.94,18.87,38.96,92,93,94.01,300,300,137.85,97.02,5.72,5.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.74,8.51,0.04,0.41,0.00,0.00
3,Python 2.7.18,nbody.py 50000,0.553724,1318,1686314696.156583,-,-,707,21.62,3270,1896,0.87,3337,0,64,1175,653,414,2246,1,1070,0,0,0.02,2.13,2.26,2.14,27.22,0.03,44.68,0.00,0.00,23.56,1.81,21.53,31.47,77,79,76.21,450,300,153.70,99.69,22.81,22.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,6.72,0.28,0.63,0.00,0.00
4,Python 2.7.18,nbody.py 50000,0.651014,1397,1686314696.846878,-,-,666,24.29,2741,1896,0.82,3791,0,18,2401,2016,508,2451,0,1169,0,0,0.01,3.17,3.68,1.85,27.64,0.00,39.54,0.00,0.00,26.35,1.35,22.02,25.99,74,74,81.26,450,300,168.22,99.77,18.07,18.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.55,5.50,0.21,0.75,0.00,0.00
5,Python 2.7.18,nbody.py 50000,0.597641,1333,1686314697.484291,-,-,550,19.33,2844,1896,0.99,3191,0,16,3263,1622,292,1419,0,1214,0,0,0.01,3.44,2.26,0.78,20.00,0.00,54.35,0.00,0.00,21.26,0.57,17.05,41.79,75,74,96.38,450,300,138.46,99.78,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.39,4.73,0.03,0.49,0.00,0.00
6,Python 2.7.18,nbody.py 50000,0.564384,1294,1686314698.085721,-,-,474,15.76,3007,1896,1.16,2639,0,7,636,297,224,1441,0,1186,0,0,0.00,1.34,1.16,0.88,21.75,0.00,59.20,0.00,0.00,19.11,1.19,18.07,45.87,74,76,97.63,450,300,119.56,99.72,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.12,4.58,0.02,0.40,0.00,0.00
7,Python 2.7.18,nbody.py 50000,0.571921,1320,1686314698.695762,-,-,547,18.41,2971,1896,0.99,2956,0,18,3322,1461,223,1163,0,1099,0,0,0.01,3.06,1.84,0.44,17.96,0.00,58.43,0.00,0.00,19.16,0.20,14.54,47.69,76,76,99.66,450,300,130.73,99.77,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,4.82,0.00,0.43,0.00,0.00
8,Python 2.7.18,nbody.py 50000,0.560580,1306,1686314699.290784,-,-,540,17.54,3079,1896,1.04,3027,0,5,496,417,309,1819,0,1080,0,0,0.00,1.63,1.45,1.98,24.30,0.00,53.19,0.00,0.00,20.84,2.29,19.18,40.15,76,78,99.00,450,300,129.92,99.72,0.65,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.60,5.10,0.00,0.42,0.00,0.00
9,Python 2.7.18,nbody.py 50000,0.644665,1279,1686314699.979245,-,-,678,24.19,2802,1897,0.83,3855,0,30,3315,1731,375,1552,0,1213,0,0,0.01,3.03,2.38,1.63,19.50,0.00,49.44,0.00,0.00,20.96,1.30,15.28,38.27,76,76,99.59,450,300,160.63,100.01,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.30,5.56,0.00,0.58,0.00,0.00
10,Python 2.7.18,nbody.py 50000,0.554141,1342,1686314700.568873,-,-,494,16.57,2983,1896,1.18,2776,0,67,556,337,296,1596,1,1221,0,0,0.01,1.14,1.65,1.33,23.67,0.02,55.71,0.00,0.00,20.52,2.32,18.88,41.72,75,76,98.89,450,300,125.57,99.68,0.75,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.17,4.65,0.00,0.39,0.00,0.00
