test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.11.3,nbody.py 50000,0.398311,1432,1686314771.195754,-,-,514,17.27,2977,1896,0.99,1920,0,2,177,247,229,1489,0,835,0,0,0.00,1.27,1.77,1.40,28.27,0.00,50.11,0.00,0.00,21.99,1.48,23.18,36.07,76,77,93.39,450,450,129.73,99.71,6.12,6.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.37,3.29,0.03,0.33,0.00,0.00
2,Python 3.11.3,nbody.py 50000,0.432749,1405,1686314771.676651,-,-,633,22.74,2782,1896,0.77,2356,0,10,1402,1333,530,1333,0,917,0,0,0.01,2.63,3.64,2.38,22.92,0.00,45.86,0.00,0.00,22.31,1.62,21.30,32.02,72,73,94.51,450,300,153.68,99.77,5.09,5.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.75,3.50,0.03,0.42,0.00,0.00
3,Python 3.11.3,nbody.py 50000,0.430529,1397,1686314772.143803,-,-,685,24.21,2830,1896,0.77,2541,0,26,727,1154,660,2026,0,818,0,0,0.01,1.42,4.41,3.44,30.78,0.00,35.90,0.00,0.00,27.46,2.57,23.51,22.24,71,72,79.44,450,300,169.14,99.76,19.73,19.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.30,3.92,0.14,0.49,0.00,0.00
4,Python 3.11.3,nbody.py 50000,0.421816,1396,1686314772.602694,-,-,606,21.49,2817,1897,0.80,2475,0,12,1234,1176,514,1784,4,820,0,0,0.01,3.40,4.32,2.37,29.48,0.06,39.10,0.00,0.00,27.79,1.94,25.45,23.33,71,72,76.57,450,450,153.65,99.85,22.77,22.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.11,3.54,0.16,0.49,0.00,0.00
5,Python 3.11.3,nbody.py 50000,0.484676,2920,1686314773.134283,-,-,700,26.57,2637,1895,0.66,3346,0,35,2209,1490,567,2013,0,869,0,0,0.02,4.33,4.08,2.51,28.50,0.00,34.19,0.00,0.00,27.34,1.63,24.29,20.17,70,72,40.03,300,300,178.05,100.08,58.94,58.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.86,3.85,0.40,0.79,0.00,0.00
6,Python 3.11.3,nbody.py 50000,0.487886,1484,1686314773.663543,-,-,780,30.23,2581,1896,0.70,3017,0,18,1797,1179,439,1488,1,910,0,0,0.01,3.75,3.25,2.11,22.73,0.08,38.00,0.00,0.00,26.79,1.38,19.09,22.52,70,71,82.60,300,300,198.92,99.78,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.68,4.06,0.17,0.57,0.00,0.00
7,Python 3.11.3,nbody.py 50000,0.429854,1357,1686314774.135054,-,-,546,20.38,2680,1896,0.84,2350,0,23,2468,1325,280,992,0,796,0,0,0.01,4.14,3.79,1.12,18.38,0.00,52.38,0.00,0.00,22.45,0.38,14.64,42.15,71,72,91.66,300,300,141.83,99.78,8.02,8.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.23,3.01,0.04,0.38,0.00,0.00
8,Python 3.11.3,nbody.py 50000,0.408253,1333,1686314774.578328,-,-,536,18.35,2923,1896,0.92,2113,0,4,595,680,352,1341,0,804,0,0,0.00,1.89,2.44,2.59,23.40,0.00,51.45,0.00,0.00,21.09,2.42,18.76,39.37,76,76,92.83,583,300,130.27,99.76,6.79,6.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.51,3.27,0.11,0.35,0.00,0.00
9,Python 3.11.3,nbody.py 50000,0.413181,1324,1686314775.029026,-,-,598,20.61,2899,1896,0.84,2309,0,70,1761,956,423,1127,3,777,0,0,0.04,4.42,2.92,1.71,19.66,0.00,50.82,0.00,0.00,23.33,0.79,16.59,38.68,75,75,94.15,300,300,143.89,99.77,5.35,5.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.70,3.49,0.03,0.37,0.00,0.00
10,Python 3.11.3,nbody.py 50000,0.388291,1389,1686314775.453394,-,-,553,18.68,2961,1896,0.96,2432,0,6,1640,1199,441,1308,0,735,0,0,0.00,3.95,4.58,2.51,24.82,0.00,45.61,0.00,0.00,26.35,1.87,18.54,34.56,76,76,96.06,300,300,134.54,99.76,3.43,3.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.43,3.33,0.02,0.31,0.00,0.00
