test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.4.10,nbody.py 50000,0.747896,1405,1686314709.848578,-,-,680,25.47,2669,1896,0.70,5159,0,9,3528,2239,796,3498,1,1431,0,0,0.00,4.60,4.20,2.47,31.34,0.02,32.10,0.00,0.00,28.54,1.56,25.54,18.89,74,74,55.49,433,433,170.73,99.79,42.63,42.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.54,6.09,0.31,0.94,0.00,0.00
2,Python 3.4.10,nbody.py 50000,0.718464,1492,1686314710.632547,-,-,646,23.07,2800,1896,0.78,4540,0,8,641,680,520,3120,0,1334,0,0,0.00,1.73,1.93,2.06,30.97,0.00,40.34,0.00,0.00,23.25,2.77,25.07,25.84,72,72,68.90,317,317,157.96,99.75,29.97,29.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,6.03,0.26,0.85,0.00,0.00
3,Python 3.4.10,nbody.py 50000,1.146401,3115,1686314711.832175,-,-,1494,71.25,2098,1895,0.46,12057,0,40,3899,3013,1149,1930,0,684,0,0,0.01,3.65,2.92,1.80,10.06,0.00,10.29,0.00,0.00,15.09,0.73,7.88,5.05,69,69,37.77,300,300,324.84,99.73,60.70,60.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,10.67,0.79,2.46,0.00,0.00
4,Python 3.4.10,nbody.py 50000,1.316195,2194,1686314713.250603,-,-,1319,69.95,1873,1909,0.59,19215,0,65,2731,2492,1247,2992,1,780,0,0,0.01,2.56,2.69,2.29,13.16,0.00,9.57,0.00,0.00,20.71,0.66,5.47,3.21,68,68,63.21,300,300,352.27,100.14,35.90,35.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70,10.21,0.34,2.16,0.00,0.00
5,Python 3.4.10,nbody.py 50000,0.867259,1370,1686314714.221372,-,-,640,29.11,2195,1900,0.72,6487,0,53,1683,1696,610,2232,0,1598,0,0,0.02,1.67,2.63,1.46,18.82,0.00,46.59,0.00,0.00,20.02,0.78,15.30,34.80,73,73,86.02,300,300,179.88,100.60,14.33,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.96,5.23,0.10,0.92,0.00,0.00
6,Python 3.4.10,nbody.py 50000,0.686307,1346,1686314714.948511,-,-,618,22.32,2768,1897,0.83,4331,0,78,1952,1933,1275,2240,2,1158,0,0,0.02,2.62,4.27,3.88,21.00,0.00,46.07,0.00,0.00,24.03,2.61,15.49,35.56,72,73,96.02,300,300,151.61,99.78,3.62,3.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,5.57,0.02,0.57,0.00,0.00
7,Python 3.4.10,nbody.py 50000,0.633550,1263,1686314715.626142,-,-,522,17.72,2944,1896,0.97,3214,0,12,1501,1108,426,1444,0,1272,0,0,0.00,2.59,2.54,1.06,19.95,0.00,56.27,0.00,0.00,21.67,0.51,15.16,44.94,75,76,91.55,450,300,128.99,99.78,7.67,7.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.02,5.19,0.11,0.52,0.00,0.00
8,Python 3.4.10,nbody.py 50000,0.639498,1374,1686314716.304369,-,-,558,18.81,2968,1896,0.94,3355,0,30,1142,1384,861,2161,0,1222,0,0,0.01,1.60,3.48,3.55,21.97,0.00,50.72,0.00,0.00,23.38,2.45,16.76,38.60,75,76,91.32,583,300,134.81,99.77,7.79,7.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.43,5.52,0.09,0.52,0.00,0.00
9,Python 3.4.10,nbody.py 50000,0.697212,13599,1686314717.043827,-,-,732,25.31,2937,1867,0.75,3826,0,31,2367,1390,688,1882,1,1268,0,0,0.01,4.34,2.82,1.76,19.05,0.00,45.69,0.00,0.00,22.57,0.96,15.91,35.25,74,75,88.78,300,300,158.87,99.56,9.01,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.77,6.77,0.05,0.66,0.00,0.00
10,Python 3.4.10,nbody.py 50000,0.724410,1406,1686314717.821094,-,-,624,24.00,2597,1897,0.80,4122,0,20,2283,1588,762,2191,0,1403,0,0,0.01,2.83,3.08,2.34,20.92,0.00,47.03,0.00,0.00,22.86,1.46,15.97,35.71,74,75,88.35,300,300,161.64,99.83,11.13,11.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.47,5.38,0.06,0.71,0.00,0.00
