version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1.8.0_382,binarytrees.java 21,3.0056,1998.8,1693301511.970388,0.00,0.00,2855.00,79.92,3572.80,1896.10,0.93,36725.50,0.00,13.80,324.10,324.30,152.80,684.50,1.00,1433.60,75.10,922.00,0.00,0.34,0.28,0.14,1.28,0.01,6.55,1.29,9.80,8.46,0.30,1.07,10.26,93.60,94.20,98.13,446.60,326.60,347.42,99.13,1.76,1.73,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.93,88.05,0.07,6.52,0.00,0.00
9.0.4,binarytrees.java 21,2.16856,1891.1,1693301654.867960,0.00,0.00,2466.00,69.95,3526.00,1896.00,1.37,8403.50,0.00,60.30,518.30,409.50,214.20,733.00,0.50,1227.50,76.90,782.30,0.00,0.51,0.41,0.29,2.11,0.00,9.91,1.90,14.43,11.19,0.67,1.83,16.36,92.00,92.90,97.55,450.00,300.00,315.80,98.84,2.23,2.18,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.86,69.25,0.06,5.70,0.00,0.00
10.0.2,binarytrees.java 21,2.18203,2005.3,1693301797.958111,0.00,0.00,2464.30,70.39,3501.40,1895.90,1.39,8035.90,0.00,47.10,448.70,366.40,185.20,699.30,1.10,1206.30,70.70,810.60,0.00,0.50,0.46,0.27,1.93,0.01,9.31,1.83,14.81,10.78,0.64,1.72,16.47,91.00,93.20,97.67,450.00,300.00,315.63,98.75,2.10,2.05,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.49,69.86,0.06,5.72,0.00,0.00
11.0.20,binarytrees.java 21,1.93461,2065.3,1693301938.364932,0.00,0.00,2544.40,69.57,3657.10,1896.00,1.16,6921.10,0.00,36.00,400.90,305.30,154.00,575.80,1.70,1183.90,59.60,681.40,0.00,0.73,0.57,0.27,1.79,0.01,11.57,1.40,13.67,13.58,0.33,1.66,14.86,90.60,92.00,97.48,448.30,313.30,323.23,98.73,2.37,2.31,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.77,62.78,0.06,5.48,0.00,0.00
12.0.2,binarytrees.java 21,1.94206,1983.2,1693302078.884647,0.00,0.00,2554.80,70.20,3639.40,1896.00,1.16,6566.30,0.00,42.90,419.30,349.30,175.60,576.00,1.00,1074.90,57.70,726.00,0.00,0.66,0.53,0.26,1.74,0.00,10.08,1.32,14.80,13.20,0.31,1.58,14.70,89.80,92.80,97.40,450.00,300.00,324.80,98.74,2.46,2.38,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.81,62.78,0.06,5.49,0.00,0.00
13.0.2,binarytrees.java 21,1.90985,1888.5,1693302219.053470,0.00,0.00,2541.30,70.08,3626.50,1895.90,1.17,6528.20,0.00,45.10,298.40,363.30,149.20,526.80,0.70,994.30,55.50,660.00,0.00,0.46,0.56,0.23,1.66,0.01,10.09,1.34,15.16,12.85,0.25,1.49,15.32,91.10,92.50,97.42,450.00,300.00,323.59,98.92,2.42,2.34,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.18,62.22,0.06,5.46,0.00,0.00
14.0.2,binarytrees.java 21,1.89001,1737.9,1693302359.001299,0.00,0.00,2577.70,71.05,3629.40,1896.00,1.18,6303.10,0.00,47.90,692.70,467.40,134.60,435.40,0.70,869.00,51.90,589.40,0.00,1.35,0.70,0.19,1.40,0.00,9.36,1.42,14.11,14.25,0.20,1.23,13.28,91.20,92.70,97.37,450.00,300.00,329.81,99.14,2.46,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.59,61.70,0.06,5.46,0.00,0.00
15.0.2,binarytrees.java 21,1.91407,1867.9,1693302499.312713,0.00,0.00,2555.30,69.70,3667.50,1896.00,1.14,6361.10,0.00,13.50,784.90,390.10,135.70,454.70,0.70,962.20,48.20,556.30,0.00,1.26,0.61,0.23,1.56,0.01,10.86,1.25,14.13,13.44,0.30,1.57,14.99,92.30,93.20,97.41,450.00,300.00,321.97,98.41,2.43,2.28,0.22,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.80,60.88,0.06,5.46,0.00,0.00
16.0.2,binarytrees.java 21,1.88127,1825.5,1693302639.177517,0.00,0.00,2568.00,70.48,3643.70,1895.90,1.12,6277.40,0.00,21.70,894.80,402.10,112.50,382.40,0.30,858.10,47.10,548.60,0.00,1.44,0.56,0.21,1.41,0.00,9.88,1.37,14.25,14.08,0.23,1.43,13.79,90.90,92.40,97.33,450.00,315.00,327.49,98.52,2.51,2.35,0.29,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.72,60.86,0.06,5.48,0.00,0.00
17.0.8,binarytrees.java 21,1.83373,1790,1693302778.565033,0.00,0.00,2600.60,71.17,3654.10,1896.00,1.13,5914.90,0.00,18.20,712.60,535.70,115.30,409.80,0.50,825.30,43.00,483.20,0.00,1.41,0.84,0.23,1.50,0.01,9.81,1.23,13.40,14.33,0.22,1.41,12.87,89.80,91.10,97.45,450.00,315.00,330.67,99.14,2.42,2.35,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.83,60.09,0.06,5.45,0.00,0.00
18.0.2-ea,binarytrees.java 21,1.85292,1830.9,1693302918.144649,0.00,0.00,2575.00,70.39,3658.50,1895.80,1.13,6275.10,0.00,14.20,684.50,507.10,113.40,374.20,0.60,830.60,41.80,509.00,0.00,1.26,0.72,0.22,1.40,0.01,10.36,1.20,14.06,14.36,0.28,1.36,13.61,90.60,91.20,97.43,450.00,300.00,327.79,98.37,2.44,2.25,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.91,60.11,0.06,5.45,0.00,0.00
19.0.2,binarytrees.java 21,1.87352,1692.3,1693303057.945432,0.00,0.00,2611.20,71.54,3650.70,1896.00,1.13,6778.50,0.00,51.60,841.40,511.90,115.50,442.40,1.40,837.10,49.40,501.20,0.01,1.39,0.80,0.22,1.55,0.01,9.73,1.25,13.14,13.61,0.25,1.35,13.25,90.40,91.50,97.43,450.00,300.00,329.47,99.18,2.44,2.39,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.40,61.51,0.06,5.49,0.00,0.00
20.0.2,binarytrees.java 21,1.84534,1792.9,1693303197.470110,0.00,0.00,2608.60,71.12,3668.00,1895.80,1.16,6283.10,0.00,40.10,718.50,545.00,111.60,426.50,1.00,842.30,47.70,527.40,0.00,1.23,0.82,0.24,1.48,0.01,9.82,1.32,13.57,14.49,0.26,1.23,12.89,90.20,91.30,97.40,450.00,300.00,331.52,99.13,2.46,2.39,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.41,60.62,0.06,5.46,0.00,0.00
