version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
g++-4.4 4.4.7,binaryTrees_2.c 21,14.2622,1199.8,1695038683.193676,0.00,0.00,511.70,12.71,4025.60,1896.00,2.52,19906.50,0.00,29.00,210.80,207.40,207.90,642.10,1.40,3329.70,1054.90,10475.30,0.00,0.08,0.04,0.03,0.40,0.00,6.60,4.21,75.81,13.71,0.03,0.62,72.94,90.20,90.70,98.57,450.00,300.00,101.75,99.18,1.10,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.61,208.22,0.18,11.92,0.00,0.00
g++-4.6 4.6.4,binaryTrees_2.c 21,14.0401,1144.8,1695039478.234036,0.00,0.00,507.20,12.71,3990.80,1896.00,2.53,22605.90,0.00,29.20,290.20,258.20,239.90,703.60,1.90,3348.90,1412.10,12107.30,0.00,0.11,0.04,0.03,0.42,0.00,6.50,5.20,74.87,13.85,0.03,0.64,72.77,89.70,90.60,98.65,450.00,300.00,101.69,99.13,1.07,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.47,200.81,0.18,11.61,0.00,0.00
g++-4.7 4.7.4,binaryTrees_2.c 21,14.1786,1152.5,1695040267.931564,0.00,0.00,503.80,12.71,3966.40,1896.00,2.55,17898.20,0.00,34.80,200.60,195.80,179.10,653.50,0.40,3005.30,916.50,9476.30,0.00,0.06,0.04,0.03,0.39,0.00,5.89,3.63,77.16,13.54,0.03,0.54,73.19,88.60,89.30,98.61,450.00,300.00,101.54,99.32,1.06,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.11,200.01,0.18,11.67,0.00,0.00
g++-4.8 4.8.5,binaryTrees_2.c 21,14.2974,1155.5,1695041058.583998,0.00,0.00,506.60,12.73,3980.00,1896.00,2.49,14808.50,0.00,158.10,167.80,156.20,140.30,452.80,2.50,2552.50,610.30,7562.00,0.00,0.06,0.05,0.02,0.27,0.00,5.32,2.85,78.61,13.46,0.02,0.40,73.39,87.10,87.90,98.59,448.30,313.30,101.74,99.36,1.07,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,241.06,203.65,0.18,11.73,0.00,0.00
g++-4.9 4.9.3,binaryTrees_2.c 21,14.2741,1130.5,1695041853.615057,0.00,0.00,496.80,12.71,3907.20,1896.00,2.54,20356.20,0.00,30.70,205.50,233.20,186.10,623.50,1.30,3194.70,1157.50,10821.70,0.00,0.07,0.05,0.03,0.40,0.00,6.25,4.59,75.78,13.68,0.03,0.58,73.01,88.40,88.90,98.63,450.00,300.00,101.63,99.20,1.05,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233.81,196.50,0.17,11.68,0.00,0.00
g++-5 5.5.0,binaryTrees_2.c 21,14.0022,1261.3,1695042642.335170,0.00,0.00,506.40,12.68,3994.30,1896.00,2.54,16367.60,0.00,23.50,130.00,155.10,148.60,519.30,1.30,2614.50,778.80,8429.00,0.00,0.07,0.04,0.02,0.32,0.00,5.37,3.73,77.66,13.51,0.03,0.49,73.29,89.00,89.10,98.60,450.00,315.00,101.48,99.28,1.07,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238.72,202.16,0.18,11.49,0.00,0.00
g++-6 6.5.0,binaryTrees_2.c 21,14.6807,1138.8,1695043435.317010,0.00,0.00,505.20,12.71,3977.60,1896.00,2.49,20016.80,0.00,40.80,189.90,221.20,183.60,609.30,1.80,3083.10,1130.70,10766.10,0.00,0.06,0.04,0.03,0.36,0.00,5.88,4.25,76.57,13.66,0.03,0.53,73.08,89.10,90.00,98.59,450.00,300.00,101.74,99.20,1.06,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246.44,208.12,0.18,11.93,0.00,0.00
g++-7 7.5.0,binaryTrees_2.c 21,14.1895,1140.9,1695044239.153902,0.00,0.00,507.70,12.69,3999.30,1896.00,2.56,14468.10,0.00,25.90,180.00,176.30,187.70,438.50,0.80,2473.50,596.40,7500.90,0.00,0.05,0.04,0.03,0.27,0.00,5.28,2.91,78.64,13.41,0.02,0.42,73.46,88.20,88.50,98.57,450.00,300.00,101.50,99.35,1.07,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,241.71,204.63,0.18,11.63,0.00,0.00
g++-8 ,binaryTrees_2.c 21,15.0424,1140.1,1695045043.562741,0.00,0.00,502.30,12.71,3950.60,1896.00,2.56,20830.80,0.00,28.80,269.80,293.60,207.20,694.30,0.90,3249.50,1283.60,10902.10,0.00,0.11,0.05,0.03,0.39,0.00,6.05,5.09,75.46,13.79,0.03,0.55,72.91,88.80,89.30,98.65,450.00,300.00,101.76,99.21,1.04,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,249.09,209.92,0.18,12.18,0.00,0.00
g++-9 9.5.0,binaryTrees_2.c 21,15.1729,1163,1695045868.075489,0.00,0.00,502.70,12.71,3954.00,1896.00,2.55,18363.80,0.00,27.00,247.40,238.90,184.20,571.80,1.60,2817.00,933.30,9369.90,0.00,0.11,0.03,0.02,0.32,0.00,5.50,3.61,77.59,13.53,0.03,0.47,73.25,89.40,90.00,98.60,450.00,300.00,101.52,99.33,1.05,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251.77,212.23,0.19,12.25,0.00,0.00
