test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.4.10,fibonacci.py 20578,0.081149,1189,1686763079.219852,-,-,549,15.67,3500,1896,1.12,420,0,8,80,87,76,289,0,201,0,8,0.03,2.44,3.55,3.07,23.21,0.00,49.32,0.00,2.82,26.33,14.50,20.17,23.33,67,68,82.56,300,300,120.45,92.21,17.11,16.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.87,0.02,0.08,0.00,0.00
2,Python 3.4.10,fibonacci.py 20578,0.067227,1109,1686763079.323327,-,-,481,13.41,3583,1897,1.28,286,0,0,3,42,83,175,0,124,0,4,0.00,0.15,1.82,5.25,16.43,0.00,60.04,0.00,2.97,20.74,12.55,17.21,36.08,72,72,86.27,300,300,107.98,97.91,12.92,12.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.72,0.01,0.05,0.00,0.00
3,Python 3.4.10,fibonacci.py 20578,0.074049,1049,1686763079.431545,-,-,516,15.29,3367,1899,1.15,351,0,1,26,41,72,211,0,137,0,9,0.00,1.49,1.01,3.73,20.18,0.00,52.01,0.00,6.45,22.15,10.36,19.43,32.77,70,72,90.48,300,300,118.69,98.62,9.61,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.71,0.01,0.05,0.00,0.00
4,Python 3.4.10,fibonacci.py 20578,0.081045,1206,1686763079.553479,-,-,1298,38.80,3342,1897,0.77,737,0,10,3495,1301,120,44,0,57,0,0,0.03,24.89,11.60,0.98,4.42,0.00,19.70,0.00,0.00,44.86,0.05,2.77,13.51,68,72,88.84,300,300,229.38,98.96,10.67,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,1.44,0.01,0.12,0.00,0.00
5,Python 3.4.10,fibonacci.py 20578,0.075704,1044,1686763079.670328,-,-,611,19.15,3184,1900,1.06,377,0,0,400,239,124,212,0,144,0,0,0.00,5.04,4.23,6.39,20.02,0.00,45.34,0.00,0.00,26.94,8.52,20.92,24.47,73,73,89.82,300,300,135.46,98.41,9.64,9.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.74,0.01,0.06,0.00,0.00
6,Python 3.4.10,fibonacci.py 20578,0.068955,1059,1686763079.774341,-,-,483,13.96,3451,1898,1.26,308,0,0,12,39,68,187,0,145,0,9,0.00,1.34,1.33,3.59,19.82,0.00,55.47,0.00,4.64,22.32,11.14,19.81,32.77,70,70,88.46,300,300,111.79,98.38,10.76,10.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.68,0.01,0.05,0.00,0.00
7,Python 3.4.10,fibonacci.py 20578,0.093543,1294,1686763079.901298,-,-,1825,51.78,3528,1895,0.99,3949,0,1,39,73,68,254,2,109,0,0,0.00,0.58,2.50,2.83,17.33,0.02,24.79,0.00,0.00,20.72,3.62,13.86,10.01,70,70,84.45,300,300,261.42,99.26,14.33,14.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.53,2.18,0.01,0.14,0.00,0.00
8,Python 3.4.10,fibonacci.py 20578,0.069553,1045,1686763080.006071,-,-,477,13.88,3429,1901,1.27,321,0,0,16,41,61,187,0,144,0,4,0.00,0.60,1.20,2.96,19.82,0.00,58.93,0.00,2.88,20.24,8.71,20.77,36.39,72,72,86.27,300,300,111.30,98.28,12.06,11.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.69,0.01,0.05,0.00,0.00
9,Python 3.4.10,fibonacci.py 20578,0.216716,1426,1686763080.324794,-,-,174,17.11,1009,1915,1.16,582,0,0,7,29,19,142,0,440,0,128,0.00,0.66,0.19,0.23,6.29,0.00,59.61,0.00,16.93,18.87,0.30,9.12,54.60,62,63,100.59,300,300,132.83,100.22,0.32,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.35,0.00,0.09,0.00,0.00
10,Python 3.4.10,fibonacci.py 20578,0.069983,1143,1686763080.431349,-,-,545,15.97,3413,1897,1.15,374,0,0,43,43,71,206,0,141,0,0,0.00,0.95,1.90,3.41,18.73,0.00,59.14,0.00,0.00,23.97,9.72,23.12,27.22,65,67,84.31,300,300,124.96,98.51,15.60,15.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.70,0.01,0.05,0.00,0.00
