test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.5.10,fibonacci.py 20578,0.086273,1037,1686763080.653718,-,-,694,20.84,3324,1900,1.03,506,0,1,619,288,156,249,0,142,0,6,0.00,7.84,5.01,6.49,20.01,0.00,37.55,0.00,2.45,30.59,9.55,16.67,22.35,69,70,88.09,300,300,141.46,92.70,10.98,10.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.28,0.97,0.01,0.09,0.00,0.00
2,Python 3.5.10,fibonacci.py 20578,0.066902,1042,1686763080.759684,-,-,513,14.08,3636,1898,1.26,308,0,1,20,37,60,219,0,140,0,5,0.00,0.40,1.75,3.85,21.84,0.00,55.76,0.00,2.43,22.19,10.49,26.54,26.71,71,73,88.19,300,300,113.36,98.25,10.68,10.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.77,0.01,0.05,0.00,0.00
3,Python 3.5.10,fibonacci.py 20578,0.068198,1199,1686763080.861154,-,-,499,14.11,3540,1895,1.34,303,0,0,12,42,81,178,0,141,0,4,0.00,1.08,1.86,4.02,15.62,0.00,61.05,0.00,2.25,23.14,12.42,16.03,34.30,69,71,93.84,300,250,112.53,98.16,5.90,5.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.73,0.00,0.05,0.00,0.00
4,Python 3.5.10,fibonacci.py 20578,0.076549,1091,1686763080.971702,-,-,462,14.61,3154,1899,1.21,334,0,0,22,42,88,211,0,146,0,3,0.00,1.03,0.95,4.48,18.65,0.00,58.02,0.00,2.45,20.96,13.53,17.34,33.55,67,69,87.53,300,300,116.85,98.74,12.29,12.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.61,0.01,0.06,0.00,0.00
5,Python 3.5.10,fibonacci.py 20578,0.066247,1139,1686763081.072041,-,-,516,14.06,3666,1897,1.25,305,0,0,8,39,89,201,0,132,0,3,0.00,0.60,1.30,4.77,17.64,0.00,58.19,0.00,3.46,21.48,13.86,18.67,31.93,73,73,86.04,300,300,112.11,98.28,12.74,12.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.77,0.01,0.05,0.00,0.00
6,Python 3.5.10,fibonacci.py 20578,0.069258,1050,1686763081.174823,-,-,487,13.75,3537,1898,1.26,300,0,1,6,26,74,188,0,164,0,2,0.00,0.64,0.78,4.23,16.44,0.00,62.13,0.00,2.16,19.87,13.97,14.53,37.88,71,71,88.08,300,300,109.06,98.20,10.33,10.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.72,0.01,0.05,0.00,0.00
7,Python 3.5.10,fibonacci.py 20578,0.070829,1096,1686763081.278764,-,-,552,15.93,3464,1898,1.25,331,0,0,18,50,88,221,0,125,0,4,0.00,1.16,2.18,5.10,20.69,0.00,52.30,0.00,2.79,23.29,12.18,20.50,28.11,71,72,90.36,300,300,121.79,98.77,9.35,9.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.77,0.01,0.05,0.00,0.00
8,Python 3.5.10,fibonacci.py 20578,0.066385,1080,1686763081.377190,-,-,568,14.78,3841,1898,1.20,310,0,2,11,67,98,262,0,132,0,6,0.01,0.50,3.61,6.40,24.21,0.00,45.78,0.00,3.96,29.58,11.83,21.64,22.17,71,74,87.37,300,300,115.68,94.76,11.31,10.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.93,0.01,0.05,0.00,0.00
9,Python 3.5.10,fibonacci.py 20578,0.071220,1104,1686763081.482100,-,-,547,15.91,3418,1908,1.14,367,0,0,41,36,64,220,0,142,0,3,0.00,0.28,2.35,3.85,19.24,0.00,57.04,0.00,1.85,22.72,7.94,21.64,31.79,69,69,91.27,300,300,123.29,99.09,9.18,9.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.73,0.01,0.05,0.00,0.00
10,Python 3.5.10,fibonacci.py 20578,0.082906,1067,1686763081.606266,-,-,1328,39.86,3297,1915,0.78,751,0,8,3420,1451,104,76,0,73,0,0,0.01,23.61,11.33,1.08,6.45,0.00,18.71,0.00,0.00,41.35,0.27,5.59,12.93,71,73,92.88,300,300,237.36,101.48,9.90,9.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.81,1.47,0.01,0.13,0.00,0.00
