version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,
Python 2.5.6,fibonacci_oldVersions.py 600000,0,1691153819,588470,python,0:00.10,172968,165436,3512,62.5,1.0,1,7,0:00,0,4,162452,0,41k,0,165436,301,2,283,16,0,17.0,10.4,0.0,71.9,0.7,0.0,0.0,0.0,15795.0 MiB,10344.0 MiB,2068.5 MiB,3382.4 MiB,4096.0 MiB,3859.5 MiB,236.5 MiB,13045.7 MiB
Python 2.5.6,fibonacci_oldVersions.py 600000,1,1691153820,588470,python,0:01.27,2088648,2.0g,3512,100.0,12.9,1,3,0:01,0,4,2078132,0,508k,0,2.0g,301,2,283,16,0,10.1,3.1,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,8480.3 MiB,3939.7 MiB,3374.9 MiB,4096.0 MiB,3859.5 MiB,236.5 MiB,11182.3 MiB
Python 2.5.6,fibonacci_oldVersions.py 600000,2,1691153822,588470,python,0:02.44,4044152,3.8g,3512,100.0,25.0,1,3,0:02,0,4,4033636,0,986k,0,3.8g,301,2,283,16,0,8.5,4.7,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,6567.9 MiB,5852.1 MiB,3374.9 MiB,4096.0 MiB,3859.5 MiB,236.5 MiB,9269.9 MiB
Python 2.5.6,fibonacci_oldVersions.py 600000,3,1691153823,588470,python,0:03.62,6010280,5.7g,3512,100.0,37.1,1,3,0:03,0,4,5999764,0,1.4m,0,5.7g,301,2,283,16,0,9.2,4.6,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,4643.3 MiB,7776.8 MiB,3374.9 MiB,4096.0 MiB,3859.5 MiB,236.5 MiB,7345.2 MiB
Python 2.5.6,fibonacci_oldVersions.py 600000,4,1691153824,588470,python,0:04.79,7983008,7.6g,3512,100.0,49.3,1,3,0:04,0,4,7972492,0,1.9m,0,7.6g,301,2,283,16,0,7.8,6.2,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,2714.1 MiB,9705.9 MiB,3374.9 MiB,4096.0 MiB,3859.5 MiB,236.5 MiB,5416.1 MiB
Python 2.5.6,fibonacci_oldVersions.py 600000,5,1691153825,588470,python,0:05.96,9936704,9.5g,3512,100.0,61.4,1,3,0:05,0,4,9926188,0,2.4m,0,9.5g,301,2,283,16,0,7.6,6.1,0.0,86.3,0.0,0.0,0.0,0.0,15795.0 MiB,802.0 MiB,11618.1 MiB,3374.9 MiB,4096.0 MiB,3859.5 MiB,236.5 MiB,3503.9 MiB
Python 2.5.6,fibonacci_oldVersions.py 600000,6,1691153826,588470,python,0:07.13,11.2g,11.2g,3512,100.0,72.6,1,2,0:07,0,4,11.2g,0,2.8m,0,11.2g,301,3,282,16,0,10.2,14.8,0.0,75.0,0.0,0.0,0.0,0.0,15795.0 MiB,160.7 MiB,13282.1 MiB,2352.1 MiB,4096.0 MiB,3791.0 MiB,305.0 MiB,1829.4 MiB
Python 2.5.6,fibonacci_oldVersions.py 600000,7,1691153827,588470,python,0:08.32,12.7g,12.7g,3112,93.8,82.5,1,0,0:08,0,4,12.7g,0,3.2m,0,12.7g,301,4,281,16,0,8.3,18.9,0.0,72.0,0.8,0.0,0.0,0.0,15795.0 MiB,151.9 MiB,14669.9 MiB,973.2 MiB,4096.0 MiB,3518.2 MiB,577.8 MiB,464.6 MiB
Python 2.5.6,fibonacci_oldVersions.py 600000,8,1691153829,588470,python,0:09.44,13.7g,12.9g,2860,81.2,83.6,1,7,0:09,796428,4,13.6g,22,3.4m,0,13.6g,301,6,279,16,0,6.9,39.7,0.0,50.4,3.1,0.0,0.0,0.0,15795.0 MiB,164.1 MiB,15117.7 MiB,513.1 MiB,4096.0 MiB,2524.2 MiB,1571.8 MiB,112.1 MiB
Python 2.5.6,fibonacci_oldVersions.py 600000,9,1691153830,588470,python,0:10.42,14.3g,12.5g,2288,75.0,80.9,1,3,0:10,1.8g,4,14.2g,40,3.6m,0,14.2g,301,5,280,16,0,4.9,33.6,0.0,54.9,5.7,0.0,0.8,0.0,15795.0 MiB,164.1 MiB,15240.2 MiB,390.7 MiB,4096.0 MiB,1378.5 MiB,2717.5 MiB,69.8 MiB
Python 2.5.6,fibonacci_oldVersions.py 600000,10,1691153831,588470,python,0:11.34,14.7g,11.9g,2220,87.5,77.3,1,0,0:11,2.8g,4,14.7g,54,3.7m,0,14.7g,301,2,283,16,0,6.3,40.9,0.0,48.8,3.9,0.0,0.0,0.0,15795.0 MiB,164.1 MiB,15246.5 MiB,384.4 MiB,4096.0 MiB,250.7 MiB,3845.2 MiB,67.1 MiB
Python 2.5.6,fibonacci_oldVersions.py 600000,11,1691153832,588470,python,0:12.27,0,0,0,93.8,0.0,1,4,0:12,0,0,0,124,3.7m,0,0,301,2,283,16,0,0.0,14.3,0.0,84.2,1.5,0.0,0.0,0.0,15795.0 MiB,7434.1 MiB,7957.1 MiB,403.8 MiB,4096.0 MiB,3069.2 MiB,1026.8 MiB,7353.2 MiB
