test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.7.16,nbody.py 50000,0.453267,1164,1686119306.340203,-,-,686,17.19,3992,1896,1.44,2360,0,14,3948,1041,113,813,0,719,0,0,0.01,3.88,1.36,0.43,18.68,0.00,58.30,0.00,0.00,19.25,0.30,13.42,49.84,73,73,96.41,450,300,124.14,98.07,3.24,3.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.72,7.71,0.02,0.25,0.00,0.00
2,Python 3.7.16,nbody.py 50000,0.447847,1372,1686119306.846900,-,-,687,17.22,3990,1895,1.47,2336,0,36,3908,950,114,849,0,709,0,0,0.02,4.08,1.34,0.50,19.30,0.00,57.39,0.00,0.00,19.70,0.14,13.80,49.15,75,78,94.90,450,300,124.52,98.05,4.52,4.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.74,7.66,0.02,0.25,0.00,0.00
3,Python 3.7.16,nbody.py 50000,0.566492,1031,1686119307.453972,-,-,831,37.09,2241,1896,1.16,5512,0,42,4014,959,134,823,0,710,0,0,0.02,3.15,1.31,0.41,14.99,0.00,42.77,0.00,0.00,16.29,0.14,10.38,36.11,77,78,94.26,450,300,194.26,98.42,5.28,5.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.51,9.09,0.03,0.40,0.00,0.00
4,Python 3.7.16,nbody.py 50000,0.458276,1107,1686119307.956364,-,-,698,17.49,3992,1896,1.40,2370,0,26,3692,1077,106,854,0,791,0,0,0.01,3.97,1.41,0.37,18.96,0.00,57.63,0.00,0.00,19.49,0.32,14.69,48.02,77,77,95.79,450,300,125.20,97.95,3.87,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.94,7.87,0.02,0.26,0.00,0.00
5,Python 3.7.16,nbody.py 50000,0.447952,1378,1686119308.454649,-,-,614,15.27,4021,1895,1.62,2189,0,2,500,948,567,1047,0,764,0,0,0.00,1.54,2.54,2.50,19.59,0.00,58.27,0.00,0.00,20.30,1.56,14.03,48.84,77,77,94.88,450,300,116.53,97.87,4.59,4.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.44,7.36,0.02,0.23,0.00,0.00
6,Python 3.7.16,nbody.py 50000,0.441757,1061,1686119308.925351,-,-,587,14.55,4028,1897,1.67,2070,0,7,407,961,496,1026,0,739,0,0,0.00,1.14,2.71,2.41,20.37,0.00,58.59,0.00,0.00,20.08,1.28,15.00,49.08,79,82,94.85,450,300,113.26,97.84,4.87,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.28,7.23,0.02,0.21,0.00,0.00
7,Python 3.7.16,nbody.py 50000,0.459783,1406,1686119309.466349,-,-,825,20.94,3937,1896,1.30,2577,0,7,981,1548,658,1091,0,743,0,0,0.00,1.53,3.78,2.87,19.27,0.00,51.35,0.00,0.00,21.48,1.64,13.10,42.84,79,79,96.57,450,450,144.05,97.90,3.39,3.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.67,8.59,0.02,0.28,0.00,0.00
8,Python 3.7.16,nbody.py 50000,0.450657,1093,1686119309.961475,-,-,696,17.43,3988,1898,1.44,2376,0,10,2853,1160,164,819,0,710,0,0,0.00,3.12,2.22,0.56,18.70,0.00,57.91,0.00,0.00,19.29,0.24,13.10,49.94,78,78,94.97,450,300,125.92,98.13,4.66,4.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.91,7.81,0.03,0.26,0.00,0.00
9,Python 3.7.16,nbody.py 50000,0.455896,1144,1686119310.457276,-,-,719,18.05,3985,1896,1.37,2395,0,15,3547,1181,92,856,0,734,0,0,0.00,3.43,2.06,0.39,19.74,0.00,56.15,0.00,0.00,19.68,0.17,14.49,47.61,79,79,93.44,450,300,129.04,98.04,5.94,5.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.25,8.09,0.03,0.28,0.00,0.00
10,Python 3.7.16,nbody.py 50000,0.452094,1210,1686119310.960840,-,-,712,17.88,3982,1896,1.41,2360,0,23,3349,1221,142,811,0,715,0,0,0.01,3.43,2.03,0.57,18.61,0.00,57.28,0.00,0.00,19.50,0.26,13.14,49.22,81,84,93.56,450,300,127.68,97.99,5.88,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.03,7.94,0.03,0.27,0.00,0.00
