version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
g++-4.4 4.4.7,binaryTrees_2.c 21,19.1111,1641.3,1688299570.71706,0,0,458.4,12.93,3545.7,1896,2.51,21789.7,0,77,1328.1,521.7,400.6,1253.3,5.8,5290.6,563.9,8940.9,0,0.15,0.08,0.05,0.52,0.01,8.46,1.8,75.89,13.91,0.07,0.79,72.29,66.6,66.7,98.34,300,300,103.25,99.21,1.54,1.51,0,0,0,0,0,0,0,0,0,269.48,226.7,0.28,9.54,0,0
g++-4.6 4.6.4,binaryTrees_2.c 21,19.9675,1632.4,1688299771.01945,0,0,430.1,13.02,3304.4,1896,2.56,16640.8,0,93.4,923.4,460.7,333.6,1208.2,7.1,4976.7,121.8,5899.5,0,0.14,0.07,0.04,0.48,0,8.05,0.36,77.78,13.7,0.05,0.67,72.56,65.4,65.5,97.81,300,300,103.7,99.51,1.99,1.97,0,0,0,0,0,0,0,0,0,232.49,188.19,0.34,9.91,0,0
g++-4.7 4.7.4,binaryTrees_2.c 21,19.8091,1620.5,1688299969.71255,0,0,427.3,12.94,3303.4,1896,2.59,13925.5,0,83,417,416,301.2,945.1,5.7,4049.7,80.2,5413.3,0,0.1,0.06,0.04,0.37,0,6.8,0.24,79.39,13.66,0.05,0.57,72.78,64.7,64.9,98.43,390,300,103.43,99.52,1.4,1.38,0,0,0,0,0,0,0,0,0,230.76,186.89,0.28,9.82,0,0
g++-4.8 4.8.5,binaryTrees_2.c 21,19.8627,1641.7,1688300168.9836,0,0,427.6,12.95,3300.9,1896,2.59,14741.7,0,93.9,462.9,440.7,331.1,1013.2,6.9,4400.3,82,5522,0,0.1,0.07,0.04,0.4,0.01,7.32,0.25,78.81,13.62,0.05,0.6,72.78,65.6,66.1,98.36,310,300,103.37,99.52,1.49,1.47,0,0,0,0,0,0,0,0,0,231.26,187.06,0.28,9.84,0,0
g++-4.9 4.9.3,binaryTrees_2.c 21,19.8818,1681.3,1688300368.4392,0,0,429.6,13.08,3283.4,1896,2.58,25376.5,0,180.3,7682.1,874.6,388.4,1377.3,8.8,5301.4,180.6,7088.3,0,0.64,0.08,0.05,0.49,0.01,8.2,0.53,76.85,14.94,0.06,0.72,71.2,65.9,66.4,97.81,300,300,104.5,99.47,2,1.98,0,0,0,0,0,0,0,0,0,231.34,186.66,0.38,10.2,0,0
g++-5 5.5.0,binaryTrees_2.c 21,19.8048,1647.5,1688300567.09465,0,0,425.5,12.96,3283.2,1896,2.62,16590.9,0,88.1,391.3,394.1,330.3,1089.6,6.8,4541.8,240.2,6570.3,0,0.09,0.06,0.04,0.43,0,7.21,0.82,78.32,13.61,0.05,0.62,72.76,66.4,66.6,98.34,300,300,103.28,99.45,1.52,1.5,0,0,0,0,0,0,0,0,0,230.69,186.64,0.28,9.83,0,0
g++-6 6.5.0,binaryTrees_2.c 21,20.2372,1620.7,1688300770.1869,0,0,426.8,12.93,3301.7,1896,2.6,17223,0,76.5,497.8,428.5,348.9,1146.1,6.9,4865.2,288.4,7087,0,0.1,0.06,0.04,0.45,0,7.65,0.94,77.74,13.66,0.05,0.7,72.67,69,69.1,98.42,390,300,103.14,99.43,1.45,1.43,0,0,0,0,0,0,0,0,0,235.77,190.27,0.3,9.97,0,0
g++-7 7.5.0,binaryTrees_2.c 21,23.6178,2021.7,1688301007.14213,0,0,406.3,13.77,2953.1,1896,2.56,22136.3,0,258,3988,1516,841.3,3929.6,16.7,7295.8,288.9,8236.6,0,1,0.29,0.09,0.99,0.01,8.54,0.85,74.4,15.33,0.08,0.94,69.88,67.7,67.7,98.38,300,300,108.92,99.48,1.5,1.49,0,0,0,0,0,0,0,0,0,231.82,178.64,0.32,11.45,0,0
g++-8 ,binaryTrees_2.c 21,41.3335,3879,1688301422.70083,0,0,209.7,13.48,1555.6,1896,2.63,28691.4,0,91.5,916.8,1572.3,589.1,1917.5,7.1,8077.3,81.8,10896.8,0,0.08,0.08,0.03,0.36,0,6.53,0.09,79.32,13.96,0.04,0.51,72.01,51.6,51.8,98.79,400,300,106.97,99.67,1.12,1.11,0,0,0,0,0,0,0,0,0,164.89,77.38,0.37,16.41,0,0
g++-9 9.5.0,binaryTrees_2.c 21,43.5718,5158.9,1688301860.51568,0,0,218.7,14.94,1479.5,1895.9,2.55,39922.8,14.4,199.7,5990.5,2183.7,1242.3,3827.7,11,10628.7,99.1,12348.5,0,0.23,0.12,0.07,0.56,0,7.59,0.05,75.07,15.44,0.07,0.64,68.92,51.2,51.3,269.47,320,300,115.44,98.28,1.42,1.42,0.01,0.04,0,0,0,0,0.82,0.82,0,175.9,83.55,0.5,17.88,0,0
g++-10 10.4.0,binaryTrees_2.c 21,42.0245,3982.5,1688302282.92801,0,0,214.1,14.03,1535.5,1896,2.59,33359.5,0.8,233.8,3657.7,2685.9,1252.7,3030.5,13.5,8999.6,88.1,11270,0,0.15,0.13,0.07,0.46,0,6.92,0.05,78.16,14.04,0.06,0.59,71.28,52.4,52.4,98.81,300,300,109.42,99.7,1.12,1.11,0,0,0,0,0,0,0,0,0,170.53,81.09,0.34,16.74,0,0
g++-11 11.4.0,binaryTrees_2.c 21,41.8223,3707.2,1688302703.24193,0,0,209.5,13.31,1572.9,1896,2.62,28815.5,0,114.3,861.9,895.1,615.6,1876,11.6,8311.6,62.2,10609.4,0,0.08,0.07,0.03,0.34,0,6.77,0.04,79.33,13.79,0.04,0.52,72.33,53.5,53.5,98.85,400,310,105.87,99.7,1.06,1.05,0,0,0,0,0,0,0,0,0,169.32,80.7,0.36,16.41,0,0
g++-12 12.3.0,binaryTrees_2.c 21,42.528,3753.9,1688303130.82305,0,0,209.4,13.34,1569.5,1896,2.59,30555.5,0,108.1,1690.7,899.2,618.5,1961.2,12.1,8518.4,84,11440.5,0,0.09,0.07,0.03,0.35,0,6.77,0.05,79.26,13.91,0.04,0.51,72.19,53.6,53.6,98.79,300,300,106.19,99.68,1.11,1.11,0,0,0,0,0,0,0,0,0,170.79,80.63,0.34,16.82,0,0
g++-13 13.1.0,binaryTrees_2.c 21,42.0958,3751.2,1688303553.9879,0,0,209.9,13.3,1579.9,1896,2.61,33062.7,0,135.8,4879,1059.3,619.8,2132.8,13.3,8461.5,100.7,11649.6,0,0.21,0.07,0.03,0.37,0,6.58,0.07,79.35,14.14,0.04,0.51,72.02,52.7,52.8,99.1,300,300,106,99.7,0.84,0.84,0,0,0,0,0,0,0,0,0,168.84,80.04,0.26,16.45,0,0
