version,release_date,path,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 43
2.5.6,2011-05-26,binaryTrees_21,binarytrees_compatible_all.py 21,0,1691298597,644594,python,0:00.12,98013184,90779648,3809280,75.0,0.5,1.0,0.0,0:00,0,0,87220224,2.0,22k,0.0,90779648,300,2,282,16,0,15.2,6.1,0.0,78.8,0.0,0.0,0.0,0.0,15795.0 MiB,10634.8 MiB,1104.0 MiB,4056.2 MiB,4096.0 MiB,2815.0 MiB,1281.0 MiB,14071.6 MiB,
2.5.6,2011-05-26,binaryTrees_21,binarytrees_compatible_all.py 21,1,1691298598,644594,python,0:01.29,98013184,90779648,3809280,100.0,0.5,1.0,4.0,0:01,0,0,87220224,2.0,22k,0.0,90779648,300,2,282,16,0,14.4,0.8,0.0,84.8,0.0,0.0,0.0,0.0,15795.0 MiB,10643.4 MiB,1102.0 MiB,4049.6 MiB,4096.0 MiB,2815.0 MiB,1281.0 MiB,14080.3 MiB,
2.5.6,2011-05-26,binaryTrees_21,binarytrees_compatible_all.py 21,2,1691298599,644594,python,0:02.46,98013184,90779648,3809280,100.0,0.5,1.0,0.0,0:02,0,0,87220224,2.0,22k,0.0,90779648,300,2,282,16,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,10642.4 MiB,1103.1 MiB,4049.5 MiB,4096.0 MiB,2815.0 MiB,1281.0 MiB,14079.3 MiB,
2.5.6,2011-05-26,binaryTrees_21,binarytrees_compatible_all.py 21,3,1691298600,644594,python,0:03.63,98013184,90779648,3809280,100.0,0.5,1.0,0.0,0:03,0,0,87220224,2.0,22k,0.0,90779648,300,2,282,16,0,13.2,0.7,0.0,86.0,0.0,0.0,0.0,0.0,15795.0 MiB,10642.4 MiB,1103.1 MiB,4049.4 MiB,4096.0 MiB,2815.0 MiB,1281.0 MiB,14079.3 MiB,
2.5.6,2011-05-26,binaryTrees_21,binarytrees_compatible_all.py 21,4,1691298601,644594,python,0:04.81,98013184,90779648,3809280,100.0,0.5,1.0,0.0,0:04,0,0,87220224,2.0,22k,0.0,90779648,300,2,282,16,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,10642.2 MiB,1103.4 MiB,4049.4 MiB,4096.0 MiB,2815.0 MiB,1281.0 MiB,14079.1 MiB,
2.5.6,2011-05-26,binaryTrees_21,binarytrees_compatible_all.py 21,5,1691298602,644594,python,0:05.98,98013184,90779648,3809280,100.0,0.5,1.0,0.0,0:05,0,0,87220224,2.0,22k,0.0,90779648,300,2,282,16,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15795.0 MiB,10641.9 MiB,1103.6 MiB,4049.4 MiB,4096.0 MiB,2815.0 MiB,1281.0 MiB,14078.8 MiB,
2.5.6,2011-05-26,binaryTrees_21,binarytrees_compatible_all.py 21,6,1691298604,644594,python,0:07.15,98013184,90779648,3809280,100.0,0.5,1.0,0.0,0:07,0,0,87220224,2.0,22k,0.0,90779648,300,2,282,16,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15795.0 MiB,10641.7 MiB,1103.9 MiB,4049.4 MiB,4096.0 MiB,2815.0 MiB,1281.0 MiB,14078.6 MiB,
2.5.6,2011-05-26,binaryTrees_21,binarytrees_compatible_all.py 21,7,1691298605,644594,python,0:08.32,98013184,90779648,3809280,93.8,0.5,1.0,0.0,0:08,0,0,87220224,2.0,22k,0.0,90779648,300,2,282,16,0,13.2,0.0,0.0,86.8,0.0,0.0,0.0,0.0,15795.0 MiB,10641.7 MiB,1103.9 MiB,4049.4 MiB,4096.0 MiB,2815.0 MiB,1281.0 MiB,14078.6 MiB,
2.5.6,2011-05-26,binaryTrees_21,binarytrees_compatible_all.py 21,8,1691298606,644594,python,0:09.49,98013184,90779648,3809280,93.8,0.5,1.0,0.0,0:09,0,0,87220224,2.0,22k,0.0,90779648,300,2,282,16,0,13.7,0.8,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,10641.7 MiB,1103.9 MiB,4049.4 MiB,4096.0 MiB,2815.0 MiB,1281.0 MiB,14078.6 MiB,
2.5.6,2011-05-26,binaryTrees_21,binarytrees_compatible_all.py 21,9,1691298607,644594,python,0:10.67,98013184,90779648,3809280,100.0,0.5,1.0,0.0,0:10,0,0,87220224,2.0,22k,0.0,90779648,300,2,282,16,0,13.8,0.0,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,10641.7 MiB,1103.9 MiB,4049.4 MiB,4096.0 MiB,2815.0 MiB,1281.0 MiB,14078.6 MiB,
