version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
g++-4.4 4.4.7,binaryTrees_2.c 21,0.99,0.41,0.62,0.19,0.03,0.17,6.74,2.43,0.00,2.16,2.10,18141949076.60,71659816102.50,3.95,174382522105.80,2.43,18139.13,1.00,71665953296.30,3.95,8.10,34078661917.90,431386222.90,18139.16,1.00,10.50,37829720156.50,56061940.90,0.15,0.00,30318552483.40,65664.10,65664.10,0.00,806446706.90,302396255.70,37.50,51840236841.20,611995076.00,1.18,95811465.50,38131705.90,39.81,4153434.70,51694054004.00,3504108.30,0.01,225515.60,711329.80,427.56,0.00,0.00
g++-4.6 4.6.4,binaryTrees_2.c 21,0.99,0.40,0.62,0.20,0.03,0.15,6.87,2.50,0.00,2.26,2.10,17481212703.60,68993092988.30,3.95,173359763210.40,2.51,17478.69,1.00,68976802872.10,3.95,10.90,32826113601.20,415537038.30,17478.72,1.00,10.20,38008184228.70,56214569.30,0.15,0.00,30187128561.20,65663.60,65663.60,0.00,808719642.30,301455457.20,37.29,51715993680.50,611385344.90,1.18,94699627.80,35876990.40,37.80,3602215.60,51901518334.20,3234227.10,0.01,188685.50,339863.00,219.79,0.00,0.00
g++-4.7 4.7.4,binaryTrees_2.c 21,0.99,0.40,0.61,0.22,0.03,0.14,6.79,2.50,0.00,2.21,2.08,17807636156.80,69478505796.10,3.91,173634458199.90,2.50,17805.25,1.00,69469831468.30,3.91,9.60,33515555315.70,424271264.10,17805.29,1.00,11.90,37863437745.70,54744671.20,0.14,0.00,30217745604.00,65663.60,65663.60,0.00,797427095.50,299925731.30,37.61,51751239027.40,609208162.30,1.18,95213493.00,37368733.40,39.19,3894912.10,51818018449.10,3211528.50,0.01,148841.50,378483.70,345.00,0.00,0.00
g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.62,0.22,0.02,0.14,6.82,2.49,0.00,2.19,2.06,17934340082.70,69273765730.20,3.87,174189738137.10,2.51,17931.44,1.00,69266738037.00,3.87,8.50,33751399422.20,427246952.00,17931.47,1.00,11.30,37768662794.30,54240418.20,0.14,0.00,30322860984.90,65664.70,65664.70,0.00,808885217.80,301364125.40,37.26,51918627631.90,611081885.90,1.18,97360517.90,38418612.70,39.44,4109764.50,51661737314.80,3509471.70,0.01,148835.50,401319.30,624.60,0.00,0.00
g++-4.9 4.9.3,binaryTrees_2.c 21,0.99,0.39,0.62,0.21,0.03,0.14,6.90,2.55,0.01,2.19,2.04,17900687779.00,68432832417.00,3.84,174178726260.70,2.55,17898.11,1.00,68420887594.40,3.83,8.50,33684127303.40,426441171.30,17898.14,1.00,11.60,37740119049.20,54136867.90,0.14,0.00,30353708763.10,65663.90,65663.90,0.00,805254446.80,299534273.80,37.20,51761785457.70,609155437.60,1.17,98554427.40,39938993.90,40.44,3925401.60,51611045900.30,3238147.60,0.01,163448.50,348920.10,945.31,0.00,0.00
g++-5 5.5.0,binaryTrees_2.c 21,0.99,0.39,0.64,0.19,0.03,0.15,7.00,2.57,0.00,2.22,2.04,17745900475.70,67702080113.40,3.83,174947821623.90,2.59,17743.32,1.00,67685850405.20,3.83,9.50,33411994710.70,422964846.80,17743.35,1.00,12.90,37998856329.60,55042763.80,0.14,0.00,30092630062.60,65664.00,65664.00,0.00,810313842.50,305414034.20,37.71,51773041658.70,609157101.80,1.18,95423602.60,36655974.40,38.41,3785091.00,51771559665.50,4406565.20,0.01,136038.20,344472.90,846.11,0.00,0.00
g++-6 6.5.0,binaryTrees_2.c 21,0.99,0.39,0.64,0.21,0.03,0.13,6.87,2.56,0.00,2.16,2.03,18212809963.40,69312795888.60,3.82,178123691414.70,2.57,18210.30,1.00,69327874247.50,3.82,9.70,34271936146.20,433829113.50,18210.33,1.00,13.50,39184538810.70,56483590.20,0.14,0.00,30101799494.30,65663.80,65663.80,0.00,812435317.30,301515521.10,37.12,52382105266.90,608072187.00,1.16,96596345.60,37199198.50,38.49,3883219.30,52392098836.60,4325690.30,0.01,148267.80,333845.60,933.76,0.00,0.00
g++-7 7.5.0,binaryTrees_2.c 21,0.99,0.40,0.62,0.22,0.03,0.13,6.72,2.51,0.00,2.10,2.02,18770228957.50,71130726749.60,3.81,177845973543.40,2.50,18767.78,1.00,71120416931.30,3.81,9.90,35313177315.00,447049804.70,18767.81,1.00,13.50,38993299585.00,60639689.90,0.16,0.00,30281816190.30,65664.10,65664.10,0.00,808491978.70,304672176.50,37.69,52299293775.30,610064845.20,1.17,97023088.20,37952436.40,39.12,3620649.00,52453097776.90,3903778.60,0.01,168470.30,363989.90,1417.72,0.00,0.00
g++-8 ,binaryTrees_2.c 21,0.99,0.40,0.63,0.21,0.03,0.14,6.81,2.53,0.00,2.13,2.03,18498096716.80,70349179185.00,3.82,178163086003.50,2.53,18495.67,1.00,70358544838.00,3.82,8.90,34840598033.90,441042025.30,18495.70,1.00,13.50,39165799763.70,57046938.00,0.15,0.00,30316580020.40,65663.70,65663.70,0.00,816164787.70,306364871.20,37.55,52271612548.20,611578045.30,1.17,100242812.80,39943912.00,39.84,3757439.10,52291329379.90,3338377.90,0.01,135659.50,353529.20,1847.43,0.00,0.00
g++-9 9.5.0,binaryTrees_2.c 21,0.99,0.40,0.62,0.23,0.02,0.13,6.56,2.52,0.01,2.07,2.02,19098513407.30,72283024993.00,3.80,182002892995.80,2.52,19096.06,1.00,72278249046.90,3.80,5.80,35936166111.60,454897193.80,19096.08,1.00,14.70,39059388590.20,54751133.50,0.14,0.00,30223471884.10,65664.40,65664.40,0.00,805809616.60,300055700.30,37.25,52225800723.50,611027184.60,1.17,99588823.40,38877654.90,39.04,3970469.10,52412615654.40,3380753.20,0.01,148226.40,360436.40,1559.17,0.00,0.00
