test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.61,0.23,0.02,0.14,6.84,2.56,0.01,2.28,2.16,17013272133 ns,69113808859,4.063 GHz,173704020793,2.51,17009.91 msec,1.000,69112060072,4.063 GHz,2,32063405709,405938562,17009.95 msec,1.000,11 C,37516773188,52816905,0.14%,0,31139956971,65663,65663,0,795034261,292618864,36.806,51759080753,620490809,1.20%,106565661,44310451,41.58%,3978461,52037150015,3029092,0.01%,110612,360074,325.53%,0,0
2,g++-4.8 4.8.5,binaryTrees_2.c 21,1.00,0.39,0.63,0.22,0.02,0.15,6.80,2.44,0.01,2.31,2.16,17032874151 ns,69432305767,4.077 GHz,176538145988,2.54,17031.00 msec,1.000,69422421575,4.076 GHz,1,32191340987,407461191,17031.01 msec,1.000,14 C,37458360993,53030003,0.14%,0,30327165402,65665,65665,0,801123188,289469948,36.133,52820745723,599116369,1.13%,92366133,39312975,42.56%,3742203,50882924991,4279529,0.01%,42675,516906,1211.26%,0,0
3,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.61,0.22,0.02,0.14,6.82,2.48,0.00,2.25,2.14,17417714398 ns,69797195046,4.008 GHz,173258229886,2.48,17415.44 msec,1.000,69788679978,4.007 GHz,3,32633952092,413103569,17415.52 msec,1.000,11 C,37711323740,53908441,0.14%,0,30378999871,65668,65668,0,803602612,300862908,37.439,51988635125,610250732,1.17%,95556122,37197221,38.93%,4128509,51908911633,3423996,0.01%,228773,413368,180.69%,0,0
4,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.62,0.22,0.03,0.14,6.82,2.50,0.00,2.16,2.04,18169444310 ns,69432451609,3.822 GHz,173447898414,2.50,18165.40 msec,1.000,69409241422,3.821 GHz,15,34085072147,431471211,18165.44 msec,1.000,7 C,37657178067,52912063,0.14%,0,30289749560,65664,65664,0,788813403,304780881,38.638,51825689185,613131439,1.18%,94520646,37231590,39.39%,4564072,51901564577,3145291,0.01%,257801,402958,156.31%,0,0
5,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.63,0.21,0.02,0.15,6.80,2.42,0.00,2.26,2.11,17447529752 ns,69327298898,3.974 GHz,176679887465,2.55,17445.56 msec,1.000,69330446583,3.974 GHz,14,32806741112,415359675,17445.57 msec,1.000,9 C,38003803462,53455580,0.14%,0,29494875061,65667,65667,0,833180104,308832996,37.067,52492239156,605934042,1.15%,92178868,35522220,38.54%,3503203,50909995620,3323389,0.01%,145447,363608,249.99%,0,0
6,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.61,0.22,0.03,0.14,6.82,2.52,0.01,2.22,2.11,17568528256 ns,69753080454,3.971 GHz,173298271634,2.49,17566.41 msec,1.000,69769629826,3.972 GHz,20,33084216052,418714943,17566.44 msec,1.000,9 C,37684461486,57106432,0.15%,0,30642376282,65662,65662,0,825972238,304038453,36.810,51266443077,620899964,1.21%,106180273,42337176,39.87%,3766920,52070339420,3068234,0.01%,126601,311295,245.89%,0,0
7,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.62,0.22,0.02,0.15,6.81,2.45,0.01,2.25,2.10,17628392286 ns,69736866106,3.956 GHz,174859454948,2.51,17626.23 msec,1.000,69715688983,3.955 GHz,8,33141521576,419501127,17626.28 msec,1.000,8 C,38242946753,55147169,0.14%,0,29952282043,65664,65664,0,822709546,304643230,37.029,52072729959,608178971,1.17%,94111555,35103089,37.30%,3947907,51528667636,3283283,0.01%,156918,326327,207.96%,0,0
8,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.40,0.62,0.22,0.02,0.14,6.82,2.51,0.00,2.16,2.03,18159935675 ns,69360591688,3.820 GHz,172893034751,2.50,18156.07 msec,1.000,69342199990,3.819 GHz,17,34078107721,431404576,18156.08 msec,1.000,6 C,37778933633,52733741,0.14%,0,30364927040,65666,65666,0,810064994,299509246,36.973,51895301893,608191752,1.17%,98116004,37454260,38.17%,4615933,51818219136,4200470,0.01%,217304,403153,185.52%,0,0
9,g++-4.8 4.8.5,binaryTrees_2.c 21,0.99,0.39,0.63,0.22,0.03,0.13,6.82,2.53,0.00,2.06,1.92,18915689271 ns,68382798333,3.616 GHz,173743836839,2.54,18910.32 msec,1.000,68380892737,3.616 GHz,3,35586237834,450452291,18910.37 msec,1.000,17 C,37840166877,57814447,0.15%,0,30391296933,65663,65663,0,804617109,301604500,37.484,51492242752,609748906,1.18%,95565094,37486832,39.23%,4725919,51690468193,3121755,0.01%,187861,449644,239.35%,0,0
10,g++-4.8 4.8.5,binaryTrees_2.c 21,1.00,0.39,0.63,0.22,0.03,0.13,6.81,2.52,0.00,1.97,1.81,19990020595 ns,68401260542,3.422 GHz,173474600653,2.53,19988.06 msec,1.000,68396119204,3.422 GHz,2,37843398992,479062375,19988.08 msec,1.000,21 C,37792679744,53479401,0.14%,0,30246980686,65665,65665,0,803734723,307280228,38.232,51573168696,614875875,1.19%,98444823,38230313,38.83%,4124518,51869131927,4219678,0.01%,14363,465860,3243.47%,0,0
