test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots_Giga,FetchBubbles_Giga,SlotsRetired_Giga,SlotsIssued+RecoveryBubbles_Giga,SlotsBackend_Giga
2,2023-05-29,binaryTrees_v2_21_original,g++-11,binaryTrees_2.c 21,1.0,0.4,0.62,0.21,0.03,0.14,6.57,2.49,0.01,2.21,2.16,17.795488865,72547294313,4.077,181228707370,2.5,17793.82,1.0,72548940294,4.077,5,33630026698,425761821,17793.82,1.0,13.0,38854889195,54789156,0.14%,0,30324823164,65664,65664,0,790503824,306501867,38.773,52418270124,609016515,1.16%,94503398,37598390,39.79%,3598026,52417362679,4761570,0.01%,42691,311859,730.50%,0,0,16.308,3.42468,10.11096,0.48923999999999995,2.2831200000000003
3,2023-05-29,binaryTrees_v2_21_original,g++-11,binaryTrees_2.c 21,0.99,0.4,0.62,0.21,0.03,0.13,6.57,2.51,0.0,2.08,2.06,18.84673044,72594537170,3.853,179995169358,2.48,18843.44,1.0,72600479537,3.853,19,35286546821,446712016,18843.46,1.0,7.0,39050732494,56644676,0.15%,0,30431773597,65664,65664,0,787556491,301143958,38.238,52170867945,612881393,1.17%,98528019,37434650,37.99%,4450866,52463969508,4625554,0.01%,315985,1654403,523.57%,0,0,15.412,3.23652,9.55544,0.46236,2.0035600000000002
4,2023-05-29,binaryTrees_v2_21_original,g++-11,binaryTrees_2.c 21,0.99,0.41,0.61,0.22,0.03,0.14,6.56,2.49,0.0,2.17,2.14,18.108764789,72861600065,4.024,180444976591,2.47,18106.59,1.0,72905529003,4.026,24,34063614251,431234981,18106.63,1.0,9.0,39164399369,54483868,0.14%,0,30241608795,65662,65662,0,790721118,296436063,37.489,52486525251,605781529,1.15%,96496493,37651258,39.02%,3947909,52522422540,4158688,0.01%,182396,1702343,933.32%,0,0,16.096,3.54112,9.81856,0.48288,2.2534400000000003
5,2023-05-29,binaryTrees_v2_21_original,g++-11,binaryTrees_2.c 21,0.99,0.4,0.62,0.21,0.03,0.14,6.57,2.49,0.0,2.07,2.04,18.995497939,72749469302,3.831,180269611171,2.48,18991.4,1.0,72760953798,3.831,15,35615932546,450791267,18991.42,1.0,7.0,39110584148,54648889,0.14%,0,30387749988,65662,65662,0,803877875,305827607,38.044,52301579758,613017640,1.17%,100108477,38046737,38.01%,4317132,52570028448,5048895,0.01%,274705,1404451,511.26%,0,0,15.324,3.21804,9.50088,0.45971999999999996,2.14536
6,2023-05-29,binaryTrees_v2_21_original,g++-11,binaryTrees_2.c 21,0.99,0.4,0.62,0.21,0.02,0.15,6.56,2.47,0.0,2.03,2.03,19.058939905,72739378143,3.817,180908424961,2.49,19054.78,1.0,72663824628,3.813,17,35743443560,452531595,19054.82,1.0,6.0,39111294024,54088896,0.14%,0,29887583659,65663,65663,0,798038253,303663146,38.051,52615817384,616194008,1.17%,97592380,38516177,39.47%,4553248,52436209785,4445290,0.01%,245204,1748787,713.20%,0,0,15.268,3.20628,9.46616,0.30536,2.2902
7,2023-05-29,binaryTrees_v2_21_original,g++-11,binaryTrees_2.c 21,0.99,0.4,0.62,0.21,0.03,0.14,6.56,2.46,0.01,2.13,2.12,18.384209171,72784561228,3.96,179765438772,2.47,18381.9,1.0,72756236679,3.958,18,34371687833,435142534,18381.93,1.0,9.0,39275879747,56071111,0.14%,0,30359770989,65663,65663,0,791175448,292862437,37.016,52314731642,616056923,1.18%,95271489,36128210,37.92%,3879149,52635094380,4424282,0.01%,268794,1445367,537.72%,0,0,15.84,3.3264,9.8208,0.47519999999999996,2.2176
8,2023-05-29,binaryTrees_v2_21_original,g++-11,binaryTrees_2.c 21,1.0,0.4,0.63,0.21,0.03,0.13,6.56,2.52,0.01,1.89,1.84,20.680977061,71742473676,3.469,180280363189,2.51,20678.68,1.0,71746793777,3.47,6,39088704010,494855972,20678.69,1.0,20.0,39039710692,54867353,0.14%,0,30232092347,65664,65664,0,805256888,303542255,37.695,51981309804,616412764,1.19%,99247256,37839255,38.13%,4480714,52436448921,4220442,0.01%,58891,1978298,3359.25%,0,0,13.876,2.91396,8.74188,0.41628,1.80388
9,2023-05-29,binaryTrees_v2_21_original,g++-11,binaryTrees_2.c 21,1.0,0.4,0.63,0.21,0.03,0.12,6.57,2.52,0.0,1.84,1.77,21.332436233,71451032375,3.35,180572725969,2.53,21330.56,1.0,71444191324,3.349,3,40385486444,511243097,21330.58,1.0,22.0,38984707494,58072043,0.15%,0,30169655343,65666,65666,0,802282412,302370533,37.689,52445375470,607705120,1.16%,100011670,37881912,37.88%,3600591,52167141240,4426012,0.01%,10309,446327,4329.49%,0,0,13.4,2.814,8.442,0.40199999999999997,1.6079999999999999
10,2023-05-29,binaryTrees_v2_21_original,g++-11,binaryTrees_2.c 21,1.0,0.39,0.63,0.21,0.03,0.13,6.57,2.51,0.0,1.85,1.79,21.184321642,71789683993,3.39,179998028017,2.51,21178.27,1.0,71777999021,3.389,2,40095690312,507569947,21178.33,1.0,19.0,38979715817,55919438,0.14%,0,30172355778,65663,65663,0,854325927,300556577,35.181,52013103578,608949542,1.17%,104458845,39590275,37.90%,4835925,52364889148,4537337,0.01%,15501,1721536,11105.97%,0,0,13.56,2.8476,8.5428,0.4068,1.7628000000000001
1,2023-05-08,binaryTrees_v2_21_original,g++-12,binaryTrees_2.c 21,1.0,0.41,0.61,0.2,0.03,0.15,6.58,2.44,0.01,2.98,2.16,18.143924441,73921286768,4.075,180257020067,2.44,18141.81,1.0,73940503762,4.076,6,34291320248,434065593,18141.83,1.0,18.0,39722475101,59649707,0.15%,0,30618146196,65663,65663,0,943630126,301540094,31.955,52152147577,850814639,1.63%,108137752,40306071,37.27%,3235334,52477341184,4363940,0.01%,38710,1257400,3248.26%,0,0,16.3,3.2600000000000002,9.943,0.489,2.445
2,2023-05-08,binaryTrees_v2_21_original,g++-12,binaryTrees_2.c 21,1.0,0.41,0.61,0.2,0.03,0.16,6.57,2.44,0.01,2.98,2.16,18.137772843,73889604808,4.074,180688897135,2.45,18136.06,1.0,73888296766,4.074,7,34264859759,433725748,18136.07,1.0,13.0,39925999849,60583295,0.15%,0,30248571195,65664,65664,0,994255463,306086495,30.785,52311879379,844728546,1.61%,112992440,39252572,34.74%,3257974,52653954449,4880523,0.01%,62153,300968,484.24%,0,0,16.296,3.2592,9.94056,0.48888,2.60736
3,2023-05-08,binaryTrees_v2_21_original,g++-12,binaryTrees_2.c 21,0.99,0.41,0.61,0.2,0.03,0.15,6.61,2.5,0.0,2.82,2.07,18.977246062,73537736237,3.876,179712213919,2.44,18973.14,1.0,73553778372,3.877,12,35520676095,449625542,18973.22,1.0,8.0,39502723958,58971271,0.15%,0,30208690033,65662,65662,0,932029198,296317148,31.793,52243850215,838994349,1.61%,106769316,39448390,36.95%,4403691,52551930587,4521054,0.01%,270149,483830,179.10%,0,0,15.504,3.1008,9.45744,0.46512,2.3255999999999997
4,2023-05-08,binaryTrees_v2_21_original,g++-12,binaryTrees_2.c 21,0.99,0.41,0.61,0.2,0.03,0.15,6.59,2.47,0.0,2.92,2.14,18.598293724,74479741216,4.005,180200231596,2.42,18596.01,1.0,74505413914,4.007,15,34807377483,440537089,18596.03,1.0,11.0,39725843947,59931263,0.15%,0,30160439400,65665,65665,0,963114568,307004050,31.876,52422347147,845753251,1.61%,108592434,43204751,39.79%,3930369,52345323915,4922423,0.01%,296023,295827,99.93%,0,0,16.02,3.204,9.7722,0.48059999999999997,2.403
5,2023-05-08,binaryTrees_v2_21_original,g++-12,binaryTrees_2.c 21,0.99,0.41,0.61,0.2,0.03,0.14,6.57,2.44,0.0,2.79,2.05,19.152223224,73716699602,3.85,181270500782,2.46,19148.45,1.0,73759617176,3.852,20,35938600043,454912344,19148.51,1.0,8.0,39318752589,60479145,0.15%,0,30373853090,65663,65663,0,938856016,293311031,31.241,52648536475,839014634,1.59%,117397268,45762894,38.98%,4359135,52522306012,4727789,0.01%,256824,490083,190.82%,0,0,15.4,3.08,9.394,0.46199999999999997,2.156
6,2023-05-08,binaryTrees_v2_21_original,g++-12,binaryTrees_2.c 21,0.99,0.41,0.61,0.2,0.03,0.15,6.59,2.49,0.0,2.88,2.13,18.486437201,73650040889,3.985,182089790092,2.47,18483.9,1.0,73666959733,3.985,8,34584052755,437787321,18483.92,1.0,9.0,39477824056,60753584,0.15%,0,30497331476,65663,65663,0,958629746,304470646,31.761,52310265587,831966171,1.59%,109586904,44685552,40.78%,3839252,52272899320,4771473,0.01%,224445,321262,143.14%,0,0,15.94,3.188,9.7234,0.47819999999999996,2.391
7,2023-05-08,binaryTrees_v2_21_original,g++-12,binaryTrees_2.c 21,0.99,0.4,0.62,0.2,0.03,0.15,6.59,2.48,0.0,2.89,2.07,18.820784653,73279564112,3.894,181285231632,2.47,18818.84,1.0,73280241455,3.894,14,35416549969,448368895,18818.86,1.0,18.0,39677516549,59521999,0.15%,0,30044054623,65665,65665,0,955982401,305112178,31.916,52195924964,826585228,1.58%,106442677,41593342,39.08%,3747341,52382090620,5493374,0.01%,149434,350441,234.51%,0,0,15.576,3.1152,9.65712,0.46728,2.3364
8,2023-05-08,binaryTrees_v2_21_original,g++-12,binaryTrees_2.c 21,1.0,0.4,0.63,0.2,0.03,0.14,6.58,2.49,0.01,2.49,1.79,21.378055464,72580218486,3.395,180734373568,2.49,21376.08,1.0,72576510001,3.395,3,40472706954,512348771,21376.1,1.0,19.0,39569377249,59859273,0.15%,0,30268828495,65665,65665,0,935124388,311679103,33.33,52152362996,850270155,1.63%,107106720,40835898,38.13%,4041885,52508460337,4593913,0.01%,15474,457905,2959.19%,0,0,13.58,2.716,8.5554,0.4074,1.9012000000000002
9,2023-05-08,binaryTrees_v2_21_original,g++-12,binaryTrees_2.c 21,1.0,0.4,0.63,0.2,0.03,0.14,6.58,2.48,0.01,2.52,1.79,21.388288109,72649755737,3.397,181086102189,2.49,21386.19,1.0,72663393728,3.398,0,40492156827,512593006,21386.21,1.0,19.0,39530026220,60659598,0.15%,0,30467695568,65664,65664,0,915032432,304754069,33.305,52511793464,845692246,1.61%,105031620,43772777,41.68%,3848264,52043204286,4780308,0.01%,27241,415572,1525.54%,0,0,13.588,2.7176,8.56044,0.40763999999999995,1.90232
10,2023-05-08,binaryTrees_v2_21_original,g++-12,binaryTrees_2.c 21,1.0,0.41,0.62,0.2,0.03,0.16,6.56,2.46,0.01,2.53,1.81,21.358082259,73367117388,3.436,181421078108,2.47,21355.56,1.0,73367910606,3.436,2,40433589855,511850489,21355.59,1.0,22.0,39612818091,62222251,0.16%,0,30309284310,65663,65663,0,943871376,301716403,31.966,52406201932,840511151,1.60%,106325334,41222356,38.77%,3720120,52512898999,4130426,0.01%,8311,401603,4832.19%,0,0,13.744,2.7488,8.521279999999999,0.41231999999999996,2.19904
1,2023-04-26,binaryTrees_v2_21_original,g++-13,binaryTrees_2.c 21,0.99,0.4,0.63,0.2,0.03,0.15,6.66,2.48,0.0,3.06,2.16,17.834754584,72563185477,4.069,181471457151,2.5,17833.02,1.0,72553842305,4.069,2,33641149686,425849070,17833.02,1.0,18.0,39899687531,58951195,0.15%,0,30042287546,65665,65665,0,940094189,298660470,31.769,52369587857,843934369,1.61%,107672100,41992743,39.00%,3230999,51933309348,4548360,0.01%,95781,324796,339.10%,0,0,16.276,3.2552000000000003,10.25388,0.48828,2.4414
2,2023-04-26,binaryTrees_v2_21_original,g++-13,binaryTrees_2.c 21,1.0,0.41,0.62,0.2,0.03,0.14,6.64,2.45,0.0,3.0,2.16,18.049557417,73430801412,4.069,179655618669,2.45,18047.41,1.0,73444433579,4.07,0,34058427688,431123710,18047.45,1.0,13.0,39368858391,77592805,0.20%,0,29865842893,65664,65664,0,962925392,300384320,31.195,52527430591,839141404,1.60%,105570200,36872235,34.93%,3330796,52795804443,4646044,0.01%,74789,2907762,3887.95%,0,0,16.276,3.2552000000000003,10.09112,0.48828,2.27864
3,2023-04-26,binaryTrees_v2_21_original,g++-13,binaryTrees_2.c 21,0.99,0.4,0.62,0.2,0.03,0.15,6.67,2.52,0.0,2.98,2.14,18.088881937,72812345337,4.026,180358724561,2.48,18086.8,1.0,72803027335,4.025,13,33957092196,429941416,18086.82,1.0,10.0,39730420491,62312018,0.16%,0,30294999128,65663,65663,0,968704906,301748501,31.15,52175853444,844198081,1.62%,111064116,42161596,37.96%,3579666,52123654783,4383509,0.01%,206673,580318,280.79%,0,0,16.104,3.2208,9.98448,0.48311999999999994,2.4156
4,2023-04-26,binaryTrees_v2_21_original,g++-13,binaryTrees_2.c 21,0.99,0.41,0.62,0.2,0.03,0.15,6.65,2.49,0.0,2.92,2.11,18.485744995,73266603781,3.964,183094841165,2.5,18484.14,1.0,73246315680,3.963,8,34678296549,439079775,18484.16,1.0,10.0,39556578735,77600960,0.20%,0,30421681793,65665,65665,0,946349595,298112112,31.501,52709239819,834190445,1.58%,105721442,43679812,41.32%,3694132,52072129722,4280425,0.01%,204731,421552,205.91%,0,0,15.856,3.1712000000000002,9.83072,0.47568,2.3784
5,2023-04-26,binaryTrees_v2_21_original,g++-13,binaryTrees_2.c 21,0.99,0.4,0.62,0.2,0.03,0.14,6.64,2.46,0.01,2.88,2.03,19.125942766,72736919607,3.804,181738430962,2.5,19121.46,1.0,72688013122,3.801,14,35874252060,454179907,19121.48,1.0,6.0,39848055145,61004526,0.15%,0,29911865742,65665,65665,0,926715823,308252564,33.263,52623163362,835474387,1.59%,104315268,40802770,39.11%,4770417,52485221248,5267945,0.01%,283127,540159,190.78%,0,0,15.216,3.0432,9.433919999999999,0.45647999999999994,2.13024
6,2023-04-26,binaryTrees_v2_21_original,g++-13,binaryTrees_2.c 21,0.99,0.4,0.62,0.2,0.03,0.14,6.67,2.51,0.0,2.8,2.03,19.09403964,72647192278,3.806,180119382550,2.48,19089.97,1.0,72688647431,3.808,18,35816420373,453497981,19089.99,1.0,6.0,39483533736,58667652,0.15%,0,29997415294,65663,65663,0,927112099,305340534,32.935,52298837959,845505431,1.62%,109885212,41452327,37.72%,4608255,52384884376,4551104,0.01%,270372,490503,181.42%,0,0,15.224,3.0448000000000004,9.43888,0.45672,2.1313600000000004
7,2023-04-26,binaryTrees_v2_21_original,g++-13,binaryTrees_2.c 21,0.99,0.4,0.63,0.2,0.03,0.14,6.66,2.51,0.0,2.79,2.01,19.213276975,72349928885,3.766,180979731392,2.5,19208.84,1.0,72328933508,3.765,16,36039542335,456276112,19208.89,1.0,16.0,39624108720,60869201,0.15%,0,30068564281,65666,65666,0,921868126,299580711,32.497,52359968027,837131840,1.60%,108588617,42508432,39.15%,4448762,52070291361,4858029,0.01%,256527,500701,195.18%,0,0,15.064,3.0128000000000004,9.49032,0.45192,2.10896
8,2023-04-26,binaryTrees_v2_21_original,g++-13,binaryTrees_2.c 21,1.0,0.4,0.62,0.21,0.04,0.13,6.65,2.51,0.0,2.47,1.77,21.59106223,72513242596,3.359,181811029466,2.51,21589.2,1.0,72505568397,3.358,2,40872499024,517406398,21589.22,1.0,21.0,39547790100,74199728,0.19%,0,30217728203,65664,65664,0,938486822,313428186,33.397,52103139960,832341442,1.60%,105127776,39792998,37.85%,3597684,51971280653,4583152,0.01%,53387,440724,825.53%,0,0,13.436,2.82156,8.33032,0.53744,1.74668
9,2023-04-26,binaryTrees_v2_21_original,g++-13,binaryTrees_2.c 21,1.0,0.4,0.63,0.2,0.03,0.14,6.63,2.52,0.0,2.53,1.79,21.304256992,72231797776,3.391,181400944409,2.51,21302.14,1.0,72212339490,3.39,1,40332461749,510572709,21302.16,1.0,22.0,39760424808,78152056,0.20%,0,30028177323,65662,65662,0,961898036,313925073,32.636,52281454112,846596833,1.62%,108013501,41632679,38.54%,4056222,52508585100,4547694,0.01%,34407,422439,1227.77%,0,0,13.564,2.7128,8.54532,0.40692,1.8989600000000002
10,2023-04-26,binaryTrees_v2_21_original,g++-13,binaryTrees_2.c 21,1.0,0.39,0.63,0.2,0.03,0.14,6.65,2.51,0.01,2.5,1.8,21.167101322,71973930568,3.401,180268891090,2.5,21165.16,1.0,71964880867,3.4,0,40071894266,507273515,21165.18,1.0,21.0,39533426141,59143234,0.15%,0,30147538557,65666,65666,0,948484312,311636382,32.856,52173303322,852704316,1.63%,107575938,40471095,37.62%,4236686,52861522587,5279550,0.01%,50363,509456,1011.57%,0,0,13.604,2.7208,8.57052,0.40812,1.90456
