test,release_date,path,version,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 44,minutes,seconds_hundredths
1,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,0,1695394800,3088411,node,0.35,2834673664,241635328,26669056,218.8,1.5,17.0,4.0,0:00,0,34381824,317374464,0,54272,0.0,241635328,338,2,280,56,0,26.3,3.8,0.0,69.2,0.8,0.0,0.0,0.0,15794.9 MiB,3083.8 MiB,2547.1 MiB,10164.0 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12595.1 MiB,,0,00.35
1,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,1,1695394801,3088411,node,8.83,3458101248,876552192,26734592,705.9,5.3,17.0,2.0,0:08,0,34381824,945152000,0,284672,0.0,876552192,338,1,281,56,0,83.1,10.1,0.0,6.8,0.0,0.0,0.0,0.0,15794.9 MiB,2470.5 MiB,3159.8 MiB,10164.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,11982.0 MiB,,0,08.83
1,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,2,1695394802,3088411,node,17.83,2288152576,521752576,26865664,617.6,3.2,11.0,0.0,0:17,0,34381824,583606272,0,530432,0.0,521752576,338,1,281,56,0,74.5,8.8,0.0,16.8,0.0,0.0,0.0,0.0,15794.9 MiB,2806.5 MiB,2831.8 MiB,10156.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12318.0 MiB,,0,17.83
1,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,3,1695394803,3088411,node,23.64,1986195456,488865792,26865664,481.2,3.0,9.0,4.0,0:23,0,34381824,550985728,0,1048576,0.0,489136128,338,1,281,56,0,53.3,7.3,0.0,39.4,0.0,0.0,0.0,0.0,15794.9 MiB,2799.5 MiB,2838.9 MiB,10156.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12311.0 MiB,,0,23.64
2,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,0,1695394805,3088452,node,0.47,1749049344,238354432,26705920,293.8,1.4,17.0,3.0,0:00,0,34381824,301641728,0,53248,0.0,238354432,338,2,280,56,0,33.8,5.1,0.0,61.0,0.0,0.0,0.0,0.0,15794.9 MiB,3090.0 MiB,2540.3 MiB,10164.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12601.5 MiB,,0,00.47
2,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,1,1695394806,3088452,node,9.44,3714994176,1073741824,26771456,800.0,6.8,17.0,6.0,0:09,0,34381824,1201328128,0,293888,0.0,1073741824,338,1,281,56,0,96.0,3.3,0.0,0.7,0.0,0.0,0.0,0.0,15794.9 MiB,2241.7 MiB,3388.6 MiB,10164.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,11753.2 MiB,,0,09.44
2,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,2,1695394807,3088452,node,18.61,2494275584,594276352,27033600,623.5,3.6,12.0,3.0,0:18,0,34381824,655065088,0,538624,0.0,594276352,338,1,281,56,0,76.1,9.2,0.0,14.8,0.0,0.0,0.0,0.0,15794.9 MiB,2755.9 MiB,2882.4 MiB,10156.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12267.4 MiB,,0,18.61
2,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,3,1695394808,3088452,node,24.43,1923112960,425787392,27033600,387.5,2.6,9.0,7.0,0:24,0,34381824,487907328,0,1048576,0.0,425787392,339,1,282,56,0,42.8,10.1,0.0,47.1,0.0,0.0,0.0,0.0,15794.9 MiB,2910.4 MiB,2727.9 MiB,10156.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12421.9 MiB,,0,24.43
3,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,0,1695394809,3088494,node,0.44,756789248,230637568,26628096,275.0,1.4,7.0,6.0,0:00,0,34381824,246730752,0,51200,0.0,230637568,339,2,281,56,0,30.4,5.1,0.0,63.0,0.0,0.0,1.4,0.0,15794.9 MiB,3108.5 MiB,2521.8 MiB,10164.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12620.0 MiB,,0,00.44
3,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,1,1695394811,3088494,node,8.98,3487977472,908476416,26824704,776.5,5.5,17.0,3.0,0:08,0,34381824,974594048,0,271360,0.0,908476416,339,1,282,56,0,89.5,6.6,0.0,3.9,0.0,0.0,0.0,0.0,15794.9 MiB,2465.5 MiB,3164.8 MiB,10164.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,11977.0 MiB,,0,08.98
3,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,2,1695394812,3088494,node,18.33,3004616704,697524224,27021312,717.6,4.2,15.0,6.0,0:18,0,34381824,761110528,0,476160,0.0,697524224,338,1,281,56,0,88.3,8.3,0.0,3.4,0.0,0.0,0.0,0.0,15794.9 MiB,2660.7 MiB,2977.6 MiB,10156.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12172.2 MiB,,0,18.33
3,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,3,1695394813,3088494,node,24.92,1886572544,389177344,27021312,412.5,2.3,9.0,7.0,0:24,0,34381824,451416064,0,929792,0.0,389447680,339,1,282,56,0,46.8,8.5,0.0,44.7,0.0,0.0,0.0,0.0,15794.9 MiB,2886.0 MiB,2752.3 MiB,10156.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12397.5 MiB,,0,24.92
3,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,4,1695394814,3088494,node,29.83,2017120256,519798784,27021312,418.8,3.1,9.0,7.0,0:29,0,34381824,581963776,0,1468006,0.0,519798784,339,1,282,56,0,45.3,7.9,0.0,46.8,0.0,0.0,0.0,0.0,15794.9 MiB,2821.4 MiB,2816.9 MiB,10156.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12332.9 MiB,,0,29.83
4,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,0,1695394815,3088542,node,0.42,743157760,216473600,26509312,262.5,1.3,7.0,2.0,0:00,0,34381824,233099264,0,47104,0.0,216473600,339,2,281,56,0,31.3,5.2,0.0,63.4,0.0,0.0,0.0,0.0,15794.9 MiB,3112.1 MiB,2518.3 MiB,10164.5 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12623.6 MiB,,0,00.42
4,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,1,1695394817,3088542,node,9.31,3465433088,872026112,26705920,688.9,5.3,17.0,7.0,0:09,0,34381824,951627776,0,271360,0.0,872026112,338,1,281,56,0,91.2,5.0,0.0,3.8,0.0,0.0,0.0,0.0,15794.9 MiB,2472.5 MiB,3157.8 MiB,10164.6 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,11984.0 MiB,,0,09.31
4,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,2,1695394818,3088542,node,18.8,2952192000,644878336,26968064,705.3,3.9,15.0,6.0,0:18,0,34381824,710086656,0,473088,0.0,644878336,339,1,282,56,0,91.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,15794.9 MiB,2723.5 MiB,2914.8 MiB,10156.6 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12235.1 MiB,,0,18.80
4,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,3,1695394819,3088542,node,25.17,1954570240,457478144,26968064,431.2,2.8,9.0,1.0,0:25,0,34381824,519208960,0,879616,0.0,457478144,339,1,282,56,0,45.6,8.1,0.0,46.3,0.0,0.0,0.0,0.0,15794.9 MiB,2866.8 MiB,2771.5 MiB,10156.6 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12378.3 MiB,,0,25.17
4,2019-04-30,binaryTrees_original_v1,11.15.0,binaryTrees_1_original.js 21,4,1695394820,3088542,node,30.16,1934123008,437022720,26968064,418.8,2.6,9.0,1.0,0:30,0,34381824,498761728,0,1468006,0.0,437022720,339,1,282,56,0,46.9,9.1,0.0,44.1,0.0,0.0,0.0,0.0,15794.9 MiB,2881.2 MiB,2757.1 MiB,10156.6 MiB,4096.0 MiB,3448.2 MiB,647.8 MiB,12392.7 MiB,,0,30.16
