test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.50,0.46,0.10,0.03,0.41,5.77,1.98,0.17,6.92,2.12,3493358727 ns,14002974223,4.010 GHz,27716380408,1.99,3492.01 msec,1.000,14047102474,4.023 GHz,1,6596388700,83508047,3492.01 msec,1.000,38 C,5353229121,7874607,0.15%,0,6061553924,621742,621742,0,569888575,151783008,26.634,5065752736,382934124,7.56%,23058954,7238234,31.39%,9180416,5138280399,1448049,0.03%,6149,11847,192.67%,0,0
2,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.51,0.46,0.10,0.03,0.40,5.78,1.95,0.17,6.78,2.12,3550420120 ns,14208833368,4.003 GHz,27407390061,1.93,3549.68 msec,1.000,14282288113,4.024 GHz,1,6705545297,84851734,3549.68 msec,1.000,37 C,5299735587,8249460,0.16%,0,5926632365,621746,621746,0,505475663,153492113,30.366,5046841122,376215665,7.45%,25884862,7573099,29.26%,8474368,5088062996,1300056,0.03%,9547,32700,342.52%,0,0
3,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.50,0.46,0.10,0.03,0.41,5.79,1.97,0.18,6.65,2.10,3511178308 ns,13958406593,3.976 GHz,27480239335,1.96,3510.62 msec,1.000,14041447434,4.000 GHz,3,6632783061,83964782,3510.63 msec,1.000,37 C,5343803760,7853901,0.15%,0,6030639752,621746,621746,0,557774687,165656917,29.700,5076443975,387107052,7.63%,23615065,6611983,28.00%,8874740,5026888804,1273692,0.03%,5281,123017,2329.43%,0,0
4,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.51,0.46,0.11,0.03,0.40,5.81,1.92,0.17,6.87,2.14,3503832638 ns,14148506474,4.039 GHz,27276827597,1.94,3502.93 msec,1.000,14189413406,4.051 GHz,1,6611577642,83694927,3502.94 msec,1.000,32 C,5364706889,8204042,0.15%,0,6147390346,621743,621743,0,547379493,151145173,27.613,5030181778,381995193,7.59%,26218747,9056304,34.54%,8467988,5174545191,1340490,0.03%,5012,16671,332.62%,0,0
5,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.51,0.46,0.10,0.03,0.41,5.74,1.93,0.16,6.94,2.13,3500109278 ns,14125132175,4.036 GHz,27863117905,1.98,3499.38 msec,1.000,14173204946,4.050 GHz,1,6609339834,83670157,3499.38 msec,1.000,33 C,5388184733,8230637,0.15%,0,6131986079,621744,621744,0,547169955,148421729,27.125,5041773598,383423714,7.60%,25503572,8791449,34.47%,8504948,5135376406,1340791,0.03%,4490,13450,299.55%,0,0
6,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.50,0.46,0.10,0.03,0.42,5.80,1.96,0.15,6.93,2.12,3497392108 ns,14009196104,4.006 GHz,27735077371,1.99,3496.88 msec,1.000,14085850727,4.028 GHz,2,6606785278,83611801,3496.88 msec,1.000,32 C,5362944714,7986623,0.15%,0,6119584080,621745,621745,0,587019647,151424405,25.795,5094424011,381215648,7.48%,22651859,7261644,32.06%,9792270,5124879079,1350966,0.03%,3996,138939,3476.95%,0,0
7,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.51,0.46,0.10,0.03,0.41,5.82,1.96,0.17,7.04,2.14,3484447583 ns,14063052732,4.037 GHz,27587097384,1.97,3483.96 msec,1.000,14107667676,4.049 GHz,0,6576515160,83256195,3483.96 msec,1.000,32 C,5364672461,8371196,0.16%,0,6142840871,621743,621743,0,539878196,150042463,27.792,5055265446,376841312,7.45%,25249953,8907726,35.28%,8307515,5139931339,1364884,0.03%,6485,1174350,18108.71%,0,0
8,g++-5 5.5.0,binaryTrees_6.c 21,0.99,0.51,0.46,0.10,0.03,0.41,5.81,1.97,0.15,6.90,2.11,3499391034 ns,13953423636,3.989 GHz,27667602661,1.98,3498.38 msec,1.000,14028023043,4.010 GHz,1,6603828557,83591798,3498.38 msec,1.000,31 C,5388853518,7944017,0.15%,0,6128945958,621745,621745,0,559380310,152459012,27.255,5096141066,382207013,7.50%,22942932,7328200,31.94%,9290820,5093090447,1260543,0.02%,10331,61558,595.86%,0,0
9,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.51,0.46,0.10,0.03,0.41,5.81,1.97,0.17,7.00,2.13,3494564803 ns,14089028340,4.032 GHz,27701651141,1.98,3494.21 msec,1.000,14135002041,4.045 GHz,2,6597619908,83527437,3494.21 msec,1.000,29 C,5394524700,8286995,0.15%,0,6094957213,621746,621746,0,536785797,151517623,28.227,4982602899,383504569,7.70%,26651265,9453957,35.47%,7688570,5134423166,1397801,0.03%,8118,1236470,15231.21%,0,0
10,g++-5 5.5.0,binaryTrees_6.c 21,1.00,0.50,0.46,0.10,0.03,0.40,5.81,1.96,0.19,6.59,2.09,3522692617 ns,13897307730,3.946 GHz,27295711967,1.95,3522.13 msec,1.000,13947105568,3.960 GHz,1,6650964898,84191896,3522.14 msec,1.000,28 C,5308240396,7643365,0.14%,0,6051970299,621745,621745,0,547235456,166147113,30.361,4984495249,393728458,7.90%,25382805,7117237,28.04%,8171350,5075890604,1240060,0.02%,6100,479424,7859.41%,0,0
