test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,Python 3.0.1,binarytrees.py 21,62779825,0.99,1.25,0.23,0.29,0.08,0.35,3.89,0.76,0.75,,,62779825 ns,162045599,2.562 GHz,<not,(0.00%),63.21 msec,1.007,<not,(0.00%) ,39,<not,<not,63.27 msec,1.008,2196 C,<not,<not,(0.00%),<not,<not,8829,8829,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,Python 3.0.1,binarytrees.py 21,61891694,0.98,1.26,0.22,0.29,0.08,0.30,5.24,1.30,0.24,,,61891694 ns,135683363,2.179 GHz,<not,(0.00%),62.24 msec,1.006,<not,(0.00%) ,33,<not,<not,62.30 msec,1.007,2141 C,<not,<not,(0.00%),<not,<not,8755,8755,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,Python 3.0.1,binarytrees.py 21,61580208,0.98,1.24,0.22,0.30,0.09,0.24,,,,,,61580208 ns,117660018,1.889 GHz,<not,(0.00%),62.27 msec,1.011,<not,(0.00%) ,38,<not,<not,62.33 msec,1.012,2088 C,<not,<not,(0.00%),<not,<not,8818,8818,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,Python 3.0.1,binarytrees.py 21,61807795,0.97,1.23,0.23,0.30,0.12,,,,,,,61807795 ns,183251399,2.935 GHz,<not,(0.00%),62.42 msec,1.010,<not,(0.00%) ,36,<not,<not,62.47 msec,1.011,2085 C,<not,<not,(0.00%),<not,<not,8809,8809,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,Python 3.0.1,binarytrees.py 21,55742490,0.99,1.07,0.27,0.33,0.10,,,,,,,55742490 ns,155693508,2.795 GHz,<not,(0.00%),55.67 msec,0.999,<not,(0.00%) ,21,<not,<not,55.72 msec,1.000,2233 C,<not,<not,(0.00%),<not,<not,8775,8775,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,Python 3.0.1,binarytrees.py 21,55249985,0.86,1.09,0.27,0.33,0.13,0.24,,,,,,55249985 ns,69466494,1.261 GHz,<not,(0.00%),55.06 msec,0.996,<not,(0.00%) ,11,<not,<not,55.11 msec,0.998,2243 C,<not,<not,(0.00%),<not,<not,8752,8752,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,Python 3.0.1,binarytrees.py 21,55232836,0.94,1.02,0.28,0.33,0.07,,,,,,,55232836 ns,132449167,2.406 GHz,<not,(0.00%),55.03 msec,0.996,<not,(0.00%) ,10,<not,<not,55.07 msec,0.997,2218 C,<not,<not,(0.00%),<not,<not,8818,8818,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,Python 3.0.1,binarytrees.py 21,55977487,0.91,1.06,0.27,0.33,0.18,,,,,,,55977487 ns,163858212,2.954 GHz,<not,(0.00%),55.44 msec,0.990,<not,(0.00%) ,19,<not,<not,55.49 msec,0.991,2172 C,<not,<not,(0.00%),<not,<not,8785,8785,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,Python 3.0.1,binarytrees.py 21,70735636,0.99,1.41,0.23,0.30,0.10,0.27,,,,,,70735636 ns,107426891,1.507 GHz,<not,(0.00%),71.25 msec,1.007,<not,(0.00%) ,17,<not,<not,71.33 msec,1.008,2046 C,<not,<not,(0.00%),<not,<not,8780,8780,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,Python 3.0.1,binarytrees.py 21,63076942,0.99,1.27,0.24,0.29,0.08,0.38,,,,,,63076942 ns,129057852,2.022 GHz,<not,(0.00%),63.80 msec,1.012,<not,(0.00%) ,42,<not,<not,63.86 msec,1.012,1923 C,<not,<not,(0.00%),<not,<not,8753,8753,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
