version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
Python 2.5.6,fibonacci_oldVersions.py 600000,0.98,0.37,0.66,0.13,0.03,0.20,6.96,2.71,0.39,3.26,2.14,22866700877 ns,49870652835,3.954 GHz,133503016907,2.66,12606.26 msec,0.551,49926187120,3.959 GHz,423,23438931329,296065886,12617.10 msec,0.552,1960 C,13422305191,22362441,0.17%,0,12918717173,4225254,4128103,97151,1485571494,377248461,25.394,23819653761,1182285189,4.96%,66174691,5820293,8.80%,324665475,24134496557,11150746,0.05%,1578106,5305023,336.16%,97725,274
Python 2.7.18,fibonacci_oldVersions.py 600000,0.96,0.51,0.50,0.18,0.04,0.29,6.44,1.97,0.58,4.31,2.13,17991958812 ns,35580623149,3.947 GHz,71473927695,2.01,9008.51 msec,0.501,35600033014,3.949 GHz,466,16796908990,212340749,9019.70 msec,0.501,1952 C,9462163766,20569005,0.22%,0,8655116967,4249402,4162815,86587,1523823150,361751790,23.740,15816094669,1191880168,7.54%,64007118,6398984,10.00%,311564985,15949838050,12724434,0.08%,1663352,6658351,400.30%,87083,609
Python 3.0.1,fibonacci_oldVersions.py 600000,0.97,0.41,0.60,0.14,0.03,0.22,7.02,2.45,0.47,3.74,2.13,20251206979 ns,45048477068,3.955 GHz,111312741104,2.46,11384.02 msec,0.562,44951230764,3.947 GHz,652,21072518882,266966605,11395.20 msec,0.563,1916 C,13427702480,23520384,0.18%,0,13065272589,4240610,4150963,89647,1568220951,375018761,23.914,24141931051,1192095497,4.94%,60046485,5641412,9.40%,338306469,24320314077,17031513,0.07%,1786052,6320655,353.89%,90344,607
Python 3.4.10,fibonacci_oldVersions.py 600000,0.96,0.51,0.50,0.17,0.04,0.30,6.41,1.96,0.59,4.44,2.13,17399000826 ns,36151803842,3.927 GHz,70157313493,1.94,9201.78 msec,0.529,36089306418,3.920 GHz,609,16987273920,215511626,9212.29 msec,0.529,1941 C,9554824728,21525150,0.23%,0,8998549908,4252729,4168249,84480,1587612300,369954594,23.303,16029970494,1206039655,7.52%,68097432,5031638,7.39%,375310502,16049559928,9892477,0.06%,1784364,6646014,372.46%,85029,735
Python 3.5.10,fibonacci_oldVersions.py 600000,0.96,0.51,0.49,0.17,0.04,0.29,6.37,1.99,0.59,4.32,2.13,17793011347 ns,35166750577,3.928 GHz,70589408613,1.99,8948.27 msec,0.503,35203846224,3.932 GHz,536,16518158033,209953881,8957.81 msec,0.503,1933 C,9400092070,17999085,0.19%,0,8832716741,4222561,4135246,87315,1515051115,372405453,24.580,16065826318,1191581588,7.42%,63269928,4675660,7.39%,387312184,15994507524,8224564,0.05%,2614504,6812538,260.57%,87657,403
Python 3.6.15,fibonacci_oldVersions.py 600000,0.96,0.51,0.49,0.17,0.04,0.29,6.52,2.01,0.57,4.21,2.12,18351194130 ns,35458950380,3.945 GHz,69875971050,1.97,8983.76 msec,0.490,35309992022,3.928 GHz,559,16644289869,210860691,8993.89 msec,0.490,1929 C,9391812039,19143980,0.20%,0,8927456345,4225801,4137129,88672,1507522881,369957995,24.541,15759084917,1188290051,7.54%,62583293,5039756,8.05%,345777324,15769539442,9811814,0.06%,2386398,7519650,315.10%,89153,482
Python 3.7.16,fibonacci_oldVersions.py 600000,0.95,0.51,0.50,0.18,0.04,0.29,6.55,1.96,0.60,4.13,2.13,18219615313 ns,35684592840,3.961 GHz,70883086486,1.99,9003.04 msec,0.494,35434634665,3.934 GHz,593,16666531903,211631314,9013.50 msec,0.495,2064 C,9406632347,19791752,0.21%,0,8836632827,4230948,4139857,91091,1555439841,365532932,23.500,16072516813,1195062534,7.44%,66716393,4935156,7.40%,327796362,16148377017,8411242,0.05%,2173878,7686917,353.60%,91618,415
Python 3.8.16,fibonacci_oldVersions.py 600000,0.95,0.52,0.50,0.18,0.04,0.30,6.36,1.91,0.61,4.70,2.12,16674184699 ns,36542815260,3.919 GHz,71945535994,1.97,9317.39 msec,0.559,36770354939,3.944 GHz,551,17359272540,219595349,9330.81 msec,0.560,1913 C,9824344741,19972756,0.20%,0,9164808011,4257451,4179860,77591,1589334744,370189653,23.292,16247922734,1201545807,7.40%,65796883,4896721,7.44%,359598163,16222654836,9206737,0.06%,2168119,8012448,369.56%,78010,346
Python 3.9.16,fibonacci_oldVersions.py 600000,0.96,0.51,0.49,0.18,0.04,0.29,6.50,1.98,0.59,4.31,2.12,17801014987 ns,35826346870,3.950 GHz,70878194585,1.99,9065.09 msec,0.509,35771265843,3.944 GHz,602,16811856997,212673493,9076.04 msec,0.510,1909 C,9594874224,21977152,0.23%,0,8980321019,4238580,4149204,89376,1597624559,390371140,24.434,16503005421,1213063051,7.35%,66283885,4857842,7.33%,364900972,16381765216,8481730,0.05%,1987985,6584162,331.20%,89858,610
Python 3.10.11,fibonacci_oldVersions.py 600000,0.97,0.52,0.50,0.17,0.04,0.29,6.35,1.98,0.59,4.70,2.12,16239784683 ns,35554799630,3.907 GHz,68962026039,1.94,9094.23 msec,0.560,35456309874,3.897 GHz,575,16749492235,212560559,9104.30 msec,0.561,1920 C,9438267066,20636856,0.22%,0,8843522354,4239260,4166730,72530,1585781642,377620374,23.813,16278348725,1223450904,7.52%,65695716,4879527,7.43%,327075011,16167444103,11462169,0.07%,1710754,6477664,378.64%,73105,496
Python 3.11.3,fibonacci_oldVersions.py 600000,0.96,0.51,0.50,0.19,0.04,0.30,6.51,2.00,0.59,4.05,2.12,18759975990 ns,35314347105,3.966 GHz,71301827034,2.04,8899.20 msec,0.474,35271319477,3.961 GHz,614,16580242061,209563249,8909.57 msec,0.475,2064 C,9403360625,19876893,0.21%,0,8708335271,4231900,4137711,94189,1544362993,374247307,24.233,15974298361,1208883735,7.57%,56314718,5044004,8.96%,297049913,15753360432,9807066,0.06%,2562309,7031025,274.40%,94732,748
Python 3.12.0b1,fibonacci_oldVersions.py 600000,0.97,0.51,0.48,0.19,0.04,0.30,6.41,1.96,0.59,4.16,2.12,18157297270 ns,35728460708,3.925 GHz,69479541729,1.95,9098.08 msec,0.501,35568653437,3.907 GHz,523,16749569872,212310481,9109.48 msec,0.502,1927 C,9462104873,21545121,0.23%,0,8969128753,4382651,4293696,88955,1500251074,387613183,25.837,15949485701,1163614621,7.30%,69788078,5885647,8.43%,359624488,15991162628,8182199,0.05%,2477668,5409580,218.33%,89426,537
Python 3.13.0a0,fibonacci_oldVersions.py 600000,0.96,0.52,0.49,0.17,0.04,0.30,6.39,1.95,0.60,4.18,2.13,18403103004 ns,36377537883,3.966 GHz,72063454385,1.99,9166.62 msec,0.498,36281654970,3.956 GHz,884,17017747069,215144950,9176.93 msec,0.499,1882 C,9638627668,21497396,0.22%,0,8889341967,4391715,4305578,86137,1548147022,367309911,23.726,15828360623,1178254511,7.44%,70669954,5267539,7.45%,315869042,16652285461,6801225,0.04%,2716560,6661282,245.21%,86635,677
