test,release_date,path,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC_perf,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed_sec,cycles,freq_cycles_GHz,instructions,insn_per_cycle,cpu_clock_msec,no_cpus,cpu_cycles,freq_cpu_cycles_GHz,cpu_migrations,ref_cycles,bus_cycles,task_clock_msec,no_cpus_task_clock,cpu_thermal_margin_C,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete,TotalSlots,FetchBubbles,SlotsRetired,SlotsIssued+RecoveryBubbles,SlotsBackend
8,2019-07-16,nbody_50000000_v5_original,12.0.2,nbody.java 50000000,1.0,0.46,0.56,0.04,0.01,0.4,5.37,2.15,0.0,0.17,2.16,3.858396983,15409097371,3.97,33700713304,2.17,3881.32,1.006,15384337426,3.964,19,7140938283,90518218,3881.5,1.006,510.0,1838663838,63737,0.00%,0,4039625340,3829,3815,12,506704,101003,19.933,9447288395,218402,0.00%,38012,3015,7.93%,558435,9507070622,773,0.00%,3368,7884,234.09%,0,0,61636389484,2465455579.36,34516378111.04,616363894.84,24654555793.600002
9,2019-07-16,nbody_50000000_v5_original,12.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.01,0.4,5.27,2.07,0.02,0.25,2.16,3.886840978,15846873591,4.051,34017611447,2.16,3912.15,1.007,15843307536,4.05,20,7320922735,90320265,3912.32,1.007,458.0,1818639181,274644,0.02%,0,4017041759,3820,3810,8,310322,55316,17.825,9310571987,159200,0.00%,11516,1987,17.25%,346239,9487720007,46,0.00%,1965,4484,228.19%,0,0,63387494364,1901624830.9199998,36130871787.479996,633874943.64,25354997745.600002
10,2019-07-16,nbody_50000000_v5_original,12.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.01,0.4,5.31,2.11,0.01,0.27,2.15,3.858787709,15264650903,3.929,33230927224,2.15,3885.48,1.007,15323606023,3.944,30,7092565219,89888591,3885.65,1.007,482.0,1837147627,311460,0.02%,0,4016488912,3821,3811,8,168298,34207,20.325,9411640392,135878,0.00%,11086,1677,15.13%,393116,9450463613,422,0.00%,2522,3587,142.23%,0,0,61058603612,1831758108.36,34803404058.84,610586036.12,24423441444.800003
1,2020-01-14,nbody_50000000_v5_original,13.0.2,nbody.java 50000000,1.0,0.46,0.57,0.04,0.01,0.39,5.37,2.19,0.0,0.02,2.16,3.851549326,15370414161,3.971,33898355966,2.19,3870.57,1.005,15410904583,3.981,10,7152935076,90642448,3870.71,1.005,694.0,1843968766,18767,0.00%,0,4047560610,3739,3729,8,111483,35486,31.831,9464998730,121143,0.00%,11380,1327,11.66%,345460,9523774545,77,0.00%,2960,15100,510.14%,0,0,61481656644,2459266265.76,35044544287.079994,614816566.44,23977846091.16
2,2020-01-14,nbody_50000000_v5_original,13.0.2,nbody.java 50000000,1.0,0.46,0.57,0.04,0.01,0.39,5.37,2.15,0.0,0.16,2.16,3.846934323,15453013828,3.998,33926166939,2.21,3865.53,1.005,15445262727,3.996,15,6983472628,88594660,3865.69,1.005,637.0,1805969112,65356,0.00%,0,3980938385,3736,3726,8,398124,56822,14.272,9328024110,187388,0.00%,30860,2683,8.69%,546302,9410848949,11324,0.00%,16140,19198,118.95%,0,0,61812055312,2472482212.48,35232871527.84,618120553.12,24106701571.68
3,2020-01-14,nbody_50000000_v5_original,13.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.01,0.39,5.37,2.15,0.01,0.18,2.16,3.851690541,15400062917,3.979,33728671549,2.18,3870.43,1.005,15382438330,3.974,20,7136770788,90435587,3870.56,1.005,576.0,1837030642,75751,0.00%,0,4032322002,3737,3727,8,390467,28935,7.41,9474484488,155656,0.00%,23747,1794,7.55%,481813,9496839188,525,0.00%,5082,4375,86.09%,0,0,61600251668,1848007550.04,35112143450.759995,616002516.6800001,24024098150.52
4,2020-01-14,nbody_50000000_v5_original,13.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.01,0.38,5.36,2.14,0.0,0.17,2.16,3.866713709,15369269611,3.956,33786098595,2.17,3885.32,1.005,15426595635,3.97,15,7138782591,90461821,3885.47,1.005,576.0,1837350926,69641,0.00%,0,4039630816,3733,3721,10,213283,38992,18.282,9366656222,157752,0.00%,23155,901,3.89%,449903,9464158503,540,0.00%,3589,3647,101.62%,0,0,61477078444,1844312353.32,35041934713.079994,614770784.44,23361289808.72
5,2020-01-14,nbody_50000000_v5_original,13.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.02,0.4,5.36,2.15,0.01,0.19,2.16,3.859853585,15343189670,3.956,33679263964,2.17,3878.44,1.005,15389149120,3.968,16,7147152638,90574861,3878.6,1.005,588.0,1839654682,116400,0.01%,0,4027324449,3737,3727,8,223845,48334,21.593,9413603049,129655,0.00%,15906,1317,8.28%,411718,9481118218,170,0.00%,4881,5924,121.37%,0,0,61372758680,1841182760.3999999,34982472447.6,1227455173.6000001,24549103472.0
6,2020-01-14,nbody_50000000_v5_original,13.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.02,0.39,5.37,2.14,0.01,0.18,2.16,3.853827349,15356509018,3.965,33661734929,2.17,3872.67,1.005,15360833429,3.966,17,7134881315,90445582,3872.81,1.005,531.0,1839784513,73059,0.00%,0,4039756032,3736,3726,8,248849,36362,14.612,9454665707,136074,0.00%,13390,2026,15.13%,377322,9513086410,0,0.00%,2622,4297,163.88%,0,0,61426036072,1842781082.1599998,35012840561.03999,1228520721.44,23956154068.08
7,2020-01-14,nbody_50000000_v5_original,13.0.2,nbody.java 50000000,1.0,0.46,0.56,0.04,0.02,0.39,5.38,2.15,0.01,0.19,2.16,3.877120182,15812956541,4.059,33221246553,2.12,3895.74,1.005,15377636496,3.947,18,7135205271,90402177,3895.89,1.005,549.0,1818246976,71418,0.00%,0,4044514070,3736,3726,8,196300,30668,15.623,9471253028,126968,0.00%,13143,1871,14.24%,382608,9501531833,231,0.00%,3349,3801,113.50%,0,0,63251826164,2530073046.56,35421022651.840004,1265036523.28,24668212203.96
8,2020-01-14,nbody_50000000_v5_original,13.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.01,0.39,5.36,2.15,0.0,0.18,2.16,3.8537179,15380757229,3.973,33650885788,2.17,3871.68,1.005,15369130240,3.97,16,7129543299,90318548,3871.85,1.005,468.0,1835306472,78399,0.00%,0,4034670105,3740,3728,10,329536,39847,12.092,9452468834,190625,0.00%,30494,1363,4.47%,491407,9507848388,85,0.00%,3504,6807,194.26%,0,0,61523028916,1845690867.48,35068126482.119995,615230289.16,23993981277.24
9,2020-01-14,nbody_50000000_v5_original,13.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.01,0.39,5.36,2.14,0.0,0.11,2.16,3.858164392,15402030814,3.972,33753521750,2.18,3877.46,1.005,15392931938,3.97,13,7145326677,90519234,3877.65,1.005,524.0,1835293407,56484,0.00%,0,4040118708,3738,3728,8,582061,108354,18.616,9435480202,204391,0.00%,30825,2128,6.90%,557580,9519718253,162,0.00%,2214,7410,334.69%,0,0,61608123256,1848243697.6799998,35116630255.92,616081232.5600001,24027168069.84
10,2020-01-14,nbody_50000000_v5_original,13.0.2,nbody.java 50000000,1.0,0.46,0.57,0.03,0.01,0.38,5.37,2.15,0.01,0.19,2.16,3.852120487,15334570308,3.96,33637625032,2.17,3872.46,1.005,15374650955,3.97,18,7130983480,90388935,3872.63,1.005,490.0,1840026337,181341,0.01%,0,4035474282,3739,3729,8,204002,25834,12.664,9453714360,134850,0.00%,15419,1247,8.09%,392959,9510760396,177,0.00%,5886,6728,114.31%,0,0,61338281232,1840148436.96,34962820302.24,613382812.32,23308546868.16
1,2020-07-14,nbody_50000000_v5_original,14.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.42,2.29,0.0,0.16,2.16,4.004437563,16294683943,4.05,37751818398,2.33,4022.94,1.005,16301746031,4.052,14,7371881029,93423439,4023.1,1.005,711.0,2412835687,63939,0.00%,0,4010294759,3790,3780,8,380817,107769,28.299,9399713759,171880,0.00%,24676,1949,7.90%,459609,9428397184,540,0.00%,2947,3677,124.77%,0,0,65178735772,1955362073.1599998,38455454105.479996,651787357.72,24116132235.64
2,2020-07-14,nbody_50000000_v5_original,14.0.2,nbody.java 50000000,1.0,0.43,0.58,0.05,0.01,0.38,5.41,2.3,0.01,0.04,2.16,4.025715884,16369885268,4.047,37691463441,2.32,4045.37,1.005,16375269775,4.048,13,7589076585,96110063,4045.51,1.005,687.0,2460234291,94864,0.00%,0,4108478112,3789,3779,8,247801,28850,11.642,9417157141,138604,0.00%,10102,678,6.71%,383137,9459545470,61,0.00%,1549,4116,265.72%,0,0,65479541072,3273977053.6000004,37978133821.759995,654795410.72,24882225607.36
3,2020-07-14,nbody_50000000_v5_original,14.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.43,2.28,0.01,0.14,2.16,4.000586091,16264594384,4.046,36939205353,2.29,4019.66,1.005,15872046471,3.949,15,7368432634,93372958,4019.84,1.005,602.0,2419291666,58692,0.00%,0,4014145357,3786,3776,8,437195,113100,25.869,9371945070,187105,0.00%,26821,1178,4.39%,501474,9436837265,115,0.00%,3798,5111,134.57%,0,0,65058377536,1951751326.08,38384442746.24,650583775.36,24071599688.32
4,2020-07-14,nbody_50000000_v5_original,14.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.38,5.41,2.28,0.01,0.13,2.16,4.009036982,16294421125,4.045,37859947399,2.33,4028.65,1.005,16290524723,4.044,11,7557130353,93363871,4028.81,1.005,565.0,2412799784,51736,0.00%,0,3999356146,3791,3781,8,299984,43496,14.499,9379866127,151796,0.00%,22266,1726,7.75%,455948,9401565649,657,0.00%,6159,3454,56.08%,0,0,65177684500,1955330535.0,38454833855.0,651776845.0,24767520110.0
5,2020-07-14,nbody_50000000_v5_original,14.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.42,2.29,0.01,0.12,2.16,4.031399556,16339524190,4.033,37568331621,2.31,4051.47,1.005,16385788913,4.044,16,7611694583,96365862,4051.61,1.005,561.0,2470557319,111168,0.00%,0,4069459912,3778,3768,8,333044,25849,7.761,9291566083,149029,0.00%,27555,1302,4.73%,408339,9393244037,69,0.00%,2715,2006,73.89%,0,0,65358096760,1960742902.8,38561277088.4,653580967.6,24182495801.2
6,2020-07-14,nbody_50000000_v5_original,14.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.42,2.26,0.01,0.15,2.16,3.997608503,15881590313,3.954,36964511089,2.3,4016.97,1.005,15861977900,3.949,13,7362693490,93328735,4017.11,1.005,534.0,2420119112,47442,0.00%,0,4022449093,3789,3779,8,178396,41936,23.507,9414681473,129576,0.00%,12625,955,7.56%,405689,9444422482,46,0.00%,3698,3322,89.83%,0,0,63526361252,1905790837.56,37480553138.68,635263612.52,23504753663.239998
7,2020-07-14,nbody_50000000_v5_original,14.0.2,nbody.java 50000000,1.0,0.43,0.58,0.04,0.01,0.38,5.42,2.3,0.0,0.06,2.16,4.009115053,16309997823,4.048,37939222220,2.34,4028.69,1.005,16306115617,4.047,13,7382541762,93546062,4028.83,1.005,513.0,2415811266,27022,0.00%,0,4006835427,3787,3777,8,147183,23975,16.289,9388236417,136478,0.00%,11365,655,5.76%,388575,9433778603,340,0.00%,2842,3085,108.55%,0,0,65239991292,2609599651.68,37839194949.36,652399912.92,24791196690.96
8,2020-07-14,nbody_50000000_v5_original,14.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.38,5.41,2.27,0.01,0.15,2.16,4.006532663,16283902955,4.044,37870391692,2.34,4026.9,1.005,16289568048,4.045,22,7366256011,93363786,4027.02,1.005,517.0,2416901815,59431,0.00%,0,4007981118,3795,3785,8,329597,27790,8.432,9380831778,128320,0.00%,14649,631,4.31%,399126,9436776247,247,0.00%,5230,3136,59.96%,0,0,65135611820,1954068354.6,38430010973.799995,651356118.2,24751532491.6
9,2020-07-14,nbody_50000000_v5_original,14.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.41,2.28,0.0,0.14,2.16,4.008746151,16280587218,4.042,37836560685,2.34,4028.2,1.005,16269950186,4.039,19,7546990234,93213236,4028.42,1.005,513.0,2410793759,66330,0.00%,0,4009352048,3788,3778,8,525600,122926,23.388,9390269955,210663,0.00%,39205,4485,11.44%,619425,9429336154,46,0.00%,4843,8813,181.97%,0,0,65122348872,1953670466.1599998,38422185834.479996,651223488.72,24095269082.64
10,2020-07-14,nbody_50000000_v5_original,14.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.38,5.41,2.28,0.01,0.17,2.16,4.008697312,16285415742,4.044,37798196118,2.33,4027.42,1.005,16292224513,4.045,18,7570227608,93507393,4027.59,1.005,519.0,2410596920,63180,0.00%,0,4006916761,3788,3778,8,150637,22131,14.692,9386952273,125931,0.00%,12415,909,7.32%,368922,9417349415,131,0.00%,3458,3237,93.61%,0,0,65141662968,1954249889.04,38433581151.119995,651416629.6800001,24753831927.84
1,2021-01-19,nbody_50000000_v5_original,15.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.02,0.38,5.41,2.29,0.0,0.07,2.16,4.086433591,16359261746,4.005,38345126655,2.36,4084.44,1.0,16386274615,4.012,12,7604169227,96373207,4084.6,1.0,709.0,2499619879,37842,0.00%,0,4075041506,3576,3565,8,183938,25065,13.627,9647171729,452983,0.00%,100707,34228,33.99%,979805,9631277392,332,0.00%,4704,4019,85.44%,0,0,65437046984,1963111409.52,38607857720.56,1308740939.68,24866077853.920002
2,2021-01-19,nbody_50000000_v5_original,15.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.4,2.26,0.01,0.09,2.16,4.094071348,16357374307,3.998,38228574808,2.35,4091.17,0.999,16389775866,4.006,14,7608799306,96436953,4091.29,0.999,685.0,2495017931,39764,0.00%,0,4073756267,3573,3562,8,359797,24594,6.836,9641810488,164328,0.00%,33183,34390,103.64%,973834,9621697661,10006,0.00%,2145,4329,201.82%,0,0,65429497228,1962884916.84,38603403364.52,654294972.28,24208913974.36
3,2021-01-19,nbody_50000000_v5_original,15.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.02,0.38,5.4,2.29,0.0,0.09,2.16,4.127736181,16352603883,3.965,38233328975,2.31,4124.43,0.999,16389905199,3.974,10,7608701873,96408593,4124.59,0.999,644.0,2476594054,37334,0.00%,0,4018476570,3575,3564,8,215198,36669,17.04,9529340110,140704,0.00%,12941,2134,16.49%,367879,9589981052,77,0.00%,2127,5080,238.83%,0,0,65410415532,1962312465.96,38592145163.88,1308208310.64,24855957902.16
4,2021-01-19,nbody_50000000_v5_original,15.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.38,5.38,2.25,0.01,0.12,2.16,4.136504474,16386273227,3.964,38164329030,2.3,4133.83,0.999,16431047270,3.975,13,7610270159,96405262,4133.98,0.999,623.0,2474396581,39873,0.00%,0,4022727356,3555,3541,11,172254,43823,25.441,9518266178,138415,0.00%,10455,1071,10.24%,340308,9547125569,0,0.00%,3736,4476,119.81%,0,0,65545092908,1966352787.24,38671604815.72,655450929.08,24907135305.04
5,2021-01-19,nbody_50000000_v5_original,15.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.4,2.29,0.0,0.08,2.16,4.093691864,16387722347,4.005,38419594700,2.37,4091.46,0.999,16392623170,4.006,9,7609223942,96384375,4091.61,0.999,576.0,2505964101,34425,0.00%,0,4062824640,3579,3568,8,269393,34872,12.945,9616480030,148473,0.00%,15162,34767,229.30%,883709,9579119075,10879,0.00%,5618,4337,77.20%,0,0,65550889388,1966526681.6399999,38675024738.92,655508893.88,24253829073.56
6,2021-01-19,nbody_50000000_v5_original,15.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.4,2.28,0.0,0.09,2.16,4.088363444,16342565676,4.001,38311457399,2.36,4084.99,0.999,16381066452,4.01,13,7603931764,96360150,4085.13,0.999,524.0,2500467718,54244,0.00%,0,4070176269,3573,3562,8,627999,107334,17.091,9628999970,195920,0.00%,118089,35566,30.12%,1122908,9633806008,119,0.00%,4371,7024,160.70%,0,0,65370262704,1961107881.12,38568454995.36,653702627.04,24186997200.48
7,2021-01-19,nbody_50000000_v5_original,15.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.38,5.37,2.3,0.01,0.01,2.16,4.164465132,16861029035,4.051,38896348165,2.32,4161.85,0.999,16865697466,4.052,18,7823203399,99058427,4162.0,0.999,525.0,2520598949,81090,0.00%,0,3984281814,3555,3544,8,354760,38433,10.834,9419999957,156939,0.00%,21719,1334,6.14%,480122,9485561076,0,0.00%,3113,3720,119.50%,0,0,67444116140,2023323484.1999998,39792028522.6,674441161.4,25628764133.2
8,2021-01-19,nbody_50000000_v5_original,15.0.2,nbody.java 50000000,1.0,0.43,0.59,0.02,0.01,0.38,5.35,2.21,0.02,0.11,2.16,4.174292017,16930922050,4.062,38994922314,2.33,4168.07,0.999,16968268987,4.071,12,7832282420,99122624,4168.18,0.999,534.0,2521462998,103091,0.00%,0,4069029610,3560,3545,12,424075,38804,9.15,9463847521,129406,0.00%,19379,901,4.65%,480553,9393480792,15,0.00%,3118,4941,158.47%,0,0,67723688200,1354473764.0,39956976038.0,677236882.0,25735001516.0
9,2021-01-19,nbody_50000000_v5_original,15.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.38,5.38,2.28,0.0,0.1,2.16,4.137657956,16348849232,3.955,37931682272,2.28,4134.11,0.999,16388168078,3.964,13,7610886313,96438988,4134.22,0.999,498.0,2458916571,48010,0.00%,0,4025675012,3571,3560,8,459124,55361,12.058,9501337730,175432,0.00%,29826,1911,6.41%,489350,9560992674,162,0.00%,2653,5793,218.36%,0,0,65395396928,1961861907.84,38583284187.52,653953969.28,24850250832.64
10,2021-01-19,nbody_50000000_v5_original,15.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.39,2.26,0.01,0.09,2.16,4.134772764,16372442915,3.963,38114460107,2.3,4131.39,0.999,16404396333,3.971,14,7609365677,96425276,4131.57,0.999,495.0,2472584837,51983,0.00%,0,4018395964,3583,3572,8,383828,28917,7.534,9513883305,178013,0.00%,27715,2150,7.76%,488043,9564301859,208,0.00%,2653,5676,213.95%,0,0,65489771660,1964693149.8,38638965279.4,654897716.6,24231215514.2
1,2021-07-20,nbody_50000000_v5_original,16.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.39,2.33,0.0,0.0,2.16,4.117729276,16303952928,3.968,37870983990,2.3,4109.18,0.998,16349601152,3.979,19,7599682712,96335483,4109.3,0.998,758.0,2480346436,32861,0.00%,0,4033391000,3405,3396,8,483985,46535,9.615,9484755584,177503,0.00%,25378,1210,4.77%,530505,9551366478,100,0.00%,3621,7924,218.83%,0,0,65215811712,1956474351.36,38477328910.079994,652158117.12,24129850333.44
2,2021-07-20,nbody_50000000_v5_original,16.0.2,nbody.java 50000000,1.0,0.44,0.59,0.04,0.01,0.38,5.31,2.28,0.0,0.0,2.16,4.132520971,16362418625,3.964,37825279597,2.28,4127.27,0.999,16395325498,3.972,17,7608916447,96415443,4127.4,0.999,719.0,2481561511,23542,0.00%,0,4020457374,3419,3410,8,225426,27889,12.372,9495336712,145420,0.00%,14644,1572,10.73%,398466,9560047193,15,0.00%,4967,4158,83.71%,0,0,65449674500,2617986980.0,38615307955.0,654496745.0,24870876310.0
3,2021-07-20,nbody_50000000_v5_original,16.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.37,2.31,0.0,0.0,2.16,4.122571153,16310304083,3.965,37741999229,2.29,4113.61,0.998,16358150130,3.977,12,7596785477,96267886,4113.74,0.998,698.0,2476732993,37972,0.00%,0,4028466890,3413,3404,8,466694,65455,14.025,9497713116,175316,0.00%,20032,1140,5.69%,474513,9549936648,270,0.00%,5540,5290,95.49%,0,0,65241216332,1957236489.96,38492317635.88,652412163.32,24139250042.84
4,2021-07-20,nbody_50000000_v5_original,16.0.2,nbody.java 50000000,1.0,0.43,0.58,0.04,0.01,0.38,5.36,2.32,0.01,0.0,2.16,4.122656558,16365564837,3.977,37530003777,2.27,4115.04,0.998,16398707901,3.985,13,7612489690,96458620,4115.15,0.998,632.0,2473176673,27677,0.00%,0,4046872495,3397,3386,10,221307,21450,9.692,9421017594,161721,0.00%,25471,1310,5.14%,432696,9588314082,69,0.00%,5292,4267,80.63%,0,0,65462259348,2618490373.92,37968110421.84,654622593.48,24875658552.24
5,2021-07-20,nbody_50000000_v5_original,16.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.38,5.4,2.33,0.0,0.0,2.16,4.117906442,16333941450,3.975,37731353519,2.28,4108.61,0.998,16373746602,3.985,15,7604606405,96384288,4108.72,0.998,618.0,2478476360,42821,0.00%,0,4045092622,3396,3387,8,525121,92039,17.527,9521212553,215046,0.00%,33973,1697,5.00%,589993,9577701919,340,0.00%,3361,16358,486.70%,0,0,65335765800,1960072974.0,38548101822.0,653357658.0,24827591004.0
6,2021-07-20,nbody_50000000_v5_original,16.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.0,0.38,5.4,2.33,0.0,0.0,2.16,4.121521476,16334076230,3.971,37820752681,2.29,4112.87,0.998,16362115483,3.978,32,7597053064,96253377,4112.99,0.998,599.0,2473109674,32051,0.00%,0,4021795218,3416,3407,8,558986,48801,8.73,9446256219,207619,0.00%,43938,3316,7.55%,605312,9509621983,918,0.00%,5368,6085,113.36%,0,0,65336304920,1960089147.6,38548419902.799995,0.0,24827795869.6
7,2021-07-20,nbody_50000000_v5_original,16.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.42,2.33,0.0,0.0,2.16,4.068481934,16328418714,4.022,37614840125,2.31,4059.74,0.998,16378437695,4.034,15,7608120271,96426943,4059.84,0.998,605.0,2496239616,28411,0.00%,0,4095501834,3417,3408,8,1357597,463326,34.128,9574854642,138895,0.00%,12117,1941,16.02%,398037,9411793303,15,0.00%,2862,3973,138.82%,0,0,65313674856,1959410245.6799998,38535068165.04,653136748.5600001,24166059696.72
8,2021-07-20,nbody_50000000_v5_original,16.0.2,nbody.java 50000000,1.0,0.43,0.59,0.03,0.01,0.37,5.37,2.31,0.0,0.01,2.16,4.117444888,16358271989,3.982,37819633676,2.29,4108.39,0.998,16356021116,3.981,17,7593206325,96232057,4108.54,0.998,547.0,2478801419,28377,0.00%,0,4031309868,3416,3407,8,238780,27640,11.576,9497682917,136852,0.00%,12487,1063,8.51%,404012,9532988684,38,0.00%,5299,4204,79.34%,0,0,65433087956,1962992638.6799998,38605521894.04,654330879.5600001,24210242543.72
9,2021-07-20,nbody_50000000_v5_original,16.0.2,nbody.java 50000000,1.0,0.44,0.58,0.03,0.01,0.39,5.37,2.33,0.0,0.0,2.16,4.10039734,16356951778,3.994,37916573999,2.32,4095.15,0.999,16355418171,3.994,19,7581168455,96028011,4095.27,0.999,521.0,2479313789,36830,0.00%,0,4045526234,3416,3407,8,272931,32685,11.976,9551479503,154363,0.00%,14756,1234,8.36%,406123,9591394727,12061,0.00%,15925,15938,100.08%,0,0,65427807112,1962834213.36,37948128124.96,654278071.12,25516844773.68
10,2021-07-20,nbody_50000000_v5_original,16.0.2,nbody.java 50000000,1.0,0.43,0.59,0.04,0.01,0.38,5.43,2.34,0.0,0.0,2.16,4.048750415,16349432116,4.047,38152708181,2.35,4039.59,0.998,16365683420,4.051,14,7593823434,96145058,4039.71,0.998,546.0,2517383424,81662,0.00%,0,4082336094,3394,3385,8,148705,42196,28.376,9381233132,129648,0.00%,6919,624,9.02%,347218,9425155934,30,0.00%,3423,4147,121.15%,0,0,65397728464,2615909138.56,38584659793.759995,653977284.64,24851136816.32
1,2023-08-22,nbody_50000000_v5_original,17.0.8.1,nbody.java 50000000,1.0,0.42,0.6,0.03,0.01,0.36,5.42,2.37,0.0,0.0,2.16,4.058062821,16361598946,4.021,38770499079,2.39,4069.35,1.003,16387253455,4.027,16,7607876782,96414120,4069.45,1.003,803.0,2512171652,22796,0.00%,0,4065520817,5252,5243,8,1520474,520463,34.23,9539316624,473489,0.00%,9717,1211,12.46%,359923,9373665788,510,0.00%,3113,2969,95.37%,0,0,65446395784,1963391873.52,39267837470.4,654463957.84,23560702482.239998
2,2023-08-22,nbody_50000000_v5_original,17.0.8.1,nbody.java 50000000,1.0,0.42,0.6,0.03,0.01,0.37,5.38,2.29,0.02,0.02,2.16,4.067276149,16385966336,4.017,38196826408,2.35,4079.39,1.003,16368630883,4.012,20,7593294412,96235505,4079.54,1.003,729.0,2485310648,90814,0.00%,0,4082993584,5271,5262,8,207571,32074,15.452,9580277302,472493,0.00%,95184,38173,40.10%,923609,9618621640,154,0.00%,4394,3198,72.78%,0,0,65543865344,1966315960.32,39326319206.4,655438653.44,24251230177.28
3,2023-08-22,nbody_50000000_v5_original,17.0.8.1,nbody.java 50000000,1.0,0.42,0.6,0.02,0.01,0.36,5.4,2.36,0.0,0.0,2.16,4.071029182,16304900427,3.994,38479454354,2.37,4082.55,1.003,16355539410,4.006,13,7595779807,96292542,4082.69,1.003,647.0,2493365847,35284,0.00%,0,4064137030,5272,5263,8,436701,110232,25.242,9578661403,502749,0.01%,112594,36040,32.01%,1052412,9592027474,193,0.00%,6079,3992,65.67%,0,0,65219601708,1304392034.16,39131761024.799995,652196017.08,23479056614.879997
4,2023-08-22,nbody_50000000_v5_original,17.0.8.1,nbody.java 50000000,1.0,0.42,0.6,0.03,0.01,0.37,5.4,2.36,0.0,0.0,2.16,4.052453312,16355995686,4.025,38717281301,2.38,4063.84,1.003,16389714515,4.033,18,7610764571,96427981,4063.93,1.003,602.0,2510058065,25803,0.00%,0,4086380137,5280,5268,11,1528788,511854,33.481,9575649651,154246,0.00%,13152,1326,10.08%,387998,9372402635,30,0.00%,5591,4333,77.50%,0,0,65423982744,1962719482.32,39254389646.4,654239827.44,24206873615.28
5,2023-08-22,nbody_50000000_v5_original,17.0.8.1,nbody.java 50000000,1.0,0.42,0.6,0.03,0.01,0.36,5.39,2.34,0.0,0.02,2.16,4.054677793,16334503100,4.017,38677857042,2.38,4066.1,1.003,16362337754,4.024,14,7599783752,96262045,4066.2,1.003,583.0,2503664980,25934,0.00%,0,4074827446,5272,5263,8,1522892,503131,33.038,9584069486,471269,0.00%,12407,655,5.28%,384781,9359431134,185,0.00%,3559,2532,71.14%,0,0,65338012400,1960140372.0,39202807440.0,653380124.0,23521684464.0
6,2023-08-22,nbody_50000000_v5_original,17.0.8.1,nbody.java 50000000,1.0,0.42,0.6,0.03,0.01,0.36,5.42,2.37,0.0,0.0,2.16,4.053348946,16375551635,4.029,38776308451,2.38,4063.94,1.003,16412930493,4.039,24,7623987483,96594603,4064.03,1.003,547.0,2512620084,41379,0.00%,0,4076149581,5273,5264,8,1795526,520583,28.993,9574901285,178415,0.00%,24597,1219,4.96%,463704,9381486089,69,0.00%,3209,5524,172.14%,0,0,65502206540,1965066196.1999998,39301323924.0,655022065.4,23580794354.399998
