version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1.8.0_382,binarytrees.java 21,4.29092,2708.8,1701437493.010550,0.00,0.00,2192.30,80.60,2728.70,1895.30,0.87,36322.10,0.00,12.40,213.90,262.70,156.90,632.30,2.00,1423.00,10.20,993.90,0.00,0.17,0.15,0.09,0.78,0.00,5.73,0.12,12.08,8.90,0.17,0.71,9.62,61.20,61.50,98.06,300.00,300.00,354.27,99.46,1.85,1.83,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.47,61.45,0.07,6.87,0.00,0.00
9.0.4,binarytrees.java 21,3.19098,2435.6,1701437980.026501,0.00,0.00,1927.70,72.20,2674.60,1895.00,1.24,7678.50,0.00,24.00,332.90,314.30,155.70,659.90,0.70,1227.20,9.40,833.00,0.00,0.24,0.22,0.13,1.34,0.00,8.40,0.15,17.06,11.28,0.36,1.34,14.83,65.60,66.50,97.66,300.00,300.00,328.91,99.42,2.23,2.20,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.55,50.87,0.06,6.19,0.00,0.00
10.0.2,binarytrees.java 21,3.23082,2389,1701438445.111591,0.00,0.00,1902.60,71.73,2657.40,1895.00,1.25,7304.60,0.00,24.90,271.20,313.10,142.50,594.00,0.90,1275.00,12.90,925.80,0.00,0.21,0.23,0.12,1.23,0.00,8.38,0.18,17.66,10.95,0.31,1.27,15.74,67.30,68.30,97.72,300.00,300.00,325.73,99.38,2.17,2.16,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.98,51.17,0.06,6.20,0.00,0.00
11.0.20.1,binarytrees.java 21,2.9226,2492.7,1701438906.896547,0.00,0.00,1993.10,71.26,2799.60,1895.00,1.01,7280.70,0.00,26.90,293.10,299.30,109.90,489.50,1.10,1288.20,8.00,808.50,0.00,0.35,0.36,0.11,1.15,0.01,10.37,0.09,16.02,13.50,0.17,1.18,13.89,65.10,66.30,97.48,300.00,300.00,333.08,99.15,2.29,2.26,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.67,46.54,0.06,6.00,0.00,0.00
12.0.2,binarytrees.java 21,2.9402,2379.4,1701439365.717023,0.00,0.00,1980.40,71.12,2788.60,1895.40,1.01,7123.50,0.00,15.80,325.70,303.40,128.70,512.90,0.80,1227.50,11.10,866.20,0.00,0.35,0.37,0.11,1.10,0.00,9.52,0.24,16.92,13.90,0.14,1.13,13.70,67.90,68.30,97.54,300.00,300.00,334.28,99.22,2.32,2.30,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.62,46.44,0.06,6.00,0.00,0.00
13.0.2,binarytrees.java 21,2.86679,2543.4,1701439823.564368,0.00,0.00,1992.50,71.82,2775.80,1895.10,1.03,6896.80,0.00,32.50,221.80,287.50,103.40,443.60,1.20,1059.20,10.20,800.20,0.00,0.27,0.31,0.09,0.98,0.00,9.09,0.11,17.06,12.75,0.12,0.97,14.34,67.60,69.20,97.47,300.00,300.00,333.51,99.43,2.31,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.86,45.85,0.06,5.96,0.00,0.00
14.0.2,binarytrees.java 21,2.86568,2288.6,1701440281.416333,0.00,0.00,2010.50,72.04,2792.50,1895.00,1.03,6978.30,0.00,24.90,481.30,373.20,99.30,383.20,1.40,1015.90,9.50,765.70,0.00,0.72,0.48,0.10,0.80,0.01,8.84,0.18,16.56,14.80,0.12,0.80,12.24,67.60,68.50,97.55,400.00,300.00,340.04,99.44,2.27,2.25,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.81,45.80,0.06,5.95,0.00,0.00
15.0.2,binarytrees.java 21,2.82157,2517.2,1701440738.850761,0.00,0.00,2027.30,71.73,2826.50,1895.00,0.99,6895.00,0.00,18.10,626.40,321.50,104.50,400.80,1.20,1052.80,10.80,642.90,0.00,0.91,0.40,0.10,0.96,0.01,10.00,0.23,15.38,14.40,0.11,0.89,12.86,67.80,68.80,97.33,300.00,300.00,337.03,98.95,2.50,2.34,0.07,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.01,45.10,0.06,5.92,0.00,0.00
16.0.2,binarytrees.java 21,2.80515,2741.4,1701441195.820127,0.00,0.00,2038.20,72.62,2808.20,1895.00,0.96,7007.00,0.80,27.40,707.90,362.80,95.80,356.90,0.40,982.30,7.50,629.40,0.00,0.96,0.36,0.12,0.88,0.00,9.35,0.16,15.25,14.39,0.13,0.81,12.04,64.90,65.60,97.31,300.00,300.00,340.89,98.97,2.53,2.37,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.81,44.97,0.06,5.97,0.00,0.00
17.0.8.1,binarytrees.java 21,2.7842,2777.3,1701441652.465953,0.00,0.00,2045.70,72.85,2808.60,1895.30,0.97,6482.90,0.00,17.40,504.10,502.50,90.40,356.30,0.60,925.50,5.90,603.60,0.00,0.72,0.68,0.11,0.86,0.00,8.88,0.08,15.53,14.52,0.10,0.85,11.68,65.60,66.40,97.55,300.00,300.00,341.91,99.43,2.27,2.26,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.11,45.31,0.06,5.94,0.00,0.00
