version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
v6.17.1,binaryTrees_7_original.js 21,0.99,0.48,0.54,0.17,0.04,0.26,6.51,2.07,0.23,4.17,1.95,22261329069.70,88051498520.40,3.64,182224558955.10,2.07,24322.40,1.09,88116021578.00,3.64,27.90,45502011282.00,576154966.50,24324.19,1.09,159.50,32212154370.40,84065499.30,0.26,11.10,31107591513.60,5930364.10,5930364.10,0.00,2534708393.90,1520896700.10,60.01,42700422334.70,1444975004.40,3.38,164283436.80,51500356.90,31.33,140097642.30,42759753266.60,14398652.20,0.03,297556.00,8747640.90,3717.24,0.00,0.50
v7.10.1,binaryTrees_7_original.js 21,0.99,0.50,0.52,0.19,0.04,0.25,6.22,1.99,0.23,4.06,1.91,23082811720.10,94752322164.70,3.57,188076960152.80,1.98,26744.51,1.16,94832786446.20,3.57,37.90,50002847291.10,632740571.80,26750.15,1.16,153.60,33199450467.70,106745598.20,0.32,159.70,32060870049.30,6036434.60,6036434.60,0.00,2585524768.30,1542535091.00,59.66,46072360547.50,1458455770.10,3.17,151837932.80,48671085.50,32.03,191553961.90,46067641129.00,13005063.20,0.03,403287.00,10736562.70,3009.43,0.00,0.00
v8.17.0,binaryTrees_7_original.js 21,0.99,0.52,0.52,0.21,0.03,0.23,6.23,1.94,0.26,3.36,1.99,20455974170.40,82017757452.50,3.72,159333817193.20,1.94,22184.38,1.09,82048758564.30,3.72,36.10,41375069256.40,523936296.90,22190.06,1.09,152.90,30107085397.10,48288009.40,0.16,7.10,25931140048.40,6074524.60,6074524.40,0.20,1563587517.90,858934914.30,54.93,42625636831.00,1072785339.40,2.52,124515883.50,39261612.10,31.49,165683158.70,42769779723.80,7925793.80,0.02,245380.60,8872878.30,6344.66,0.00,0.20
v9.11.2,binaryTrees_7_original.js 21,0.99,0.51,0.52,0.22,0.03,0.24,6.12,1.93,0.26,3.34,1.99,20615540993.50,82574225739.80,3.71,159716073904.50,1.94,22363.60,1.08,82604275377.80,3.72,39.00,41825882718.50,529091752.20,22369.18,1.09,155.00,30335910736.80,49666659.60,0.16,12.20,26032260782.00,6077166.80,6077166.50,0.30,1560984082.80,858384897.70,54.99,42834323434.20,1072177099.20,2.50,128181882.40,42279145.00,32.96,165702357.70,42612701502.20,8038308.10,0.02,240951.00,8741780.50,4620.73,0.00,0.00
v10.24.1,binaryTrees_7_original.js 21,0.99,0.58,0.46,0.13,0.02,0.39,5.01,1.71,0.12,5.87,1.51,25907278873.70,202640959090.40,2.85,346248314665.70,1.71,72622.54,2.80,202634476740.30,2.85,54.20,136694902008.80,1730295439.50,72632.71,2.81,210.40,61099145616.40,119012597.80,0.19,23.10,44428446959.30,5946061.70,5946061.70,0.00,5010158603.40,1861401355.10,37.17,83371295462.20,2337399158.90,2.80,403778058.70,115574836.40,28.62,219248385.80,83264023671.80,31192973.00,0.04,667938.20,8378901.30,1284.04,0.00,1.30
v11.15.0,binaryTrees_7_original.js 21,0.99,0.56,0.48,0.12,0.02,0.38,5.25,1.78,0.12,5.67,1.52,26451276664.70,200890862400.30,2.86,359114051302.00,1.79,71389.78,2.70,200979985461.50,2.86,75.80,134369749532.10,1701320958.70,71399.79,2.70,208.30,61045615975.30,116871845.20,0.19,15.80,47449115453.80,5954487.90,5954487.70,0.20,4868479834.00,1875212752.50,38.52,87962262979.90,2303835425.30,2.62,380421300.80,109274935.50,28.72,209901688.00,87783313983.90,30239806.80,0.03,668461.50,8076546.30,1287.43,0.00,0.90
v12.22.12,binaryTrees_7_original.js 21,0.98,0.55,0.49,0.16,0.03,0.31,6.02,1.83,0.24,4.47,1.78,19555752153.20,99731633547.60,3.32,182372464213.80,1.83,30439.63,1.56,99825852695.50,3.32,60.10,56882847663.20,719670639.20,30454.29,1.56,189.10,33183920565.90,59999618.70,0.18,76.90,29799078089.60,5993419.70,5993419.30,0.40,2378015877.60,1107926726.90,46.59,48698229404.20,1348671171.20,2.77,200486609.70,60064526.00,29.94,295929214.00,48714605925.30,14713109.00,0.03,468351.10,8630313.80,1986.01,0.00,0.80
v13.14.0,binaryTrees_7_original.js 21,0.99,0.58,0.47,0.14,0.03,0.36,5.65,1.74,0.22,4.74,1.72,19604781523.30,109005000479.50,3.21,189464178271.90,1.73,34362.26,1.75,109016189946.10,3.21,47.10,64287999017.90,814434672.10,34376.74,1.75,191.20,34646885344.90,64010221.70,0.18,67.50,30823489732.40,5991868.10,5991868.10,0.00,2605278186.70,1135171455.90,43.57,51024154226.50,1431192266.40,2.81,222962930.90,64087103.00,28.74,322858342.50,50737430332.90,16133273.40,0.03,596725.40,8751487.80,1539.28,0.00,0.00
v14.21.3,binaryTrees_7_original.js 21,0.99,0.50,0.53,0.13,0.03,0.31,6.40,1.97,0.23,3.24,1.89,26223141222.70,105740450126.60,3.53,209023666767.90,1.97,30174.29,1.15,105799118276.40,3.53,55.90,56489627711.30,714123771.10,30187.15,1.15,190.30,38259006416.60,72607660.20,0.19,63.10,34332529845.90,5979508.60,5979508.20,0.40,2067183442.10,1174230439.20,56.81,55950170255.90,1319978581.00,2.36,171927017.20,64672861.20,37.61,290002830.80,56176602985.50,13772052.50,0.02,509190.00,9431572.30,1993.89,0.00,0.00
v15.14.0,binaryTrees_7_original.js 21,0.99,0.54,0.50,0.17,0.03,0.31,6.07,1.87,0.22,3.05,1.85,27925312274.90,109505006516.90,3.47,205323686511.30,1.88,31750.84,1.14,109595191992.00,3.47,43.80,59532830369.10,753609717.40,31764.56,1.14,195.20,38700979097.60,64759629.80,0.17,21.10,34222160802.50,6079548.10,6079547.80,0.30,2117640302.10,1175103556.00,55.49,53743224984.90,1332700067.90,2.48,175794150.00,64554489.60,36.70,315914912.70,53706916635.00,13735511.60,0.03,394064.40,9488881.50,2535.99,0.00,0.80
