version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1.8.0_362,binarytrees.java 21,1.00,0.75,0.33,0.09,,,4.87,1.19,0.04,6.11,2.05,4595278390 ns,44801535871,3.651 GHz,55940450803,1.74,12269.49 msec,2.670,45125094983,3.678 GHz,248,22141516885,281129227,12270.13 msec,2.670,658 C,9335181926,30339164,0.32%,0,11840133637,187126,187116,8,832739422,501380758,60.209,13457139825,431669989,3.21%,21113962,11618061,55.03%,5747619,14122140872,6094816,0.04%,35565,91570,257.47%,0,4
9.0.4,binarytrees.java 21,1.00,0.38,0.61,0.09,,,6.32,2.29,0.09,5.72,2.10,4190345367 ns,20230313656,3.520 GHz,48174429367,3.42,5746.79 msec,1.371,20121329771,3.501 GHz,204,9478520759,121168373,5747.38 msec,1.372,1199 C,7758066641,13958562,0.18%,0,10067183050,433121,433112,8,782526396,497266173,63.546,13729808376,406523957,2.96%,18583863,7704731,41.46%,4937829,13673672504,9917700,0.07%,19661,87866,446.91%,0,0
10.0.2,binarytrees.java 21,0.99,0.40,0.63,0.11,,,6.37,2.38,0.10,5.71,2.10,4311014290 ns,20590275150,3.536 GHz,48829149447,3.36,5823.35 msec,1.351,20916511658,3.592 GHz,184,10052687280,128199306,5823.89 msec,1.351,1247 C,8307604419,12984721,0.16%,0,11379360219,433299,433290,8,793546909,468149535,58.995,14838455307,408094746,2.75%,18505390,9521377,51.45%,3977946,14716350286,9163826,0.06%,302552,255401,84.42%,0,0
11.0.19,binarytrees.java 21,0.99,0.40,0.63,0.09,,,6.27,2.28,0.11,6.57,2.11,3512951901 ns,15685349295,3.414 GHz,38041501861,3.44,4594.77 msec,1.308,15136073191,3.294 GHz,170,7054395755,90572712,4595.28 msec,1.308,906 C,5308348722,6562505,0.12%,0,8298605272,416847,416838,8,733776784,428119670,58.345,9989518510,391839882,3.92%,20861629,7857495,37.66%,10676893,11119622488,9195641,0.08%,32595,184482,565.98%,0,0
12.0.2,binarytrees.java 21,0.99,0.39,0.63,0.10,,,6.16,2.25,0.11,6.31,2.11,3558876552 ns,16439632807,3.477 GHz,38720630331,3.29,4728.01 msec,1.329,16793044644,3.552 GHz,155,7830282342,100280711,4728.57 msec,1.329,879 C,5602467314,8595858,0.15%,0,8439208962,439123,439114,8,745831623,469802123,62.990,10415363394,401798055,3.86%,20177486,7046592,34.92%,15682866,11195791315,8570682,0.08%,32654,416794,1276.39%,0,0
13.0.2,binarytrees.java 21,0.99,0.39,0.63,0.13,,,6.58,2.26,0.11,6.38,2.11,3566821655 ns,16327078989,3.626 GHz,39190822837,3.41,4502.43 msec,1.262,16231806748,3.605 GHz,206,7541281364,95912355,4502.98 msec,1.262,896 C,5647359511,6343077,0.11%,0,8118729252,433250,433241,8,709308401,445848529,62.857,10185061156,405049242,3.98%,20195853,6770566,33.52%,8933708,10860682247,8060226,0.07%,36829,1138087,3090.19%,0,0
14.0.2,binarytrees.java 21,0.99,0.40,0.65,0.09,,,6.60,2.26,0.12,6.67,2.10,3508317029 ns,16002280323,3.570 GHz,38387684985,3.34,4481.76 msec,1.277,16335810000,3.645 GHz,220,7787574080,99236507,4482.40 msec,1.278,918 C,6091447960,8418661,0.14%,0,8578321398,433653,433644,8,782698382,461365712,58.946,10323942531,403405194,3.91%,20510580,8319340,40.56%,6016306,10954335616,8483010,0.08%,50869,1386197,2725.03%,0,0
15.0.2,binarytrees.java 21,0.99,0.40,0.61,0.08,,,6.26,2.31,0.09,6.54,2.10,3451629338 ns,15483045962,3.515 GHz,37222318961,3.38,4404.71 msec,1.276,15318138877,3.477 GHz,244,6910059756,88399572,4405.40 msec,1.276,923 C,5321591588,6557260,0.12%,0,8055138529,432099,432089,8,712968728,447057499,62.704,9157516404,409203532,4.47%,16468304,5650781,34.31%,4968893,9530820464,7620239,0.08%,23830,663469,2784.18%,0,0
16.0.2,binarytrees.java 21,0.99,0.40,0.65,0.12,,,6.48,2.26,0.10,6.44,2.11,3411887593 ns,14587292694,3.345 GHz,33420822429,3.14,4360.28 msec,1.278,14937358095,3.426 GHz,214,6896350061,88202493,4360.86 msec,1.278,953 C,5894176269,6388347,0.11%,0,7710172605,436427,436418,8,725117097,447164274,61.668,8570344381,398611446,4.65%,19568057,6468360,33.06%,5333616,8964409552,9459174,0.11%,61845,1543648,2495.99%,0,0
17.0.7,binarytrees.java 21,0.99,0.40,0.64,0.11,,,6.19,2.26,0.11,6.81,2.11,3383242537 ns,15117518333,3.494 GHz,34882544970,3.19,4326.46 msec,1.279,15028400404,3.473 GHz,206,6780839148,87043269,4327.03 msec,1.279,973 C,6026407491,5019718,0.08%,0,7974464663,431231,431222,8,788883919,454832950,57.655,8517789793,389407406,4.57%,17055430,6494673,38.08%,7944370,9099769500,8724493,0.10%,32475,97972,301.68%,0,0
