test,version,appplication,time_elapsed,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,v9.11.2,binaryTrees_1_original.js 21,41596272,0.95,0.89,0.33,0.34,0.13,0.08,5.87,1.44,0.04,2.41,2.15,41596272 ns,159647787,3.830 GHz,209083421,1.30,41.68 msec,1.002,158441681,3.801 GHz,3,<not,<not,41.69 msec,1.002,300 C,<not,<not,(0.00%),<not,<not,2493,2493,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
2,v9.11.2,binaryTrees_1_original.js 21,42170342,0.89,0.85,0.33,0.35,0.13,0.09,5.89,1.48,0.04,2.46,2.15,42170342 ns,167151932,3.950 GHz,216066670,1.31,42.31 msec,1.003,166904591,3.944 GHz,4,<not,<not,42.32 msec,1.004,311 C,<not,<not,(0.00%),<not,<not,2491,2491,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
3,v9.11.2,binaryTrees_1_original.js 21,41921866,0.94,0.87,0.34,0.34,0.13,0.08,5.86,1.43,0.04,2.30,2.15,41921866 ns,158317505,3.767 GHz,201697337,1.24,42.02 msec,1.002,160065508,3.809 GHz,2,<not,<not,42.03 msec,1.003,308 C,<not,<not,(0.00%),<not,<not,2492,2492,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
4,v9.11.2,binaryTrees_1_original.js 21,41203872,0.95,0.85,0.34,0.35,0.13,0.08,5.87,1.42,0.04,2.46,2.15,41203872 ns,157314009,3.814 GHz,207617641,1.30,41.24 msec,1.001,155185428,3.762 GHz,4,<not,<not,41.25 msec,1.001,289 C,<not,<not,(0.00%),<not,<not,2492,2492,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
5,v9.11.2,binaryTrees_1_original.js 21,46199030,0.81,0.91,0.32,0.34,0.11,0.09,5.88,1.45,0.04,2.37,2.10,46199030 ns,178905177,3.874 GHz,232652776,1.38,46.17 msec,0.999,178693772,3.870 GHz,4,<not,<not,46.18 msec,1.000,287 C,<not,<not,(0.00%),<not,<not,2493,2493,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
6,v9.11.2,binaryTrees_1_original.js 21,41492267,0.96,0.90,0.34,0.36,0.13,0.08,5.88,1.45,0.04,2.49,2.15,41492267 ns,164559665,3.962 GHz,214805299,1.31,41.53 msec,1.001,163584032,3.939 GHz,1,<not,<not,41.54 msec,1.001,284 C,<not,<not,(0.00%),<not,<not,2493,2493,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
7,v9.11.2,binaryTrees_1_original.js 21,41998983,0.93,0.92,0.33,0.33,0.13,0.08,5.90,1.47,0.04,2.40,2.15,41998983 ns,161564489,3.837 GHz,210445366,1.30,42.10 msec,1.002,160585932,3.814 GHz,2,<not,<not,42.11 msec,1.003,287 C,<not,<not,(0.00%),<not,<not,2494,2494,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
8,v9.11.2,binaryTrees_1_original.js 21,42478625,0.94,0.89,0.33,0.34,0.13,0.11,5.89,1.46,0.04,2.41,2.16,42478625 ns,162857234,3.830 GHz,212703085,1.32,42.51 msec,1.001,161912195,3.808 GHz,2,<not,<not,42.53 msec,1.001,298 C,<not,<not,(0.00%),<not,<not,2493,2493,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
9,v9.11.2,binaryTrees_1_original.js 21,41658202,0.92,0.87,0.33,0.34,0.13,0.08,5.86,1.43,0.04,2.41,2.16,41658202 ns,160118810,3.836 GHz,210536549,1.31,41.73 msec,1.002,158975595,3.809 GHz,2,<not,<not,41.74 msec,1.002,285 C,<not,<not,(0.00%),<not,<not,2492,2492,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
10,v9.11.2,binaryTrees_1_original.js 21,42019872,0.87,0.88,0.33,0.34,0.13,0.08,5.89,1.47,0.04,2.43,2.16,42019872 ns,161188203,3.831 GHz,211101297,1.32,42.06 msec,1.001,160193546,3.808 GHz,2,<not,<not,42.08 msec,1.001,301 C,<not,<not,(0.00%),<not,<not,2492,2492,0,<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,(0.00%),<not,<not,<not,(0.00%),<not,<not,(0.00%),0,0
