test,version,appplication,CPU_Utilization,CPI,Retiring,Frontend_Bound,Bad_Speculation,Backend_Bound,ILP,IPC,Kernel_Utilization,L1D_Cache_Fill_BW,Turbo_Utilization,time_elapsed,cycles,freq_cycles,instructions,insn_per_cycle,cpu_clock,no_cpus,cpu_cycles,freq_cpu_cycles,cpu_migrations,ref_cycles,bus_cycles,task_clock,no_cpus_task_clock,cpu_thermal_margin,branches,branch_misses,percent_branch_misses,mem_loads,mem_stores,page_faults,minor_faults,major_faults,cache_references,cache_misses,percent_cache_misses,L1_dcache_loads,L1_dcache_load_misses,percent_L1_dcache_load_misses,LLC_loads,LLC_load_misses,percent_LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,percent_dTLB_load_misses,iTLB_loads,iTLB_load_misses,percent_iTLB_load_misses,block_rq_issue,block_rq_complete
1,20.0.2,nbody.java 50000000,1.00,0.46,0.57,0.03,0.01,0.38,5.41,2.11,0.00,0.26,2.15,3884578011 ns,15848646704,4.056 GHz,34492061057,2.19,3907.28 msec,1.006,15827432956,4.051 GHz,18,7165696005,90504161,3907.44 msec,1.006,760 C,1980341364,209112,0.01%,0,3964726549,5492,5482,8,395160,54149,13.703,9506447814,179410,0.00%,25857,4049,15.66%,521962,9561851362,758,0.00%,4205,7102,168.89%,0,0
2,20.0.2,nbody.java 50000000,1.00,0.46,0.56,0.03,0.01,0.39,5.46,2.09,0.00,0.29,2.15,3876543144 ns,15808746240,4.047 GHz,33208393815,2.12,3906.01 msec,1.008,15433489757,3.951 GHz,15,7175794141,90474668,3906.15 msec,1.008,667 C,1996278191,290208,0.01%,0,3972111396,5745,5735,8,334046,43200,12.932,9487400155,142104,0.00%,28636,1186,4.14%,457888,9587705546,85,0.00%,4541,3632,79.98%,0,0
3,20.0.2,nbody.java 50000000,1.00,0.46,0.56,0.03,0.01,0.38,5.47,2.09,0.01,0.30,2.15,3879616002 ns,15836625175,4.051 GHz,33345549292,2.13,3909.43 msec,1.008,15442918051,3.950 GHz,13,7176531634,90479442,3909.56 msec,1.008,704 C,2006484256,265597,0.01%,0,3967370027,5717,5707,8,269033,28020,10.415,9519639570,130015,0.00%,14692,1309,8.91%,395575,9600590326,347,0.00%,2421,4259,175.92%,0,0
4,20.0.2,nbody.java 50000000,1.00,0.46,0.56,0.03,0.02,0.39,5.46,2.12,0.00,0.26,2.15,3868242312 ns,15388391223,3.946 GHz,33438629588,2.14,3899.50 msec,1.008,15450422200,3.962 GHz,14,7181411869,90503333,3899.67 msec,1.008,639 C,1989101578,171047,0.01%,0,3986182428,5710,5700,8,150216,36110,24.039,9529759764,139578,0.00%,14468,1272,8.79%,402045,9584201947,193,0.00%,2764,3597,130.14%,0,0
5,20.0.2,nbody.java 50000000,1.00,0.46,0.57,0.03,0.01,0.39,5.43,2.11,0.01,0.30,2.15,3895948478 ns,15955546550,4.063 GHz,34509447256,2.19,3926.97 msec,1.008,15969033572,4.066 GHz,16,7388713488,93049400,3927.14 msec,1.008,598 C,2031142590,340171,0.02%,0,4027331199,5715,5705,8,202453,33367,16.481,9457193097,129198,0.00%,17548,2049,11.68%,388363,9525090754,479,0.00%,5578,3562,63.86%,0,0
6,20.0.2,nbody.java 50000000,1.00,0.46,0.57,0.03,0.01,0.38,5.43,2.14,0.00,0.16,2.15,3889280864 ns,15842677800,4.050 GHz,34613377815,2.20,3911.37 msec,1.006,15809717375,4.042 GHz,15,7339220675,90490972,3911.49 msec,1.006,549 C,1977998173,260703,0.01%,0,3933602353,5490,5480,8,283738,35807,12.620,9492621271,158600,0.00%,30971,2411,7.78%,397386,9509168857,363,0.00%,4348,3268,75.16%,0,0
7,20.0.2,nbody.java 50000000,1.00,0.45,0.57,0.03,0.01,0.38,5.43,2.12,0.00,0.31,2.15,3871042889 ns,15439432755,3.958 GHz,33780536811,2.17,3900.97 msec,1.008,15439688853,3.958 GHz,16,7173201580,90440149,3901.09 msec,1.008,532 C,1996229349,274713,0.01%,0,3973890552,5749,5739,8,183190,33279,18.166,9534356000,123981,0.00%,12990,2203,16.96%,405718,9572292245,23,0.00%,3504,3872,110.50%,0,0
8,20.0.2,nbody.java 50000000,1.00,0.46,0.57,0.03,0.01,0.39,5.42,2.10,0.01,0.19,2.15,3876823796 ns,15782035203,4.047 GHz,33685624870,2.15,3899.68 msec,1.006,15354249938,3.937 GHz,14,7138384722,90464829,3899.82 msec,1.006,534 C,1996639271,292756,0.01%,0,3970022486,5513,5503,8,355672,48284,13.575,9496429520,166194,0.00%,24257,3389,13.97%,453362,9550621505,347,0.00%,5933,5126,86.40%,0,0
9,20.0.2,nbody.java 50000000,1.00,0.46,0.57,0.03,0.01,0.39,5.43,2.12,0.00,0.22,2.15,3873521838 ns,15010374549,3.853 GHz,32884529507,2.12,3895.69 msec,1.006,15046772049,3.862 GHz,17,7001414804,88550690,3895.80 msec,1.006,498 C,1953187818,264294,0.01%,0,3911414588,5497,5487,8,323860,99038,30.580,9391465391,163463,0.00%,20591,3585,17.41%,425737,9486940297,92,0.00%,2823,4401,155.90%,0,0
10,20.0.2,nbody.java 50000000,1.00,0.46,0.57,0.04,0.01,0.38,5.43,2.08,0.02,0.31,2.15,3904666341 ns,15974599217,4.063 GHz,34812232187,2.21,3931.23 msec,1.007,15950140228,4.057 GHz,14,7392359195,93126115,3931.36 msec,1.007,521 C,2020946400,228515,0.01%,0,4054844545,5719,5709,8,218030,37095,17.014,9511467860,131524,0.00%,17882,1743,9.75%,393011,9532807440,201,0.00%,3012,5380,178.62%,0,0
