test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.12.0b1,fibonacci.py 100000,0.276365,1416,1686825917.240537,-,-,507,13.68,3711,1896,1.87,528,0,3,59,93,67,236,0,200,1,118,0.00,0.52,1.04,0.84,5.86,0.00,21.05,0.00,56.96,17.59,3.59,6.48,58.66,72,72,95.89,300,300,108.59,98.30,3.70,3.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44,3.54,0.01,0.30,0.00,0.00
2,Python 3.12.0b1,fibonacci.py 100000,0.269226,3301,1686825917.552517,-,-,516,13.97,3699,1891,1.86,533,0,0,31,42,79,209,0,210,0,81,0.00,0.18,0.27,1.22,5.06,0.00,29.90,0.00,49.11,15.39,3.36,6.11,61.17,70,73,96.57,300,300,109.37,99.23,2.91,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.22,3.45,0.01,0.28,0.00,0.00
3,Python 3.12.0b1,fibonacci.py 100000,0.290302,1764,1686825917.884949,-,-,787,23.42,3363,1894,1.35,1097,0,11,2949,1537,179,82,0,275,0,69,0.01,8.60,4.47,0.53,1.89,0.00,29.31,0.00,31.70,25.90,0.33,0.87,49.48,72,73,93.70,300,300,155.51,99.07,6.05,6.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.11,4.25,0.02,0.38,0.00,0.00
4,Python 3.12.0b1,fibonacci.py 100000,0.285717,1602,1686825918.214279,-,-,638,17.43,3663,1896,1.62,807,0,1,9,70,108,314,0,470,2,142,0.00,0.05,0.46,1.69,7.88,0.00,43.81,0.36,27.98,19.48,3.21,8.07,51.81,75,75,78.75,300,300,135.11,98.16,20.18,19.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.06,4.15,0.06,0.41,0.00,0.00
5,Python 3.12.0b1,fibonacci.py 100000,0.270433,1734,1686825918.519501,-,-,533,14.45,3694,1894,1.81,577,0,0,34,54,89,211,0,243,0,70,0.00,0.52,0.37,1.02,5.12,0.00,33.12,0.00,45.25,15.66,2.52,6.55,60.82,75,75,94.29,300,300,111.45,99.18,5.02,4.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.34,3.54,0.02,0.30,0.00,0.00
6,Python 3.12.0b1,fibonacci.py 100000,0.285294,1642,1686825918.841891,-,-,790,22.67,3488,1894,1.36,1125,0,19,3464,1449,157,131,0,301,7,115,0.01,6.88,4.63,0.96,3.76,0.00,33.92,0.94,26.19,24.97,0.33,4.20,47.83,73,73,94.99,300,300,152.51,98.97,4.77,4.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.24,4.33,0.01,0.37,0.00,0.00
7,Python 3.12.0b1,fibonacci.py 100000,0.287381,1500,1686825919.173512,-,-,663,18.22,3636,1896,1.51,924,0,24,726,471,247,203,0,411,0,108,0.01,3.03,2.47,1.86,4.55,0.00,45.64,0.00,24.03,19.58,1.79,5.42,54.99,74,74,90.47,300,300,124.21,98.53,9.03,8.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.06,4.12,0.03,0.37,0.00,0.00
8,Python 3.12.0b1,fibonacci.py 100000,0.291053,1517,1686825919.509251,-,-,482,13.99,3440,1897,1.84,580,0,1,43,27,61,254,0,277,0,108,0.00,0.60,0.16,1.01,6.19,0.00,33.63,0.00,44.37,16.78,3.20,7.53,58.49,71,73,98.61,300,300,111.65,99.14,1.19,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.10,3.29,0.00,0.29,0.00,0.00
9,Python 3.12.0b1,fibonacci.py 100000,0.289122,1832,1686825919.835783,-,-,752,21.94,3432,1895,1.37,1039,0,15,3038,1114,122,203,0,264,1,83,0.01,6.07,3.73,1.04,4.57,0.00,26.24,0.01,36.34,23.23,0.89,4.52,49.42,72,72,91.31,300,300,147.27,98.96,8.03,7.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.01,4.15,0.02,0.38,0.00,0.00
10,Python 3.12.0b1,fibonacci.py 100000,0.278525,4736,1686825920.155937,-,-,637,18.10,3531,1892,1.58,754,0,6,1304,762,214,160,0,205,1,66,0.00,4.77,2.82,1.45,3.19,0.00,27.02,0.27,42.18,20.99,0.91,2.91,57.09,71,74,94.43,300,300,128.49,98.32,3.98,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.68,3.82,0.01,0.32,0.00,0.00
