test,python_version,appplication,time_elapsed,usec,Time_Of_Day_Seconds,APIC,X2APIC,Avg_MHz,Busy%,Bzy_MHz,TSC_MHz,IPC,IRQ,SMI,POLL,C1,C1E,C3,C6,C7s,C8,C9,C10,POLL%,C1%,C1E%,C3%,C6%,C7s%,C8%,C9%,C10%,CPU%c1,CPU%c3,CPU%c6,CPU%c7,CoreTmp,PkgTmp,GFX%rc6,GFXMHz,GFXAMHz,Totl%C0,Any%C0,GFX%C0,CPUGFX%,Pkg%pc2,Pkg%pc3,Pkg%pc6,Pkg%pc7,Pkg%pc8,Pkg%pc9,Pk%pc10,CPU%LPI,SYS%LPI,Pkg_J,Cor_J,GFX_J,RAM_J,PKG_%,RAM_%
1,Python 3.4.10,fibonacci.py 100000,0.066633,1236,1686825896.698148,-,-,594,17.49,3400,1896,0.99,390,0,4,84,112,100,289,0,134,0,11,0.02,3.59,3.19,4.96,27.70,0.00,41.01,0.00,2.18,30.19,10.48,21.82,20.02,62,62,78.04,300,300,134.87,93.37,20.26,20.06,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.72,0.01,0.08,0.00,0.00
2,Python 3.4.10,fibonacci.py 100000,0.054719,1228,1686825896.785906,-,-,569,16.75,3400,1895,1.01,281,0,0,23,74,97,214,0,120,0,0,0.00,1.69,1.81,7.93,23.21,0.00,48.67,0.00,0.00,26.27,15.11,25.33,16.54,66,66,87.72,300,300,132.12,98.97,12.58,12.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.59,0.01,0.06,0.00,0.00
3,Python 3.4.10,fibonacci.py 100000,0.053508,1208,1686825896.870895,-,-,482,14.18,3400,1896,1.05,268,0,0,12,44,60,181,0,128,0,0,0.00,0.92,1.95,5.36,20.57,0.00,57.12,0.00,0.00,23.09,12.34,22.31,28.08,61,63,85.97,300,300,113.93,98.56,13.80,13.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.51,0.01,0.05,0.00,0.00
4,Python 3.4.10,fibonacci.py 100000,0.055268,1207,1686825896.957220,-,-,577,16.95,3400,1897,0.92,353,0,5,39,45,54,209,0,105,0,0,0.03,0.93,1.66,3.42,27.96,0.00,49.21,0.00,0.00,24.96,5.22,28.79,24.07,62,62,88.66,300,300,134.77,98.92,10.75,10.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.58,0.01,0.05,0.00,0.00
5,Python 3.4.10,fibonacci.py 100000,0.054851,1218,1686825897.043856,-,-,600,17.65,3400,1896,0.92,334,0,0,58,173,168,343,0,99,0,0,0.00,2.59,8.64,8.35,32.83,0.00,30.10,0.00,0.00,35.71,6.42,26.03,14.19,66,66,82.04,300,300,132.11,99.01,17.91,17.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.61,0.01,0.05,0.00,0.00
6,Python 3.4.10,fibonacci.py 100000,0.092125,1349,1686825897.169158,-,-,2296,68.22,3368,1895,0.88,2732,0,15,1168,471,162,149,0,15,0,0,0.04,11.86,6.77,4.98,5.84,0.00,2.31,0.00,0.00,28.53,1.36,1.89,0.00,74,74,93.35,300,300,333.87,99.55,6.66,6.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.72,2.36,0.01,0.18,0.00,0.00
7,Python 3.4.10,fibonacci.py 100000,0.054003,1094,1686825897.258170,-,-,572,16.70,3417,1900,0.96,306,0,0,189,117,111,257,0,80,0,0,0.00,8.45,3.68,7.51,24.24,0.00,39.71,0.00,0.00,34.73,13.38,25.45,9.74,67,67,81.48,300,300,127.29,98.76,16.31,16.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.59,0.01,0.05,0.00,0.00
8,Python 3.4.10,fibonacci.py 100000,0.070736,1458,1686825897.385382,-,-,1193,39.60,3014,1895,0.74,587,0,4,1442,810,343,141,0,14,0,0,0.01,25.19,12.61,6.07,9.67,0.00,7.14,0.00,0.00,49.22,1.10,5.15,4.93,64,65,83.41,300,300,232.90,99.46,14.44,14.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,0.94,0.01,0.12,0.00,0.00
9,Python 3.4.10,fibonacci.py 100000,0.060095,1341,1686825897.484557,-,-,428,14.28,3000,1896,1.06,288,0,0,12,44,57,190,0,142,0,6,0.00,2.06,1.36,3.84,23.07,0.00,53.63,0.00,1.85,24.14,17.45,23.03,21.10,60,61,86.53,300,300,114.24,98.86,13.83,13.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.42,0.01,0.05,0.00,0.00
10,Python 3.4.10,fibonacci.py 100000,0.053562,1287,1686825897.570613,-,-,485,14.28,3400,1895,1.04,267,0,2,12,29,69,198,0,126,0,0,0.01,0.70,1.10,5.45,22.98,0.00,55.56,0.00,0.00,21.40,16.72,24.38,23.21,63,63,84.01,300,300,115.27,98.56,14.21,14.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.51,0.01,0.05,0.00,0.00
